with,,without,
52,68,59,81
47,68,61,81
61,68,59,81
48,68,58,81
50,68,61,81
52,68,60,81
53,68,60,81
54,68,59,81
55,68,60,81
56,68,60,81
56,68,56,81
55,68,57,81
49,68,57,81
52,68,60,81
52,68,60,81
50,68,48,81
57,68,59,81
57,68,57,81
67,68,50,81
67,68,51,81
61,68,51,81
59,68,49,81
50,68,48,81
56,68,49,81
60,68,50,81
37,68,59,81
61,68,55,81
57,68,64,81
51,68,62,81
62,68,62,81
47,68,64,81
47,68,62,81
54,68,62,81
47,68,56,81
46,68,56,81
51,68,63,81
36,68,63,81
59,68,61,81
56,68,61,81
51,68,55,81
56,68,65,81
64,68,64,81
57,68,61,81
64,68,60,81
26,68,60,81
47,68,60,81
23,68,64,81
51,68,57,81
48,68,63,81
50,68,61,81
45,68,58,81
44,68,60,81
42,68,57,81
41,68,56,81
41,68,56,81
57,68,60,81
57,68,60,81
57,68,66,81
56,68,66,81
56,68,60,81
55,68,57,81
45,68,58,81
69,68,66,81
69,68,59,81
64,68,65,81
55,68,62,81
58,68,62,81
60,68,55,81
66,68,55,81
68,68,55,81
68,68,54,81
52,68,54,81
47,68,55,81
67,68,51,81
57,68,51,81
63,68,43,81
57,68,44,81
57,68,45,81
47,68,44,81
50,68,47,81
62,68,48,81
56,68,48,81
49,68,60,81
54,68,61,81
49,68,62,81
46,68,62,81
47,68,51,81
46,68,53,81
49,68,52,81
49,68,52,81
32,68,58,81
52,68,61,81
45,68,65,81
45,68,60,81
46,68,61,81
47,68,62,81
48,68,62,81
44,68,53,81
49,68,63,81
50,68,56,81
50,68,59,81
47,68,63,81
47,68,63,81
48,68,59,81
49,68,64,81
49,68,59,81
52,68,61,81
51,68,56,81
51,68,56,81
50,68,60,81
51,68,57,81
51,68,56,81
48,68,55,81
47,68,54,81
49,68,54,81
49,68,63,81
52,68,62,81
48,68,63,81
49,68,64,81
50,68,64,81
49,68,58,81
49,68,56,81
56,68,63,81
56,68,64,81
57,68,63,81
33,68,64,81
61,68,63,81
54,68,55,81
54,68,64,81
62,68,49,81
62,68,67,81
55,68,61,81
52,68,61,81
42,68,49,81
56,68,53,81
58,68,57,81
54,68,62,81
54,68,55,81
62,68,70,81
52,68,64,81
49,68,55,81
51,68,51,81
43,68,61,81
46,68,61,81
45,68,52,81
42,68,52,81
50,68,60,81
42,68,63,81
55,68,52,81
60,68,54,81
61,68,62,81
62,68,56,81
63,68,57,81
63,68,63,81
53,68,62,81
44,68,62,81
50,68,62,81
42,68,62,81
50,68,62,81
50,68,57,81
50,68,56,81
49,68,55,81
30,68,55,81
30,68,55,81
30,68,56,81
31,68,57,81
32,68,56,81
32,68,60,81
52,68,61,81
51,68,62,81
44,68,61,81
31,68,61,81
50,68,57,81
42,68,57,81
43,68,62,81
43,68,63,81
43,68,63,81
43,68,63,81
48,68,56,81
48,68,57,81
49,68,58,81
49,68,59,81
49,68,59,81
48,68,62,81
49,68,63,81
37,68,64,81
36,68,65,81
36,68,63,81
51,68,62,81
35,68,55,81
50,68,64,81
50,68,54,81
51,68,63,81
51,68,50,81
56,68,46,81
56,68,49,81
57,68,62,81
59,68,45,81
52,68,59,81
51,68,60,81
51,68,61,81
51,68,62,81
51,68,62,81
50,68,57,81
50,68,47,81
50,68,48,81
51,68,48,81
51,68,51,81
34,68,43,81
64,68,42,81
64,68,42,81
62,68,41,81
61,68,39,81
43,68,38,81
42,68,38,81
43,68,38,81
44,68,39,81
44,68,63,81
44,68,63,81
46,68,56,81
47,68,56,81
48,68,51,81
48,68,62,81
49,68,61,81
49,68,52,81
30,68,52,81
55,68,52,81
55,68,61,81
48,68,59,81
48,68,61,81
61,68,47,81
56,68,56,81
43,68,57,81
43,68,55,81
64,68,54,81
47,68,49,81
56,68,56,81
61,68,47,81
55,68,58,81
54,68,58,81
53,68,54,81
52,68,55,81
51,68,52,81
50,68,58,81
49,68,55,81
49,68,51,81
54,68,60,81
47,68,61,81
47,68,61,81
56,68,61,81
33,68,57,81
61,68,52,81
50,68,56,81
47,68,63,81
50,68,57,81
55,68,56,81
47,68,55,81
33,68,54,81
53,68,54,81
44,68,62,81
62,68,62,81
44,68,62,81
64,68,62,81
65,68,62,81
53,68,62,81
52,68,57,81
53,68,53,81
54,68,55,81
64,68,54,81
64,68,54,81
56,68,60,81
65,68,60,81
54,68,60,81
55,68,67,81
69,68,61,81
41,68,60,81
67,68,60,81
43,68,60,81
42,68,54,81
43,68,55,81
43,68,58,81
56,68,59,81
55,68,53,81
54,68,54,81
54,68,58,81
42,68,67,81
43,68,63,81
47,68,55,81
47,68,56,81
54,68,68,81
53,68,44,81
42,68,44,81
42,68,49,81
41,68,51,81
41,68,61,81
48,68,60,81
49,68,53,81
53,68,54,81
53,68,50,81
42,68,69,81
40,68,68,81
59,68,51,81
54,68,57,81
56,68,58,81
56,68,66,81
56,68,60,81
42,68,56,81
66,68,58,81
55,68,59,81
62,68,58,81
36,68,57,81
24,68,56,81
54,68,55,81
51,68,55,81
61,68,58,81
57,68,70,81
54,68,62,81
57,68,65,81
40,68,65,81
40,68,59,81
58,68,59,81
54,68,60,81
66,68,61,81
66,68,61,81
51,68,61,81
51,68,67,81
47,68,64,81
53,68,50,81
55,68,65,81
54,68,66,81
43,68,66,81
47,68,63,81
55,68,62,81
39,68,62,81
48,68,62,81
55,68,69,81
61,68,70,81
61,68,60,81
37,68,67,81
51,68,66,81
52,68,68,81
53,68,68,81
53,68,65,81
51,68,64,81
52,68,60,81
52,68,56,81
35,68,48,81
35,68,53,81
36,68,47,81
53,69,49,81
51,69,57,81
54,69,58,81
60,69,58,81
60,69,55,81
54,69,56,81
51,69,55,81
56,69,54,81
56,69,54,81
60,69,55,81
60,69,56,81
65,69,57,81
48,69,58,81
62,69,60,81
61,69,62,81
71,69,64,81
71,69,64,81
51,69,65,81
51,69,64,81
65,69,65,81
66,69,65,81
41,69,51,81
48,69,65,81
43,69,57,81
54,69,65,81
43,69,64,81
52,69,50,81
45,69,66,81
45,69,66,81
44,69,64,81
59,69,57,81
36,69,56,81
41,69,56,81
38,69,59,81
49,69,60,81
35,69,61,81
34,69,62,81
33,69,63,81
33,69,63,81
34,69,64,81
40,69,56,81
33,69,63,81
34,69,63,81
61,69,63,81
43,69,63,81
43,69,63,81
61,69,63,81
37,69,53,81
37,69,64,81
36,69,56,81
36,69,64,81
44,69,60,81
45,69,61,81
47,69,56,81
48,69,63,81
48,69,65,81
38,69,61,81
38,69,56,81
48,69,48,81
49,69,57,81
51,69,54,81
51,69,56,81
38,69,52,81
38,69,46,81
39,69,56,81
39,69,61,81
37,69,59,81
36,69,60,81
51,69,61,81
60,69,62,81
60,69,63,81
60,69,63,81
34,69,61,81
34,69,58,81
59,69,56,81
58,69,65,81
59,69,67,81
60,69,67,81
59,69,60,81
34,69,65,81
34,69,57,81
35,69,57,81
35,69,57,81
34,69,60,81
38,69,60,81
55,69,58,81
55,69,62,81
55,69,61,81
52,69,62,81
57,69,65,81
53,69,65,81
55,69,63,81
44,69,60,81
52,69,59,81
53,69,57,81
42,69,66,81
42,69,64,81
43,69,64,81
47,69,64,81
40,69,51,81
43,69,60,81
37,69,63,81
49,69,48,81
50,69,49,81
47,69,49,81
31,69,48,81
47,69,52,81
57,69,41,81
49,69,41,81
51,69,44,81
62,69,45,81
62,69,46,81
58,69,46,81
56,69,45,81
51,69,44,81
56,69,43,81
57,69,43,81
55,69,42,81
57,69,42,81
53,69,44,81
58,69,44,81
55,69,45,81
55,69,62,81
58,69,62,81
34,69,66,81
34,69,66,81
56,69,61,81
55,69,55,81
57,69,57,81
58,69,62,81
58,69,58,81
58,69,56,81
58,69,56,81
58,69,57,81
58,69,65,81
58,69,62,81
58,69,65,81
58,69,67,81
38,69,61,81
55,69,62,81
55,69,62,81
60,69,59,81
48,69,58,81
48,69,60,81
53,69,60,81
53,69,64,81
52,69,65,81
52,69,66,81
51,69,59,81
51,69,58,81
44,69,58,81
44,69,62,81
45,69,63,81
45,69,62,81
45,69,62,81
40,69,62,81
41,69,56,81
41,69,56,81
41,69,55,81
66,69,59,81
66,69,54,81
42,69,69,81
37,69,68,81
37,69,55,81
41,69,62,81
64,69,62,81
63,69,62,81
63,69,60,81
63,69,58,81
64,69,58,81
66,69,58,81
67,69,58,81
67,69,58,81
44,69,58,81
65,69,65,81
64,69,59,81
63,69,60,81
63,69,60,81
38,69,46,81
58,69,64,81
61,69,63,81
50,69,63,81
47,69,61,81
57,69,34,81
60,69,34,81
56,69,62,81
56,69,62,81
56,69,63,81
69,69,64,81
45,69,65,81
67,69,66,81
50,69,66,81
41,69,67,81
47,69,66,81
41,69,39,81
68,69,38,81
50,69,39,81
47,69,39,81
48,69,48,81
44,69,48,81
50,69,47,81
50,69,49,81
52,69,49,81
43,69,37,81
53,69,62,81
50,69,41,81
48,69,49,81
48,69,59,81
48,69,66,81
65,69,65,81
64,69,51,81
50,69,53,81
51,69,52,81
62,69,62,81
62,69,69,81
61,69,67,81
62,69,67,81
62,69,67,81
61,69,66,81
60,69,66,81
58,69,55,81
51,69,55,81
60,69,65,81
61,69,58,81
59,69,48,81
52,69,58,81
38,69,61,81
37,69,47,81
37,69,45,81
38,69,45,81
38,69,46,81
41,69,46,81
40,69,44,81
54,69,45,81
54,69,42,81
55,69,61,81
42,69,58,81
43,69,58,81
54,69,51,81
65,69,55,81
64,69,55,81
50,69,61,81
50,69,60,81
37,69,55,81
37,69,60,81
50,69,54,81
38,69,61,81
40,69,61,81
41,69,55,81
41,69,56,81
66,69,57,81
66,69,58,81
64,69,58,81
43,69,54,81
42,69,55,81
64,69,65,81
42,69,56,81
63,69,56,81
45,69,56,81
43,69,58,81
43,69,57,81
65,69,50,81
66,69,67,81
44,69,54,81
43,69,54,81
44,69,66,81
44,69,66,81
45,69,65,81
43,69,54,81
68,69,57,81
66,69,57,81
45,69,56,81
31,69,55,81
30,69,55,81
63,69,60,81
56,69,53,81
50,69,45,81
42,69,45,81
60,69,60,81
60,69,41,81
47,69,54,81
54,69,66,81
58,69,57,81
38,69,57,81
45,69,56,81
53,69,48,81
54,69,48,81
53,69,48,81
39,69,50,81
47,69,50,81
47,69,52,81
49,69,59,81
45,69,59,81
54,69,58,81
54,69,55,81
53,69,59,81
52,69,47,81
47,69,47,81
48,69,55,81
48,69,58,81
47,69,55,81
48,69,55,81
48,69,57,81
50,69,55,81
50,69,57,81
52,69,63,81
54,69,59,81
54,69,57,81
53,69,64,81
53,69,65,81
53,69,64,81
54,69,65,81
53,69,57,81
53,69,65,81
52,69,64,81
54,69,64,81
52,69,65,81
52,69,65,81
52,69,63,81
52,69,64,81
51,69,58,81
51,69,58,81
24,69,58,81
56,69,64,81
66,69,64,81
53,69,65,81
53,69,50,81
51,69,65,81
51,69,66,81
57,69,66,81
61,69,64,81
58,69,46,81
51,69,66,81
51,69,53,81
63,69,53,81
39,69,64,81
39,69,61,81
58,69,59,81
50,69,59,81
61,69,58,81
50,69,58,81
42,69,59,81
59,69,51,81
69,69,51,81
57,69,50,81
54,69,50,81
44,69,49,81
49,69,50,81
40,69,50,81
56,69,51,81
57,69,62,81
57,69,48,81
39,69,54,81
39,69,54,81
38,69,58,81
38,69,58,81
38,69,60,81
37,69,55,81
39,69,60,81
49,69,51,81
65,69,57,81
54,69,57,81
55,69,59,81
47,69,55,81
50,69,60,81
64,69,54,81
63,69,59,81
61,69,59,81
48,69,59,81
48,69,54,81
47,69,55,81
58,69,60,81
56,69,66,81
49,69,56,81
49,69,64,81
48,69,56,81
58,69,62,81
52,69,63,81
53,69,60,81
55,69,59,81
58,69,60,81
54,69,67,81
48,69,67,81
47,69,68,81
48,69,69,81
48,69,68,81
55,69,62,81
56,69,62,81
59,69,60,81
59,69,50,81
52,69,47,81
64,69,69,81
65,69,55,81
66,69,51,81
66,69,37,81
59,69,64,81
57,69,52,81
51,69,59,81
53,69,45,81
44,69,56,81
58,69,61,81
63,69,63,81
58,69,62,81
58,69,61,81
60,69,60,81
62,69,60,81
62,69,60,81
59,69,49,81
50,69,58,81
51,69,61,81
58,69,56,81
59,69,56,81
59,69,56,81
54,69,62,81
53,69,55,81
52,69,61,81
51,69,63,81
51,69,63,81
43,69,63,81
43,69,63,81
47,69,61,81
63,69,58,81
44,69,59,81
65,69,63,81
43,69,67,81
44,69,65,81
43,69,60,81
44,69,68,81
55,69,57,81
58,69,57,81
60,69,55,81
60,69,63,81
59,69,64,81
27,69,65,81
47,69,63,81
53,69,48,81
57,69,66,81
57,69,59,81
60,69,53,81
54,69,58,81
43,69,51,81
58,69,66,81
60,69,66,81
62,69,44,81
61,69,41,81
60,69,43,81
59,69,42,81
58,69,42,81
57,69,43,81
56,69,44,81
55,69,71,81
54,69,72,81
53,69,73,81
52,69,73,81
52,69,75,81
45,69,72,81
62,69,72,81
57,69,72,81
47,69,67,81
44,69,53,81
54,69,54,81
51,69,55,81
61,69,55,81
45,69,55,81
60,69,55,81
53,69,59,81
47,69,57,81
64,69,56,81
63,69,60,81
63,69,59,81
64,69,59,81
61,69,59,81
61,69,58,81
60,69,58,81
61,69,59,81
61,69,60,81
62,69,61,81
61,69,62,81
58,69,63,81
57,69,63,81
57,69,63,81
61,69,59,81
51,69,60,81
51,69,60,81
58,69,56,81
41,69,56,81
62,69,60,81
55,69,66,81
58,69,66,81
63,69,55,81
62,69,53,81
61,69,54,81
60,69,54,81
59,69,67,81
58,69,66,81
58,69,66,81
50,69,65,81
63,69,66,81
41,69,66,81
63,69,61,81
36,69,60,81
51,69,53,81
44,69,65,81
32,69,64,81
57,69,59,81
34,69,59,81
69,69,65,81
69,69,64,81
68,69,63,81
64,69,61,81
68,69,53,81
72,69,63,81
73,69,54,81
73,69,63,81
73,69,52,81
39,69,61,81
38,69,54,81
38,69,32,81
38,69,30,80
72,69,22,80
73,69,23,80
72,69,24,80
37,69,24,80
37,69,24,80
37,69,32,80
71,69,32,80
70,69,23,80
71,69,24,80
36,69,32,80
36,69,33,80
37,69,32,80
38,69,32,80
70,69,21,80
70,69,21,80
70,69,31,80
39,69,21,80
38,69,22,80
38,69,30,80
60,69,29,80
60,69,29,80
69,69,21,80
60,69,24,80
61,69,24,80
59,69,30,80
59,69,23,80
68,69,24,80
68,69,21,80
67,69,21,80
66,69,29,80
59,69,31,80
60,69,50,80
58,69,51,80
59,69,50,80
40,69,50,80
39,69,51,80
38,69,53,80
38,69,53,80
71,69,53,80
70,69,54,80
71,69,55,80
40,69,61,80
39,69,56,80
39,69,56,80
64,69,59,80
37,69,58,80
36,69,57,80
35,69,58,80
69,69,57,80
70,69,55,80
70,69,57,80
70,69,59,80
67,69,24,80
35,69,27,80
68,69,27,80
68,69,53,80
66,69,64,80
66,69,34,80
57,69,37,80
57,69,37,80
62,69,35,80
41,69,38,80
60,69,59,80
61,69,59,80
59,69,53,80
59,69,53,80
60,69,38,80
66,69,39,80
66,69,40,80
66,69,41,80
60,69,42,80
59,69,42,80
52,69,56,80
63,69,56,80
39,69,52,80
39,69,52,80
52,69,54,80
63,69,57,80
52,69,54,80
52,69,60,80
55,69,59,80
55,69,59,80
51,69,61,80
35,69,61,80
35,69,61,80
63,69,61,80
61,69,61,80
59,69,54,80
56,69,64,80
58,69,64,80
59,69,60,80
58,69,51,80
58,69,60,80
52,69,61,80
52,69,62,80
57,69,63,80
59,69,64,80
61,69,64,80
61,69,62,80
62,69,63,80
62,69,61,80
62,69,53,80
63,69,54,80
61,69,54,80
62,69,54,80
62,69,54,80
61,69,54,80
60,69,53,80
60,69,58,80
60,69,58,80
60,69,66,80
59,69,64,80
59,69,55,80
65,69,61,80
65,69,62,80
57,69,56,80
53,69,50,80
53,69,59,80
59,69,50,80
60,69,56,80
60,69,62,80
62,69,62,80
62,69,62,80
54,69,62,80
55,69,62,80
61,69,62,80
60,69,50,80
56,69,63,80
53,69,53,80
56,69,48,80
44,69,64,80
44,69,67,80
44,69,66,80
55,69,66,80
62,69,67,80
38,69,68,80
41,69,68,80
50,69,69,80
60,69,52,80
44,69,56,80
44,69,58,80
62,69,58,80
63,69,58,80
63,69,58,80
63,69,58,80
51,69,59,80
45,69,59,80
44,69,53,80
43,69,61,80
42,69,60,80
44,69,53,80
45,69,63,80
45,69,69,80
62,69,54,80
61,69,59,80
61,69,60,80
64,69,58,80
63,69,57,80
64,69,58,80
63,69,62,80
65,69,57,80
65,69,57,80
64,69,60,80
55,69,58,80
54,69,60,80
54,69,59,80
57,69,58,80
56,69,57,80
57,69,57,80
53,69,57,80
66,69,58,80
58,69,60,80
57,69,56,80
53,69,55,80
53,69,55,80
59,69,55,80
59,69,57,80
60,69,56,80
61,69,56,80
52,69,58,80
50,69,72,80
59,69,59,80
58,69,54,80
58,69,58,80
59,69,62,80
59,69,57,80
58,69,57,80
55,69,57,80
66,69,62,80
55,69,54,80
55,69,60,80
55,69,59,80
58,69,58,80
58,69,58,80
58,69,57,80
58,69,59,80
61,69,65,80
64,69,56,80
58,69,61,80
60,69,64,80
56,69,56,80
54,69,57,80
53,69,58,80
52,69,58,80
52,69,60,80
52,69,60,80
52,69,65,80
52,69,65,80
52,69,65,80
48,69,59,80
58,69,66,80
54,69,68,80
52,69,57,80
50,69,68,80
42,69,62,80
44,69,69,80
48,69,59,80
44,69,69,80
53,69,69,80
47,69,68,80
44,69,68,80
49,69,58,80
49,69,68,80
41,69,67,80
31,69,60,80
40,69,67,80
62,69,58,80
35,69,64,80
35,69,64,80
37,69,59,80
53,69,62,80
56,69,58,80
58,69,54,80
58,69,55,80
56,69,39,80
63,69,57,80
51,69,45,80
67,69,56,80
51,69,62,80
51,69,66,80
63,69,66,80
49,69,54,80
52,69,61,80
51,69,63,80
52,69,60,80
55,69,62,80
56,69,62,80
65,69,61,80
62,69,61,80
60,69,54,80
49,69,61,80
60,69,63,80
66,69,59,80
58,69,60,80
66,69,59,80
54,69,59,80
60,69,54,80
60,69,55,80
59,69,55,80
58,69,56,80
58,69,56,80
52,69,61,80
52,69,60,80
52,69,61,80
51,69,59,80
56,69,58,80
55,69,59,80
54,69,57,80
54,69,56,80
48,69,57,80
49,69,59,80
50,69,47,80
68,69,59,80
53,69,59,80
53,69,56,80
54,69,49,80
53,69,50,80
54,69,51,80
55,69,51,80
55,69,51,80
56,69,50,80
59,69,47,80
59,69,48,80
63,69,49,80
63,69,49,80
60,69,58,80
61,69,59,80
65,69,59,80
64,69,59,80
64,69,56,80
59,69,65,80
58,69,65,80
60,69,65,80
62,69,65,80
65,69,61,80
64,69,63,80
63,69,61,80
64,69,56,80
66,69,62,80
67,69,55,80
67,69,56,80
67,69,57,80
67,69,57,80
68,69,61,80
69,69,54,80
72,69,65,80
50,69,65,80
49,69,63,80
72,69,62,80
71,69,65,80
72,69,65,80
71,69,62,80
71,69,61,80
50,69,62,80
51,69,56,80
50,69,64,80
71,69,62,80
72,69,58,80
73,69,57,80
73,69,57,80
48,69,59,80
51,69,56,80
60,69,62,80
55,69,61,80
57,69,59,80
57,69,67,80
59,69,66,80
62,69,58,80
34,69,56,80
55,69,56,80
55,69,64,80
59,69,61,80
57,69,61,80
57,69,55,80
58,69,54,80
50,69,54,80
45,69,53,80
54,69,53,80
67,69,54,80
44,69,50,80
44,69,50,80
56,69,39,80
56,69,40,80
53,69,42,80
48,69,42,80
62,69,43,80
49,69,45,80
53,69,45,80
49,69,44,80
53,69,44,80
52,69,43,80
54,69,43,80
53,69,42,80
52,69,44,80
51,69,46,80
51,69,49,80
50,69,50,80
51,69,50,80
51,69,50,80
51,69,50,80
49,69,50,80
49,69,52,80
49,69,52,80
51,69,59,80
51,69,52,80
51,69,57,80
51,69,60,80
61,69,66,80
58,69,59,80
59,69,52,80
66,69,64,80
51,69,55,80
57,69,59,80
61,69,64,80
38,69,62,80
38,69,59,80
60,69,63,80
58,69,59,80
52,69,62,80
61,69,62,80
48,69,61,80
53,69,58,80
45,69,59,80
52,69,56,80
37,69,63,80
58,69,63,80
57,69,62,80
52,69,62,80
56,69,62,80
65,69,62,80
56,69,54,80
65,69,64,80
25,69,48,80
48,69,66,80
22,69,60,80
52,69,44,80
49,69,44,80
49,69,48,80
44,69,54,80
45,69,57,80
41,69,44,80
40,69,44,80
42,69,61,80
44,69,54,80
43,69,71,80
56,69,55,80
64,69,55,80
68,69,51,80
56,69,52,80
57,69,53,80
60,69,54,80
60,69,54,80
66,69,53,80
67,69,54,80
67,69,55,80
53,69,56,80
48,69,56,80
66,69,63,80
58,69,51,80
64,69,59,80
58,69,59,80
48,69,61,80
51,69,61,80
61,69,52,80
55,69,64,80
50,69,52,80
53,69,52,80
50,69,52,80
47,69,52,80
48,69,52,80
38,69,55,80
38,69,63,80
38,69,57,80
47,69,56,80
50,69,63,80
50,69,63,80
50,69,62,80
50,69,62,80
50,69,62,80
50,69,58,80
50,69,59,80
50,69,60,80
50,69,61,80
50,69,61,80
50,69,60,80
50,69,61,80
50,69,62,80
32,69,59,80
52,69,57,80
47,69,62,80
45,69,56,80
48,69,62,80
50,69,58,80
49,69,61,80
50,69,62,80
49,69,62,80
52,69,55,80
51,69,63,80
48,69,53,80
50,69,59,80
49,69,62,80
48,69,51,80
49,69,47,80
49,69,48,80
49,69,62,80
52,69,44,80
55,69,56,80
55,69,45,80
34,69,46,80
34,69,51,80
61,69,49,80
56,69,50,80
53,69,50,80
43,69,42,80
43,69,42,80
55,69,41,80
57,69,42,80
59,69,40,80
55,69,39,80
61,69,40,80
61,69,40,80
53,69,39,80
44,69,38,80
44,69,38,80
53,69,37,80
52,69,40,80
51,69,41,80
50,69,42,80
49,69,43,80
48,69,43,80
47,69,64,80
47,69,64,80
55,69,56,80
54,69,50,80
53,69,50,80
53,69,57,80
50,69,62,80
52,69,62,80
44,69,62,80
43,69,62,80
51,69,62,80
43,69,62,80
55,69,58,80
53,69,51,80
53,69,46,80
59,69,64,80
53,69,64,80
45,69,54,80
51,69,53,80
43,69,48,80
51,69,57,80
37,69,56,80
37,69,56,80
62,69,55,80
34,69,55,80
34,69,46,80
34,69,46,80
50,69,58,80
50,69,54,80
51,69,59,80
51,69,59,80
50,69,59,80
50,69,59,80
33,69,59,80
32,69,59,80
43,69,56,80
49,69,51,80
48,69,54,80
48,69,54,80
47,69,56,80
48,69,51,80
49,69,59,80
51,69,61,80
50,69,60,80
50,69,58,80
27,69,52,80
27,69,55,80
50,69,64,80
49,69,64,80
49,69,58,80
50,69,58,80
51,69,52,80
51,69,63,80
34,69,61,80
34,69,61,80
62,69,61,80
62,69,61,80
44,69,59,80
42,69,60,80
42,69,66,80
45,69,61,80
48,69,63,80
31,69,55,80
50,69,59,80
56,69,59,80
49,69,53,80
62,69,53,80
55,69,59,80
44,69,66,80
64,69,59,80
48,69,62,80
57,69,54,80
62,69,55,80
62,69,68,80
60,69,44,80
56,69,48,80
55,69,50,80
48,69,43,80
44,69,62,80
48,69,60,80
57,69,61,80
33,69,61,80
51,69,51,80
48,69,52,80
51,69,54,80
54,69,54,80
54,69,49,80
51,69,49,80
51,69,50,80
51,69,50,80
51,69,51,80
51,69,69,80
51,69,67,80
51,69,51,80
51,69,52,80
56,69,53,80
33,69,54,80
43,69,55,80
62,69,56,80
62,69,56,80
64,69,59,80
64,69,59,80
43,69,67,80
65,69,59,80
66,69,55,80
65,69,57,80
65,69,59,80
55,69,57,80
55,69,56,80
65,69,56,80
65,69,56,80
55,69,56,80
54,69,56,80
53,69,69,80
52,69,62,80
53,69,66,80
53,69,66,80
68,69,66,80
68,69,62,80
50,69,62,80
50,69,60,80
68,69,58,80
68,69,56,80
54,69,68,80
43,69,65,80
53,69,65,80
53,69,51,80
53,69,50,80
49,69,50,80
48,69,63,80
47,69,69,80
47,69,71,80
55,69,72,80
43,69,72,80
43,69,66,80
42,69,74,80
42,69,74,80
41,69,73,80
42,69,73,80
54,69,66,80
54,69,66,80
41,69,66,80
57,69,63,80
43,69,60,80
43,69,55,80
67,69,67,80
55,69,47,80
55,69,52,80
62,69,66,80
37,69,66,80
25,69,46,80
55,69,50,80
52,69,60,80
60,69,58,80
56,69,57,80
56,69,55,80
56,69,55,80
54,69,55,80
58,69,22,80
41,69,22,80
59,69,23,80
52,69,23,80
52,69,55,80
55,69,21,80
66,69,21,80
50,69,21,80
52,69,21,80
38,69,22,80
38,69,22,80
55,69,23,80
54,69,21,80
42,69,21,80
54,69,21,80
49,69,54,80
54,69,55,80
37,69,55,80
60,69,22,80
50,69,21,80
53,69,22,80
52,69,61,80
52,69,65,80
53,69,64,80
54,69,21,80
36,69,21,80
35,69,66,80
35,69,63,80
34,69,62,80
34,69,62,80
57,69,62,80
33,69,62,80
53,70,62,80
53,70,51,80
54,70,64,80
52,70,56,80
61,70,56,80
60,70,49,80
61,70,49,80
62,70,64,80
62,70,65,80
55,70,58,80
52,70,57,80
52,70,56,80
53,70,56,80
54,70,56,80
55,70,57,80
56,70,58,80
57,70,58,80
57,70,65,80
59,70,65,80
65,70,56,80
65,70,65,80
57,70,55,80
47,70,52,80
49,70,57,80
61,70,65,80
63,70,57,80
63,70,57,80
61,70,63,80
71,70,63,80
52,70,62,80
64,70,61,80
66,70,61,80
70,70,62,80
41,70,63,80
48,70,63,80
44,70,61,80
55,70,60,80
44,70,60,80
53,70,55,80
46,70,64,80
45,70,64,80
45,70,62,80
45,70,55,80
45,70,47,80
45,70,56,80
60,70,53,80
36,70,55,80
40,70,51,80
39,70,45,80
48,70,60,80
33,70,60,80
33,70,54,80
34,70,55,80
35,70,56,80
35,70,57,80
34,70,58,80
34,70,58,80
34,70,57,80
34,70,57,80
45,70,55,80
44,70,55,80
44,70,57,80
41,70,57,80
40,70,57,80
40,70,57,80
33,70,57,80
35,70,57,80
36,70,60,80
36,70,57,80
62,70,57,80
61,70,68,80
61,70,68,80
42,70,68,80
62,70,68,80
46,70,60,80
45,70,60,80
45,70,60,80
46,70,66,80
50,70,67,80
62,70,66,80
39,70,58,80
39,70,59,80
38,70,58,80
52,70,59,80
51,70,60,80
50,70,61,80
48,70,61,80
61,70,61,80
59,70,62,80
60,70,63,80
39,70,63,80
56,70,62,80
53,70,65,80
53,70,64,80
58,70,62,80
59,70,64,80
60,70,62,80
61,70,62,80
61,70,65,80
54,70,65,80
54,70,63,80
56,70,61,80
53,70,61,80
52,70,66,80
51,70,67,80
51,70,68,80
51,70,68,80
51,70,65,80
66,70,50,80
66,70,61,80
54,70,62,80
45,70,63,80
45,70,47,80
45,70,47,80
45,70,50,80
53,70,51,80
54,70,40,80
43,70,46,80
49,70,44,80
48,70,44,80
48,70,47,80
43,70,45,80
44,70,45,80
39,70,45,80
44,70,44,80
38,70,42,80
50,70,40,80
51,70,41,80
48,70,41,80
48,70,39,80
30,70,44,80
47,70,46,80
58,70,63,80
58,70,63,80
50,70,62,80
52,70,62,80
59,70,60,80
62,70,61,80
57,70,61,80
51,70,66,80
50,70,62,80
50,70,62,80
55,70,63,80
57,70,63,80
55,70,65,80
58,70,58,80
53,70,57,80
59,70,56,80
55,70,56,80
59,70,56,80
34,70,57,80
57,70,57,80
55,70,57,80
59,70,66,80
39,70,66,80
59,70,64,80
56,70,64,80
54,70,57,80
51,70,58,80
44,70,59,80
44,70,60,80
45,70,61,80
45,70,61,80
66,70,59,80
65,70,59,80
64,70,63,80
65,70,68,80
37,70,56,80
45,70,57,80
66,70,57,80
62,70,58,80
39,70,59,80
39,70,65,80
57,70,66,80
62,70,65,80
62,70,65,80
51,70,65,80
48,70,66,80
58,70,57,80
61,70,62,80
61,70,63,80
57,70,62,80
56,70,55,80
68,70,56,80
46,70,54,80
67,70,60,80
51,70,53,80
42,70,61,80
48,70,61,80
42,70,68,80
69,70,67,80
51,70,66,80
48,70,66,80
49,70,55,80
43,70,62,80
49,70,61,80
49,70,61,80
45,70,61,80
44,70,63,80
50,70,57,80
51,70,56,80
