with,,without,
43,76,57,74
44,76,56,74
45,76,35,74
46,76,61,74
47,76,69,74
47,76,72,74
57,76,72,74
45,76,68,74
52,76,68,74
54,76,67,74
56,76,67,74
53,76,67,74
51,76,65,74
51,76,63,74
56,76,60,74
56,76,61,74
54,76,52,74
53,76,65,74
50,76,57,74
50,76,57,74
50,76,52,74
49,76,65,74
54,76,65,74
54,76,40,74
54,76,56,74
54,76,59,74
51,76,56,74
56,76,61,74
56,76,55,74
57,76,55,74
56,76,59,74
35,76,64,74
61,76,55,74
59,76,61,74
58,76,64,74
65,76,64,74
65,76,51,74
59,76,54,74
51,76,63,74
52,76,56,74
53,76,69,74
53,76,63,74
64,76,63,74
58,76,64,74
60,76,57,74
63,76,64,74
57,76,63,74
59,76,60,74
54,76,68,74
55,76,68,74
56,76,61,74
57,76,56,74
58,76,56,74
58,76,51,74
67,76,58,74
52,76,66,74
58,76,69,74
59,76,62,74
58,76,65,74
57,76,65,74
56,76,51,74
56,76,59,74
49,76,36,74
57,76,36,74
57,76,59,74
58,76,66,74
49,76,65,74
57,76,48,74
57,76,60,74
57,76,68,74
57,76,57,74
57,76,64,74
57,76,45,74
57,76,41,74
57,76,64,74
46,76,54,74
65,76,52,74
50,76,40,74
72,76,54,74
50,76,42,74
56,76,43,74
55,76,44,74
61,76,44,74
51,76,41,74
47,76,54,74
52,76,54,74
52,76,43,74
52,76,44,74
55,76,46,74
54,76,45,74
54,76,45,74
53,76,46,74
53,76,55,74
56,76,53,74
59,76,54,74
58,76,46,74
58,76,64,74
58,76,63,74
58,76,62,74
59,76,62,74
60,76,46,74
60,76,51,74
60,76,44,74
62,76,65,74
45,76,52,74
56,76,52,74
60,76,52,74
57,76,67,74
57,76,67,74
62,76,56,74
63,76,56,74
63,76,59,74
63,76,53,74
63,76,53,74
63,76,53,74
62,76,53,74
50,76,53,74
62,76,53,74
55,76,53,74
54,76,53,74
59,76,58,74
66,76,55,74
60,76,60,74
52,76,61,74
59,76,51,74
51,76,51,74
59,76,65,74
59,76,67,74
60,76,67,74
62,76,52,74
62,76,52,74
58,76,65,74
55,76,64,74
56,76,64,74
55,76,55,74
55,76,55,74
54,76,53,74
65,76,60,74
55,76,60,74
52,76,62,74
50,76,59,74
52,76,43,74
52,76,37,74
57,76,55,74
49,76,55,74
49,76,56,74
48,76,59,74
54,76,45,74
47,76,44,74
46,76,43,74
53,76,42,74
54,76,41,74
55,76,40,74
54,76,39,74
55,76,38,74
40,76,37,74
41,76,37,74
40,76,44,74
44,76,54,74
43,76,48,74
52,76,42,74
53,76,40,74
51,76,39,74
55,76,37,74
56,76,35,74
57,76,36,74
58,76,36,74
59,76,35,74
59,76,34,74
59,76,33,74
64,76,34,74
64,76,30,74
62,76,52,74
56,76,52,74
52,76,56,74
63,76,56,74
61,76,45,74
59,76,45,74
53,76,65,74
68,76,54,74
58,76,55,74
61,76,55,74
65,76,55,74
58,76,58,74
67,76,38,74
61,76,56,74
67,76,60,74
60,76,60,74
63,76,53,74
58,76,53,74
60,76,53,74
60,76,53,74
68,76,67,74
69,76,59,74
61,76,58,74
61,76,57,74
49,76,56,74
67,76,56,74
66,76,56,74
50,76,56,74
70,76,56,74
50,76,56,74
50,76,55,74
50,76,53,74
51,76,55,74
58,76,55,74
51,76,64,74
54,76,64,74
33,76,65,74
33,76,61,74
52,76,56,74
54,76,58,74
56,76,58,74
57,76,65,74
59,76,70,74
58,76,50,74
50,76,64,74
61,76,44,74
56,76,51,74
56,76,52,74
59,76,66,74
57,76,55,74
59,76,63,74
61,76,60,74
61,76,56,74
59,76,43,74
56,76,42,74
56,76,41,74
59,76,41,74
59,76,42,74
60,76,39,74
55,76,44,74
54,76,49,74
54,76,50,74
53,76,50,74
53,76,59,74
64,76,59,74
60,76,48,74
52,76,58,74
55,76,57,74
44,76,56,74
52,76,55,74
61,76,54,74
49,76,54,74
66,76,64,74
52,76,64,74
63,76,56,74
46,76,66,74
59,76,59,74
61,76,64,74
61,76,62,74
62,76,61,74
56,76,66,74
59,76,66,74
60,76,62,74
60,76,61,74
64,76,61,74
57,76,55,74
57,76,56,74
58,76,54,74
48,76,66,74
57,76,56,74
62,76,51,74
68,76,66,74
52,76,55,74
50,76,52,74
60,76,64,74
52,76,51,74
69,76,50,74
62,76,55,74
55,76,58,74
58,76,46,74
58,76,52,74
60,76,53,74
69,76,53,74
69,76,53,74
62,76,53,74
57,76,41,73
50,76,41,73
50,76,42,73
48,76,41,73
48,76,42,73
43,76,41,73
61,76,41,73
53,76,43,73
66,76,43,73
51,76,44,73
38,76,45,73
64,76,45,73
32,76,27,73
50,76,28,73
41,76,29,73
50,76,28,73
51,76,28,73
52,76,21,73
53,76,20,73
54,76,20,73
55,76,21,73
56,76,23,73
57,76,28,73
58,76,61,73
58,76,61,73
58,76,60,73
72,76,58,73
44,76,56,73
44,76,47,73
61,76,47,73
62,76,58,73
62,76,56,73
63,76,55,73
65,76,50,73
65,76,69,73
63,76,68,73
62,76,68,73
62,76,68,73
62,76,67,73
62,76,63,73
62,76,53,73
47,76,53,73
63,76,43,73
60,76,43,73
61,76,58,73
61,76,59,73
61,76,43,73
61,76,58,73
62,76,55,73
51,76,41,73
51,76,41,73
50,76,54,73
50,76,46,73
52,76,47,73
54,76,56,73
54,76,49,73
53,76,47,73
54,76,48,73
51,76,49,73
30,76,48,73
30,76,48,73
49,76,49,73
51,76,50,73
52,76,39,73
53,76,60,73
54,76,60,73
55,76,43,73
55,76,49,73
67,76,62,73
67,76,62,73
48,76,63,73
60,76,63,73
54,76,60,73
64,76,60,73
60,76,64,73
58,76,64,73
58,76,56,73
59,76,60,73
59,76,65,73
57,76,62,73
58,76,66,73
63,76,65,73
59,76,58,73
55,76,57,73
55,76,56,73
57,76,56,73
56,76,55,73
56,76,50,73
60,76,69,73
61,76,65,73
57,76,60,73
58,76,54,73
59,76,62,73
58,76,64,73
58,76,65,73
61,76,66,73
66,76,67,73
62,76,68,73
45,76,69,73
45,76,70,73
49,76,70,73
58,76,70,73
53,76,70,73
58,76,43,73
62,76,55,73
70,76,53,73
70,76,47,73
46,76,57,73
61,76,55,73
67,76,55,73
67,76,53,73
46,76,50,73
59,76,62,73
54,76,46,73
42,76,45,73
63,76,44,73
63,76,43,73
46,76,42,73
53,76,41,73
59,76,40,73
59,76,39,73
59,76,39,73
59,76,41,73
59,76,35,73
57,76,36,73
47,76,35,73
50,76,41,73
49,76,40,73
51,76,39,73
50,76,39,73
51,76,38,73
51,76,38,73
53,76,38,73
53,76,38,73
63,76,40,73
63,76,40,73
56,76,38,73
56,76,34,73
57,76,38,73
57,76,36,73
66,76,36,73
63,76,35,73
63,76,34,73
61,76,33,73
56,76,33,73
56,76,35,73
65,76,35,73
65,76,35,73
55,76,35,73
56,76,36,73
56,76,36,73
63,76,35,73
61,76,35,73
57,76,33,73
66,76,35,73
63,76,35,73
63,76,38,73
63,76,54,73
62,76,42,73
61,76,54,73
62,76,58,73
61,76,57,73
66,76,57,73
61,76,57,73
63,76,57,73
62,76,47,73
53,76,55,73
47,76,59,73
60,76,64,73
53,76,56,73
57,76,65,73
51,76,60,73
61,76,60,73
43,76,59,73
62,76,58,73
54,76,57,73
55,76,56,73
45,76,55,73
45,76,55,73
46,76,63,73
47,76,66,73
49,76,68,73
50,76,68,73
51,76,57,73
52,76,56,73
51,76,56,73
51,76,60,73
65,76,59,73
66,76,58,73
66,76,57,73
52,76,56,73
53,76,55,73
54,76,54,73
53,76,53,73
54,76,52,73
66,76,51,73
67,76,51,73
67,76,65,73
56,76,70,73
66,76,61,73
63,76,51,73
54,76,65,73
54,76,53,73
54,76,61,73
64,76,55,73
52,76,60,73
53,76,49,73
53,76,51,73
53,76,62,73
54,76,51,73
56,76,58,73
56,76,58,73
54,76,59,73
54,76,60,73
52,76,59,73
53,76,57,73
52,76,56,73
52,76,57,73
48,76,56,73
49,76,56,73
51,76,52,73
54,76,50,73
57,76,50,73
65,76,30,73
61,76,51,73
61,76,61,73
67,76,60,73
56,76,59,73
64,76,58,73
59,76,57,73
56,76,57,73
65,76,57,73
66,76,56,73
57,76,56,73
68,76,62,73
67,76,52,73
67,76,53,73
67,76,54,73
67,76,54,73
67,76,54,73
63,76,54,73
63,76,54,73
58,76,63,73
56,76,60,73
56,76,62,73
58,76,53,73
67,76,58,73
59,76,60,73
63,76,58,73
58,76,49,73
63,76,58,73
64,76,48,73
65,76,52,73
66,76,64,73
67,76,51,73
67,76,45,73
70,76,51,73
61,76,49,73
62,76,45,73
63,76,50,73
63,76,55,73
70,76,52,73
49,76,43,73
57,76,57,73
57,76,57,73
61,76,54,73
61,76,54,73
55,76,55,73
57,76,54,73
49,76,53,73
54,76,54,73
51,76,54,73
51,76,52,73
66,76,54,73
66,76,54,73
65,76,53,73
62,76,53,73
62,76,41,73
63,76,47,73
62,76,68,73
60,76,69,73
60,76,69,73
38,76,59,73
39,76,52,73
42,76,54,73
48,76,54,73
56,76,54,73
56,76,53,73
52,76,57,73
55,76,57,73
56,76,58,73
63,76,59,73
63,76,59,73
56,76,48,73
57,76,67,73
58,76,55,73
56,76,58,73
56,76,61,73
64,76,61,73
57,76,61,73
63,76,62,73
55,76,61,73
60,76,61,73
61,76,61,73
62,76,61,73
63,76,60,73
64,76,61,73
64,76,62,73
57,76,53,73
57,76,54,73
58,76,45,73
59,76,53,73
60,76,57,73
61,76,57,73
61,76,45,73
52,76,55,73
63,76,60,73
63,76,46,73
63,76,43,73
52,76,57,73
52,76,41,73
52,76,41,73
52,76,40,73
52,76,59,73
58,76,58,73
59,76,59,73
60,76,58,73
61,76,59,73
61,76,61,73
54,76,61,73
54,76,56,73
58,76,56,73
63,76,57,73
55,76,58,73
55,76,59,73
59,76,42,73
66,76,42,73
65,76,64,73
66,76,60,73
60,76,60,73
54,76,52,73
68,76,52,73
56,76,66,73
53,76,46,73
58,76,47,73
51,76,48,73
51,76,48,73
59,76,60,73
62,76,67,73
62,76,68,73
63,76,66,73
63,76,55,73
63,76,64,73
63,76,63,73
63,76,62,73
63,76,61,73
63,76,61,73
63,76,59,73
63,76,61,73
63,76,60,73
51,76,59,73
53,76,47,73
61,76,47,73
61,76,41,73
59,76,41,73
59,76,62,73
54,76,54,73
67,76,51,73
60,76,54,73
60,76,45,73
56,76,60,73
57,76,63,73
59,76,60,73
62,76,37,73
62,76,54,73
61,76,61,73
61,76,48,73
65,76,37,73
65,76,55,73
65,76,31,73
64,76,31,73
65,76,47,73
65,76,47,73
65,76,40,73
61,76,69,73
62,76,37,73
62,76,35,73
62,76,35,73
60,76,35,73
60,76,36,73
58,76,35,73
59,76,34,73
66,76,34,73
66,76,35,73
66,76,35,73
58,76,37,73
61,76,36,73
65,76,36,73
65,76,35,73
65,76,42,73
65,76,42,73
65,76,41,73
65,76,40,73
62,76,40,73
61,76,39,73
53,76,40,73
56,76,40,73
56,76,40,73
64,76,41,73
57,76,40,73
57,76,40,73
60,76,40,73
60,76,41,73
63,76,50,73
43,76,44,73
60,76,44,73
47,76,61,73
68,76,47,73
60,76,53,73
61,76,53,73
62,76,53,73
63,76,53,73
63,76,61,73
66,76,62,73
57,76,55,73
57,76,64,73
57,76,52,73
52,76,59,73
58,76,61,73
43,76,46,73
64,76,53,73
60,76,64,73
54,76,58,73
56,76,56,73
37,76,56,73
37,76,55,73
67,76,59,73
53,76,55,73
53,76,55,73
42,76,53,73
42,76,53,73
50,76,49,73
57,76,54,73
63,76,58,73
63,76,43,73
57,76,39,73
57,76,49,73
57,76,50,73
57,76,57,73
59,76,53,73
54,76,58,73
54,76,59,73
53,76,60,73
64,76,60,73
55,76,60,73
54,76,59,73
65,76,59,73
65,76,62,73
45,76,64,73
59,76,67,73
59,76,68,73
59,76,69,73
59,76,69,73
59,76,39,73
59,76,60,73
61,76,69,73
61,76,59,73
56,76,64,73
56,76,59,73
55,76,70,73
57,76,70,73
51,76,70,73
62,76,70,73
53,76,70,73
54,76,70,73
55,76,55,73
56,76,62,73
56,76,62,73
61,76,59,73
56,76,60,73
56,76,61,73
56,76,61,73
61,76,59,73
59,76,61,73
58,76,60,73
58,76,59,73
57,76,58,73
54,76,57,73
54,76,57,73
58,76,62,73
52,76,61,73
55,76,63,73
59,76,62,73
52,76,61,73
65,76,63,73
55,76,63,73
46,76,59,73
46,76,60,73
46,76,61,73
46,76,61,73
46,76,57,73
46,76,58,73
46,76,64,73
46,76,55,73
46,76,56,73
69,76,57,73
47,76,58,73
48,76,59,73
49,76,60,73
50,76,61,73
51,76,62,73
52,76,63,73
53,76,64,73
54,76,64,73
55,76,53,73
56,76,50,73
56,76,54,73
49,76,47,73
50,76,42,73
49,76,65,73
48,76,57,73
49,76,63,73
48,76,61,73
46,76,63,73
46,76,63,73
44,76,64,73
44,76,64,73
45,76,65,73
45,76,60,73
46,76,61,73
47,76,60,73
53,76,60,73
55,76,60,73
47,76,59,73
45,76,59,73
47,76,55,73
51,76,60,73
51,76,59,73
49,76,58,73
48,76,60,73
48,76,61,73
55,76,65,73
48,76,64,73
47,76,65,73
47,76,63,73
47,76,66,73
55,76,66,73
55,76,66,73
50,76,53,73
51,76,51,73
51,76,51,73
58,76,39,73
57,76,52,73
50,76,52,73
52,76,52,73
54,76,52,73
63,76,52,73
50,76,61,73
58,76,62,73
63,76,53,73
68,76,55,73
59,76,57,73
54,76,57,73
56,76,56,73
56,76,55,73
59,76,54,73
66,76,53,73
58,76,53,73
58,76,58,73
57,76,65,73
61,76,53,73
61,76,58,73
60,76,57,73
62,76,60,73
61,76,60,73
63,76,58,73
54,76,57,73
58,76,57,73
55,76,60,73
54,76,59,73
54,76,49,73
54,76,52,73
55,76,55,73
54,76,50,73
55,76,43,73
70,76,68,73
70,76,52,73
59,76,48,73
57,76,60,73
64,76,45,73
66,76,36,73
60,76,45,73
55,76,47,73
54,76,46,73
58,76,47,73
43,76,48,73
43,76,49,73
57,76,50,73
65,76,51,73
55,76,52,73
57,76,53,73
55,76,54,73
43,76,55,73
50,76,55,73
56,76,63,73
58,76,43,73
56,76,47,73
55,76,47,73
41,76,56,73
52,76,57,73
64,76,58,73
57,76,59,73
56,76,60,73
61,76,60,73
61,76,35,73
54,76,35,73
54,76,62,73
59,76,61,73
57,76,51,73
62,76,50,73
59,76,50,73
60,76,50,73
57,76,49,73
50,76,49,73
60,76,67,73
65,76,67,73
58,76,52,73
58,76,51,73
58,76,51,73
57,76,66,73
57,76,57,73
64,76,57,73
63,76,55,73
62,76,55,73
62,76,55,73
58,76,60,73
59,76,56,73
58,76,60,73
58,76,59,73
66,76,59,73
51,76,62,73
66,76,62,73
67,76,55,73
62,76,55,73
57,76,65,73
57,76,56,73
52,76,60,73
53,76,61,73
53,76,61,73
59,76,59,73
59,76,65,73
60,76,66,73
61,76,58,73
62,76,57,73
62,76,59,73
64,76,56,73
50,76,56,73
51,76,66,73
62,76,57,73
51,76,60,73
57,76,59,73
60,76,56,73
56,76,59,73
58,76,40,73
52,76,59,73
60,76,62,73
46,76,56,73
58,76,48,73
58,76,59,73
40,76,45,73
55,76,48,73
53,76,39,73
35,76,57,73
33,76,58,73
53,76,61,73
54,76,60,73
53,76,58,73
52,76,58,73
35,76,57,73
30,76,21,73
30,76,20,73
31,76,20,73
28,76,20,73
34,76,19,73
34,76,18,73
30,76,20,73
35,76,49,73
33,76,30,73
32,76,31,73
31,76,32,73
30,76,33,73
30,76,34,73
25,76,34,73
27,76,61,73
27,76,62,73
28,76,62,73
28,76,54,73
25,76,57,73
24,76,57,73
25,76,57,73
29,76,64,73
28,76,55,73
27,76,65,73
27,76,56,73
28,76,57,73
26,76,58,73
26,76,44,73
27,76,64,73
26,76,68,73
27,76,59,73
28,76,72,73
27,76,72,73
27,76,54,73
29,76,56,73
46,76,55,73
45,76,48,73
45,76,48,73
28,76,64,73
29,76,69,73
27,76,69,73
28,76,53,73
35,76,57,73
35,76,57,73
27,76,60,73
27,76,54,73
26,76,42,73
25,76,49,73
25,76,49,73
33,76,48,73
24,76,48,73
43,76,44,73
44,76,40,73
44,76,40,73
26,76,39,73
25,76,38,73
26,76,60,73
65,76,65,73
54,76,64,73
54,76,63,73
39,76,63,73
39,76,57,73
58,76,59,73
40,76,65,73
40,76,54,73
40,76,63,73
40,76,62,73
40,76,61,73
40,76,62,73
37,76,65,73
60,76,56,73
40,76,54,73
40,76,53,73
40,76,61,73
40,76,63,73
40,76,56,73
40,76,55,73
67,76,43,73
62,76,46,73
53,76,45,73
55,76,44,73
40,76,43,73
40,76,42,73
40,76,41,73
40,76,41,73
40,76,52,73
40,76,54,73
62,76,41,73
59,76,52,73
65,76,43,73
63,76,42,73
64,76,65,73
65,76,54,73
65,76,63,73
58,76,53,73
61,76,53,73
64,76,58,73
63,76,59,73
62,76,63,73
61,76,47,73
60,76,47,73
60,76,62,73
39,76,56,73
64,76,51,73
57,76,56,73
61,76,56,73
60,76,63,73
59,76,51,73
58,76,51,73
58,76,55,73
66,76,64,73
59,76,64,73
58,76,58,73
58,76,62,73
59,76,62,73
58,76,58,73
58,76,58,73
63,76,58,73
62,76,56,73
63,76,56,73
57,76,55,73
64,76,57,73
59,76,57,73
60,76,59,73
51,76,66,73
53,76,53,73
55,76,62,73
42,76,48,73
65,76,62,73
55,76,59,73
64,76,58,73
55,76,43,73
57,76,42,73
53,76,58,73
53,76,53,73
50,76,55,73
58,76,69,73
64,76,49,73
55,76,49,73
48,76,57,73
49,76,57,73
50,76,64,73
50,76,54,73
51,76,54,73
52,76,62,73
53,76,64,73
67,76,62,73
55,76,62,73
55,76,66,73
55,76,60,73
57,76,59,73
54,76,59,73
54,76,59,73
53,76,59,73
53,76,60,73
54,76,60,73
52,76,60,73
64,76,60,73
62,76,60,73
32,76,64,73
63,76,64,73
44,76,64,73
44,76,62,73
52,76,63,73
58,76,65,73
59,76,65,73
57,76,66,73
52,76,65,73
52,76,66,73
53,76,65,73
53,76,61,73
59,76,52,73
60,76,51,73
61,76,52,73
61,76,56,73
57,76,52,73
57,76,60,73
58,76,51,73
58,76,52,73
59,76,65,73
57,76,38,73
58,76,56,73
58,76,53,73
62,76,50,73
64,76,61,73
57,76,52,73
58,76,57,73
58,76,48,73
59,76,39,73
57,76,37,73
57,76,36,73
53,76,36,73
48,76,57,73
45,76,64,73
56,76,42,73
55,76,44,73
67,76,41,73
45,76,41,73
45,76,40,73
48,76,39,73
54,76,40,73
53,76,40,73
42,76,41,73
59,77,42,73
63,77,35,73
53,77,41,73
51,77,40,73
51,77,41,73
51,77,35,73
54,77,33,73
58,77,34,73
59,77,34,73
60,77,43,73
60,77,43,73
56,77,43,73
56,77,35,73
63,77,36,73
62,77,38,73
62,77,37,73
58,77,37,73
54,77,36,73
54,77,65,73
55,77,64,73
56,77,42,73
54,77,41,73
62,77,40,73
58,77,40,73
58,77,35,73
54,77,36,73
62,77,36,73
61,77,40,73
57,77,39,73
60,77,39,73
59,77,39,73
56,77,38,73
64,77,38,73
65,77,42,73
65,77,41,73
54,77,33,73
49,77,31,73
59,77,31,73
50,77,28,73
64,77,28,73
60,77,25,73
51,77,26,73
61,77,27,73
50,77,54,73
63,77,42,73
60,77,43,73
61,77,43,73
46,77,29,73
46,77,29,73
46,77,63,73
46,77,63,73
46,77,50,73
46,77,47,73
50,77,49,73
50,77,56,73
57,77,41,73
57,77,67,73
50,77,55,73
50,77,55,73
52,77,63,73
52,77,49,73
57,77,49,73
60,77,68,73
53,77,67,73
57,77,66,73
59,77,65,73
60,77,64,73
60,77,64,73
61,77,61,73
59,77,58,73
54,77,57,73
52,77,57,73
60,77,58,73
56,77,56,73
66,77,59,73
60,77,54,73
52,77,59,73
63,77,59,73
57,77,58,73
52,77,58,73
63,77,66,73
63,77,59,73
56,77,52,73
56,77,57,73
62,77,57,73
61,77,41,73
61,77,54,73
57,77,59,73
50,77,50,73
50,77,39,73
61,77,57,73
56,77,53,73
57,77,57,73
45,77,57,73
57,77,58,73
51,77,59,73
54,77,60,73
54,77,60,73
57,77,53,73
61,77,53,73
58,77,41,73
59,77,52,73
57,77,52,73
58,77,52,73
58,77,51,73
64,77,50,73
56,77,51,73
56,77,51,73
55,77,42,73
70,77,43,73
61,77,52,73
65,77,53,73
57,77,54,73
54,77,52,73
54,77,50,73
57,77,51,73
64,77,39,73
63,77,38,73
55,77,50,73
55,77,51,73
54,77,59,73
54,77,40,73
65,77,61,73
57,77,62,73
56,77,63,73
56,77,64,73
56,77,65,73
56,77,65,73
64,77,64,73
56,77,64,73
46,77,57,73
46,77,58,73
64,77,45,73
55,77,53,73
41,77,53,73
55,77,54,73
52,77,54,73
63,77,48,73
61,77,63,73
53,77,57,73
53,77,59,73
40,77,58,73
64,77,58,73
46,77,56,73
45,77,59,73
62,77,63,73
62,77,60,73
61,77,47,73
52,77,61,73
59,77,66,73
56,77,59,73
59,77,49,73
56,77,57,73
58,77,64,73
56,77,58,73
56,77,43,73
56,77,42,73
56,77,41,73
65,77,40,73
65,77,39,73
53,77,39,73
62,77,39,73
56,77,39,73
63,77,39,73
63,77,39,73
58,77,33,73
62,77,33,73
57,77,49,73
57,77,49,73
59,77,62,73
59,77,57,73
60,77,34,73
54,77,56,73
61,77,55,73
69,77,34,73
63,77,36,73
70,77,33,73
64,77,33,73
55,77,35,73
55,77,33,73
55,77,33,73
55,77,54,73
55,77,54,73
55,77,57,73
62,77,59,73
54,77,60,73
52,77,60,73
49,77,61,73
48,77,30,73
56,77,30,73
58,77,69,73
48,77,68,73
54,77,68,73
56,77,70,73
53,77,71,73
59,77,72,73
47,77,71,73
38,77,72,73
38,77,73,73
53,77,73,73
51,77,71,73
59,77,72,73
59,77,69,73
53,77,68,73
42,77,68,73
48,77,66,73
48,77,66,73
50,77,65,73
63,77,65,73
63,77,65,73
61,77,63,73
62,77,63,73
63,77,60,73
63,77,60,73
63,77,51,73
63,77,65,73
58,77,56,73
58,77,52,73
67,77,65,73
67,77,39,73
59,77,65,73
55,77,65,73
56,77,55,73
56,77,59,73
53,77,59,73
57,77,58,73
48,77,56,73
66,77,61,73
66,77,54,73
60,77,60,73
46,77,51,73
62,77,55,73
69,77,56,73
55,77,57,73
67,77,57,73
47,77,64,73
62,77,69,73
61,77,63,73
61,77,65,73
61,77,56,73
61,77,65,73
61,77,66,73
61,77,67,73
60,77,67,73
53,77,56,73
46,77,55,73
61,77,61,73
46,77,50,73
46,77,57,73
48,77,65,73
57,77,55,73
57,77,70,73
46,77,62,73
53,77,64,73
55,77,64,73
56,77,51,73
56,77,51,73
56,77,58,73
52,77,37,73
51,77,60,73
52,77,65,73
51,77,35,73
52,77,64,73
54,77,48,73
54,77,59,73
56,77,69,73
57,77,51,73
56,77,51,73
49,77,56,73
49,77,55,73
50,77,54,73
54,77,53,73
55,77,52,73
55,77,51,73
54,77,51,73
53,77,63,73
55,77,46,73
52,77,40,73
56,77,63,73
57,77,53,73
55,77,53,73
36,77,41,73
60,77,41,73
58,77,54,73
59,77,54,73
58,77,43,73
64,77,42,73
58,77,41,73
58,77,42,73
58,77,42,73
58,77,55,73
50,77,45,73
64,77,54,73
64,77,47,73
59,77,45,73
60,77,45,73
64,77,44,73
64,77,41,73
64,77,64,73
64,77,65,73
64,77,65,73
60,77,45,73
66,77,50,73
51,77,43,73
59,77,43,73
58,77,65,73
60,77,52,73
51,77,55,73
50,77,66,73
50,77,59,73
57,77,59,73
56,77,54,73
49,77,60,73
58,77,60,73
59,77,61,73
50,77,61,73
63,77,66,73
63,77,51,73
47,77,50,73
66,77,51,73
62,77,62,73
61,77,62,73
60,77,53,73
59,77,63,73
58,77,52,73
57,77,59,73
56,77,59,73
55,77,61,73
54,77,59,73
53,77,42,73
53,77,36,73
50,77,61,73
71,77,62,73
50,77,63,73
57,77,64,73
54,77,65,73
62,77,66,73
52,77,67,73
48,77,68,73
52,77,69,73
53,77,69,73
51,77,69,73
54,77,55,73
56,77,54,73
56,77,54,73
56,77,55,73
56,77,60,73
56,77,46,73
58,77,43,73
57,77,55,73
58,77,45,73
59,77,46,73
58,77,47,73
57,77,48,73
61,77,49,73
46,77,50,73
57,77,50,73
61,77,50,73
62,77,50,73
63,77,50,73
64,77,50,73
64,77,38,73
56,77,47,73
61,77,42,73
61,77,38,73
60,77,36,73
59,77,36,73
59,77,37,73
59,77,37,73
50,77,34,73
62,77,35,73
62,77,35,73
58,77,36,73
58,77,37,73
55,77,33,73
54,77,33,73
54,77,35,73
65,77,36,73
60,77,29,73
60,77,52,73
60,77,55,73
60,77,44,73
55,77,55,73
56,77,54,73
57,77,53,73
58,77,53,73
59,77,66,73
59,77,34,73
51,77,35,73
60,77,36,73
60,77,37,73
59,77,37,73
58,77,57,73
52,77,55,73
51,77,55,73
59,77,60,73
58,77,61,73
59,77,52,73
60,77,67,73
61,77,54,73
59,77,54,73
56,77,57,73
57,77,57,73
56,77,56,73
56,77,54,73
55,77,52,73
66,77,54,73
56,77,65,73
53,77,56,73
54,77,56,73
55,77,62,73
56,77,63,73
56,77,64,73
50,77,65,73
51,77,66,73
52,77,67,73
50,77,68,73
53,77,69,73
53,77,69,73
52,77,66,73
54,77,70,73
52,77,50,73
51,77,63,73
51,77,43,73
52,77,57,73
52,77,57,73
60,77,58,73
60,77,59,73
60,77,59,73
63,77,52,73
55,77,51,73
53,77,66,73
62,77,56,73
61,77,63,73
60,77,55,73
59,77,43,73
59,77,44,73
61,77,43,73
60,77,42,73
61,77,40,73
62,77,54,73
62,77,54,73
54,77,43,73
68,77,55,73
64,77,56,73
59,77,57,73
59,77,58,73
67,77,59,73
62,77,59,73
62,77,48,73
61,77,58,73
61,77,58,73
61,77,58,73
56,77,58,73
57,77,47,73
58,77,63,73
59,77,55,73
60,77,60,73
60,77,65,73
67,77,63,73
63,77,63,73
63,77,62,73
61,77,66,73
60,77,63,73
67,77,63,73
68,77,62,73
68,77,63,73
69,77,62,73
50,77,54,73
68,77,55,73
67,77,55,73
51,77,53,73
69,77,53,73
51,77,67,73
51,77,55,73
51,77,55,73
51,77,60,73
52,77,51,73
59,77,51,73
52,77,65,73
55,77,56,73
52,77,51,73
34,77,65,73
55,77,50,73
56,77,51,73
56,77,56,73
60,77,57,73
57,77,31,73
51,77,31,73
52,77,45,73
53,77,59,73
54,77,59,73
54,77,57,73
62,77,55,73
60,77,55,73
56,77,53,73
59,77,52,73
61,77,52,73
61,77,52,73
61,77,41,72
61,77,64,72
62,77,64,72
58,77,65,72
55,77,33,72
58,77,33,72
58,77,32,72
63,77,31,72
60,77,29,72
60,77,29,72
55,77,27,72
55,77,28,72
56,77,28,72
55,77,27,72
59,77,26,72
58,77,26,72
59,77,26,72
65,77,28,72
61,77,24,72
53,77,25,72
56,77,26,72
45,77,27,72
53,77,27,72
61,77,60,72
49,77,61,72
67,77,58,72
53,77,55,72
63,77,46,72
47,77,59,72
59,77,57,72
58,77,56,72
60,77,50,72
61,77,68,72
55,77,68,72
55,77,67,72
59,77,67,72
54,77,67,72
55,77,63,72
56,77,42,72
57,77,42,72
57,77,57,72
64,77,52,72
58,77,60,72
58,77,42,72
49,77,42,72
49,77,57,72
58,77,54,72
58,77,41,72
61,77,53,72
59,77,45,72
60,77,47,72
61,77,55,72
62,77,50,72
62,77,48,72
62,77,49,72
67,77,48,72
52,77,47,72
52,77,47,72
59,77,48,72
68,77,48,72
61,77,49,72
54,77,38,72
54,77,60,72
59,77,44,72
62,77,48,72
58,77,62,72
51,77,61,72
49,77,63,72
49,77,57,72
44,77,61,72
61,77,62,72
51,77,63,72
54,77,64,72
66,77,64,72
52,77,61,72
37,77,66,72
36,77,66,72
35,77,56,72
34,77,57,72
33,77,51,72
33,77,70,72
64,77,70,72
51,77,66,72
42,77,60,72
42,77,53,72
51,77,62,72
71,77,63,72
44,77,42,72
44,77,54,72
57,77,52,72
58,77,46,72
