with,,without,
46,76,60,75
46,76,59,75
46,76,58,75
47,76,57,75
47,76,56,75
47,76,55,75
47,76,54,75
47,76,54,75
47,76,50,75
47,76,55,75
47,76,52,75
47,76,55,75
47,76,44,75
47,76,59,75
47,76,37,75
47,76,37,75
47,76,48,75
47,76,51,75
47,76,51,75
47,76,55,75
47,76,51,75
47,76,35,75
47,76,35,75
47,76,49,75
47,76,49,75
47,76,58,75
47,76,58,75
47,76,65,75
47,76,54,75
47,76,55,75
47,76,52,75
47,76,56,75
47,76,56,75
47,76,59,75
48,76,59,75
48,76,45,75
48,76,45,75
48,76,58,75
48,76,53,75
48,76,59,75
48,76,64,75
48,76,64,75
48,76,57,75
48,76,46,75
48,76,47,75
48,76,48,75
48,76,49,75
48,76,50,75
48,76,50,75
48,76,55,75
48,76,58,75
48,76,59,75
48,76,59,75
48,76,60,75
48,76,63,75
48,76,66,75
48,76,66,75
48,76,68,75
48,76,56,75
48,76,57,75
49,76,56,75
49,76,56,75
49,76,62,75
49,76,51,75
49,76,44,75
49,76,64,75
49,76,47,75
49,76,51,75
49,76,56,75
49,76,56,75
49,76,43,75
49,76,46,75
49,76,53,75
49,76,47,75
49,76,63,75
49,76,59,75
49,76,57,75
49,76,69,75
49,76,68,75
49,76,68,75
49,76,68,75
49,76,68,75
49,76,67,75
49,76,67,75
49,76,58,75
49,76,55,75
49,76,57,75
49,76,59,75
49,76,60,75
49,76,39,75
49,76,62,75
49,76,62,75
49,76,55,75
49,76,55,75
49,76,62,75
49,76,62,75
49,76,70,75
49,76,69,75
49,76,55,75
49,76,57,75
49,76,64,75
49,76,64,75
50,76,66,75
50,76,48,75
50,76,54,75
50,76,57,75
50,76,63,75
50,76,62,75
50,76,62,75
50,76,65,75
50,76,55,75
50,76,62,75
50,76,60,75
50,76,59,75
50,76,55,75
50,76,65,75
50,76,66,75
50,76,66,75
50,76,66,75
50,76,66,75
50,76,66,75
50,76,59,75
50,76,60,75
50,76,68,75
50,76,60,75
50,76,60,75
50,76,55,75
50,76,62,75
50,76,62,75
50,76,66,75
50,76,62,75
50,76,62,75
50,76,66,75
50,76,61,75
50,76,55,75
50,76,59,75
50,76,55,75
50,76,57,75
50,76,56,75
50,76,56,75
50,76,58,75
50,76,42,75
50,76,42,75
50,76,49,75
50,76,57,75
50,76,57,75
50,76,57,75
50,76,38,75
51,76,38,75
51,76,38,75
51,76,50,75
51,76,41,75
51,76,40,75
51,76,40,75
51,76,39,75
51,76,39,75
51,76,40,75
51,76,40,75
51,76,41,75
51,76,41,75
51,76,42,75
51,76,41,75
51,76,41,75
51,76,50,75
51,76,51,75
51,76,51,75
51,76,40,75
51,76,50,75
51,76,40,75
51,76,40,75
51,76,46,75
51,76,39,75
51,76,40,75
51,76,40,75
51,76,41,75
51,76,41,75
51,76,42,75
51,76,42,75
51,76,43,75
51,76,43,75
51,76,51,75
51,76,54,75
51,76,50,75
52,76,50,75
52,76,54,75
52,76,59,75
52,76,60,75
52,76,60,75
52,76,53,75
52,76,53,75
52,76,45,75
52,76,46,75
52,76,55,75
52,76,65,75
52,76,61,75
52,76,61,75
52,76,58,75
52,76,63,75
52,76,63,75
52,76,59,75
52,76,58,75
52,76,59,75
52,76,59,75
52,76,59,75
52,76,59,75
52,76,59,75
52,76,58,75
52,76,64,75
52,76,57,75
52,76,63,75
53,76,63,75
53,76,58,75
53,76,58,75
53,76,64,75
53,76,65,75
53,76,66,75
53,76,67,75
53,76,68,75
53,76,68,75
53,76,59,75
53,76,60,75
53,76,67,75
53,76,68,75
53,76,68,75
53,76,53,75
53,76,53,75
53,76,59,75
53,76,65,75
53,76,63,75
53,76,64,75
53,76,64,75
53,76,64,75
53,76,64,75
53,76,63,75
53,76,63,75
53,76,54,75
53,76,56,75
53,76,56,75
53,76,65,75
53,76,64,75
53,76,64,75
53,76,63,75
53,76,69,75
53,76,67,75
53,76,50,75
53,76,54,75
53,76,61,75
53,76,60,75
53,76,53,75
53,76,61,75
53,76,56,75
53,76,64,75
53,76,55,75
53,76,61,75
53,76,43,75
53,76,40,75
53,76,40,75
53,76,57,75
53,76,56,75
53,76,55,75
53,76,54,75
53,76,53,75
53,76,53,75
53,76,43,75
53,76,41,75
53,76,40,75
54,76,42,75
54,76,41,75
54,76,39,75
54,76,38,75
54,76,40,75
54,76,41,75
54,76,42,75
54,76,43,75
54,76,43,75
54,76,33,75
54,76,32,75
54,76,31,75
54,76,31,75
54,76,54,75
54,76,47,75
54,76,37,75
54,76,50,75
54,76,53,75
54,76,59,75
54,76,54,75
54,76,54,75
54,76,53,75
54,76,45,75
54,76,57,75
54,76,52,75
54,76,47,75
54,76,47,75
54,76,47,75
54,76,61,75
54,76,64,75
54,76,61,75
54,76,47,75
54,76,50,75
54,76,63,75
54,76,52,75
54,76,59,75
54,76,64,75
54,76,64,75
54,76,65,75
54,76,66,75
54,76,67,75
54,76,68,75
54,76,68,75
54,76,62,75
54,76,62,75
54,76,58,75
54,76,58,75
54,76,58,75
54,76,58,75
54,76,58,75
54,76,60,75
54,76,56,75
54,76,53,75
54,76,56,75
55,76,55,75
55,76,55,75
55,76,51,75
55,76,50,75
55,76,62,75
55,76,62,75
55,76,55,75
55,76,63,75
55,76,55,75
55,76,59,75
55,76,59,75
55,76,56,75
55,76,50,75
55,76,63,75
55,76,62,75
55,76,61,75
55,76,60,75
55,76,59,75
55,76,59,75
55,76,61,75
55,76,66,75
55,76,63,75
55,76,64,75
55,76,38,75
55,76,44,75
55,76,50,75
55,76,36,75
55,76,38,75
55,76,64,75
55,76,64,75
55,76,55,75
55,76,66,75
55,76,55,75
55,76,64,75
55,76,51,75
55,76,57,75
55,76,58,75
55,76,57,75
55,76,58,75
55,76,58,75
55,76,60,75
55,76,61,75
55,76,61,75
55,76,50,75
55,76,51,75
55,76,52,75
55,76,61,75
55,76,62,75
55,76,61,75
55,76,63,75
55,76,62,75
55,76,63,75
55,76,64,75
55,76,64,75
55,76,52,75
55,76,52,75
55,76,45,75
55,76,45,75
55,76,59,75
55,76,52,75
55,76,52,75
55,76,60,75
55,76,56,75
55,76,64,75
55,76,61,75
55,76,62,75
55,76,62,75
55,76,64,75
55,76,64,75
55,76,60,75
55,76,60,75
55,76,60,75
55,76,60,75
55,76,61,75
55,76,64,75
55,76,56,75
55,76,57,75
55,76,54,75
55,76,58,75
55,76,56,75
55,76,64,75
55,76,61,75
55,76,57,75
55,76,54,75
55,76,65,75
56,76,64,75
56,76,64,75
56,76,59,75
56,76,63,75
56,76,64,75
56,76,65,75
56,76,66,75
56,76,66,75
56,76,58,75
56,76,55,75
56,76,45,75
56,76,47,75
56,76,47,75
56,76,55,75
56,76,59,75
56,76,58,75
56,76,50,75
56,76,42,75
56,76,51,75
56,76,51,75
56,76,60,75
56,76,50,75
56,76,60,75
56,76,42,75
56,76,43,75
56,76,34,75
56,76,46,75
56,76,46,75
56,76,46,75
56,76,44,75
56,76,42,75
56,76,41,75
56,76,41,75
56,76,36,75
56,76,34,76
56,76,36,76
56,76,37,76
56,76,36,76
56,76,36,76
56,76,36,76
56,76,38,76
56,76,41,76
56,76,41,76
56,76,42,76
56,76,43,76
56,76,43,76
56,76,45,76
56,76,46,76
56,76,47,76
56,76,47,76
56,76,46,76
56,76,48,76
56,76,48,76
56,76,49,76
56,76,47,76
56,76,28,76
56,76,52,76
56,76,46,76
56,76,30,76
56,76,31,76
56,76,32,76
56,76,33,76
56,76,34,76
56,76,34,76
56,76,40,76
56,76,62,76
56,76,57,76
56,76,62,76
56,76,63,76
56,76,63,76
56,76,51,76
56,76,53,76
56,76,57,76
56,76,57,76
57,76,61,76
57,76,62,76
57,76,59,76
57,76,59,76
57,76,61,76
57,76,60,76
57,76,61,76
57,76,61,76
57,76,60,76
57,76,60,76
57,76,61,76
57,76,57,76
57,76,56,76
57,76,56,76
57,76,60,76
57,76,56,76
57,76,63,76
57,76,57,76
57,76,61,76
57,76,62,76
57,76,52,76
57,76,53,76
57,76,61,76
57,76,61,76
57,76,45,76
57,76,38,76
57,76,36,76
57,76,35,76
57,76,34,76
57,76,35,76
57,76,35,76
57,76,45,76
57,76,25,76
57,76,54,76
57,76,56,76
57,76,54,76
57,76,56,76
57,76,55,76
57,76,58,76
57,76,58,76
57,76,66,76
57,76,57,76
57,76,58,76
57,76,57,76
57,76,63,76
57,76,57,76
57,76,59,76
57,76,63,76
57,76,63,76
57,76,64,76
57,76,63,76
57,76,53,76
57,76,59,76
57,76,55,76
57,76,45,76
57,76,53,76
57,76,53,76
57,76,65,76
57,76,52,76
57,76,54,76
57,76,49,76
57,76,54,76
57,76,49,76
57,76,54,76
57,76,44,76
57,76,45,76
57,76,46,76
57,76,45,76
57,76,45,76
57,76,46,76
57,76,45,76
57,76,46,76
57,76,46,76
57,76,46,76
57,76,46,76
57,76,40,76
57,76,41,76
57,76,41,76
57,76,41,76
57,76,38,76
57,76,43,76
57,76,54,76
57,76,56,76
57,76,65,76
57,76,65,76
57,76,65,76
57,76,66,76
57,76,56,76
57,76,65,76
58,76,58,76
58,76,58,76
58,76,58,76
58,76,58,76
58,76,58,76
58,76,58,76
58,76,57,76
58,76,56,76
58,76,55,76
58,76,55,76
58,76,65,76
58,76,57,76
58,76,57,76
58,76,56,76
58,76,56,76
58,76,56,76
58,76,56,76
58,76,56,76
58,76,56,76
58,76,60,76
58,76,56,76
58,76,65,76
58,76,62,76
58,76,60,76
58,76,60,76
58,76,56,76
58,76,56,76
58,76,65,76
58,76,66,76
58,76,62,76
58,76,60,76
58,76,60,76
58,76,52,76
58,76,52,76
58,76,60,76
58,76,61,76
58,76,60,76
58,76,61,76
58,76,59,76
58,76,59,76
58,76,57,76
58,76,53,76
58,76,52,76
58,76,64,76
58,76,57,76
58,76,55,76
58,76,55,76
58,76,57,76
58,76,48,76
58,76,35,76
58,76,35,76
58,76,57,76
58,76,57,76
58,76,50,76
58,76,44,76
58,76,43,76
58,76,42,76
58,76,43,76
58,76,43,76
58,76,42,76
58,76,43,76
58,76,43,76
58,76,43,76
58,76,42,76
58,76,40,76
58,76,41,76
58,76,53,76
58,76,41,76
58,76,55,76
58,76,58,76
58,76,54,76
58,76,54,76
58,76,59,76
58,76,56,76
58,76,60,76
58,76,56,76
58,76,56,76
58,76,63,76
58,76,63,76
58,76,64,76
58,76,60,76
58,76,57,76
58,76,57,76
58,76,62,76
58,76,61,76
58,76,60,76
58,76,59,76
58,76,59,76
58,76,59,76
58,76,60,76
58,76,57,76
58,76,55,76
58,76,53,76
58,76,53,76
58,76,58,76
58,76,57,76
58,76,58,76
58,76,58,76
58,76,50,76
58,76,50,76
58,76,70,76
58,76,54,76
58,76,50,76
58,76,54,76
58,76,51,76
58,76,51,76
58,76,48,76
58,76,47,76
58,76,46,76
58,76,45,76
59,76,44,76
59,76,44,76
59,76,53,76
59,76,59,76
59,76,60,76
59,76,61,76
59,76,62,76
59,76,63,76
59,76,63,76
59,76,50,76
59,76,57,76
59,76,53,76
59,76,57,76
59,76,35,76
59,76,58,76
59,76,48,76
59,76,43,76
59,76,51,76
59,76,52,76
59,76,52,76
59,76,49,76
59,76,50,76
59,76,50,76
59,76,52,76
59,76,53,76
59,76,52,76
59,76,49,76
59,76,47,76
59,76,53,76
59,76,46,76
59,76,55,76
59,76,55,76
59,76,47,76
59,76,57,76
59,76,58,76
59,76,60,76
59,76,60,76
59,76,60,76
59,76,61,76
59,76,59,76
59,76,60,76
59,76,59,76
59,76,53,76
59,76,53,76
59,76,53,76
59,76,52,76
59,76,53,76
59,76,52,76
59,76,52,76
59,76,53,76
59,76,53,76
59,76,52,76
59,76,52,76
59,76,53,76
59,76,54,76
59,76,53,76
59,76,54,76
59,76,54,76
59,76,53,76
59,76,52,76
59,76,52,76
59,76,53,76
59,76,52,76
59,76,52,76
59,76,51,76
59,76,51,76
59,76,51,76
59,76,50,76
59,76,51,76
59,76,51,76
59,76,51,76
59,76,51,76
59,76,52,76
59,76,53,76
59,76,54,76
59,76,54,76
59,76,34,76
59,76,34,76
59,76,53,76
59,76,53,76
59,76,53,76
59,76,59,76
59,76,56,76
59,76,44,76
59,76,44,76
59,76,64,76
59,76,64,76
59,76,65,76
59,76,65,76
59,76,56,76
59,76,61,76
59,76,64,76
59,76,54,76
59,76,58,76
59,76,67,76
59,76,67,76
60,76,62,76
60,76,52,76
60,76,58,76
60,76,62,76
60,76,61,76
60,76,54,76
60,76,57,76
60,76,56,76
60,76,60,76
60,76,60,76
60,76,60,76
60,76,60,76
60,76,59,76
60,76,54,76
60,76,53,76
60,76,53,76
60,76,53,76
60,76,53,76
60,76,59,76
60,76,60,76
60,76,60,76
60,76,60,76
60,76,59,76
60,76,52,76
60,76,56,76
60,76,58,76
60,76,41,76
60,76,62,76
60,76,49,76
60,76,52,76
60,76,63,76
60,76,51,76
60,76,62,76
60,76,54,76
60,76,54,76
60,76,46,76
60,76,44,76
60,76,45,76
60,76,45,76
60,76,46,76
60,76,47,76
60,76,49,76
60,76,48,76
60,76,47,76
60,76,47,76
60,76,48,76
60,76,49,76
60,76,50,76
60,76,50,76
60,76,67,76
60,76,67,76
60,76,52,76
60,76,67,76
60,76,67,76
60,76,66,76
60,76,57,76
60,76,65,76
60,76,56,76
60,76,64,76
60,76,63,76
60,76,62,76
60,76,61,76
60,76,61,76
60,76,61,76
60,76,63,76
60,76,63,76
60,76,61,76
60,76,61,76
60,76,60,76
60,76,59,76
60,76,60,76
60,76,58,76
60,76,54,76
60,76,47,76
60,76,55,76
60,76,61,76
60,76,61,76
60,76,61,76
60,76,40,76
60,76,63,76
60,76,64,76
60,76,64,76
60,76,56,76
60,76,57,76
60,76,58,76
60,76,56,76
60,76,56,76
60,76,60,76
60,76,59,76
60,76,59,76
60,76,58,76
60,76,57,76
60,76,55,76
60,76,56,76
60,76,65,76
60,76,50,76
60,76,56,76
60,76,56,76
60,76,55,76
60,76,46,76
60,76,63,76
60,76,54,76
60,76,46,76
60,76,70,76
60,76,47,76
60,76,48,76
61,76,68,76
61,76,62,76
61,76,46,76
61,76,45,76
61,76,45,76
61,76,45,76
61,76,45,76
61,76,43,76
61,76,44,76
61,76,42,76
61,76,41,76
61,76,41,76
61,76,37,76
61,76,39,76
61,76,35,76
61,76,34,76
61,76,35,76
61,76,35,76
61,76,39,76
61,76,39,76
61,76,38,76
61,76,65,76
61,76,65,76
61,76,67,76
61,76,68,76
61,76,67,76
61,76,65,76
61,76,66,76
61,76,64,76
61,76,65,76
61,76,65,76
61,76,68,76
61,76,68,76
61,76,67,76
61,76,69,76
61,76,55,76
61,76,55,76
61,76,59,76
61,76,55,76
61,76,55,76
61,76,58,76
61,76,56,76
61,76,65,76
61,76,54,76
61,76,53,76
61,76,57,76
61,76,53,76
61,76,54,76
61,76,60,76
61,76,62,76
61,76,54,76
61,76,63,76
61,76,59,76
61,76,58,76
61,76,52,76
61,76,59,76
61,76,51,76
61,76,63,76
61,76,62,76
61,76,63,76
61,76,64,76
61,76,64,76
61,76,58,76
61,76,53,76
61,76,58,76
61,76,58,76
61,76,66,76
61,76,64,76
61,76,60,76
61,76,60,76
61,76,61,76
61,76,60,76
61,76,56,76
61,76,55,76
61,76,58,76
61,76,64,76
61,76,57,76
61,76,57,76
61,76,63,76
61,76,55,76
61,76,51,76
61,76,62,76
61,76,58,76
61,76,46,76
61,76,62,76
61,76,50,76
61,76,58,76
61,76,60,76
61,76,63,76
61,76,43,76
61,76,36,76
61,76,57,76
61,76,56,76
61,76,56,76
61,76,58,76
61,76,57,76
61,76,57,76
61,76,32,76
61,76,32,76
62,76,32,76
62,76,53,76
62,76,53,76
62,76,53,76
62,76,53,76
62,76,52,76
62,76,51,76
62,76,31,76
62,76,33,76
62,76,34,76
62,76,32,76
62,76,32,76
62,76,32,76
62,76,33,76
62,76,31,76
62,76,30,76
62,76,30,76
62,76,70,76
62,76,50,76
62,76,35,76
62,76,64,76
62,76,53,76
62,76,57,76
62,76,56,76
62,76,55,76
62,76,55,76
62,76,56,76
62,76,63,76
62,76,66,76
62,76,56,76
62,76,56,76
62,76,57,76
62,76,56,76
62,76,57,76
62,76,57,76
62,76,57,76
62,76,57,76
62,76,57,76
62,76,52,76
62,76,56,76
62,76,55,76
62,76,52,76
62,76,57,76
62,76,59,76
62,76,59,76
62,76,53,76
62,76,60,76
62,76,61,76
62,76,60,76
62,76,60,76
62,76,61,76
62,76,60,76
62,76,59,76
62,76,60,76
62,76,54,76
62,76,54,76
62,76,55,76
62,76,59,76
62,76,50,76
62,76,53,76
62,76,53,76
62,76,57,76
62,76,67,76
62,76,60,76
62,76,50,76
62,76,48,76
62,76,58,76
62,76,68,76
62,76,68,76
62,76,53,76
62,76,63,76
62,76,60,76
62,76,60,76
62,76,59,76
62,76,59,76
62,76,61,76
62,76,62,76
62,76,62,76
63,76,64,76
63,76,66,76
63,76,65,76
63,76,65,76
63,76,65,76
63,76,64,76
63,76,65,76
63,76,38,76
63,76,39,76
63,76,40,76
63,76,41,76
63,76,42,76
63,76,43,76
63,76,43,76
63,76,67,76
63,76,67,76
63,76,37,76
63,76,63,76
63,76,60,76
63,76,57,76
63,76,57,76
63,76,59,76
63,76,59,76
63,76,55,76
63,76,61,76
63,76,51,76
63,76,51,76
63,76,57,76
63,76,52,76
63,76,62,76
63,76,60,76
63,76,67,76
63,76,65,76
63,76,66,76
63,76,66,76
63,76,59,76
63,76,58,76
63,76,58,76
63,76,58,76
63,76,58,76
63,76,63,76
63,76,57,76
63,76,63,76
63,76,65,76
63,76,64,76
63,76,63,76
63,76,63,76
63,76,63,76
63,76,63,76
63,76,58,76
63,76,60,76
63,76,60,76
63,76,61,76
63,76,59,76
63,76,61,76
63,76,61,76
63,76,62,76
63,76,62,76
63,76,56,76
63,76,56,76
63,76,61,76
63,76,62,76
63,76,56,76
63,76,57,76
63,76,57,76
63,76,61,76
63,76,62,76
63,76,65,76
63,76,41,76
63,76,41,76
63,76,67,76
63,76,59,76
63,76,57,76
63,76,43,76
63,76,52,76
63,76,55,76
63,76,57,76
63,76,43,76
63,76,57,76
63,76,68,76
64,76,43,76
64,76,45,76
64,76,44,76
64,76,43,76
64,76,42,76
64,76,41,76
64,76,40,76
64,76,40,76
64,76,40,76
64,76,27,76
64,76,27,76
64,76,26,76
64,76,27,76
64,76,28,76
64,76,29,76
64,76,29,76
64,76,30,76
64,76,29,76
64,76,60,76
64,76,55,76
64,76,61,76
64,76,61,76
64,76,61,76
64,76,60,76
64,76,60,76
64,76,60,76
64,76,53,76
64,76,57,76
64,76,61,76
64,76,66,76
64,76,65,76
64,76,64,76
64,76,64,76
64,76,59,76
64,76,60,76
64,76,61,76
64,76,62,76
64,76,62,76
64,76,60,76
64,76,58,76
64,76,58,76
64,76,64,76
64,76,61,76
64,76,61,76
64,76,58,76
64,76,57,76
64,76,57,76
64,76,58,76
64,76,56,76
64,76,59,76
65,76,53,76
65,76,60,76
65,76,62,76
65,76,53,76
65,76,58,76
65,76,62,76
65,76,63,76
65,76,66,76
65,76,53,76
65,76,66,76
65,76,62,76
65,76,44,76
65,76,53,76
65,76,44,76
65,76,47,76
65,76,50,76
65,76,49,76
65,76,48,76
65,76,47,76
65,76,46,76
65,76,46,76
65,76,60,76
65,76,49,76
65,76,51,76
65,76,61,76
65,76,62,76
65,76,60,76
65,76,60,76
65,76,59,76
65,76,54,76
65,76,51,76
65,76,62,76
65,76,61,76
65,76,62,76
65,76,61,76
65,76,61,76
65,76,60,76
65,76,52,76
65,76,54,76
65,76,62,76
65,76,51,76
65,76,58,76
65,76,50,76
65,76,49,76
65,76,49,76
66,76,49,76
66,76,48,76
66,76,47,76
66,76,47,76
66,76,59,76
66,76,60,76
66,76,49,76
66,76,63,76
66,76,58,76
66,76,57,76
66,76,57,76
66,76,57,76
66,76,57,76
66,76,48,76
66,76,56,76
66,76,48,76
66,76,63,76
66,76,52,76
66,76,52,76
66,76,57,76
66,76,55,76
66,76,58,76
66,76,65,76
66,76,66,76
66,76,66,76
66,76,66,76
66,76,66,76
66,76,61,76
66,76,58,76
66,76,52,76
66,76,63,76
66,76,63,76
66,76,52,76
66,76,58,76
66,76,61,76
66,76,61,76
66,76,57,76
66,76,55,76
66,76,56,76
66,76,58,76
66,76,56,76
66,76,53,76
66,76,56,76
66,76,57,76
66,76,58,76
66,76,58,76
66,76,62,76
67,76,56,76
67,76,59,76
67,76,46,76
67,76,46,76
67,76,57,76
67,76,57,76
67,76,38,76
67,76,47,76
67,76,46,76
67,76,43,76
67,76,47,76
67,76,48,76
67,76,49,76
67,76,50,76
67,76,51,76
67,76,52,76
67,76,52,76
67,76,53,76
67,76,43,76
67,76,31,76
67,76,30,76
67,76,29,76
67,76,28,76
67,76,27,76
67,76,27,76
67,76,28,76
67,76,29,76
67,76,28,76
67,76,28,76
67,76,35,76
68,76,36,76
68,76,37,76
68,76,37,76
68,76,41,76
68,76,53,76
68,76,53,76
68,76,53,76
68,76,54,76
68,76,53,76
68,76,54,76
68,76,56,76
68,76,56,76
68,76,55,76
68,76,43,76
68,76,45,76
68,76,35,76
68,76,52,76
68,76,52,76
68,76,56,76
68,76,56,76
68,76,56,76
68,76,55,76
68,76,55,76
68,76,45,76
68,76,63,76
68,76,58,76
68,76,59,76
69,76,56,76
69,76,56,76
69,76,60,76
69,76,59,76
69,76,49,76
69,76,56,76
69,76,56,76
69,76,55,76
69,76,62,76
69,76,52,76
69,76,56,76
69,76,56,76
69,76,56,76
69,76,61,76
69,76,57,76
69,76,57,76
69,76,64,76
69,76,57,76
69,76,58,76
69,76,59,76
69,76,60,76
69,76,61,76
70,76,61,76
70,76,59,76
70,76,62,76
70,76,61,76
70,76,59,76
70,76,61,76
70,76,62,76
70,76,63,76
70,76,63,76
70,76,62,76
70,76,60,76
70,76,59,76
70,76,60,76
70,76,60,76
71,76,60,76
71,76,60,76
71,76,53,76
72,76,53,76
29,77,49,76
30,77,53,76
30,77,57,76
30,77,53,76
31,77,67,76
31,77,49,76
31,77,62,76
31,77,59,76
31,77,54,76
31,77,45,76
32,77,58,76
32,77,52,76
32,77,58,76
32,77,57,76
32,77,56,76
32,77,58,76
32,77,59,76
32,77,59,76
32,77,60,76
33,77,60,76
33,77,59,76
33,77,59,76
33,77,54,76
33,77,47,76
33,77,47,76
34,77,46,76
34,77,47,76
34,77,52,76
35,77,51,76
35,77,62,76
35,77,63,76
36,77,64,76
36,77,64,76
38,77,64,76
38,77,63,76
38,77,62,76
39,77,62,76
39,77,63,76
40,77,63,76
40,77,63,76
40,77,56,76
40,77,54,76
40,77,53,76
41,77,54,76
41,77,55,76
41,77,55,76
41,77,58,76
41,77,56,76
42,77,57,76
42,77,61,76
42,77,62,76
42,77,60,76
42,77,58,76
43,77,59,76
43,77,62,76
43,77,60,76
43,77,56,76
43,77,53,76
43,77,54,76
43,77,54,76
43,77,56,76
43,77,62,76
43,77,63,76
43,77,63,76
43,77,60,76
43,77,61,76
43,77,63,76
43,77,63,76
43,77,60,76
43,77,59,76
43,77,60,76
43,77,66,76
43,77,66,76
43,77,67,76
43,77,67,76
43,77,61,76
44,77,53,76
44,77,61,76
44,77,52,76
44,77,56,76
44,77,54,76
44,77,45,76
44,77,50,76
44,77,52,76
44,77,53,76
44,77,53,76
44,77,46,76
44,77,55,76
44,77,55,76
44,77,46,76
44,77,44,76
44,77,44,76
44,77,45,76
44,77,44,76
44,77,40,76
44,77,40,76
44,77,40,76
44,77,41,76
44,77,41,76
45,77,42,76
45,77,42,76
45,77,41,76
45,77,37,76
45,77,42,76
45,77,39,76
45,77,51,76
45,77,56,76
45,77,47,76
45,77,51,76
45,77,51,76
45,77,53,76
45,77,44,76
45,77,44,76
45,77,49,76
45,77,61,76
45,77,54,76
45,77,61,76
45,77,52,76
45,77,52,76
45,77,59,76
45,77,58,76
45,77,58,76
45,77,58,76
45,77,58,76
45,77,55,76
45,77,56,76
45,77,56,76
45,77,60,76
45,77,54,76
46,77,62,76
46,77,59,76
46,77,59,76
46,77,66,76
46,77,61,76
46,77,59,76
46,77,60,76
46,77,60,76
46,77,62,76
46,77,59,76
46,77,57,76
46,77,61,76
46,77,61,76
46,77,62,76
46,77,67,76
46,77,66,76
46,77,66,76
46,77,67,76
46,77,68,76
46,77,68,76
46,77,60,76
46,77,56,76
46,77,55,76
46,77,61,76
46,77,57,76
46,77,59,76
46,77,53,76
46,77,58,76
46,77,55,76
46,77,46,76
47,77,45,76
47,77,44,76
47,77,43,76
47,77,42,76
47,77,41,76
47,77,40,76
47,77,40,76
47,77,38,76
47,77,46,76
47,77,47,76
47,77,47,76
47,77,47,76
47,77,53,76
47,77,51,76
47,77,51,76
47,77,51,76
47,77,55,76
47,77,57,76
47,77,57,76
47,77,56,76
47,77,55,76
47,77,55,76
47,77,55,76
47,77,56,76
47,77,56,76
48,77,54,76
48,77,54,76
48,77,56,76
48,77,57,76
48,77,58,76
48,77,57,76
48,77,58,76
48,77,56,76
48,77,56,76
48,77,56,76
48,77,56,76
48,77,58,76
48,77,60,76
48,77,59,76
48,77,59,76
48,77,59,76
48,77,58,76
48,77,60,76
48,77,60,76
48,77,56,76
48,77,57,76
48,77,57,76
48,77,57,76
48,77,57,76
49,77,58,76
49,77,58,76
49,77,34,76
49,77,64,76
49,77,42,76
49,77,42,76
49,77,42,76
49,77,42,76
49,77,52,76
49,77,52,76
49,77,57,76
49,77,65,76
49,77,54,76
49,77,54,76
49,77,57,76
49,77,64,76
49,77,56,76
49,77,43,76
49,77,60,76
49,77,52,76
49,77,54,76
49,77,54,76
50,77,54,76
50,77,54,76
50,77,53,76
50,77,53,76
50,77,53,76
50,77,61,76
50,77,60,76
50,77,62,76
50,77,61,76
50,77,62,76
50,77,50,76
50,77,53,76
50,77,57,76
50,77,60,76
50,77,53,76
50,77,46,76
50,77,41,76
50,77,50,76
50,77,54,76
50,77,50,76
50,77,63,76
50,77,49,76
50,77,48,76
50,77,47,76
50,77,46,76
50,77,45,76
50,77,45,76
50,77,45,76
50,77,45,76
50,77,45,76
50,77,45,76
50,77,56,76
50,77,53,76
50,77,56,76
50,77,58,76
50,77,53,76
50,77,37,76
50,77,49,76
50,77,52,76
50,77,56,76
51,77,51,76
51,77,64,76
51,77,64,76
51,77,36,76
51,77,59,76
51,77,53,76
51,77,56,76
51,77,52,76
51,77,57,76
51,77,44,76
51,77,59,76
51,77,53,76
51,77,60,76
51,77,60,76
51,77,57,76
51,77,57,76
51,77,55,76
51,77,54,76
51,77,51,76
51,77,58,76
51,77,60,76
51,77,61,76
51,77,62,76
51,77,62,76
51,77,59,76
51,77,59,76
51,77,52,76
51,77,52,76
51,77,56,76
51,77,57,76
51,77,63,76
51,77,52,76
51,77,45,76
51,77,64,76
51,77,48,76
51,77,45,76
51,77,45,76
51,77,51,76
51,77,42,76
51,77,54,76
52,77,48,76
52,77,62,76
52,77,53,76
52,77,53,76
52,77,53,76
52,77,53,76
52,77,59,76
52,77,56,76
52,77,57,76
52,77,56,76
52,77,56,76
52,77,58,76
52,77,59,76
52,77,59,76
52,77,60,76
52,77,60,76
52,77,60,76
52,77,59,76
52,77,40,76
52,77,40,76
52,77,61,76
52,77,63,76
52,77,63,76
52,77,63,76
52,77,70,76
52,77,70,76
52,77,61,76
52,77,56,76
52,77,55,76
52,77,55,76
52,77,63,76
52,77,64,76
52,77,65,76
52,77,65,76
52,77,65,76
52,77,56,76
52,77,67,76
52,77,49,76
52,77,49,76
52,77,63,76
52,77,57,76
52,77,64,76
52,77,64,76
52,77,64,76
52,77,56,76
52,77,63,76
52,77,61,76
52,77,58,76
52,77,56,76
52,77,60,76
52,77,63,76
53,77,60,76
53,77,68,76
53,77,61,76
53,77,60,76
53,77,56,76
53,77,63,76
53,77,63,76
53,77,65,76
53,77,63,76
53,77,62,76
53,77,58,76
53,77,57,76
