with,,maxent,
63,69,35,77
64,69,35,77
66,69,36,77
67,69,36,77
67,69,36,77
44,69,36,77
65,69,36,77
64,69,36,77
63,69,37,77
63,69,37,77
38,69,37,77
58,69,37,77
61,69,37,77
50,69,37,77
47,69,38,77
57,69,38,77
60,69,38,77
56,69,38,77
56,69,38,77
56,69,38,77
69,69,39,77
45,69,39,77
67,69,39,77
50,69,40,77
41,69,40,77
47,69,40,77
41,69,41,77
68,69,41,77
50,69,41,77
47,69,42,77
48,69,42,77
44,69,42,77
50,69,43,77
50,69,43,77
52,69,43,77
43,69,44,77
53,69,44,77
50,69,44,77
48,69,45,77
48,69,45,77
48,69,45,77
65,69,45,77
64,69,45,77
50,69,45,77
51,69,46,77
62,69,46,77
62,69,46,77
61,69,47,77
62,69,47,77
62,69,47,77
61,69,47,77
60,69,47,77
58,69,47,77
51,69,48,77
60,69,48,77
61,69,48,77
59,69,48,77
52,69,48,77
38,69,48,77
37,69,49,77
37,69,49,77
38,69,49,77
38,69,49,77
41,69,49,77
40,69,49,77
54,69,50,77
54,69,50,77
55,69,50,77
42,69,50,77
43,69,50,77
54,69,50,77
65,69,51,77
64,69,51,77
50,69,51,77
50,69,51,77
37,69,51,77
37,69,51,77
50,69,52,77
38,69,52,77
40,69,52,77
41,69,52,77
41,69,52,77
66,69,52,77
66,69,52,77
64,69,52,77
43,69,52,77
42,69,52,77
64,69,52,77
42,69,52,77
63,69,52,77
45,69,52,77
43,69,52,77
43,69,52,77
65,69,53,77
66,69,53,77
44,69,53,77
43,69,53,77
44,69,53,77
44,69,53,77
45,69,53,77
43,69,53,77
68,69,53,77
66,69,53,77
45,69,53,77
31,69,54,77
30,69,54,77
63,69,54,77
56,69,54,77
50,69,54,77
42,69,54,77
60,69,54,77
60,69,54,77
47,69,54,77
54,69,54,77
58,69,54,77
38,69,55,77
45,69,55,77
53,69,55,77
54,69,55,77
53,69,55,77
39,69,55,77
47,69,55,77
47,69,55,77
49,69,55,77
45,69,55,77
54,69,55,77
54,69,56,77
53,69,56,77
52,69,56,77
47,69,56,77
48,69,56,77
48,69,56,77
47,69,56,77
48,69,56,77
48,69,56,77
50,69,56,77
50,69,56,77
52,69,56,77
54,69,56,77
54,69,56,77
53,69,56,77
53,69,56,77
53,69,57,77
54,69,57,77
53,69,57,77
53,69,57,77
52,69,57,77
54,69,57,77
52,69,57,77
52,69,57,77
52,69,57,77
52,69,57,77
51,69,57,77
51,69,57,77
24,69,57,77
56,69,57,77
66,69,57,77
53,69,57,77
53,69,58,77
51,69,58,77
51,69,58,77
57,69,58,77
61,69,58,77
58,69,58,77
51,69,58,77
51,69,58,77
63,69,58,77
39,69,58,77
39,69,58,77
58,69,58,77
50,69,58,77
61,69,58,77
50,69,58,77
42,69,58,77
59,69,59,77
69,69,59,77
57,69,59,77
54,69,59,77
44,69,59,77
49,69,59,77
40,69,59,77
56,69,59,77
57,69,59,77
57,69,59,77
39,69,59,77
39,69,59,77
38,69,59,77
38,69,59,77
38,69,59,77
37,69,59,77
39,69,60,77
49,69,60,77
65,69,60,77
54,69,60,77
55,69,60,77
47,69,60,77
50,69,60,77
64,69,60,77
63,69,60,77
61,69,60,77
48,69,60,77
48,69,60,77
47,69,60,77
58,69,60,77
56,69,60,77
49,69,60,77
49,69,61,77
48,69,61,77
58,69,61,77
52,69,61,77
53,69,61,77
55,69,61,77
58,69,62,77
54,69,62,77
48,69,62,77
47,69,62,77
48,69,62,77
48,69,62,77
55,69,62,77
56,69,62,77
59,69,62,77
59,69,62,77
52,69,62,77
64,69,62,77
65,69,62,77
66,69,62,77
66,69,62,77
59,69,62,77
57,69,63,77
51,69,63,77
53,69,63,77
44,69,63,77
58,69,63,77
63,69,63,77
58,69,63,77
58,69,63,77
60,69,63,77
62,69,63,77
62,69,63,77
59,69,63,77
50,69,63,77
51,69,63,77
58,69,63,77
59,69,63,77
59,69,64,77
54,69,64,77
53,69,64,77
52,69,64,77
51,69,64,77
51,69,64,77
43,69,64,77
43,69,64,77
47,69,64,77
63,69,64,77
44,69,64,77
65,69,64,77
43,69,64,77
44,69,64,77
43,69,64,77
44,69,64,77
55,69,64,77
58,69,64,77
60,69,64,77
60,69,64,77
59,69,64,77
27,69,65,77
47,69,65,77
53,69,65,77
57,69,65,77
57,69,65,77
60,69,65,77
54,69,65,77
43,69,65,77
58,69,65,77
60,69,65,77
62,69,65,77
61,69,65,77
60,69,65,77
59,69,65,77
58,69,65,77
57,69,65,77
56,69,65,77
55,69,65,77
54,69,65,77
53,69,65,77
52,69,65,77
52,69,66,77
45,69,66,77
62,69,66,77
57,69,66,77
47,69,66,77
44,69,66,77
54,69,66,77
51,69,66,77
61,69,66,77
45,69,66,77
60,69,66,77
53,69,66,77
47,69,66,77
64,69,66,77
63,69,66,77
63,69,66,77
64,69,67,77
61,69,67,77
61,69,67,77
60,69,67,77
61,69,67,77
61,69,67,77
62,69,67,77
61,69,67,77
58,69,67,77
57,69,67,77
57,69,67,77
61,69,67,77
51,69,67,77
51,69,67,77
58,69,67,77
41,69,67,77
62,69,68,77
55,69,68,77
58,69,68,77
63,69,68,77
62,69,68,77
61,69,68,77
60,69,68,77
59,69,68,77
58,69,68,77
58,69,68,77
50,69,68,77
63,69,69,77
41,69,69,77
63,69,69,77
36,69,69,77
51,69,69,77
44,69,69,77
32,69,69,77
57,69,69,77
34,69,69,77
69,69,69,77
69,69,69,77
68,69,69,77
64,69,69,77
68,69,69,77
72,69,69,77
73,69,69,77
73,69,70,77
73,69,70,77
39,69,70,77
38,69,70,77
38,69,70,77
38,69,70,77
72,69,70,77
73,69,70,77
72,69,70,77
37,69,70,77
37,69,70,77
37,69,70,77
71,69,70,77
70,69,70,77
71,69,70,77
36,69,70,77
36,69,71,77
37,69,71,77
38,69,71,77
70,69,71,77
70,69,71,77
70,69,71,77
39,69,71,77
38,69,71,77
38,69,71,77
60,69,71,77
60,69,71,77
69,69,71,77
60,69,71,77
61,69,71,77
59,69,71,77
59,69,71,77
68,69,71,77
68,69,71,77
67,69,71,77
66,69,71,77
59,69,71,77
60,69,72,77
58,69,72,77
59,69,72,77
40,69,72,77
39,69,72,77
38,69,72,77
38,69,72,77
71,69,72,77
70,69,72,77
71,69,72,77
40,69,72,77
39,69,72,77
39,69,72,77
64,69,72,77
37,69,72,77
36,69,72,77
35,69,73,77
69,69,73,77
70,69,73,77
70,69,73,77
70,69,73,77
67,69,73,77
35,69,74,77
68,69,74,77
68,69,74,77
66,69,74,77
66,69,74,77
57,69,74,77
57,69,75,77
62,69,76,77
41,69,76,77
60,69,76,77
61,69,76,77
59,69,76,77
59,69,76,77
60,69,26,76
66,69,27,76
66,69,27,76
66,69,27,76
60,69,28,76
59,69,28,76
52,69,28,76
63,69,28,76
39,69,28,76
39,69,28,76
52,69,29,76
63,69,29,76
52,69,29,76
52,69,29,76
55,69,29,76
55,69,29,76
51,69,30,76
35,69,30,76
35,69,30,76
63,69,30,76
61,69,30,76
59,69,30,76
56,69,31,76
58,69,31,76
59,69,31,76
58,69,31,76
58,69,31,76
52,69,31,76
52,69,31,76
57,69,31,76
59,69,31,76
61,69,31,76
61,69,31,76
62,69,32,76
62,69,32,76
62,69,32,76
63,69,32,76
61,69,32,76
62,69,32,76
62,69,32,76
61,69,32,76
60,69,32,76
60,69,32,76
60,69,32,76
60,69,33,76
59,69,33,76
59,69,33,76
65,69,33,76
65,69,33,76
57,69,33,76
53,69,33,76
53,69,33,76
59,69,33,76
60,69,33,76
60,69,33,76
62,69,34,76
62,69,34,76
54,69,34,76
55,69,34,76
61,69,34,76
60,69,34,76
56,69,34,76
53,69,34,76
56,69,34,76
44,69,34,76
44,69,34,76
44,69,35,76
55,69,35,76
62,69,35,76
38,69,35,76
41,69,35,76
50,69,35,76
60,69,36,76
44,69,36,76
44,69,36,76
62,69,36,76
63,69,36,76
63,69,36,76
63,69,36,76
51,69,36,76
45,69,36,76
44,69,36,76
43,69,36,76
42,69,37,76
44,69,37,76
45,69,37,76
45,69,37,76
62,69,37,76
61,69,37,76
61,69,37,76
64,69,37,76
63,69,37,76
64,69,37,76
63,69,37,76
65,69,38,76
65,69,38,76
64,69,38,76
55,69,38,76
54,69,38,76
54,69,38,76
57,69,39,76
56,69,39,76
57,69,39,76
53,69,39,76
66,69,39,76
58,69,39,76
57,69,40,76
53,69,40,76
53,69,40,76
59,69,41,76
59,69,41,76
60,69,41,76
61,69,41,76
52,69,41,76
50,69,41,76
59,69,42,76
58,69,42,76
58,69,42,76
59,69,42,76
59,69,42,76
58,69,42,76
55,69,43,76
66,69,43,76
55,69,43,76
55,69,44,76
55,69,44,76
58,69,44,76
58,69,45,76
58,69,45,76
58,69,45,76
61,69,46,76
64,69,46,76
58,69,46,76
60,69,47,76
56,69,47,76
54,69,47,76
53,69,48,76
52,69,48,76
52,69,48,76
52,69,48,76
52,69,48,76
52,69,48,76
52,69,49,76
48,69,49,76
58,69,49,76
54,69,49,76
52,69,49,76
50,69,49,76
42,69,50,76
44,69,50,76
48,69,50,76
44,69,50,76
53,69,50,76
47,69,50,76
44,69,51,76
49,69,51,76
49,69,51,76
41,69,51,76
31,69,51,76
40,69,51,76
62,69,51,76
35,69,51,76
35,69,51,76
37,69,51,76
53,69,51,76
56,69,52,76
58,69,52,76
58,69,52,76
56,69,52,76
63,69,52,76
51,69,52,76
67,69,52,76
51,69,52,76
51,69,52,76
63,69,52,76
49,69,52,76
52,69,53,76
51,69,53,76
52,69,53,76
55,69,53,76
56,69,53,76
65,69,53,76
62,69,53,76
60,69,53,76
49,69,53,76
60,69,53,76
66,69,53,76
58,69,53,76
66,69,53,76
54,69,53,76
60,69,53,76
60,69,53,76
59,69,54,76
58,69,54,76
58,69,54,76
52,69,54,76
52,69,54,76
52,69,54,76
51,69,54,76
56,69,54,76
55,69,54,76
54,69,54,76
54,69,54,76
48,69,54,76
49,69,54,76
50,69,54,76
68,69,54,76
53,69,54,76
53,69,55,76
54,69,55,76
53,69,55,76
54,69,55,76
55,69,55,76
55,69,55,76
56,69,55,76
59,69,55,76
59,69,55,76
63,69,55,76
63,69,55,76
60,69,56,76
61,69,56,76
65,69,56,76
64,69,56,76
64,69,56,76
59,69,56,76
58,69,56,76
60,69,56,76
62,69,56,76
65,69,56,76
64,69,56,76
63,69,56,76
64,69,56,76
66,69,56,76
67,69,56,76
67,69,56,76
67,69,57,76
67,69,57,76
68,69,57,76
69,69,57,76
72,69,57,76
50,69,57,76
49,69,57,76
72,69,57,76
71,69,57,76
72,69,57,76
71,69,57,76
71,69,57,76
50,69,57,76
51,69,57,76
50,69,57,76
71,69,57,76
72,69,58,76
73,69,58,76
73,69,58,76
48,69,58,76
51,69,58,76
60,69,58,76
55,69,58,76
57,69,58,76
57,69,58,76
59,69,58,76
62,69,58,76
34,69,58,76
55,69,58,76
55,69,58,76
59,69,58,76
57,69,58,76
57,69,59,76
58,69,59,76
50,69,59,76
45,69,59,76
54,69,59,76
67,69,59,76
44,69,59,76
44,69,59,76
56,69,59,76
56,69,59,76
53,69,59,76
48,69,59,76
62,69,59,76
49,69,59,76
53,69,59,76
49,69,59,76
53,69,60,76
52,69,60,76
54,69,60,76
53,69,60,76
52,69,60,76
51,69,60,76
51,69,60,76
50,69,60,76
51,69,60,76
51,69,60,76
51,69,60,76
49,69,60,76
49,69,60,76
49,69,60,76
51,69,60,76
51,69,60,76
51,69,61,76
51,69,61,76
61,69,61,76
58,69,61,76
59,69,61,76
66,69,61,76
51,69,61,76
57,69,61,76
61,69,61,76
38,69,61,76
38,69,61,76
60,69,62,76
58,69,62,76
52,69,62,76
61,69,62,76
48,69,62,76
53,69,62,76
45,69,62,76
52,69,62,76
37,69,62,76
58,69,62,76
57,69,62,76
52,69,63,76
56,69,63,76
65,69,63,76
56,69,63,76
65,69,63,76
25,69,63,76
48,69,63,76
22,69,63,76
52,69,63,76
49,69,63,76
49,69,63,76
44,69,63,76
45,69,63,76
41,69,63,76
40,69,63,76
42,69,63,76
44,69,64,76
43,69,64,76
56,69,64,76
64,69,64,76
68,69,64,76
56,69,64,76
57,69,64,76
60,69,64,76
60,69,64,76
66,69,64,76
67,69,64,76
67,69,64,76
53,69,64,76
48,69,64,76
66,69,64,76
58,69,64,76
64,69,64,76
58,69,64,76
48,69,64,76
51,69,64,76
61,69,64,76
55,69,65,76
50,69,65,76
53,69,65,76
50,69,65,76
47,69,65,76
48,69,65,76
38,69,65,76
38,69,65,76
38,69,65,76
47,69,65,76
50,69,65,76
50,69,65,76
50,69,65,76
50,69,65,76
50,69,65,76
50,69,65,76
50,69,65,76
50,69,65,76
50,69,65,76
50,69,65,76
50,69,65,76
50,69,66,76
50,69,66,76
32,69,66,76
52,69,66,76
47,69,66,76
45,69,66,76
48,69,66,76
50,69,66,76
49,69,66,76
50,69,66,76
49,69,66,76
52,69,66,76
51,69,66,76
48,69,66,76
50,69,66,76
49,69,66,76
48,69,67,76
49,69,67,76
49,69,67,76
49,69,67,76
52,69,67,76
55,69,67,76
55,69,67,76
34,69,67,76
34,69,67,76
61,69,67,76
56,69,67,76
53,69,67,76
43,69,67,76
43,69,67,76
55,69,67,76
57,69,67,76
59,69,68,76
55,69,68,76
61,69,68,76
61,69,68,76
53,69,68,76
44,69,68,76
44,69,68,76
53,69,68,76
52,69,68,76
51,69,68,76
50,69,68,76
49,69,68,76
48,69,68,76
47,69,68,76
47,69,68,76
55,69,68,76
54,69,69,76
53,69,69,76
53,69,69,76
50,69,69,76
52,69,69,76
44,69,69,76
43,69,69,76
51,69,69,76
43,69,69,76
55,69,69,76
53,69,69,76
53,69,69,76
59,69,69,76
53,69,69,76
45,69,69,76
51,69,69,76
43,69,70,76
51,69,70,76
37,69,70,76
37,69,70,76
62,69,70,76
34,69,70,76
34,69,70,76
34,69,70,76
50,69,70,76
50,69,70,76
51,69,70,76
51,69,70,76
50,69,70,76
50,69,70,76
33,69,70,76
32,69,70,76
43,69,71,76
49,69,71,76
48,69,71,76
48,69,71,76
47,69,71,76
48,69,71,76
49,69,71,76
51,69,71,76
50,69,71,76
50,69,71,76
27,69,71,76
27,69,71,76
50,69,71,76
49,69,71,76
49,69,71,76
50,69,71,76
51,69,72,76
51,69,72,76
34,69,72,76
34,69,72,76
62,69,72,76
62,69,72,76
44,69,72,76
42,69,72,76
42,69,72,76
45,69,72,76
48,69,72,76
31,69,72,76
50,69,72,76
56,69,72,76
49,69,72,76
62,69,72,76
55,69,73,76
44,69,73,76
64,69,73,76
48,69,73,76
57,69,73,76
62,69,73,76
62,69,74,76
60,69,74,76
56,69,74,76
55,69,74,76
48,69,74,76
44,69,74,76
48,69,75,76
57,69,76,76
33,69,25,75
51,69,27,75
48,69,27,75
51,69,27,75
54,69,28,75
54,69,28,75
51,69,28,75
51,69,28,75
51,69,28,75
51,69,28,75
51,69,28,75
51,69,28,75
51,69,28,75
51,69,28,75
56,69,28,75
33,69,29,75
43,69,29,75
62,69,29,75
62,69,29,75
64,69,29,75
64,69,29,75
43,69,29,75
65,69,29,75
66,69,29,75
65,69,29,75
65,69,29,75
55,69,29,75
55,69,29,75
65,69,29,75
65,69,29,75
55,69,29,75
54,69,30,75
53,69,30,75
52,69,30,75
53,69,30,75
53,69,30,75
68,69,30,75
68,69,30,75
50,69,30,75
50,69,30,75
68,69,30,75
68,69,30,75
54,69,30,75
43,69,30,75
53,69,30,75
53,69,30,75
53,69,30,75
49,69,31,75
48,69,31,75
47,69,31,75
47,69,31,75
55,69,31,75
43,69,31,75
43,69,31,75
42,69,31,75
42,69,31,75
41,69,31,75
42,69,31,75
54,69,31,75
54,69,31,75
41,69,31,75
57,69,31,75
43,69,31,75
43,69,32,75
67,69,32,75
55,69,32,75
55,69,32,75
62,69,32,75
37,69,32,75
25,69,32,75
55,69,32,75
52,69,32,75
60,69,32,75
56,69,32,75
56,69,32,75
56,69,32,75
54,69,32,75
58,69,32,75
41,69,32,75
59,69,33,75
52,69,33,75
52,69,33,75
55,69,33,75
66,69,33,75
50,69,33,75
52,69,33,75
38,69,33,75
38,69,33,75
55,69,33,75
54,69,33,75
42,69,33,75
54,69,33,75
49,69,33,75
54,69,33,75
37,69,33,75
60,69,34,75
50,69,34,75
53,69,34,75
52,69,34,75
52,69,34,75
53,69,34,75
54,69,34,75
36,69,34,75
35,69,34,75
35,69,34,75
34,69,34,75
34,69,34,75
57,69,34,75
33,69,34,75
53,70,34,75
53,70,34,75
54,70,35,75
52,70,35,75
61,70,35,75
60,70,35,75
61,70,35,75
62,70,35,75
62,70,35,75
55,70,35,75
52,70,35,75
52,70,35,75
53,70,35,75
54,70,36,75
55,70,36,75
56,70,36,75
57,70,36,75
57,70,36,75
59,70,36,75
65,70,36,75
65,70,36,75
57,70,36,75
47,70,36,75
49,70,36,75
61,70,36,75
63,70,36,75
63,70,36,75
61,70,36,75
71,70,36,75
52,70,37,75
64,70,37,75
66,70,37,75
70,70,37,75
41,70,37,75
48,70,37,75
44,70,37,75
55,70,37,75
44,70,37,75
53,70,37,75
46,70,37,75
45,70,38,75
45,70,38,75
45,70,38,75
45,70,39,75
45,70,39,75
60,70,39,75
36,70,39,75
40,70,39,75
39,70,39,75
48,70,40,75
33,70,40,75
33,70,40,75
34,70,40,75
35,70,40,75
35,70,40,75
34,70,41,75
34,70,41,75
34,70,41,75
34,70,42,75
45,70,42,75
44,70,42,75
44,70,43,75
41,70,43,75
40,70,43,75
40,70,43,75
33,70,43,75
35,70,43,75
36,70,44,75
36,70,44,75
62,70,44,75
61,70,45,75
61,70,45,75
42,70,45,75
62,70,46,75
46,70,46,75
45,70,46,75
45,70,47,75
46,70,47,75
50,70,47,75
62,70,48,75
39,70,48,75
39,70,48,75
38,70,48,75
52,70,48,75
51,70,48,75
50,70,49,75
48,70,49,75
61,70,49,75
59,70,49,75
60,70,49,75
39,70,49,75
56,70,50,75
53,70,50,75
53,70,50,75
58,70,50,75
59,70,50,75
60,70,50,75
61,70,51,75
61,70,51,75
54,70,51,75
54,70,51,75
56,70,51,75
53,70,51,75
52,70,51,75
51,70,51,75
51,70,51,75
51,70,51,75
51,70,51,75
66,70,52,75
66,70,52,75
54,70,52,75
45,70,52,75
45,70,52,75
45,70,52,75
45,70,52,75
53,70,52,75
54,70,52,75
43,70,52,75
49,70,52,75
48,70,53,75
48,70,53,75
43,70,53,75
44,70,53,75
39,70,53,75
44,70,53,75
38,70,53,75
50,70,53,75
51,70,53,75
48,70,53,75
48,70,53,75
30,70,54,75
47,70,54,75
58,70,54,75
58,70,54,75
50,70,54,75
52,70,54,75
59,70,54,75
62,70,54,75
57,70,54,75
51,70,54,75
50,70,54,75
50,70,54,75
55,70,54,75
57,70,54,75
55,70,54,75
58,70,54,75
53,70,55,75
59,70,55,75
55,70,55,75
59,70,55,75
34,70,55,75
57,70,55,75
55,70,55,75
59,70,55,75
39,70,55,75
59,70,55,75
56,70,55,75
54,70,55,75
51,70,55,75
44,70,55,75
44,70,55,75
45,70,55,75
45,70,56,75
66,70,56,75
65,70,56,75
64,70,56,75
65,70,56,75
37,70,56,75
45,70,56,75
66,70,56,75
62,70,56,75
39,70,56,75
39,70,56,75
57,70,56,75
62,70,56,75
62,70,56,75
51,70,56,75
48,70,56,75
58,70,57,75
61,70,57,75
61,70,57,75
57,70,57,75
56,70,57,75
68,70,57,75
46,70,57,75
67,70,57,75
51,70,57,75
42,70,57,75
48,70,57,75
42,70,57,75
69,70,57,75
51,70,57,75
48,70,57,75
49,70,57,75
43,70,58,75
49,70,58,75
49,70,58,75
45,70,58,75
44,70,58,75
50,70,58,75
51,70,58,75
51,70,58,75
50,70,58,75
50,70,58,75
49,70,58,75
48,70,58,75
49,70,58,75
50,70,58,75
49,70,58,75
49,70,58,75
64,70,59,75
63,70,59,75
59,70,59,75
59,70,59,75
60,70,59,75
58,70,59,75
39,70,59,75
52,70,59,75
52,70,59,75
39,70,59,75
62,70,59,75
63,70,59,75
38,70,59,75
60,70,59,75
59,70,59,75
56,70,59,75
55,70,60,75
54,70,60,75
54,70,60,75
40,70,60,75
40,70,60,75
41,70,60,75
42,70,60,75
44,70,60,75
44,70,60,75
53,70,60,75
39,70,60,75
63,70,61,75
64,70,61,75
65,70,61,75
65,70,61,75
51,70,61,75
50,70,61,75
39,70,61,75
38,70,61,75
37,70,61,75
36,70,61,75
50,70,61,75
66,70,61,75
67,70,61,75
68,70,61,75
68,70,61,75
68,70,61,75
67,70,62,75
68,70,62,75
37,70,62,75
50,70,62,75
50,70,62,75
67,70,62,75
43,70,62,75
43,70,62,75
43,70,62,75
64,70,62,75
64,70,62,75
43,70,62,75
44,70,62,75
45,70,62,75
44,70,62,75
44,70,62,75
62,70,62,75
44,70,62,75
67,70,62,75
67,70,62,75
44,70,62,75
44,70,63,75
44,70,63,75
44,70,63,75
67,70,63,75
39,70,63,75
39,70,63,75
65,70,63,75
46,70,63,75
32,70,63,75
31,70,63,75
62,70,63,75
56,70,63,75
50,70,63,75
43,70,63,75
43,70,63,75
61,70,63,75
61,70,64,75
48,70,64,75
55,70,64,75
59,70,64,75
39,70,64,75
46,70,64,75
54,70,64,75
53,70,64,75
54,70,64,75
39,70,64,75
48,70,64,75
50,70,64,75
46,70,64,75
54,70,64,75
51,70,64,75
52,70,64,75
51,70,64,75
51,70,64,75
47,70,64,75
48,70,64,75
55,70,64,75
55,70,65,75
54,70,65,75
52,70,65,75
52,70,65,75
53,70,65,75
54,70,65,75
53,70,65,75
53,70,65,75
51,70,65,75
50,70,65,75
25,70,65,75
57,70,65,75
67,70,65,75
67,70,65,75
54,70,65,75
66,70,65,75
66,70,65,75
66,70,65,75
66,70,65,75
66,70,65,75
56,70,65,75
52,70,66,75
62,70,66,75
63,70,66,75
63,70,66,75
57,70,66,75
57,70,66,75
58,70,66,75
52,70,66,75
63,70,66,75
40,70,66,75
59,70,66,75
51,70,66,75
61,70,66,75
40,70,66,75
52,70,66,75
53,70,66,75
54,70,66,75
55,70,66,75
56,70,66,75
57,70,66,75
58,70,66,75
59,70,67,75
60,70,67,75
61,70,67,75
61,70,67,75
50,70,67,75
68,70,67,75
43,70,67,75
60,70,67,75
52,70,67,75
51,70,67,75
50,70,67,75
49,70,67,75
48,70,67,75
47,70,67,75
46,70,67,75
45,70,67,75
45,70,67,75
70,70,67,75
57,70,67,75
55,70,67,75
50,70,67,75
41,70,68,75
41,70,68,75
56,70,68,75
39,70,68,75
40,70,68,75
39,70,68,75
38,70,68,75
39,70,68,75
39,70,68,75
69,70,68,75
70,70,68,75
70,70,68,75
50,70,68,75
64,70,68,75
54,70,68,75
54,70,68,75
56,70,69,75
48,70,69,75
48,70,69,75
60,70,69,75
59,70,69,75
58,70,69,75
57,70,69,75
57,70,69,75
51,70,69,75
64,70,69,75
64,70,69,75
62,70,69,75
61,70,69,75
61,70,69,75
49,70,69,75
48,70,69,75
59,70,70,75
59,70,70,75
58,70,70,75
57,70,70,75
56,70,70,75
55,70,70,75
54,70,70,75
53,70,70,75
53,70,70,75
53,70,70,75
53,70,70,75
57,70,70,75
50,70,70,75
49,70,70,75
58,70,70,75
49,70,70,75
52,70,71,75
51,70,71,75
50,70,71,75
49,70,71,75
48,70,71,75
47,70,71,75
46,70,71,75
46,70,71,75
54,70,71,75
54,70,71,75
59,70,71,75
55,70,71,75
49,70,71,75
48,70,71,75
49,70,71,75
55,70,71,75
55,70,72,75
59,70,72,75
58,70,72,75
51,70,72,75
49,70,72,75
63,70,72,75
59,70,72,75
58,70,72,75
57,70,72,75
56,70,72,75
55,70,72,75
55,70,72,75
55,70,72,75
43,70,72,75
51,70,72,75
51,70,72,75
51,70,73,75
54,70,73,75
45,70,73,75
59,70,73,75
59,70,73,75
63,70,73,75
61,70,74,75
61,70,74,75
61,70,74,75
61,70,75,75
59,70,77,75
63,70,77,75
58,70,77,75
56,70,78,75
57,70,78,75
56,70,78,75
56,70,27,74
51,70,27,74
52,70,27,74
62,70,28,74
62,70,28,74
57,70,28,74
60,70,28,74
55,70,28,74
44,70,28,74
47,70,29,74
66,70,29,74
66,70,29,74
44,70,29,74
44,70,29,74
44,70,29,74
45,70,29,74
44,70,29,74
45,70,29,74
54,70,29,74
55,70,29,74
55,70,30,74
61,70,30,74
58,70,30,74
27,70,30,74
28,70,30,74
48,70,30,74
53,70,30,74
53,70,30,74
58,70,30,74
61,70,30,74
55,70,30,74
44,70,31,74
44,70,31,74
58,70,31,74
60,70,31,74
63,70,31,74
63,70,31,74
58,70,31,74
58,70,31,74
46,70,31,74
46,70,31,74
61,70,31,74
61,70,31,74
62,70,31,74
62,70,31,74
44,70,31,74
55,70,31,74
56,70,32,74
57,70,32,74
58,70,32,74
59,70,32,74
60,70,32,74
61,70,32,74
62,70,32,74
62,70,32,74
45,70,32,74
54,70,32,74
54,70,32,74
54,70,32,74
54,70,32,74
54,70,32,74
54,70,32,74
54,70,32,74
50,70,33,74
46,70,33,74
61,70,33,74
46,70,33,74
63,70,33,74
63,70,33,74
62,70,33,74
61,70,33,74
62,70,33,74
63,70,33,74
62,70,33,74
61,70,33,74
62,70,33,74
62,70,33,74
62,70,33,74
62,70,33,74
59,70,34,74
58,70,34,74
58,70,34,74
61,70,34,74
52,70,34,74
53,70,34,74
54,70,34,74
55,70,34,74
56,70,34,74
56,70,34,74
57,70,34,74
42,70,34,74
61,70,34,74
55,70,34,74
54,70,34,74
53,70,34,74
53,70,35,74
53,70,35,74
53,70,35,74
57,70,35,74
58,70,35,74
57,70,35,74
56,70,35,74
59,70,35,74
64,70,35,74
51,70,35,74
64,70,35,74
57,70,35,74
42,70,35,74
63,70,35,74
37,70,35,74
52,70,35,74
45,70,36,74
32,70,36,74
47,70,36,74
58,70,36,74
35,70,36,74
68,70,36,74
69,70,36,74
73,70,36,74
73,70,36,74
40,70,36,74
41,70,36,74
39,70,36,74
40,70,36,74
40,70,36,74
39,70,36,74
39,70,36,74
71,70,37,74
71,70,37,74
37,70,37,74
38,70,37,74
37,70,37,74
70,70,37,74
71,70,37,74
71,70,37,74
60,70,37,74
60,70,37,74
37,70,37,74
39,70,38,74
39,70,38,74
69,70,38,74
70,70,38,74
69,70,38,74
70,70,38,74
39,70,39,74
39,70,39,74
60,70,39,74
59,70,39,74
68,70,39,74
68,70,39,74
42,70,40,74
41,70,40,74
41,70,40,74
60,70,40,74
59,70,40,74
59,70,40,74
40,70,41,74
39,70,41,74
71,70,41,74
38,70,42,74
37,70,42,74
71,70,42,74
70,70,43,74
37,70,43,74
37,70,43,74
65,70,44,74
66,70,44,74
66,70,44,74
35,70,45,74
70,70,45,74
35,70,45,74
35,70,46,74
70,70,46,74
69,70,46,74
68,70,46,74
69,70,46,74
70,70,46,74
71,70,47,74
70,70,47,74
70,70,47,74
66,70,47,74
66,70,47,74
63,70,47,74
63,70,48,74
61,70,48,74
42,70,48,74
56,70,48,74
59,70,48,74
60,70,48,74
57,70,48,74
56,70,48,74
55,70,48,74
54,70,48,74
54,70,48,74
59,70,49,74
58,70,49,74
61,70,49,74
59,70,49,74
59,70,49,74
66,70,49,74
60,70,50,74
60,70,50,74
51,70,50,74
65,70,50,74
64,70,50,74
40,70,50,74
51,70,50,74
64,70,50,74
40,70,50,74
53,70,50,74
56,70,50,74
54,70,51,74
52,70,51,74
36,70,51,74
63,70,51,74
46,70,51,74
47,70,51,74
62,70,51,74
60,70,51,74
57,70,51,74
53,70,51,74
53,70,51,74
60,70,51,74
63,70,51,74
62,70,51,74
62,70,51,74
62,70,51,74
62,70,52,74
62,70,52,74
61,70,52,74
62,70,52,74
59,70,52,74
59,70,52,74
60,70,52,74
60,70,52,74
59,70,52,74
58,70,52,74
58,70,52,74
60,70,52,74
56,70,52,74
66,70,52,74
54,70,52,74
59,70,52,74
59,70,53,74
61,70,53,74
61,70,53,74
61,70,53,74
63,70,53,74
