58,65,3
58,65,3
58,65,3
59,66,13
59,66,13
59,66,13
59,66,13
59,66,13
59,66,13
59,66,13
59,66,13
59,66,13
59,66,13
59,66,13
59,66,13
59,66,13
58,67,13
58,67,13
58,67,13
58,67,13
58,67,13
58,67,13
58,67,13
58,67,13
58,67,13
58,67,13
58,67,13
58,67,13
58,67,13
59,68,7
59,68,7
59,68,7
59,68,7
59,68,7
59,68,7
59,68,7
58,68,8
58,68,8
58,68,8
58,68,8
58,68,8
58,68,8
58,68,8
58,68,8
66,80,8
66,80,8
66,80,8
66,80,8
66,80,8
66,80,8
66,80,8
66,80,8
67,80,15
67,80,15
67,80,15
67,80,15
67,80,15
67,80,15
67,80,15
67,80,15
67,80,15
67,80,15
67,80,15
67,80,15
67,80,15
67,80,15
67,80,15
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,81,18
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,82,34
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
66,83,28
65,84,11
65,84,11
65,84,11
65,84,11
65,84,11
65,84,11
65,84,11
65,84,11
65,84,11
65,84,11
65,84,11
66,85,7
66,85,7
66,85,7
66,85,7
66,85,7
66,85,7
66,85,7
66,86,2
66,86,2
63,88,12
63,88,12
63,88,12
63,88,12
63,88,12
63,88,12
63,88,12
63,88,12
63,88,12
63,88,12
63,88,12
63,88,12
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
62,88,17
61,88,12
61,88,12
61,88,12
61,88,12
61,88,12
61,88,12
61,88,12
61,88,12
61,88,12
61,88,12
61,88,12
61,88,12
60,89,21
60,89,21
60,89,21
60,89,21
60,89,21
60,89,21
60,89,21
60,89,21
60,89,21
60,89,21
