Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area
6,233,144,2.478723404255319,1.5319148936170213,9.052553191489363,3.3034042553191494,
12,230,147,2.4468085106382977,1.5638297872340425,8.985531914893619,3.342765957446809,
18,228,149,2.425531914893617,1.5851063829787233,8.947234042553193,3.348085106382979,
24,222,155,2.3617021276595747,1.648936170212766,8.6868085106383,3.41,
30,220,157,2.3404255319148937,1.6702127659574468,8.660212765957452,3.41,
36,218,159,2.3191489361702127,1.6914893617021276,8.545319148936175,3.4280851063829787,
42,214,163,2.276595744680851,1.7340425531914894,8.446382978723408,3.496170212765958,
48,215,162,2.2872340425531914,1.7234042553191489,8.430425531914896,3.531276595744681,
54,212,165,2.25531914893617,1.7553191489361701,8.358085106382982,3.5568085106382976,
60,212,165,2.25531914893617,1.7553191489361701,8.347446808510641,3.559999999999999,
66,209,168,2.223404255319149,1.7872340425531914,8.265531914893621,3.611063829787234,
72,206,171,2.1914893617021276,1.8191489361702127,8.135744680851067,3.712127659574468,
78,205,172,2.1808510638297873,1.8297872340425532,8.093191489361706,3.7397872340425526,
84,202,175,2.148936170212766,1.8617021276595744,7.980106382978727,3.7685106382978724,
90,199,178,2.117021276595745,1.8936170212765957,7.857765957446812,3.839787234042553,
96,197,180,2.095744680851064,1.9148936170212767,7.7950000000000035,3.888723404255319,
102,198,179,2.106382978723404,1.9042553191489362,7.816276595744685,3.8461702127659576,
108,189,188,2.0106382978723403,2.0,7.600319148936172,3.9791489361702124,
114,189,188,2.0106382978723403,2.0,7.600319148936172,3.9791489361702124,
120,189,188,2.0106382978723403,2.0,7.600319148936172,3.9791489361702124,
126,185,192,1.9680851063829787,2.0425531914893615,7.40776595744681,4.068510638297872,
132,186,191,1.9787234042553192,2.0319148936170213,7.413085106382981,4.029148936170213,
138,183,194,1.946808510638298,2.0638297872340425,7.318404255319151,4.130212765957446,
144,184,193,1.9574468085106382,2.0531914893617023,7.309893617021279,4.092978723404255,
150,182,195,1.9361702127659575,2.074468085106383,7.1928723404255335,4.108936170212766,
156,181,196,1.925531914893617,2.0851063829787235,7.049255319148937,4.108936170212766,
162,180,197,1.9148936170212767,2.095744680851064,7.006702127659576,4.140851063829786,
168,181,196,1.925531914893617,2.0851063829787235,7.001382978723405,4.112127659574468,
174,179,198,1.9042553191489362,2.106382978723404,6.916276595744682,4.158936170212766,
180,176,201,1.872340425531915,2.1382978723404253,6.831170212765959,4.1823404255319145,
186,175,202,1.8617021276595744,2.148936170212766,6.788617021276597,4.235531914893617,
192,175,202,1.8617021276595744,2.148936170212766,6.746063829787235,4.195106382978723,
198,174,203,1.851063829787234,2.1595744680851063,6.7109574468085125,4.2004255319148935,
204,174,203,1.851063829787234,2.1595744680851063,6.734361702127661,4.173829787234042,
210,173,204,1.8404255319148937,2.1702127659574466,6.691808510638299,4.173829787234042,
216,172,205,1.8297872340425532,2.1808510638297873,6.666276595744682,4.173829787234042,
222,168,209,1.7872340425531914,2.223404255319149,6.486489361702129,4.250425531914893,
228,167,210,1.7765957446808511,2.234042553191489,6.493936170212766,4.232340425531914,
234,168,209,1.7872340425531914,2.223404255319149,6.505638297872341,4.287659574468084,
240,167,210,1.7765957446808511,2.234042553191489,6.426914893617022,4.31531914893617,
246,166,211,1.7659574468085106,2.24468085106383,6.379042553191491,4.36531914893617,
252,165,212,1.7553191489361701,2.25531914893617,6.325851063829789,4.36531914893617,
258,166,211,1.7659574468085106,2.24468085106383,6.36840425531915,4.312127659574468,
264,165,212,1.7553191489361701,2.25531914893617,6.293936170212767,4.312127659574468,
270,164,213,1.7446808510638299,2.265957446808511,6.238617021276598,4.32063829787234,
276,165,212,1.7553191489361701,2.25531914893617,6.313085106382981,4.32063829787234,
282,163,214,1.7340425531914894,2.276595744680851,6.250319148936171,4.332340425531915,
288,160,217,1.702127659574468,2.3085106382978724,6.1205319148936175,4.434468085106383,
294,160,217,1.702127659574468,2.3085106382978724,6.118404255319149,4.434468085106383,
300,160,217,1.702127659574468,2.3085106382978724,6.1513829787234044,4.406808510638298,
306,159,218,1.6914893617021276,2.3191489361702127,6.116276595744681,4.419574468085107,
312,160,217,1.702127659574468,2.3085106382978724,6.154574468085107,4.394042553191489,
318,159,218,1.6914893617021276,2.3191489361702127,6.112021276595746,4.421702127659573,
324,159,218,1.6914893617021276,2.3191489361702127,6.069468085106384,4.400425531914893,
330,157,220,1.6702127659574468,2.3404255319148937,6.024787234042553,4.415319148936169,
336,158,219,1.6808510638297873,2.3297872340425534,6.099255319148937,4.415319148936169,
342,158,219,1.6808510638297873,2.3297872340425534,6.1013829787234055,4.415319148936169,
348,158,219,1.6808510638297873,2.3297872340425534,6.1013829787234055,4.415319148936169,
354,158,219,1.6808510638297873,2.3297872340425534,6.1013829787234055,4.415319148936169,
360,155,222,1.648936170212766,2.3617021276595747,6.039680851063832,4.48659574468085,
366,156,221,1.6595744680851063,2.351063829787234,6.060957446808512,4.4759574468085095,
372,154,223,1.6382978723404256,2.372340425531915,6.006702127659576,4.513191489361701,
378,153,224,1.627659574468085,2.382978723404255,5.975851063829789,4.51531914893617,
384,153,224,1.627659574468085,2.382978723404255,5.975851063829789,4.51531914893617,
390,151,226,1.6063829787234043,2.404255319148936,5.864148936170214,4.52063829787234,
396,148,229,1.574468085106383,2.4361702127659575,5.77372340425532,4.584468085106383,
402,149,228,1.5851063829787233,2.425531914893617,5.795000000000002,4.541914893617021,
408,147,230,1.5638297872340425,2.4468085106382977,5.8088297872340435,4.582659574468085,
414,147,230,1.5638297872340425,2.4468085106382977,5.8088297872340435,4.582659574468085,
420,146,231,1.553191489361702,2.4574468085106385,5.79712765957447,4.587978723404255,
426,146,231,1.553191489361702,2.4574468085106385,5.79712765957447,4.587978723404255,
432,146,231,1.553191489361702,2.4574468085106385,5.789680851063832,4.612127659574467,
438,146,231,1.553191489361702,2.4574468085106385,5.789680851063832,4.612127659574467,
444,146,231,1.553191489361702,2.4574468085106385,5.807765957446811,4.607872340425531,
450,147,230,1.5638297872340425,2.4468085106382977,5.866276595744683,4.557127659574467,
456,147,230,1.5638297872340425,2.4468085106382977,5.866276595744683,4.557127659574467,
462,146,231,1.553191489361702,2.4574468085106385,5.823723404255321,4.61031914893617,
468,145,232,1.5425531914893618,2.4680851063829787,5.781170212765959,4.6422340425531905,
474,145,232,1.5425531914893618,2.4680851063829787,5.781170212765959,4.6422340425531905,
480,147,230,1.5638297872340425,2.4468085106382977,5.817340425531915,4.62627659574468,
486,147,230,1.5638297872340425,2.4468085106382977,5.817340425531915,4.62627659574468,
492,146,231,1.553191489361702,2.4574468085106385,5.827021276595746,4.578404255319148,
498,143,234,1.5212765957446808,2.4893617021276597,5.671702127659575,4.625212765957446,
504,143,234,1.5212765957446808,2.4893617021276597,5.671702127659575,4.625212765957446,
510,142,235,1.5106382978723405,2.5,5.6323404255319165,4.64968085106383,
516,142,235,1.5106382978723405,2.5,5.6323404255319165,4.64968085106383,
522,141,236,1.5,2.5106382978723403,5.579148936170214,4.7018085106382985,
528,141,236,1.5,2.5106382978723403,5.579148936170214,4.7018085106382985,
534,140,237,1.4893617021276595,2.521276595744681,5.547234042553192,4.734787234042553,
540,142,235,1.5106382978723405,2.5,5.5844680851063835,4.6656382978723405,
546,141,236,1.5,2.5106382978723403,5.552553191489363,4.686914893617021,
552,140,237,1.4893617021276595,2.521276595744681,5.527021276595747,4.693297872340425,
558,140,237,1.4893617021276595,2.521276595744681,5.498297872340427,4.677340425531915,
564,142,235,1.5106382978723405,2.5,5.530212765957448,4.669574468085106,
570,142,235,1.5106382978723405,2.5,5.530212765957448,4.669574468085106,
576,141,236,1.5,2.5106382978723403,5.508936170212768,4.673829787234042,
582,141,236,1.5,2.5106382978723403,5.508936170212768,4.673829787234042,
588,141,236,1.5,2.5106382978723403,5.508936170212768,4.673829787234042,
594,142,235,1.5106382978723405,2.5,5.519574468085108,4.668510638297872,
600,143,234,1.5212765957446808,2.4893617021276597,5.542978723404257,4.63872340425532,
606,143,234,1.5212765957446808,2.4893617021276597,5.542978723404257,4.63872340425532,
612,143,234,1.5212765957446808,2.4893617021276597,5.542978723404257,4.63872340425532,
618,143,234,1.5212765957446808,2.4893617021276597,5.542978723404257,4.63872340425532,
624,143,234,1.5212765957446808,2.4893617021276597,5.542978723404257,4.63872340425532,
630,143,234,1.5212765957446808,2.4893617021276597,5.542978723404257,4.63872340425532,
636,144,233,1.5319148936170213,2.478723404255319,5.61744680851064,4.63872340425532,
642,147,230,1.5638297872340425,2.4468085106382977,5.713191489361704,4.600425531914894,
648,148,229,1.574468085106383,2.4361702127659575,5.7238297872340445,4.5791489361702125,
654,148,229,1.574468085106383,2.4361702127659575,5.7238297872340445,4.5791489361702125,
660,148,229,1.574468085106383,2.4361702127659575,5.7238297872340445,4.5791489361702125,
666,148,229,1.574468085106383,2.4361702127659575,5.7238297872340445,4.5791489361702125,
672,148,229,1.574468085106383,2.4361702127659575,5.7238297872340445,4.5791489361702125,
678,148,229,1.574468085106383,2.4361702127659575,5.7238297872340445,4.5791489361702125,
684,148,229,1.574468085106383,2.4361702127659575,5.7238297872340445,4.5791489361702125,
690,148,229,1.574468085106383,2.4361702127659575,5.7238297872340445,4.5791489361702125,
696,149,228,1.5851063829787233,2.425531914893617,5.734468085106385,4.573829787234042,
702,149,228,1.5851063829787233,2.425531914893617,5.734468085106385,4.573829787234042,
708,149,228,1.5851063829787233,2.425531914893617,5.734468085106385,4.573829787234042,
714,149,228,1.5851063829787233,2.425531914893617,5.734468085106385,4.573829787234042,
720,149,228,1.5851063829787233,2.425531914893617,5.734468085106385,4.573829787234042,
726,150,227,1.5957446808510638,2.4148936170212765,5.755744680851066,4.552553191489362,
