Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area
6,235,142,2.5,1.5106382978723405,9.091914893617025,3.243191489361702,
12,231,146,2.4574468085106385,1.553191489361702,8.925106382978727,3.2735106382978723,
18,230,147,2.4468085106382977,1.5638297872340425,8.855957446808514,3.3838297872340424,
24,229,148,2.4361702127659575,1.574468085106383,8.826170212765962,3.3891489361702134,
30,228,149,2.425531914893617,1.5851063829787233,8.79106382978724,3.4019148936170214,
36,226,151,2.404255319148936,1.6063829787234043,8.72297872340426,3.4402127659574466,
42,225,152,2.393617021276596,1.6170212765957446,8.681489361702132,3.4412765957446805,
48,224,153,2.382978723404255,1.627659574468085,8.649574468085111,3.4362765957446806,
54,221,156,2.351063829787234,1.6595744680851063,8.576702127659578,3.4495744680851064,
60,222,155,2.3617021276595747,1.648936170212766,8.587340425531918,3.4460638297872337,
66,221,156,2.351063829787234,1.6595744680851063,8.570319148936173,3.451382978723404,
72,221,156,2.351063829787234,1.6595744680851063,8.570319148936173,3.451382978723404,
78,219,158,2.3297872340425534,1.6808510638297873,8.51712765957447,3.4868085106382978,
84,216,161,2.297872340425532,1.7127659574468086,8.37989361702128,3.529361702127659,
90,214,163,2.276595744680851,1.7340425531914894,8.318191489361704,3.5878723404255313,
96,210,167,2.234042553191489,1.7765957446808511,8.128404255319152,3.6527659574468077,
102,210,167,2.234042553191489,1.7765957446808511,8.128404255319152,3.6527659574468077,
108,204,173,2.1702127659574466,1.8404255319148937,7.897234042553194,3.7368085106382978,
114,204,173,2.1702127659574466,1.8404255319148937,7.950425531914896,3.7368085106382978,
120,201,176,2.1382978723404253,1.872340425531915,7.791914893617024,3.7963829787234045,
126,198,179,2.106382978723404,1.9042553191489362,7.696170212765959,3.8229787234042556,
132,192,185,2.0425531914893615,1.9680851063829787,7.529468085106386,3.890212765957447,
138,191,186,2.0319148936170213,1.9787234042553192,7.508191489361706,3.8944680851063826,
144,192,185,2.0425531914893615,1.9680851063829787,7.518829787234046,3.89095744680851,
150,191,186,2.0319148936170213,1.9787234042553192,7.476276595744683,3.912234042553191,
156,191,186,2.0319148936170213,1.9787234042553192,7.509255319148939,3.9186170212765954,
162,191,186,2.0319148936170213,1.9787234042553192,7.509255319148939,3.9186170212765954,
168,189,188,2.0106382978723403,2.0,7.453936170212768,3.972872340425531,
174,187,190,1.9893617021276595,2.021276595744681,7.389042553191491,3.972872340425531,
180,186,191,1.9787234042553192,2.0319148936170213,7.324148936170214,3.972872340425531,
186,185,192,1.9680851063829787,2.0425531914893615,7.331595744680853,4.026063829787233,
192,184,193,1.9574468085106382,2.0531914893617023,7.26244680851064,4.105851063829786,
198,182,195,1.9361702127659575,2.074468085106383,7.11148936170213,4.09095744680851,
204,182,195,1.9361702127659575,2.074468085106383,7.11148936170213,4.09095744680851,
210,183,194,1.946808510638298,2.0638297872340425,7.1273404255319175,4.09095744680851,
216,182,195,1.9361702127659575,2.074468085106383,7.064574468085108,4.11223404255319,
222,179,198,1.9042553191489362,2.106382978723404,6.908191489361704,4.168617021276594,
228,178,199,1.8936170212765957,2.117021276595745,6.85712765957447,4.163297872340424,
234,179,198,1.9042553191489362,2.106382978723404,6.892234042553193,4.157978723404254,
240,178,199,1.8936170212765957,2.117021276595745,6.848617021276596,4.124999999999999,
246,177,200,1.8829787234042554,2.127659574468085,6.837978723404256,4.128510638297872,
252,177,200,1.8829787234042554,2.127659574468085,6.830531914893618,4.144468085106382,
258,176,201,1.872340425531915,2.1382978723404253,6.777340425531917,4.1551063829787225,
264,176,201,1.872340425531915,2.1382978723404253,6.777340425531917,4.1551063829787225,
270,176,201,1.872340425531915,2.1382978723404253,6.777340425531917,4.15691489361702,
276,176,201,1.872340425531915,2.1382978723404253,6.777340425531917,4.15691489361702,
282,175,202,1.8617021276595744,2.148936170212766,6.750744680851065,4.194148936170212,
288,175,202,1.8617021276595744,2.148936170212766,6.750744680851065,4.194148936170212,
294,175,202,1.8617021276595744,2.148936170212766,6.750744680851065,4.194148936170212,
300,173,204,1.8404255319148937,2.1702127659574466,6.692234042553192,4.210106382978722,
306,171,206,1.8191489361702127,2.1914893617021276,6.436914893617022,4.273936170212765,
312,170,207,1.8085106382978724,2.202127659574468,6.351808510638298,4.286702127659573,
318,169,208,1.797872340425532,2.2127659574468086,6.341170212765958,4.290212765957446,
324,166,211,1.7659574468085106,2.24468085106383,6.2635106382978725,4.332765957446807,
330,166,211,1.7659574468085106,2.24468085106383,6.2635106382978725,4.332765957446807,
336,163,214,1.7340425531914894,2.276595744680851,6.174148936170214,4.392340425531914,
342,162,215,1.7234042553191489,2.2872340425531914,6.16031914893617,4.417872340425531,
348,162,215,1.7234042553191489,2.2872340425531914,6.16031914893617,4.417872340425531,
354,160,217,1.702127659574468,2.3085106382978724,6.112446808510639,4.463617021276595,
360,160,217,1.702127659574468,2.3085106382978724,6.093297872340425,4.460106382978722,
366,162,215,1.7234042553191489,2.2872340425531914,6.139042553191489,4.449468085106382,
372,160,217,1.702127659574468,2.3085106382978724,6.1125531914893605,4.4707446808510625,
378,157,220,1.6702127659574468,2.3404255319148937,6.000851063829787,4.566489361702127,
384,158,219,1.6808510638297873,2.3297872340425534,6.011489361702127,4.545212765957445,
390,159,218,1.6914893617021276,2.3191489361702127,6.054042553191489,4.492021276595744,
396,158,219,1.6808510638297873,2.3297872340425534,6.011489361702127,4.545212765957445,
402,155,222,1.648936170212766,2.3617021276595747,5.877446808510639,4.579255319148936,
408,155,222,1.648936170212766,2.3617021276595747,5.882765957446809,4.586702127659573,
414,155,222,1.648936170212766,2.3617021276595747,5.893297872340426,4.5920212765957436,
420,156,221,1.6595744680851063,2.351063829787234,5.935851063829787,4.560106382978723,
426,155,222,1.648936170212766,2.3617021276595747,5.924148936170213,4.560106382978723,
432,155,222,1.648936170212766,2.3617021276595747,5.896489361702128,4.568617021276595,
438,153,224,1.627659574468085,2.382978723404255,5.863510638297872,4.59159574468085,
444,153,224,1.627659574468085,2.382978723404255,5.863510638297872,4.59159574468085,
450,154,223,1.6382978723404256,2.372340425531915,5.874148936170212,4.57563829787234,
456,152,225,1.6170212765957446,2.393617021276596,5.7659574468085095,4.616382978723403,
462,154,223,1.6382978723404256,2.372340425531915,5.861702127659573,4.515319148936169,
468,154,223,1.6382978723404256,2.372340425531915,5.861702127659573,4.515319148936169,
474,154,223,1.6382978723404256,2.372340425531915,5.861702127659573,4.515319148936169,
480,153,224,1.627659574468085,2.382978723404255,5.840425531914892,4.53659574468085,
486,153,224,1.627659574468085,2.382978723404255,5.840425531914892,4.53659574468085,
492,153,224,1.627659574468085,2.382978723404255,5.840425531914892,4.53659574468085,
498,153,224,1.627659574468085,2.382978723404255,5.8085106382978715,4.515319148936169,
504,153,224,1.627659574468085,2.382978723404255,5.8085106382978715,4.515319148936169,
510,151,226,1.6063829787234043,2.404255319148936,5.755319148936169,4.53659574468085,
516,153,224,1.627659574468085,2.382978723404255,5.781914893617022,4.519574468085105,
522,153,224,1.627659574468085,2.382978723404255,5.752127659574468,4.535531914893616,
528,153,224,1.627659574468085,2.382978723404255,5.752127659574468,4.535531914893616,
534,152,225,1.6170212765957446,2.393617021276596,5.730851063829786,4.556808510638297,
540,151,226,1.6063829787234043,2.404255319148936,5.707446808510638,4.5674468085106374,
