Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,666,0,4,68,113,112,135,211,27,0.9940119760479041:1,177,
12,664,0,6,58,113,120,130,214,29,0.9880239520958084:1,179,
18,662,0,8,52,113,123,124,221,29,0.987987987987988:1,181,
24,660,0,10,47,113,125,122,222,31,0.9939577039274925:1,181,
30,657,0,13,45,111,126,119,224,32,1.0030487804878048:1,182,
36,655,0,15,35,118,125,121,224,32,1.003058103975535:1,182,
42,653,0,17,29,120,126,116,228,34,1.0092307692307692:1,185,
48,650,0,20,25,116,131,114,228,36,1.0186335403726707:1,184,
54,666,18,22,41,115,131,113,230,36,1.018181818181818:1,186,
60,665,18,23,34,120,126,117,232,36,1.0212765957446808:1,188,
66,661,18,27,24,121,134,113,233,36,1.0338461538461539:1,188,
72,658,18,30,19,121,137,111,233,37,1.0308641975308641:1,188,
78,657,18,31,18,116,141,111,234,37,1.0277777777777777:1,187,
84,654,18,34,18,111,140,111,234,40,1.0247678018575852:1,185,
90,651,18,37,18,107,141,111,234,40,1.02803738317757:1,185,
96,650,18,38,18,105,141,109,236,41,1.03125:1,185,
102,648,18,40,18,97,147,109,234,43,1.031347962382445:1,184,
108,644,18,44,17,91,152,104,233,47,1.0379746835443038:1,182,
114,640,18,48,16,87,155,101,235,46,1.0447284345047922:1,183,
120,638,18,50,15,83,157,99,238,46,1.0514469453376205:1,184,
126,689,73,54,55,93,159,96,240,46,1.0567164179104478:1,184,
132,688,73,55,54,91,159,97,241,46,1.0537313432835822:1,185,
138,683,73,60,53,87,161,94,243,45,1.0572289156626506:1,185,
144,680,73,63,53,82,163,92,243,47,1.054380664652568:1,186,
150,677,73,66,53,79,164,92,243,46,1.0577507598784195:1,188,
156,675,73,68,52,73,170,85,247,48,1.0579268292682926:1,186,
162,673,73,70,51,66,176,84,247,49,1.0518292682926829:1,186,
168,671,73,72,51,64,176,79,252,49,1.0519877675840978:1,189,
174,663,73,80,49,59,180,76,250,49,1.0462962962962963:1,188,
180,657,73,86,46,51,185,75,250,50,1.0340557275541795:1,185,
186,650,73,93,44,46,186,76,249,49,1.0440251572327044:1,184,
192,646,73,97,42,39,191,76,248,50,1.0443037974683544:1,183,
198,720,148,98,78,77,188,75,251,51,1.028169014084507:1,184,
204,715,148,103,73,73,191,74,254,50,1.0197740112994351:1,185,
210,710,148,108,72,62,200,72,255,49,1.0285714285714285:1,185,
216,707,148,111,70,59,202,71,256,49,1.0257879656160458:1,186,
222,704,148,114,69,55,204,69,258,49,1.0288184438040346:1,188,
228,699,148,119,69,54,201,70,256,49,1.0202312138728324:1,186,
234,694,148,124,67,54,199,71,254,49,1.0174418604651163:1,186,
240,691,148,127,66,54,196,70,255,50,1.0204678362573099:1,187,
246,689,148,129,66,54,194,70,254,51,1.026470588235294:1,185,
252,681,148,137,63,54,190,69,253,52,1.0267857142857142:1,183,
258,675,148,143,62,54,186,68,251,54,1.027027027027027:1,182,
264,673,148,145,61,54,183,66,255,54,1.0271084337349397:1,184,
270,725,201,146,55,97,195,67,255,56,1.0365168539325842:1,184,
276,723,202,149,53,99,193,62,259,57,1.0252100840336134:1,186,
282,720,202,152,51,99,190,61,260,59,1.0224719101123596:1,185,
288,714,202,158,49,99,185,65,255,61,1.0341880341880343:1,183,
294,707,202,165,48,98,180,67,253,61,1.0316091954022988:1,180,
300,703,202,169,48,98,174,67,255,61,1.0436046511627908:1,183,
306,698,202,174,47,98,163,75,254,61,1.0349854227405249:1,181,
312,696,202,176,47,98,161,74,255,61,1.0410557184750733:1,182,
318,690,202,182,46,98,156,78,252,60,1.0414201183431953:1,181,
324,688,202,184,45,98,153,79,253,60,1.0476190476190477:1,182,
330,683,202,189,45,97,149,82,248,62,1.0510510510510511:1,180,
336,681,202,191,44,97,145,85,248,62,1.0512048192771084:1,180,
342,729,253,194,51,106,172,89,248,63,1.025:1,179,
348,728,255,197,52,101,176,87,248,64,1.0278551532033426:1,178,
354,722,255,203,50,101,171,89,247,64,1.0280898876404494:1,178,
360,717,255,208,50,101,164,95,245,62,1.0311614730878187:1,176,
