Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,696,0,5,69,100,109,152,238,28,0.9495798319327731:1,185,
12,694,0,7,63,100,112,151,240,28,0.9439775910364145:1,186,
18,692,0,9,58,103,113,149,240,29,0.9438202247191011:1,186,
24,690,0,11,54,99,119,147,242,29,0.9382022471910112:1,187,
30,684,0,17,46,99,123,141,246,29,0.9376770538243626:1,191,
36,681,0,20,35,106,123,142,246,29,0.9401709401709402:1,190,
42,677,0,24,31,107,123,140,246,30,0.9398280802292264:1,188,
48,676,0,25,25,112,123,138,247,31,0.9425287356321839:1,188,
54,697,23,27,43,113,123,136,250,32,0.9523809523809523:1,189,
60,696,23,28,34,115,130,133,252,32,0.9550561797752809:1,190,
66,694,23,30,30,115,134,129,254,32,0.96045197740113:1,192,
72,692,23,32,26,114,136,127,256,33,0.9603399433427762:1,193,
78,690,23,34,22,111,141,124,257,35,0.9602272727272727:1,192,
84,684,23,40,22,107,140,121,260,34,0.9655172413793104:1,194,
90,683,23,41,22,104,141,117,263,36,0.968299711815562:1,195,
96,682,23,42,22,101,143,115,262,39,0.9710982658959537:1,194,
102,675,23,49,22,94,146,110,263,40,0.9852941176470589:1,195,
108,674,23,50,22,93,146,100,273,40,0.9882005899705014:1,201,
114,669,23,55,22,87,147,98,275,40,0.9910714285714286:1,202,
120,667,23,57,22,77,150,99,278,41,0.9851190476190477:1,201,
126,722,84,63,61,96,147,96,281,41,0.9835164835164835:1,204,
132,720,84,65,60,95,147,93,284,41,0.988950276243094:1,206,
138,715,84,70,59,92,147,92,281,44,0.9972067039106145:1,203,
144,708,84,77,58,88,149,91,276,46,0.9943661971830986:1,200,
150,705,84,80,57,80,156,88,276,48,0.9971671388101983:1,201,
156,702,84,83,56,76,157,86,278,49,0.9886685552407932:1,203,
162,699,84,86,56,73,157,82,282,49,0.9914529914529915:1,205,
168,693,84,92,54,70,159,79,281,50,1.008695652173913:1,202,
174,690,84,95,53,63,165,78,283,48,1.005813953488372:1,204,
180,683,84,102,50,56,164,81,284,48,0.9970760233918129:1,203,
186,677,84,108,49,50,165,79,284,50,1.0029585798816567:1,203,
192,674,84,111,47,46,167,76,287,51,1.005952380952381:1,206,
198,742,154,113,72,85,168,77,289,51,0.9786666666666667:1,207,
204,742,157,116,73,81,169,80,288,51,0.9786666666666667:1,207,
210,739,157,119,73,74,169,83,288,52,0.9812332439678284:1,206,
216,731,157,127,69,70,172,76,294,50,0.9756756756756757:1,210,
222,729,157,129,68,67,173,76,296,49,0.975609756097561:1,211,
228,725,157,133,66,67,171,74,298,49,0.9754768392370572:1,212,
234,718,157,140,64,67,168,75,293,51,0.9834254143646409:1,209,
240,712,157,146,64,67,165,75,290,51,0.9888268156424581:1,209,
246,708,157,150,63,67,163,76,288,51,0.9887640449438202:1,207,
252,703,157,155,59,67,159,79,286,53,0.9971590909090909:1,205,
258,698,157,160,57,66,158,78,282,57,1.0057471264367817:1,202,
