Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area
6,232,145,2.4680851063829787,1.5425531914893618,8.990851063829789,3.360212765957447,
12,229,148,2.4361702127659575,1.574468085106383,8.902553191489364,3.411276595744681,
18,228,149,2.425531914893617,1.5851063829787233,8.881276595744684,3.415531914893617,
24,227,150,2.4148936170212765,1.5957446808510638,8.864255319148938,3.431489361702128,
30,227,150,2.4148936170212765,1.5957446808510638,8.781276595744682,3.3836170212765957,
36,226,151,2.404255319148936,1.6063829787234043,8.72276595744681,3.4261702127659577,
42,226,151,2.404255319148936,1.6063829787234043,8.72276595744681,3.4261702127659577,
48,224,153,2.382978723404255,1.627659574468085,8.650425531914896,3.4304255319148935,
54,223,154,2.372340425531915,1.6382978723404256,8.623404255319151,3.4368085106382975,
60,220,157,2.3404255319148937,1.6702127659574468,8.511702127659577,3.5102127659574474,
66,220,157,2.3404255319148937,1.6702127659574468,8.511702127659577,3.5102127659574474,
72,217,160,2.3085106382978724,1.702127659574468,8.375531914893621,3.57404255319149,
78,215,162,2.2872340425531914,1.7234042553191489,8.30957446808511,3.635744680851064,
84,213,164,2.265957446808511,1.7446808510638299,8.240425531914898,3.660212765957447,
90,209,168,2.223404255319149,1.7872340425531914,8.02021276595745,3.718723404255319,
96,208,169,2.2127659574468086,1.797872340425532,7.978723404255321,3.719787234042553,
102,208,169,2.2127659574468086,1.797872340425532,7.978723404255321,3.719787234042553,
108,208,169,2.2127659574468086,1.797872340425532,7.957446808510641,3.7091489361702124,
114,205,172,2.1808510638297873,1.8297872340425532,7.7202127659574495,3.772978723404255,
120,202,175,2.148936170212766,1.8617021276595744,7.647872340425534,3.808085106382979,
126,200,177,2.127659574468085,1.8829787234042554,7.576595744680853,3.842127659574469,
132,198,179,2.106382978723404,1.9042553191489362,7.493723404255321,3.8687234042553196,
138,196,181,2.0851063829787235,1.925531914893617,7.445851063829788,3.8895744680851063,
144,196,181,2.0851063829787235,1.925531914893617,7.445851063829788,3.8895744680851063,
150,195,182,2.074468085106383,1.9361702127659575,7.4107446808510655,3.8948936170212765,
156,193,184,2.0531914893617023,1.9574468085106382,7.305425531914895,3.9012765957446813,
162,191,186,2.0319148936170213,1.9787234042553192,7.22244680851064,3.9119148936170216,
168,187,190,1.9893617021276595,2.021276595744681,7.070319148936173,3.9544680851063827,
174,186,191,1.9787234042553192,2.0319148936170213,7.027765957446809,3.986382978723404,
