Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area
6,234,143,2.4893617021276597,1.5212765957446808,9.11744680851064,3.2814893617021275,
12,229,148,2.4361702127659575,1.574468085106383,8.841914893617025,3.310212765957447,
18,227,150,2.4148936170212765,1.5957446808510638,8.750425531914896,3.324042553191489,
24,225,152,2.393617021276596,1.6170212765957446,8.681276595744682,3.3644680851063824,
30,223,154,2.372340425531915,1.6382978723404256,8.62808510638298,3.407021276595744,
36,219,158,2.3297872340425534,1.6808510638297873,8.492978723404256,3.4495744680851064,
42,219,158,2.3297872340425534,1.6808510638297873,8.492978723404256,3.4495744680851064,
48,220,157,2.3404255319148937,1.6702127659574468,8.503617021276598,3.428297872340425,
54,219,158,2.3297872340425534,1.6808510638297873,8.455744680851065,3.4389361702127657,
60,217,160,2.3085106382978724,1.702127659574468,8.370638297872343,3.54531914893617,
66,216,161,2.297872340425532,1.7127659574468086,8.30148936170213,3.5612765957446806,
72,215,162,2.2872340425531914,1.7234042553191489,8.285638297872342,3.5612765957446806,
78,214,163,2.276595744680851,1.7340425531914894,8.243085106382981,3.5719148936170213,
84,212,165,2.25531914893617,1.7553191489361701,8.18457446808511,3.5878723404255317,
90,209,168,2.223404255319149,1.7872340425531914,8.122872340425532,3.648085106382979,
96,208,169,2.2127659574468086,1.797872340425532,8.099468085106384,3.6523404255319147,
102,203,174,2.1595744680851063,1.851063829787234,7.945212765957448,3.7161702127659573,
108,202,175,2.148936170212766,1.8617021276595744,7.85372340425532,3.7278723404255314,
114,200,177,2.127659574468085,1.8829787234042554,7.814361702127662,3.7023404255319146,
120,197,180,2.095744680851064,1.9148936170212767,7.71968085106383,3.721489361702127,
126,194,183,2.0638297872340425,1.946808510638298,7.580319148936171,3.816170212765958,
132,193,184,2.0531914893617023,1.9574468085106382,7.548404255319151,3.7959574468085107,
138,190,187,2.021276595744681,1.9893617021276595,7.413191489361703,3.82595744680851,
144,189,188,2.0106382978723403,2.0,7.391914893617023,3.8365957446808503,
150,188,189,2.0,2.0106382978723403,7.368510638297875,3.8365957446808503,
156,188,189,2.0,2.0106382978723403,7.338723404255321,3.82595744680851,
162,188,189,2.0,2.0106382978723403,7.349361702127661,3.82063829787234,
168,186,191,1.9787234042553192,2.0319148936170213,7.301489361702129,3.8621276595744676,
174,183,194,1.946808510638298,2.0638297872340425,7.194255319148938,3.90595744680851,
180,183,194,1.946808510638298,2.0638297872340425,7.194255319148938,3.90595744680851,
186,180,197,1.9148936170212767,2.095744680851064,7.094255319148938,3.988936170212766,
192,180,197,1.9148936170212767,2.095744680851064,7.108085106382981,3.984680851063829,
198,179,198,1.9042553191489362,2.106382978723404,6.964468085106384,3.984680851063829,
204,179,198,1.9042553191489362,2.106382978723404,6.964468085106384,3.984680851063829,
210,178,199,1.8936170212765957,2.117021276595745,6.905957446808512,4.027234042553191,
216,176,201,1.872340425531915,2.1382978723404253,6.819787234042555,4.032553191489361,
222,175,202,1.8617021276595744,2.148936170212766,6.778297872340427,4.033617021276595,
228,176,201,1.872340425531915,2.1382978723404253,6.820851063829787,4.022978723404254,
234,176,201,1.872340425531915,2.1382978723404253,6.820851063829787,4.022978723404254,
240,175,202,1.8617021276595744,2.148936170212766,6.867659574468084,4.042446808510638,
246,175,202,1.8617021276595744,2.148936170212766,6.867659574468084,4.042446808510638,
252,173,204,1.8404255319148937,2.1702127659574466,6.786808510638297,4.121170212765957,
258,172,205,1.8297872340425532,2.1808510638297873,6.7687234042553195,4.156276595744681,
264,172,205,1.8297872340425532,2.1808510638297873,6.7687234042553195,4.156276595744681,
270,171,206,1.8191489361702127,2.1914893617021276,6.738936170212766,4.156276595744681,
276,170,207,1.8085106382978724,2.202127659574468,6.709148936170213,4.108404255319149,
282,170,207,1.8085106382978724,2.202127659574468,6.7017021276595745,4.156276595744681,
288,166,211,1.7659574468085106,2.24468085106383,6.472978723404257,4.2041489361702125,
294,165,212,1.7553191489361701,2.25531914893617,6.462340425531917,4.209468085106383,
300,164,213,1.7446808510638299,2.265957446808511,6.433617021276597,4.157340425531915,
306,164,213,1.7446808510638299,2.265957446808511,6.433617021276597,4.157340425531915,
312,163,214,1.7340425531914894,2.276595744680851,6.433617021276597,4.170106382978723,
318,160,217,1.702127659574468,2.3085106382978724,6.305957446808511,4.2711702127659565,
324,158,219,1.6808510638297873,2.3297872340425534,6.193829787234042,4.290319148936169,
330,155,222,1.648936170212766,2.3617021276595747,6.119361702127661,4.322234042553191,
336,152,225,1.6170212765957446,2.393617021276596,5.995957446808512,4.359468085106383,
342,151,226,1.6063829787234043,2.404255319148936,5.945957446808511,4.475106382978723,
348,150,227,1.5957446808510638,2.4148936170212765,5.90340425531915,4.497446808510637,
354,152,225,1.6170212765957446,2.393617021276596,5.965106382978724,4.476170212765956,
360,151,226,1.6063829787234043,2.404255319148936,5.922553191489362,4.508085106382977,
366,151,226,1.6063829787234043,2.404255319148936,5.922553191489362,4.508085106382977,
372,150,227,1.5957446808510638,2.4148936170212765,5.901276595744681,4.545319148936169,
378,146,231,1.553191489361702,2.4574468085106385,5.744893617021278,4.578297872340424,
384,148,229,1.574468085106383,2.4361702127659575,5.793829787234044,4.517659574468084,
390,148,229,1.574468085106383,2.4361702127659575,5.832127659574469,4.51659574468085,
396,149,228,1.5851063829787233,2.425531914893617,5.848085106382979,4.479361702127658,
402,149,228,1.5851063829787233,2.425531914893617,5.880000000000002,4.50063829787234,
408,148,229,1.574468085106383,2.4361702127659575,5.8629787234042565,4.51659574468085,
414,147,230,1.5638297872340425,2.4468085106382977,5.8204255319148945,4.548510638297871,
420,148,229,1.574468085106383,2.4361702127659575,5.83744680851064,4.53255319148936,
426,148,229,1.574468085106383,2.4361702127659575,5.79808510638298,4.52723404255319,
432,147,230,1.5638297872340425,2.4468085106382977,5.733191489361703,4.569787234042551,
438,147,230,1.5638297872340425,2.4468085106382977,5.781063829787235,4.569787234042551,
444,149,228,1.5851063829787233,2.425531914893617,5.810851063829789,4.569787234042551,
450,148,229,1.574468085106383,2.4361702127659575,5.775744680851065,4.5751063829787215,
456,150,227,1.5957446808510638,2.4148936170212765,5.8321276595744695,4.559148936170212,
462,150,227,1.5957446808510638,2.4148936170212765,5.838510638297873,4.5751063829787215,
468,150,227,1.5957446808510638,2.4148936170212765,5.810851063829789,4.579361702127659,
474,150,227,1.5957446808510638,2.4148936170212765,5.810851063829789,4.579361702127659,
480,147,230,1.5638297872340425,2.4468085106382977,5.69308510638298,4.591382978723404,
486,146,231,1.553191489361702,2.4574468085106385,5.6579787234042564,4.596702127659574,
492,147,230,1.5638297872340425,2.4468085106382977,5.699468085106385,4.59563829787234,
498,146,231,1.553191489361702,2.4574468085106385,5.694148936170214,4.61372340425532,
504,146,231,1.553191489361702,2.4574468085106385,5.694148936170214,4.61372340425532,
510,144,233,1.5319148936170213,2.478723404255319,5.642021276595745,4.626489361702128,
516,143,234,1.5212765957446808,2.4893617021276597,5.599468085106384,4.647765957446809,
522,142,235,1.5106382978723405,2.5,5.601595744680852,4.647765957446809,
528,142,235,1.5106382978723405,2.5,5.6207446808510655,4.647765957446809,
534,142,235,1.5106382978723405,2.5,5.616489361702129,4.654148936170213,
540,144,233,1.5319148936170213,2.478723404255319,5.630319148936171,4.6488297872340425,
546,144,233,1.5319148936170213,2.478723404255319,5.630319148936171,4.6488297872340425,
552,142,235,1.5106382978723405,2.5,5.570744680851064,4.674361702127659,
558,142,235,1.5106382978723405,2.5,5.570744680851064,4.674361702127659,
564,141,236,1.5,2.5106382978723403,5.544148936170212,4.687127659574468,
570,140,237,1.4893617021276595,2.521276595744681,5.520744680851064,4.6977659574468085,
576,141,236,1.5,2.5106382978723403,5.531382978723404,4.674361702127659,
582,140,237,1.4893617021276595,2.521276595744681,5.495425531914894,4.683085106382979,
588,140,237,1.4893617021276595,2.521276595744681,5.495425531914894,4.683085106382979,
594,140,237,1.4893617021276595,2.521276595744681,5.495425531914894,4.683085106382979,
600,141,236,1.5,2.5106382978723403,5.5379787234042555,4.6554255319148945,
606,142,235,1.5106382978723405,2.5,5.564574468085107,4.644787234042554,
612,142,235,1.5106382978723405,2.5,5.564574468085107,4.644787234042554,
618,142,235,1.5106382978723405,2.5,5.564574468085107,4.644787234042554,
624,144,233,1.5319148936170213,2.478723404255319,5.626276595744681,4.623510638297873,
630,145,232,1.5425531914893618,2.4680851063829787,5.673085106382978,4.602234042553192,
636,146,231,1.553191489361702,2.4574468085106385,5.689042553191489,4.580957446808512,
642,148,229,1.574468085106383,2.4361702127659575,5.774148936170213,4.500106382978725,
648,148,229,1.574468085106383,2.4361702127659575,5.774148936170213,4.500106382978725,
654,149,228,1.5851063829787233,2.425531914893617,5.786914893617022,4.499042553191491,
660,150,227,1.5957446808510638,2.4148936170212765,5.856063829787234,4.4724468085106395,
666,150,227,1.5957446808510638,2.4148936170212765,5.856063829787234,4.4724468085106395,
672,150,227,1.5957446808510638,2.4148936170212765,5.856063829787234,4.4724468085106395,
678,151,226,1.6063829787234043,2.404255319148936,5.89436170212766,4.446914893617023,
684,152,225,1.6170212765957446,2.393617021276596,5.911382978723405,4.4415957446808525,
690,152,225,1.6170212765957446,2.393617021276596,5.911382978723405,4.4415957446808525,
696,152,225,1.6170212765957446,2.393617021276596,5.911382978723405,4.4415957446808525,
702,152,225,1.6170212765957446,2.393617021276596,5.911382978723405,4.4415957446808525,
708,152,225,1.6170212765957446,2.393617021276596,5.911382978723405,4.4415957446808525,
714,152,225,1.6170212765957446,2.393617021276596,5.911382978723405,4.4415957446808525,
720,152,225,1.6170212765957446,2.393617021276596,5.911382978723405,4.4415957446808525,
726,152,225,1.6170212765957446,2.393617021276596,5.911382978723405,4.4415957446808525,
732,153,224,1.627659574468085,2.382978723404255,5.932659574468086,4.430957446808511,
738,153,224,1.627659574468085,2.382978723404255,5.932659574468086,4.430957446808511,
744,153,224,1.627659574468085,2.382978723404255,5.932659574468086,4.430957446808511,
750,153,224,1.627659574468085,2.382978723404255,5.932659574468086,4.430957446808511,
756,153,224,1.627659574468085,2.382978723404255,5.932659574468086,4.430957446808511,
762,153,224,1.627659574468085,2.382978723404255,5.932659574468086,4.430957446808511,
768,153,224,1.627659574468085,2.382978723404255,5.932659574468086,4.430957446808511,
774,153,224,1.627659574468085,2.382978723404255,5.932659574468086,4.430957446808511,
780,154,223,1.6382978723404256,2.372340425531915,5.956063829787236,4.426702127659576,
786,156,221,1.6595744680851063,2.351063829787234,5.982659574468086,4.3873404255319155,
792,156,221,1.6595744680851063,2.351063829787234,5.982659574468086,4.3873404255319155,
798,156,221,1.6595744680851063,2.351063829787234,5.982659574468086,4.3873404255319155,
804,156,221,1.6595744680851063,2.351063829787234,5.982659574468086,4.3873404255319155,
810,158,219,1.6808510638297873,2.3297872340425534,6.089042553191491,4.35436170212766,
816,160,217,1.702127659574468,2.3085106382978724,6.365638297872342,4.285212765957447,
822,161,216,1.7127659574468086,2.297872340425532,6.405,4.260744680851064,
828,161,216,1.7127659574468086,2.297872340425532,6.405,4.260744680851064,
834,161,216,1.7127659574468086,2.297872340425532,6.405,4.260744680851064,
840,162,215,1.7234042553191489,2.2872340425531914,6.41031914893617,4.242659574468086,
846,162,215,1.7234042553191489,2.2872340425531914,6.41031914893617,4.242659574468086,
852,162,215,1.7234042553191489,2.2872340425531914,6.41031914893617,4.242659574468086,
858,163,214,1.7340425531914894,2.276595744680851,6.495425531914894,4.229893617021277,
864,163,214,1.7340425531914894,2.276595744680851,6.495425531914894,4.229893617021277,
870,164,213,1.7446808510638299,2.265957446808511,6.5124468085106395,4.224574468085107,
876,164,213,1.7446808510638299,2.265957446808511,6.5124468085106395,4.224574468085107,
882,164,213,1.7446808510638299,2.265957446808511,6.5124468085106395,4.224574468085107,
888,164,213,1.7446808510638299,2.265957446808511,6.5124468085106395,4.224574468085107,
894,164,213,1.7446808510638299,2.265957446808511,6.5124468085106395,4.224574468085107,
900,165,212,1.7553191489361701,2.25531914893617,6.656063829787235,4.224574468085107,
906,165,212,1.7553191489361701,2.25531914893617,6.656063829787235,4.224574468085107,
912,165,212,1.7553191489361701,2.25531914893617,6.656063829787235,4.224574468085107,
918,165,212,1.7553191489361701,2.25531914893617,6.656063829787235,4.224574468085107,
924,166,211,1.7659574468085106,2.24468085106383,6.685851063829787,4.213936170212767,
930,166,211,1.7659574468085106,2.24468085106383,6.685851063829787,4.213936170212767,
936,166,211,1.7659574468085106,2.24468085106383,6.685851063829787,4.213936170212767,
942,168,209,1.7872340425531914,2.223404255319149,6.7571276595744685,4.178829787234043,
948,169,208,1.797872340425532,2.2127659574468086,6.78372340425532,4.141595744680852,
954,169,208,1.797872340425532,2.2127659574468086,6.78372340425532,4.141595744680852,
960,169,208,1.797872340425532,2.2127659574468086,6.78372340425532,4.141595744680852,
966,169,208,1.797872340425532,2.2127659574468086,6.78372340425532,4.141595744680852,
972,169,208,1.797872340425532,2.2127659574468086,6.78372340425532,4.141595744680852,
978,169,208,1.797872340425532,2.2127659574468086,6.78372340425532,4.141595744680852,
984,170,207,1.8085106382978724,2.202127659574468,6.847553191489363,4.136276595744682,
990,170,207,1.8085106382978724,2.202127659574468,6.847553191489363,4.136276595744682,
996,170,207,1.8085106382978724,2.202127659574468,6.847553191489363,4.136276595744682,
1002,170,207,1.8085106382978724,2.202127659574468,6.847553191489363,4.136276595744682,
1008,170,207,1.8085106382978724,2.202127659574468,6.847553191489363,4.136276595744682,
1014,170,207,1.8085106382978724,2.202127659574468,6.847553191489363,4.136276595744682,
1020,171,206,1.8191489361702127,2.1914893617021276,6.906063829787235,4.077765957446809,
1026,171,206,1.8191489361702127,2.1914893617021276,6.906063829787235,4.077765957446809,
1032,172,205,1.8297872340425532,2.1808510638297873,6.948617021276596,4.077765957446809,
1038,172,205,1.8297872340425532,2.1808510638297873,6.948617021276596,4.077765957446809,
1044,173,204,1.8404255319148937,2.1702127659574466,6.991170212765958,4.024574468085107,
1050,173,204,1.8404255319148937,2.1702127659574466,6.991170212765958,4.024574468085107,
1056,173,204,1.8404255319148937,2.1702127659574466,6.991170212765958,4.024574468085107,
1062,173,204,1.8404255319148937,2.1702127659574466,6.991170212765958,4.024574468085107,
1068,173,204,1.8404255319148937,2.1702127659574466,6.991170212765958,4.024574468085107,
