Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area
6,234,143,2.4893617021276597,1.5212765957446808,9.074893617021278,3.3421276595744676,
12,231,146,2.4574468085106385,1.553191489361702,8.964255319148938,3.3527659574468083,
18,229,148,2.4361702127659575,1.574468085106383,8.895106382978724,3.4134042553191497,
24,226,151,2.404255319148936,1.6063829787234043,8.789893617021278,3.4878723404255325,
30,222,155,2.3617021276595747,1.648936170212766,8.65117021276596,3.5208510638297876,
36,219,158,2.3297872340425534,1.6808510638297873,8.518191489361705,3.5953191489361704,
42,217,160,2.3085106382978724,1.702127659574468,8.440531914893619,3.6325531914893623,
48,214,163,2.276595744680851,1.7340425531914894,8.287340425531918,3.6974468085106382,
54,213,164,2.265957446808511,1.7446808510638299,8.257553191489365,3.708085106382979,
60,213,164,2.265957446808511,1.7446808510638299,8.257553191489365,3.708085106382979,
66,212,165,2.25531914893617,1.7553191489361701,8.252234042553194,3.743191489361703,
72,206,171,2.1914893617021276,1.8191489361702127,8.0086170212766,3.8417021276595746,
78,202,175,2.148936170212766,1.8617021276595744,7.8969148936170255,3.93531914893617,
84,199,178,2.117021276595745,1.8936170212765957,7.768191489361705,3.982127659574468,
90,198,179,2.106382978723404,1.9042553191489362,7.721382978723407,3.988510638297872,
96,198,179,2.106382978723404,1.9042553191489362,7.719468085106387,3.9248936170212754,
102,196,181,2.0851063829787235,1.925531914893617,7.603510638297875,3.9621276595744668,
108,196,181,2.0851063829787235,1.925531914893617,7.584361702127663,3.9834042553191478,
114,195,182,2.074468085106383,1.9361702127659575,7.469468085106387,3.996170212765956,
120,194,183,2.0638297872340425,1.946808510638298,7.426914893617025,4.0068085106382965,
126,193,184,2.0531914893617023,1.9574468085106382,7.418404255319153,4.008936170212765,
132,192,185,2.0425531914893615,1.9680851063829787,7.3492553191489405,4.0248936170212755,
138,191,186,2.0319148936170213,1.9787234042553192,7.3386170212766,4.030212765957446,
144,191,186,2.0319148936170213,1.9787234042553192,7.3386170212766,4.030212765957446,
150,190,187,2.021276595744681,1.9893617021276595,7.308829787234046,4.035531914893616,
156,188,189,2.0,2.0106382978723403,7.249255319148938,4.048297872340425,
162,187,190,1.9893617021276595,2.021276595744681,7.209574468085109,4.0674468085106374,
168,183,194,1.946808510638298,2.0638297872340425,6.926595744680854,4.1720212765957445,
174,183,194,1.946808510638298,2.0638297872340425,6.926595744680854,4.1720212765957445,
180,179,198,1.9042553191489362,2.106382978723404,6.813829787234043,4.217765957446808,
186,178,199,1.8936170212765957,2.117021276595745,6.771276595744682,4.27095744680851,
192,177,200,1.8829787234042554,2.127659574468085,6.768085106382979,4.27095744680851,
198,177,200,1.8829787234042554,2.127659574468085,6.768085106382979,4.27095744680851,
204,176,201,1.872340425531915,2.1382978723404253,6.7468085106382985,4.275212765957447,
210,174,203,1.851063829787234,2.1595744680851063,6.665957446808511,4.326276595744681,
216,175,202,1.8617021276595744,2.148936170212766,6.701063829787234,4.320957446808511,
222,175,202,1.8617021276595744,2.148936170212766,6.712765957446808,4.296489361702127,
228,175,202,1.8617021276595744,2.148936170212766,6.712765957446808,4.296489361702127,
234,175,202,1.8617021276595744,2.148936170212766,6.740425531914894,4.2698936170212765,
240,173,204,1.8404255319148937,2.1702127659574466,6.719148936170213,4.293297872340426,
246,172,205,1.8297872340425532,2.1808510638297873,6.687234042553191,4.303936170212766,
252,171,206,1.8191489361702127,2.1914893617021276,6.591489361702128,4.314574468085106,
258,171,206,1.8191489361702127,2.1914893617021276,6.580851063829788,4.307127659574467,
264,170,207,1.8085106382978724,2.202127659574468,6.556382978723404,4.328404255319148,
270,168,209,1.7872340425531914,2.223404255319149,6.490425531914893,4.3667021276595746,
276,166,211,1.7659574468085106,2.24468085106383,6.41595744680851,4.377340425531915,
282,165,212,1.7553191489361701,2.25531914893617,6.384574468085105,4.38531914893617,
288,164,213,1.7446808510638299,2.265957446808511,6.371808510638298,4.39063829787234,
294,163,214,1.7340425531914894,2.276595744680851,6.330319148936169,4.397021276595745,
300,163,214,1.7340425531914894,2.276595744680851,6.317765957446809,4.395106382978724,
306,162,215,1.7234042553191489,2.2872340425531914,6.287978723404255,4.39723404255319,
312,161,216,1.7127659574468086,2.297872340425532,6.270957446808509,4.4025531914893605,
318,160,217,1.702127659574468,2.3085106382978724,6.222021276595744,4.428085106382979,
324,161,216,1.7127659574468086,2.297872340425532,6.2326595744680855,4.4245744680851065,
330,160,217,1.702127659574468,2.3085106382978724,6.158191489361702,4.4245744680851065,
336,158,219,1.6808510638297873,2.3297872340425534,6.112446808510637,4.452234042553191,
342,157,220,1.6702127659574468,2.3404255319148937,6.069893617021276,4.4735106382978715,
348,155,222,1.648936170212766,2.3617021276595747,6.032659574468084,4.478829787234042,
354,154,223,1.6382978723404256,2.372340425531915,5.997553191489361,4.484148936170212,
360,154,223,1.6382978723404256,2.372340425531915,5.997553191489361,4.484148936170212,
366,154,223,1.6382978723404256,2.372340425531915,6.006063829787234,4.503297872340425,
372,152,225,1.6170212765957446,2.393617021276596,5.870957446808511,4.543723404255319,
378,151,226,1.6063829787234043,2.404255319148936,5.859255319148936,4.543723404255319,
384,150,227,1.5957446808510638,2.4148936170212765,5.8486170212765956,4.5649999999999995,
390,150,227,1.5957446808510638,2.4148936170212765,5.866702127659574,4.551170212765957,
396,153,224,1.627659574468085,2.382978723404255,5.9156382978723405,4.5405319148936165,
402,150,227,1.5957446808510638,2.4148936170212765,5.873085106382979,4.56,
