6,233,144,2.478723404,1.531914894,8.840851064,3.329361702,,6,230.9333333,146.0666667,2.456737589,1.553900709,8.910336879,3.348382979
6,230,147,2.446808511,1.563829787,8.927021277,3.378297872,,12,226.7666667,150.2333333,2.412411348,1.59822695,8.713723404,3.435297872
6,233,144,2.478723404,1.531914894,8.997234043,3.334680851,,18,222.5,154.5,2.367021277,1.643617021,8.505053191,3.515822695
6,227,150,2.414893617,1.595744681,8.835,3.343723404,,,,,,,,
6,234,143,2.489361702,1.521276596,8.939893617,3.235744681,,,,,,,,
6,224,153,2.382978723,1.627659574,8.541595745,3.580425532,,,,,,,,
6,229,148,2.436170213,1.574468085,8.720319149,3.38787234,,,,,,,,
6,233,144,2.478723404,1.531914894,9.05787234,3.335744681,,,,,,,,
6,227,150,2.414893617,1.595744681,8.728617021,3.474574468,,,,,,,,
6,230,147,2.446808511,1.563829787,8.905744681,3.403829787,,,,,,,,
6,233,144,2.478723404,1.531914894,9.035531915,3.297446809,,,,,,,,
6,227,150,2.414893617,1.595744681,8.91,3.463404255,,,,,,,,
6,232,145,2.468085106,1.542553191,8.961808511,3.359148936,,,,,,,,
6,227,150,2.414893617,1.595744681,8.740106383,3.366914894,,,,,,,,
6,233,144,2.478723404,1.531914894,8.800425532,3.357021277,,,,,,,,
6,227,150,2.414893617,1.595744681,8.817446809,3.384680851,,,,,,,,
6,230,147,2.446808511,1.563829787,8.805744681,3.348510638,,,,,,,,
6,235,142,2.5,1.510638298,9.099361702,3.260212766,,,,,,,,
6,230,147,2.446808511,1.563829787,8.98893617,3.355106383,,,,,,,,
6,234,143,2.489361702,1.521276596,8.886595745,3.324042553,,,,,,,,
6,230,147,2.446808511,1.563829787,8.769574468,3.349148936,,,,,,,,
6,231,146,2.457446809,1.553191489,8.86287234,3.34106383,,,,,,,,
6,230,147,2.446808511,1.563829787,8.892978723,3.340319149,,,,,,,,
6,234,143,2.489361702,1.521276596,9.106808511,3.264468085,,,,,,,,
6,232,145,2.468085106,1.542553191,8.96,3.327234043,,,,,,,,
6,231,146,2.457446809,1.553191489,9.039893617,3.272978723,,,,,,,,
6,232,145,2.468085106,1.542553191,8.938723404,3.325106383,,,,,,,,
6,231,146,2.457446809,1.553191489,8.982340426,3.357021277,,,,,,,,
6,234,143,2.489361702,1.521276596,9.097234043,3.23893617,,,,,,,,
6,235,142,2.5,1.510638298,9.119574468,3.314468085,,,,,,,,
12,228,149,2.425531915,1.585106383,8.686595745,3.422978723,,,,,,,,
12,226,151,2.404255319,1.606382979,8.806808511,3.426170213,,,,,,,,
12,227,150,2.414893617,1.595744681,8.739787234,3.410212766,,,,,,,,
12,220,157,2.340425532,1.670212766,8.547765957,3.452234043,,,,,,,,
12,230,147,2.446808511,1.563829787,8.797340426,3.365531915,,,,,,,,
12,220,157,2.340425532,1.670212766,8.375638298,3.670851064,,,,,,,,
12,221,156,2.35106383,1.659574468,8.46712766,3.59106383,,,,,,,,
12,232,145,2.468085106,1.542553191,9.022765957,3.348510638,,,,,,,,
12,224,153,2.382978723,1.627659574,8.527553191,3.565,,,,,,,,
12,229,148,2.436170213,1.574468085,8.881276596,3.425106383,,,,,,,,
12,230,147,2.446808511,1.563829787,8.927021277,3.408085106,,,,,,,,
12,224,153,2.382978723,1.627659574,8.695106383,3.571489362,,,,,,,,
12,225,152,2.393617021,1.617021277,8.661808511,3.469787234,,,,,,,,
12,226,151,2.404255319,1.606382979,8.463510638,3.428617021,,,,,,,,
12,229,148,2.436170213,1.574468085,8.669574468,3.399574468,,,,,,,,
12,226,151,2.404255319,1.606382979,8.774893617,3.416595745,,,,,,,,
12,224,153,2.382978723,1.627659574,8.579148936,3.472978723,,,,,,,,
12,234,143,2.489361702,1.521276596,9.051489362,3.270851064,,,,,,,,
12,225,152,2.393617021,1.617021277,8.555957447,3.476382979,,,,,,,,
12,228,149,2.425531915,1.585106383,8.389787234,3.494255319,,,,,,,,
12,227,150,2.414893617,1.595744681,8.690851064,3.400212766,,,,,,,,
12,226,151,2.404255319,1.606382979,8.651170213,3.44106383,,,,,,,,
12,230,147,2.446808511,1.563829787,8.829148936,3.338191489,,,,,,,,
12,230,147,2.446808511,1.563829787,8.899361702,3.307021277,,,,,,,,
12,225,152,2.393617021,1.617021277,8.66287234,3.467659574,,,,,,,,
12,226,151,2.404255319,1.606382979,8.839787234,3.374255319,,,,,,,,
12,229,148,2.436170213,1.574468085,8.849361702,3.43787234,,,,,,,,
12,223,154,2.372340426,1.638297872,8.64287234,3.463617021,,,,,,,,
12,229,148,2.436170213,1.574468085,8.934468085,3.328297872,,,,,,,,
12,230,147,2.446808511,1.563829787,8.790851064,3.414468085,,,,,,,,
18,224,153,2.382978723,1.627659574,8.523829787,3.469787234,,,,,,,,
18,218,159,2.319148936,1.691489362,8.503617021,3.496382979,,,,,,,,
18,221,156,2.35106383,1.659574468,8.533510638,3.472978723,,,,,,,,
18,213,164,2.265957447,1.744680851,8.300957447,3.56287234,,,,,,,,
18,225,152,2.393617021,1.617021277,8.410106383,3.446382979,,,,,,,,
18,217,160,2.308510638,1.70212766,8.206489362,3.699574468,,,,,,,,
18,218,159,2.319148936,1.691489362,8.354361702,3.630425532,,,,,,,,
18,227,150,2.414893617,1.595744681,8.830212766,3.409148936,,,,,,,,
18,220,157,2.340425532,1.670212766,8.227553191,3.671382979,,,,,,,,
18,224,153,2.382978723,1.627659574,8.582021277,3.48893617,,,,,,,,
18,225,152,2.393617021,1.617021277,8.78787234,3.461489362,,,,,,,,
18,218,159,2.319148936,1.691489362,8.336595745,3.714042553,,,,,,,,
18,223,154,2.372340426,1.638297872,8.427765957,3.58893617,,,,,,,,
18,223,154,2.372340426,1.638297872,8.375212766,3.466914894,,,,,,,,
18,227,150,2.414893617,1.595744681,8.606808511,3.404893617,,,,,,,,
18,224,153,2.382978723,1.627659574,8.663191489,3.421914894,,,,,,,,
18,220,157,2.340425532,1.670212766,8.347234043,3.507021277,,,,,,,,
18,229,148,2.436170213,1.574468085,8.901489362,3.371914894,,,,,,,,
18,222,155,2.361702128,1.64893617,8.415531915,3.481276596,,,,,,,,
18,224,153,2.382978723,1.627659574,8.194255319,3.596595745,,,,,,,,
18,222,155,2.361702128,1.64893617,8.431489362,3.520638298,,,,,,,,
18,223,154,2.372340426,1.638297872,8.61393617,3.535,,,,,,,,
18,227,150,2.414893617,1.595744681,8.719574468,3.407340426,,,,,,,,
18,226,151,2.404255319,1.606382979,8.670638298,3.459148936,,,,,,,,
18,219,158,2.329787234,1.680851064,8.445851064,3.596382979,,,,,,,,
18,218,159,2.319148936,1.691489362,8.281276596,3.638404255,,,,,,,,
18,228,149,2.425531915,1.585106383,8.785531915,3.484680851,,,,,,,,
18,215,162,2.287234043,1.723404255,8.16,3.645531915,,,,,,,,
18,230,147,2.446808511,1.563829787,8.939787234,3.310212766,,,,,,,,
18,225,152,2.393617021,1.617021277,8.574893617,3.514468085,,,,,,,,
24,216,161,2.29787234,1.712765957,8.331276596,3.62893617,,,,,,,,
24,216,161,2.29787234,1.712765957,8.380212766,3.534680851,,,,,,,,
24,220,157,2.340425532,1.670212766,8.497553191,3.481702128,,,,,,,,
24,209,168,2.223404255,1.787234043,7.93606383,3.749042553,,,,,,,,
24,223,154,2.372340426,1.638297872,8.320957447,3.465744681,,,,,,,,
24,214,163,2.276595745,1.734042553,8.138404255,3.765531915,,,,,,,,
24,215,162,2.287234043,1.723404255,8.250319149,3.664680851,,,,,,,,
24,224,153,2.382978723,1.627659574,8.742978723,3.431489362,,,,,,,,
24,217,160,2.308510638,1.70212766,8.047765957,3.730957447,,,,,,,,
24,215,162,2.287234043,1.723404255,8.316276596,3.642978723,,,,,,,,
24,223,154,2.372340426,1.638297872,8.665531915,3.546595745,,,,,,,,
24,213,164,2.265957447,1.744680851,8.086595745,3.741702128,,,,,,,,
24,222,155,2.361702128,1.64893617,8.342659574,3.597446809,,,,,,,,
24,221,156,2.35106383,1.659574468,8.311382979,3.562659574,,,,,,,,
24,223,154,2.372340426,1.638297872,8.420319149,3.521914894,,,,,,,,
24,216,161,2.29787234,1.712765957,8.344042553,3.53106383,,,,,,,,
24,217,160,2.308510638,1.70212766,8.148404255,3.531489362,,,,,,,,
24,227,150,2.414893617,1.595744681,8.771702128,3.386808511,,,,,,,,
24,220,157,2.340425532,1.670212766,8.359148936,3.490851064,,,,,,,,
24,218,159,2.319148936,1.691489362,7.895638298,3.738404255,,,,,,,,
24,218,159,2.319148936,1.691489362,8.097446809,3.571702128,,,,,,,,
24,219,158,2.329787234,1.680851064,8.477765957,3.605212766,,,,,,,,
24,222,155,2.361702128,1.64893617,8.503617021,3.578297872,,,,,,,,
24,224,153,2.382978723,1.627659574,8.624893617,3.535744681,,,,,,,,
24,217,160,2.308510638,1.70212766,8.350106383,3.651702128,,,,,,,,
24,217,160,2.308510638,1.70212766,8.254680851,3.675638298,,,,,,,,
24,220,157,2.340425532,1.670212766,8.507978723,3.62893617,,,,,,,,
24,211,166,2.244680851,1.765957447,8.032340426,3.744468085,,,,,,,,
24,229,148,2.436170213,1.574468085,8.934468085,3.328297872,,,,,,,,
24,218,159,2.319148936,1.691489362,8.365319149,3.619787234,,,,,,,,
30,211,166,2.244680851,1.765957447,8.117446809,3.644893617,,,,,,,,
30,211,166,2.244680851,1.765957447,8.188723404,3.68787234,,,,,,,,
30,218,159,2.319148936,1.691489362,8.435851064,3.51787234,,,,,,,,
