Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,688,0,6,78,104,118,113,244,31,1.0:1,196,
12,684,0,10,69,103,125,113,241,33,0.9941690962099126:1,195,
18,682,0,12,61,104,128,111,240,38,0.9883381924198251:1,193,
24,678,0,16,53,106,130,107,242,40,0.9882697947214076:1,193,
30,674,0,20,45,110,132,100,244,43,0.9940828402366864:1,193,
36,673,0,21,39,113,131,98,248,44,0.9970326409495549:1,197,
42,671,0,23,33,114,135,93,252,44,1.0029850746268656:1,201,
48,668,0,26,30,111,140,88,251,48,1.006006006006006:1,199,
54,681,15,28,37,117,137,89,253,48,1.014792899408284:1,200,
60,677,15,32,25,124,136,90,253,49,1.0089020771513353:1,199,
66,669,15,40,18,128,138,89,247,49,1.0211480362537764:1,195,
72,660,15,49,14,123,139,93,243,48,1.0307692307692307:1,194,
78,657,15,52,13,121,139,90,247,47,1.0277777777777777:1,195,
84,652,15,57,13,116,144,88,242,49,1.0311526479750779:1,192,
90,650,15,59,13,112,146,90,239,50,1.03125:1,190,
96,648,15,61,13,110,146,89,240,50,1.031347962382445:1,189,
102,646,15,63,13,108,142,93,238,52,1.0314465408805031:1,188,
108,644,15,65,13,105,144,88,240,54,1.0315457413249212:1,187,
114,640,15,69,13,99,146,84,244,54,1.0317460317460319:1,188,
120,637,15,72,13,96,144,87,242,55,1.0286624203821657:1,187,
126,688,67,73,52,102,147,90,241,56,1.0355029585798816:1,187,
132,684,67,77,51,100,146,92,241,54,1.0417910447761194:1,187,
138,679,67,82,50,95,148,93,240,53,1.051359516616314:1,188,
144,674,67,87,49,87,154,93,237,54,1.0486322188449848:1,186,
150,672,67,89,48,78,160,95,235,56,1.055045871559633:1,184,
156,668,67,93,47,73,162,93,238,55,1.0553846153846154:1,187,
162,665,67,96,46,67,164,92,239,57,1.065217391304348:1,187,
168,664,67,97,46,59,171,87,241,60,1.0685358255451713:1,188,
174,662,67,99,45,56,172,87,241,61,1.06875:1,186,
180,659,67,102,44,49,178,81,242,65,1.0723270440251573:1,186,
186,656,67,105,42,43,182,79,244,66,1.0825396825396825:1,187,
192,651,67,110,42,41,181,72,249,66,1.0732484076433122:1,188,
198,716,137,115,74,73,184,73,247,65,1.0515759312320916:1,186,
204,713,139,120,71,71,187,74,245,65,1.0488505747126438:1,187,
210,708,139,125,70,59,196,75,241,67,1.0521739130434782:1,184,
