Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,657,0,5,74,100,87,127,236,33,0.8099173553719008:1,179,
12,649,0,13,65,103,87,123,238,33,0.8179271708683473:1,178,
18,641,0,21,56,99,92,120,240,34,0.8262108262108262:1,179,
24,638,0,24,51,100,92,119,242,34,0.8228571428571428:1,180,
30,633,0,29,48,98,94,114,246,33,0.8242074927953891:1,181,
36,627,0,35,42,96,99,108,248,34,0.8226744186046512:1,182,
42,625,0,37,34,96,104,104,253,34,0.827485380116959:1,184,
48,622,0,40,20,108,104,102,249,39,0.8240469208211144:1,177,
54,639,20,43,36,103,108,101,251,40,0.8101983002832861:1,176,
60,638,20,44,34,102,107,102,254,39,0.8125:1,176,
66,637,20,45,27,104,109,101,256,40,0.8096590909090909:1,176,
72,635,20,47,21,106,111,101,257,39,0.8142857142857143:1,177,
78,634,20,48,19,105,113,98,258,41,0.8114285714285714:1,177,
84,631,20,51,19,101,116,97,257,41,0.8132183908045977:1,175,
90,627,20,55,19,99,115,96,256,42,0.8017241379310345:1,173,
96,624,20,58,19,97,115,91,260,42,0.808695652173913:1,175,
102,622,20,60,19,96,115,89,262,41,0.8081395348837209:1,176,
108,618,20,64,19,91,115,90,261,42,0.8070175438596491:1,174,
114,614,20,68,18,84,119,91,259,43,0.8165680473372781:1,174,
120,609,20,73,18,83,117,89,258,44,0.8233532934131736:1,176,
126,652,65,75,45,98,119,88,258,44,0.8418079096045198:1,176,
132,645,65,82,42,91,123,85,261,43,0.8428571428571429:1,179,
138,640,65,87,40,85,126,85,257,47,0.8443804034582133:1,176,
144,636,65,91,39,81,130,81,258,47,0.8542274052478134:1,178,
150,632,65,95,39,77,127,85,255,49,0.8588235294117647:1,175,
156,630,65,97,39,75,127,85,256,48,0.8584070796460177:1,175,
162,629,65,98,39,70,131,76,261,52,0.8609467455621301:1,176,
168,622,65,105,36,66,134,72,261,53,0.8567164179104477:1,173,
174,614,65,113,34,63,135,67,263,52,0.8776758409785933:1,176,
180,612,65,115,34,59,138,66,262,53,0.8715596330275229:1,174,
186,610,65,117,34,53,142,66,263,52,0.8711656441717791:1,175,
192,606,65,121,34,40,155,62,263,52,0.8819875776397516:1,178,
198,671,134,125,70,67,157,59,266,52,0.8954802259887006:1,181,
204,669,137,130,71,65,158,57,266,52,0.8951841359773371:1,180,
210,663,137,136,69,57,164,56,265,52,0.8997134670487106:1,179,
216,656,137,143,66,56,163,57,263,51,0.9014492753623189:1,176,
222,652,137,147,66,50,166,57,263,50,0.9064327485380117:1,175,
228,648,137,151,66,50,164,57,260,51,0.9002932551319648:1,173,
234,643,137,156,66,50,163,57,258,49,0.9080118694362018:1,172,
240,641,137,158,65,50,160,58,257,51,0.9077380952380952:1,171,
246,639,137,160,65,50,158,59,255,52,0.9074626865671642:1,170,
252,632,137,167,63,50,156,60,250,53,0.9151515151515152:1,169,
258,628,137,171,62,50,154,60,248,54,0.9146341463414634:1,167,
264,627,137,172,62,50,153,59,248,55,0.9174311926605505:1,167,
270,677,191,176,57,93,166,57,249,55,0.9287749287749287:1,168,
276,674,191,179,53,96,164,57,247,57,0.9312320916905444:1,166,
282,667,191,186,51,96,161,53,247,59,0.9277456647398844:1,166,
288,664,191,189,51,96,160,52,247,58,0.9246376811594202:1,165,
294,656,191,197,50,95,157,55,243,56,0.9351032448377581:1,163,
300,652,191,201,50,95,157,55,238,57,0.9289940828402367:1,159,
306,646,191,207,50,95,154,56,233,58,0.9341317365269461:1,156,
312,642,191,211,48,95,150,57,234,58,0.9279279279279279:1,156,
318,638,191,215,48,95,147,58,231,59,0.9333333333333333:1,156,
324,634,191,219,48,95,144,57,231,59,0.9447852760736196:1,154,
330,629,191,224,47,95,137,63,226,61,0.9595015576323987:1,151,
336,626,191,227,46,95,134,61,230,60,0.9685534591194969:1,154,
342,667,234,229,44,111,159,63,230,60,0.9792284866468842:1,154,
348,663,235,234,42,109,153,68,230,61,0.9850299401197605:1,153,
354,658,235,239,41,108,146,73,227,63,0.9819277108433735:1,153,
