Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,714,0,4,69,117,122,130,232,44,1.1570996978851964:1,191,
12,710,0,8,63,119,120,124,238,46,1.1515151515151516:1,191,
18,707,0,11,53,127,119,124,238,46,1.1424242424242423:1,190,
24,705,0,13,45,132,120,123,238,47,1.1428571428571428:1,190,
30,702,0,16,40,128,123,123,241,47,1.146788990825688:1,192,
36,702,0,16,37,129,124,120,243,49,1.146788990825688:1,192,
42,698,0,20,31,131,124,121,240,51,1.1411042944785277:1,188,
48,694,0,24,28,130,125,121,239,51,1.1419753086419753:1,188,
54,705,13,26,33,130,128,121,242,51,1.1428571428571428:1,190,
60,700,13,31,24,129,135,120,241,51,1.147239263803681:1,190,
66,697,13,34,22,124,140,120,240,51,1.1446153846153846:1,190,
72,695,13,36,12,131,142,114,245,51,1.1450617283950617:1,193,
78,692,13,39,12,120,149,115,246,50,1.1557632398753894:1,194,
84,684,13,47,12,113,153,112,246,48,1.1645569620253164:1,194,
90,682,13,49,12,109,153,115,244,49,1.1719745222929936:1,192,
96,676,13,55,12,105,156,110,245,48,1.1736334405144695:1,191,
102,673,13,58,12,100,159,109,245,48,1.1850649350649352:1,190,
108,668,13,63,12,92,163,108,246,47,1.1758957654723128:1,191,
114,664,13,67,12,90,163,102,248,49,1.1842105263157894:1,190,
120,664,13,67,12,85,167,100,251,49,1.1842105263157894:1,191,
126,721,73,70,60,95,167,98,253,48,1.1522388059701492:1,192,
132,720,73,71,60,90,170,98,253,49,1.1492537313432836:1,192,
138,714,73,77,57,86,170,98,255,48,1.1570996978851964:1,192,
144,712,73,79,57,81,174,96,255,49,1.1641337386018238:1,192,
150,708,73,83,57,76,178,90,259,48,1.1717791411042944:1,196,
156,704,73,87,57,72,176,93,257,49,1.1728395061728396:1,195,
162,699,73,92,56,65,178,93,259,48,1.1775700934579438:1,195,
168,696,73,95,55,58,182,93,259,49,1.175:1,194,
174,691,73,100,53,51,187,90,260,50,1.1729559748427674:1,195,
180,688,73,103,52,48,188,89,262,49,1.1841269841269841:1,197,
186,687,73,104,51,44,189,85,268,50,1.1878980891719746:1,200,
192,684,73,107,50,41,192,83,266,52,1.1993569131832797:1,199,
198,760,151,109,82,80,197,81,267,53,1.1714285714285715:1,199,
204,753,152,117,77,76,202,80,265,53,1.1700288184438041:1,199,
210,752,152,118,77,70,204,80,265,56,1.1671469740634006:1,198,
216,747,152,123,74,61,212,79,265,56,1.1715116279069768:1,197,
222,747,152,123,74,60,207,83,267,56,1.1715116279069768:1,198,
228,741,152,129,70,60,207,77,270,57,1.1603498542274053:1,200,
234,737,152,133,69,60,204,76,272,56,1.1612903225806452:1,202,
240,731,152,139,69,60,196,79,270,57,1.15:1,199,
246,728,152,142,68,60,195,77,272,56,1.1474926253687316:1,200,
252,723,152,147,66,60,193,77,272,55,1.1454005934718101:1,201,
258,719,152,151,66,60,191,76,269,57,1.146268656716418:1,198,
264,710,152,160,63,60,187,74,270,56,1.1646341463414633:1,201,
270,758,205,165,56,109,195,73,269,56,1.1352112676056338:1,198,
276,756,208,170,55,111,195,72,266,57,1.1355932203389831:1,196,
282,750,208,176,54,110,192,73,263,58,1.1428571428571428:1,194,
288,748,208,178,53,110,192,70,264,59,1.1494252873563218:1,195,
294,743,208,183,52,110,185,74,263,59,1.153623188405797:1,195,
300,737,208,189,50,110,176,79,262,60,1.1486880466472302:1,194,
306,732,208,194,49,110,175,78,262,58,1.1529411764705881:1,194,
