Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,658,0,3,59,106,89,119,263,22,0.7783783783783784:1,203,
12,653,0,8,49,104,96,118,262,24,0.7696476964769647:1,200,
18,652,0,9,43,107,96,114,267,25,0.7669376693766937:1,199,
24,650,0,11,38,105,103,109,269,26,0.7663043478260869:1,198,
30,645,0,16,30,108,104,111,266,26,0.771978021978022:1,196,
36,644,0,17,27,105,104,109,271,28,0.7741046831955923:1,198,
42,640,0,21,25,102,105,110,271,27,0.7728531855955678:1,197,
48,639,0,22,20,104,106,110,270,29,0.775:1,195,
54,662,24,23,37,108,105,111,271,30,0.7795698924731183:1,195,
60,658,24,27,31,109,108,110,270,30,0.7735849056603774:1,195,
66,656,24,29,27,111,108,110,269,31,0.772972972972973:1,194,
72,654,24,31,22,113,109,107,271,32,0.7675675675675676:1,194,
78,653,24,32,22,105,117,99,277,33,0.7696476964769647:1,197,
84,649,24,36,21,100,119,98,278,33,0.7635869565217391:1,197,
90,646,24,39,21,99,117,98,277,34,0.7650273224043715:1,196,
96,645,24,40,21,95,120,93,280,36,0.7671232876712328:1,197,
102,641,24,44,21,89,124,89,280,38,0.7707182320441989:1,196,
108,638,24,47,20,84,126,90,280,38,0.7673130193905817:1,195,
114,635,24,50,20,77,131,89,280,38,0.7638888888888888:1,194,
120,633,24,52,19,75,131,90,278,40,0.7583333333333333:1,192,
126,687,84,58,59,90,134,88,276,40,0.7751937984496124:1,190,
132,683,84,62,59,86,136,86,277,39,0.7740259740259741:1,189,
138,677,84,68,58,83,136,82,277,41,0.781578947368421:1,187,
144,672,84,73,56,79,136,81,276,44,0.7872340425531915:1,185,
150,668,84,77,56,73,138,81,274,46,0.7956989247311828:1,184,
156,664,84,81,55,67,141,82,273,46,0.7994579945799458:1,184,
162,659,84,86,53,61,145,79,273,48,0.8054794520547945:1,183,
168,656,84,89,52,54,151,74,278,47,0.7972602739726027:1,184,
174,651,84,94,50,49,153,74,278,47,0.7983425414364641:1,185,
180,648,84,97,49,43,158,74,275,49,0.8:1,183,
186,642,84,103,49,42,159,72,272,48,0.7983193277310925:1,181,
192,638,84,107,47,39,162,70,272,48,0.8022598870056498:1,180,
198,702,152,111,69,79,166,68,273,47,0.8:1,180,
204,698,154,117,66,73,172,62,278,47,0.8082901554404145:1,183,
210,692,154,123,64,70,171,59,281,47,0.8210526315789474:1,184,
216,690,154,125,64,65,174,60,278,49,0.8253968253968254:1,181,
222,688,154,127,64,64,172,59,277,52,0.8249336870026526:1,179,
228,687,154,128,63,64,167,62,278,53,0.8271276595744681:1,179,
234,684,154,131,63,64,165,61,277,54,0.8337801608579088:1,179,
240,679,154,136,62,64,163,62,273,55,0.8401084010840109:1,177,
246,676,154,139,61,64,162,60,274,55,0.8419618528610354:1,179,
252,673,154,142,59,64,161,58,273,58,0.8438356164383561:1,178,
258,669,154,146,59,64,158,59,270,59,0.8480662983425414:1,176,
264,664,154,151,56,64,154,59,271,60,0.8599439775910365:1,177,
270,715,208,154,57,98,171,59,272,58,0.8619791666666666:1,179,
276,716,210,155,56,101,170,59,272,58,0.8597402597402597:1,179,
282,713,210,158,55,101,169,59,269,60,0.8567708333333334:1,176,
288,708,210,163,55,100,168,59,266,60,0.8631578947368421:1,174,
294,703,210,168,54,100,167,60,260,62,0.8696808510638298:1,172,
300,700,210,171,52,100,161,63,262,62,0.8666666666666667:1,172,
306,697,210,174,52,99,153,68,262,63,0.868632707774799:1,171,
312,693,210,178,52,99,151,67,260,64,0.8679245283018868:1,170,
318,688,210,183,52,99,144,73,257,63,0.8644986449864499:1,170,
324,680,210,191,49,99,139,74,253,66,0.8681318681318682:1,168,
330,678,210,193,49,98,134,78,252,67,0.8626373626373627:1,167,
336,674,210,197,48,98,130,81,249,68,0.8567493112947658:1,163,
342,720,260,201,52,102,167,83,245,71,0.899736147757256:1,161,
348,722,263,202,52,102,168,81,246,73,0.9:1,161,
354,719,263,205,52,102,163,84,243,75,0.9071618037135278:1,160,
360,714,263,210,52,102,163,82,241,74,0.9090909090909091:1,160,
366,711,263,213,52,102,157,83,243,74,0.9164420485175202:1,162,
372,704,263,220,51,102,151,85,240,75,0.9234972677595629:1,161,
378,699,263,225,51,101,146,86,241,74,0.9098360655737705:1,161,
384,696,263,228,51,101,141,90,238,75,0.9120879120879121:1,158,
390,693,263,231,51,101,139,89,239,74,0.9196675900277008:1,160,
396,689,263,235,50,101,137,90,235,76,0.9245810055865922:1,158,
402,685,263,239,49,101,129,96,233,77,0.9241573033707865:1,157,
408,679,263,245,48,101,127,97,233,73,0.9235127478753541:1,157,
414,720,309,250,93,99,124,100,232,72,0.9512195121951219:1,156,
420,722,313,252,50,94,174,101,231,72,0.9566395663956639:1,155,
426,719,313,255,50,94,170,104,228,73,0.948509485094851:1,152,
432,714,313,260,50,94,167,103,226,74,0.9508196721311475:1,152,
438,710,313,264,48,93,164,105,227,73,0.9452054794520548:1,152,
444,709,313,265,48,93,157,109,227,75,0.9478021978021978:1,151,
450,703,313,271,46,92,150,111,226,78,0.9473684210526315:1,148,
