Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,689,0,5,70,110,102,119,256,32,1.0324483775811208:1,208,
12,683,0,11,59,111,110,114,256,33,1.0327380952380953:1,207,
18,679,0,15,45,118,110,115,258,33,1.032934131736527:1,209,
24,677,0,17,43,115,114,113,255,37,1.0391566265060241:1,207,
30,676,0,18,38,112,119,113,256,38,1.036144578313253:1,207,
36,675,0,19,34,110,123,113,255,40,1.033132530120482:1,205,
42,672,0,22,25,114,125,112,256,40,1.0363636363636364:1,204,
48,670,0,24,22,114,126,110,258,40,1.0303030303030303:1,206,
54,683,21,32,34,117,128,106,256,42,1.002932551319648:1,202,
60,681,21,34,26,119,132,102,257,45,1.0029411764705882:1,202,
66,678,21,37,21,120,134,101,255,47,1.0059171597633136:1,201,
72,675,21,40,20,115,139,99,253,49,1.0089285714285714:1,199,
78,673,21,42,19,114,139,95,255,51,1.0149700598802396:1,199,
84,669,21,46,19,111,140,94,254,51,1.0211480362537764:1,197,
90,666,21,49,18,109,141,92,256,50,1.0243161094224924:1,199,
96,664,21,51,18,106,141,90,257,52,1.024390243902439:1,199,
102,659,21,56,18,100,142,89,257,53,1.021472392638037:1,200,
108,654,21,61,16,94,147,85,258,54,1.0247678018575852:1,201,
114,652,21,63,16,89,146,88,257,56,1.0311526479750779:1,198,
120,652,21,63,16,85,145,90,259,57,1.0311526479750779:1,199,
126,709,82,67,61,98,142,93,258,57,1.0257142857142858:1,199,
132,704,82,72,58,90,148,95,255,58,1.0171919770773639:1,196,
138,700,82,76,56,88,148,95,253,60,1.023121387283237:1,193,
144,698,82,78,55,81,155,95,252,60,1.0231884057971015:1,192,
150,696,82,80,55,77,158,91,256,59,1.0291545189504374:1,193,
156,693,82,83,53,70,163,91,258,58,1.0263157894736843:1,194,
162,690,82,86,53,60,173,89,256,59,1.0234604105571847:1,192,
168,684,82,92,53,56,175,88,253,59,1.0058651026392962:1,187,
174,678,82,98,51,52,176,88,253,58,1.0:1,185,
180,674,82,102,51,48,178,87,251,59,1.0:1,182,
186,672,82,104,50,42,181,84,255,60,1.0059701492537314:1,185,
192,670,82,106,50,37,183,82,257,61,1.0059880239520957:1,186,
198,747,161,108,81,79,187,78,259,63,1.0080645161290323:1,186,
204,742,162,114,78,75,191,76,260,62,1.016304347826087:1,186,
210,738,162,118,77,71,194,73,261,62,1.021917808219178:1,186,
216,731,162,125,72,67,197,70,262,63,1.0137741046831956:1,186,
222,726,162,130,72,66,195,68,265,60,1.0055248618784531:1,188,
228,721,162,135,70,65,195,67,265,59,1.0027777777777778:1,187,
234,721,162,135,70,65,191,71,262,62,1.0027777777777778:1,184,
240,718,162,138,69,65,191,68,262,63,0.9944444444444445:1,185,
246,715,162,141,66,65,189,69,262,64,0.9972067039106145:1,184,
252,710,162,146,64,65,184,73,258,66,1.0:1,182,
258,706,162,150,62,65,179,76,257,67,1.0056818181818181:1,183,
264,702,162,154,61,65,173,80,255,68,1.0057142857142858:1,182,
270,741,204,157,46,105,186,79,255,70,0.9919354838709677:1,182,
276,736,205,163,42,107,185,80,253,69,0.9891891891891892:1,181,
282,730,205,169,41,107,185,79,250,68,1.0054945054945055:1,180,
288,726,205,173,40,107,183,78,250,68,1.0055248618784531:1,181,
294,723,205,176,39,107,179,81,249,68,1.0083333333333333:1,180,
300,722,205,177,39,107,169,88,251,68,1.0055555555555555:1,182,
306,716,205,183,38,107,167,89,249,66,1.0169014084507042:1,181,
312,710,205,189,36,106,163,91,250,64,1.0227920227920229:1,181,
318,705,205,194,36,106,158,94,247,64,1.031700288184438:1,179,
324,702,205,197,36,106,153,96,248,63,1.0347826086956522:1,180,
330,692,205,207,33,106,148,98,245,62,1.0412979351032448:1,175,
336,687,205,212,32,106,143,97,248,61,1.0568862275449102:1,177,
342,748,267,213,65,93,182,96,251,61,1.0606060606060606:1,179,
348,743,269,220,61,92,181,93,255,61,1.0638888888888889:1,184,
354,738,269,225,60,92,177,92,255,62,1.0614525139664805:1,183,
360,735,269,228,59,92,171,98,252,63,1.0646067415730338:1,181,
366,733,269,230,59,92,167,101,250,64,1.0589887640449438:1,179,
372,731,269,232,59,92,165,102,249,64,1.0591549295774647:1,178,
378,728,269,235,58,92,162,103,249,64,1.0623229461756374:1,176,
384,724,269,239,57,91,159,104,249,64,1.0568181818181819:1,176,
390,721,269,242,57,91,154,106,249,64,1.0482954545454546:1,176,
396,719,269,244,56,91,147,110,251,64,1.0484330484330484:1,177,
402,716,269,247,56,91,141,115,248,65,1.0515759312320916:1,176,
408,711,269,252,55,90,139,112,247,68,1.043103448275862:1,176,
414,771,336,259,121,90,134,114,243,69,1.0343007915567282:1,172,
420,769,340,265,69,84,190,117,242,67,1.039787798408488:1,172,
426,763,340,271,68,84,187,118,240,66,1.0401069518716577:1,170,
432,759,340,275,68,84,183,120,238,66,1.045822102425876:1,170,
438,755,340,279,68,84,178,124,236,65,1.046070460704607:1,169,
444,752,340,282,66,84,174,127,234,67,1.0434782608695652:1,167,
450,746,340,288,64,84,164,135,231,68,1.0494505494505495:1,165,
456,740,340,294,63,84,153,142,231,67,1.0498614958448753:1,163,
462,736,340,298,61,84,151,143,228,69,1.0558659217877095:1,161,
468,732,340,302,61,83,146,146,229,67,1.0619718309859154:1,162,
474,728,340,306,60,82,142,142,235,67,1.0623229461756374:1,163,
480,726,340,308,60,82,135,148,236,65,1.0625:1,163,
486,723,340,311,60,82,133,144,240,64,1.0657142857142856:1,165,
492,752,377,319,36,112,156,148,236,64,1.0716253443526171:1,163,
498,748,377,323,36,111,148,153,234,66,1.083565459610028:1,162,
504,744,377,327,36,111,142,158,233,64,1.0898876404494382:1,162,
510,741,377,330,36,111,140,157,234,63,1.0932203389830508:1,164,
516,738,377,333,34,110,139,153,237,65,1.0965909090909092:1,165,
522,730,377,341,33,109,139,144,239,66,1.1037463976945245:1,164,
528,722,377,349,32,109,138,143,239,61,1.0988372093023255:1,163,
534,715,377,356,32,108,137,137,241,60,1.1029411764705883:1,166,
540,711,377,360,30,108,137,130,246,60,1.1035502958579881:1,170,
546,707,377,364,30,107,135,124,252,59,1.1041666666666667:1,173,
552,700,377,371,29,107,134,120,254,56,1.108433734939759:1,174,
558,696,377,375,29,107,134,117,252,57,1.1219512195121952:1,174,
564,752,439,381,62,88,171,124,252,55,1.1064425770308124:1,173,
570,751,439,382,61,89,171,120,253,57,1.1036414565826331:1,173,
576,743,439,390,60,88,171,116,249,59,1.0988700564971752:1,168,
582,735,439,398,58,87,171,110,251,58,1.1181556195965419:1,170,
588,729,439,404,57,87,171,108,251,55,1.119186046511628:1,171,
594,724,439,409,55,86,170,105,253,55,1.1169590643274854:1,172,
600,716,439,417,52,85,170,100,254,55,1.137313432835821:1,173,
606,712,439,421,51,85,170,97,255,54,1.144578313253012:1,174,
612,711,439,422,50,85,170,94,255,57,1.141566265060241:1,174,
618,710,439,423,50,85,170,88,260,57,1.1385542168674698:1,177,
624,707,439,426,49,85,170,83,263,57,1.1424242424242423:1,178,
630,703,439,430,48,85,170,82,263,55,1.1367781155015197:1,178,
636,757,501,438,63,72,193,115,260,54,1.1323943661971831:1,176,
642,753,502,443,63,71,192,111,261,55,1.13314447592068:1,175,
648,746,502,450,61,71,192,109,256,57,1.1436781609195403:1,172,
654,742,502,454,59,71,192,106,257,57,1.138328530259366:1,171,
660,737,502,459,58,70,191,101,260,57,1.1424418604651163:1,171,
666,734,502,462,58,70,190,95,264,57,1.1461988304093567:1,174,
672,726,502,470,57,70,188,85,269,57,1.1479289940828403:1,176,
678,722,502,474,56,68,188,80,274,56,1.142433234421365:1,177,
684,718,502,478,56,67,188,78,273,56,1.1432835820895522:1,176,
690,706,502,490,52,67,188,71,274,54,1.1393939393939394:1,175,
696,700,502,496,50,66,188,66,278,52,1.127659574468085:1,176,
702,692,502,504,48,66,188,62,278,50,1.1292307692307693:1,176,
708,736,549,507,50,90,157,110,278,51,1.1395348837209303:1,177,
714,733,552,513,47,91,155,107,280,53,1.1246376811594203:1,177,
720,727,552,519,47,91,155,106,274,54,1.1257309941520468:1,173,
726,724,552,522,46,91,155,102,276,54,1.1294117647058823:1,173,
732,719,552,527,45,91,155,101,274,53,1.1335311572700297:1,172,
738,713,552,533,45,89,154,101,270,54,1.1540785498489425:1,170,
744,710,552,536,43,89,154,101,269,54,1.1580547112462005:1,170,
750,701,552,545,41,88,152,101,264,55,1.1702786377708978:1,167,
756,699,552,547,41,88,152,100,264,54,1.1775700934579438:1,167,
762,694,552,552,41,87,150,100,262,54,1.1892744479495267:1,166,
768,688,552,558,40,87,150,99,256,56,1.1980830670926517:1,163,
774,686,552,560,40,87,149,99,253,58,1.2057877813504823:1,161,
780,734,604,564,57,81,189,99,249,59,1.2242424242424241:1,158,
786,734,608,568,56,85,164,117,255,57,1.2175226586102719:1,158,
792,730,608,572,55,85,164,117,250,59,1.2188449848024316:1,154,
798,726,608,576,54,84,164,117,248,59,1.2134146341463414:1,152,
804,722,608,580,54,84,163,116,246,59,1.2215384615384615:1,152,
810,717,608,585,54,84,162,116,245,56,1.212962962962963:1,152,
816,713,608,589,53,84,161,115,243,57,1.2142857142857142:1,150,
822,711,608,591,53,84,161,115,242,56,1.2080745341614907:1,149,
828,708,608,594,53,84,161,115,240,55,1.1987577639751552:1,147,
834,702,608,600,51,84,160,115,237,55,1.19375:1,145,
840,698,608,604,49,84,159,115,234,57,1.2088607594936709:1,142,
846,696,608,606,49,84,159,115,232,57,1.2095238095238094:1,141,
852,743,660,611,99,84,159,114,230,57,1.172514619883041:1,140,
858,740,663,617,54,85,162,121,263,55,1.1637426900584795:1,156,
864,732,663,625,52,85,160,121,261,53,1.1592920353982301:1,156,
870,727,663,630,51,85,158,120,259,54,1.1701492537313434:1,154,
876,725,663,632,51,85,158,120,257,54,1.1706586826347305:1,153,
882,722,663,635,50,85,157,120,254,56,1.1812688821752266:1,151,
888,716,663,641,46,85,157,120,252,56,1.1896024464831805:1,151,
894,711,663,646,46,85,156,120,250,54,1.1944444444444444:1,150,
900,709,663,648,46,85,156,120,246,56,1.195046439628483:1,147,
906,708,663,649,46,85,156,120,245,56,1.1919504643962848:1,146,
912,705,663,652,45,85,155,120,243,57,1.203125:1,145,
918,700,663,657,45,84,155,119,242,55,1.20125786163522:1,145,
924,689,663,668,43,84,154,119,236,53,1.2225806451612904:1,144,
930,728,706,672,42,90,137,123,284,52,1.1993957703927491:1,167,
936,725,706,675,41,90,135,123,285,51,1.203647416413374:1,167,
942,720,706,680,40,90,135,123,284,48,1.201834862385321:1,167,
948,718,706,682,40,90,135,122,284,47,1.1957186544342508:1,167,
