Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,698,0,2,69,115,99,134,250,31,0.9886039886039886:1,195,
12,695,0,5,64,116,102,128,253,32,0.9857142857142858:1,196,
18,693,0,7,57,120,103,125,255,33,0.9856733524355301:1,196,
24,688,0,12,52,120,105,117,261,33,0.9827089337175793:1,199,
30,684,0,16,47,118,108,116,262,33,0.976878612716763:1,200,
36,681,0,19,42,118,107,119,260,35,0.9796511627906976:1,198,
42,674,0,26,31,119,111,117,261,35,0.9823529411764705:1,199,
48,672,0,28,27,121,113,116,258,37,0.9823008849557522:1,197,
54,685,15,30,35,124,116,115,258,37,0.9855072463768116:1,196,
60,681,15,34,25,129,118,114,259,36,0.9912280701754386:1,197,
66,679,15,36,20,130,120,115,257,37,0.9912023460410557:1,194,
72,678,15,37,15,131,121,116,256,39,0.9941176470588236:1,194,
78,676,15,39,15,127,123,113,260,38,0.9941002949852508:1,197,
84,673,15,42,15,119,127,114,260,38,0.9970326409495549:1,198,
90,671,15,44,14,114,132,112,261,38,0.9970238095238095:1,198,
96,670,15,45,14,109,134,114,260,39,1.0:1,197,
102,669,15,46,14,106,137,113,257,42,1.0029940119760479:1,194,
108,667,15,48,14,100,139,107,264,43,1.003003003003003:1,198,
114,665,15,50,14,96,142,106,260,47,1.0030120481927711:1,195,
120,663,15,52,13,91,147,105,260,47,1.0030211480362539:1,196,
126,717,74,57,59,99,151,103,258,47,0.9972144846796658:1,193,
132,713,74,61,58,93,155,102,256,49,1.002808988764045:1,193,
138,708,74,66,58,86,158,97,260,49,1.0:1,195,
144,704,74,70,57,83,159,96,260,49,1.0056980056980056:1,196,
150,701,74,73,56,75,165,90,265,50,1.014367816091954:1,199,
156,695,74,79,55,72,165,89,264,50,1.0321637426900585:1,198,
162,692,74,82,55,67,163,90,268,49,1.035294117647059:1,198,
168,687,74,87,52,62,167,84,273,49,1.0265486725663717:1,201,
174,681,74,93,50,57,169,79,277,49,1.0207715133531157:1,202,
180,678,74,96,50,52,169,80,278,49,1.029940119760479:1,201,
186,674,74,100,48,45,174,78,280,49,1.0424242424242425:1,204,
192,668,74,106,47,40,176,77,279,49,1.0303951367781155:1,202,
198,755,163,108,90,78,182,68,288,49,1.0572207084468666:1,208,
204,751,163,112,85,72,188,69,289,48,1.0631868131868132:1,210,
210,746,163,117,83,66,192,67,286,52,1.0664819944598338:1,207,
216,740,163,123,82,62,195,61,288,52,1.0786516853932584:1,211,
222,732,163,131,78,60,193,60,289,52,1.0914285714285714:1,212,
228,724,163,139,76,60,192,59,286,51,1.098550724637681:1,209,
234,718,163,145,73,60,188,63,285,49,1.111764705882353:1,208,
240,711,163,152,70,60,186,64,283,48,1.1287425149700598:1,207,
246,711,163,152,70,60,183,67,281,50,1.1287425149700598:1,205,
252,709,163,154,70,60,180,62,285,52,1.122754491017964:1,206,
258,703,163,160,67,60,177,60,284,55,1.1238670694864048:1,204,
264,696,163,167,65,59,173,64,276,59,1.128440366972477:1,200,
270,746,217,171,56,108,185,63,272,62,1.1560693641618498:1,196,
276,742,218,176,53,110,182,65,268,64,1.1445086705202312:1,192,
282,733,218,185,51,110,180,64,264,64,1.1558823529411764:1,189,
288,730,218,188,49,110,177,65,265,64,1.1470588235294117:1,190,
294,722,218,196,48,109,172,69,261,63,1.1488095238095237:1,188,
300,719,218,199,48,108,169,69,262,63,1.1398809523809523:1,188,
306,715,218,203,48,108,167,70,258,64,1.1343283582089552:1,185,
312,711,218,207,48,108,164,71,256,64,1.135135135135135:1,185,
318,704,218,214,44,108,158,75,254,65,1.1141141141141142:1,182,
324,700,218,218,42,108,152,78,255,65,1.121212121212121:1,182,
330,697,218,221,40,108,145,84,252,68,1.112121212121212:1,179,
336,693,218,225,40,108,142,85,251,67,1.1128048780487805:1,178,
342,749,276,227,61,103,179,88,251,67,1.115819209039548:1,178,
348,753,284,231,65,100,182,87,252,67,1.1211267605633803:1,177,
354,750,284,234,64,98,179,87,254,68,1.11864406779661:1,178,
360,744,284,240,63,98,174,90,253,66,1.1257142857142857:1,179,
366,736,284,248,63,96,170,94,247,66,1.1395348837209303:1,177,
372,734,284,250,62,96,164,99,246,67,1.1461988304093567:1,176,
378,731,284,253,61,96,159,100,247,68,1.1436950146627567:1,173,
384,725,284,259,59,96,155,98,250,67,1.1386430678466077:1,175,
390,724,284,260,59,96,150,103,248,68,1.1420118343195267:1,175,
396,718,284,266,57,95,146,105,245,70,1.1432835820895522:1,173,
402,712,284,272,56,95,143,103,246,69,1.144578313253012:1,175,
408,711,284,273,55,95,140,105,245,71,1.148036253776435:1,174,
414,769,344,275,115,95,136,108,245,70,1.1243093922651934:1,173,
420,769,349,280,63,88,194,108,243,73,1.118457300275482:1,171,
426,765,349,284,62,88,189,112,239,75,1.1191135734072022:1,168,
432,758,349,291,59,88,182,115,239,75,1.123249299719888:1,169,
438,754,349,295,58,88,176,120,236,76,1.1299435028248588:1,167,
444,749,349,300,57,88,171,124,233,76,1.1339031339031338:1,164,
450,746,349,303,57,88,167,126,231,77,1.1253561253561253:1,162,
456,740,349,309,56,88,161,128,228,79,1.1203438395415473:1,160,
462,737,349,312,56,88,158,127,230,78,1.130057803468208:1,161,
468,732,349,317,55,87,154,129,229,78,1.127906976744186:1,160,
474,728,349,321,55,87,150,129,228,79,1.1348973607038124:1,159,
480,720,349,329,54,85,143,130,228,80,1.1428571428571428:1,159,
486,716,349,333,52,85,139,134,226,80,1.1437125748502994:1,158,
492,759,397,338,48,102,167,137,226,79,1.1501416430594902:1,158,
498,751,397,346,44,102,158,143,226,78,1.1580459770114941:1,157,
504,744,397,353,40,102,153,147,224,78,1.1627906976744187:1,154,
510,737,397,360,40,102,148,146,226,75,1.1740412979351031:1,155,
516,732,397,365,37,102,148,143,227,75,1.172106824925816:1,156,
522,727,397,370,37,102,147,139,230,72,1.1572700296735905:1,158,
528,720,397,377,36,101,147,137,228,71,1.155688622754491:1,158,
534,717,397,380,35,101,147,135,229,70,1.1531531531531531:1,159,
540,713,397,384,35,100,146,128,233,71,1.1540785498489425:1,158,
546,709,397,388,35,100,146,125,232,71,1.155015197568389:1,158,
552,704,397,393,34,100,146,119,236,69,1.1595092024539877:1,160,
558,703,397,394,34,100,145,118,237,69,1.156441717791411:1,160,
564,757,452,395,57,85,181,126,239,69,1.169054441260745:1,161,
570,752,452,400,54,86,182,124,238,68,1.1734104046242775:1,162,
576,748,452,404,54,86,182,119,237,70,1.1744186046511629:1,161,
582,746,452,406,54,86,181,117,238,70,1.1686046511627908:1,162,
588,741,452,411,53,85,180,112,240,71,1.1730205278592376:1,163,
594,737,452,415,52,85,180,105,244,71,1.180473372781065:1,166,
600,735,452,417,51,85,180,100,246,73,1.1810089020771513:1,165,
606,731,452,421,51,85,179,94,249,73,1.182089552238806:1,168,
612,729,452,423,50,85,179,92,250,73,1.1826347305389222:1,169,
618,728,452,424,49,85,179,88,253,74,1.1796407185628743:1,170,
624,725,452,427,49,85,179,87,252,73,1.1837349397590362:1,169,
630,719,452,433,49,85,179,85,250,71,1.1920731707317074:1,167,
636,764,508,444,60,76,191,119,249,69,1.1400560224089635:1,164,
642,762,508,446,58,77,187,121,249,70,1.1464788732394366:1,166,
