Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,676,0,6,75,113,102,128,235,23,0.9150141643059491:1,180,
12,675,0,7,66,119,103,125,239,23,0.9176136363636364:1,183,
18,674,0,8,60,122,104,125,239,24,0.9202279202279202:1,183,
24,669,0,13,51,119,110,124,241,24,0.9335260115606936:1,185,
30,668,0,14,47,120,111,117,249,24,0.936231884057971:1,188,
36,662,0,20,33,126,116,113,250,24,0.9413489736070382:1,188,
42,660,0,22,26,127,118,109,254,26,0.9469026548672567:1,190,
48,658,0,24,20,131,120,105,256,26,0.9525222551928784:1,192,
54,671,17,28,32,131,120,106,255,27,0.9449275362318841:1,190,
60,669,17,30,26,127,128,105,257,26,0.9447674418604651:1,190,
66,663,17,36,22,123,131,108,253,26,0.9329446064139941:1,186,
72,658,17,41,18,122,132,109,251,26,0.9239766081871345:1,184,
78,654,17,45,14,122,135,104,252,27,0.9235294117647059:1,183,
84,653,17,46,14,117,137,106,251,28,0.9262536873156342:1,182,
90,652,17,47,14,110,142,104,253,29,0.9289940828402367:1,183,
96,648,17,51,14,106,142,105,250,31,0.9285714285714286:1,181,
102,643,17,56,14,102,144,105,247,31,0.9367469879518072:1,181,
108,641,17,58,14,101,143,103,248,32,0.9424242424242424:1,181,
114,634,17,65,13,94,147,102,246,32,0.9447852760736196:1,181,
120,629,17,70,13,91,144,101,248,32,0.953416149068323:1,180,
126,704,93,71,76,96,148,102,250,32,0.9664804469273743:1,183,
132,702,93,73,75,95,146,102,252,32,0.9663865546218487:1,185,
138,697,93,78,74,89,150,98,253,33,0.9578651685393258:1,185,
144,697,93,78,74,88,150,95,255,35,0.9578651685393258:1,185,
150,696,93,79,73,82,155,94,255,37,0.9550561797752809:1,185,
156,690,93,85,72,71,163,91,256,37,0.9602272727272727:1,184,
162,685,93,90,72,63,170,89,254,37,0.9683908045977011:1,184,
168,678,93,97,70,55,177,83,257,36,0.9709302325581395:1,187,
174,676,93,99,70,49,179,86,253,39,0.9766081871345029:1,185,
180,673,93,102,70,43,181,85,254,40,0.9736070381231672:1,185,
186,669,93,106,68,35,186,85,254,41,0.9792899408284024:1,187,
192,665,93,110,67,29,188,86,253,42,0.9850746268656716:1,184,
198,723,154,113,67,86,191,81,254,44,0.9646739130434783:1,184,
204,721,155,116,61,86,196,74,258,46,0.9645776566757494:1,184,
210,718,155,119,61,84,196,73,260,44,0.9617486338797814:1,185,
216,715,155,122,61,80,194,72,264,44,0.958904109589041:1,187,
222,712,155,125,61,77,196,71,263,44,0.9668508287292817:1,188,
228,710,155,127,61,77,195,71,263,43,0.9667590027700831:1,188,
234,707,155,130,61,76,193,70,262,45,0.9693593314763231:1,188,
240,702,155,135,60,76,191,68,259,48,0.9830508474576272:1,188,
246,699,155,138,58,76,188,69,259,49,0.9914529914529915:1,188,
252,696,155,141,57,76,186,70,257,50,0.994269340974212:1,186,
258,692,155,145,57,76,183,69,256,51,1.0:1,184,
264,686,155,151,56,76,180,71,252,51,1.0058479532163742:1,182,
270,716,191,157,40,118,184,73,249,52,1.0169014084507042:1,180,
276,711,191,162,35,122,181,73,248,52,1.0084745762711864:1,179,
282,708,191,165,35,122,181,71,247,52,1.0113636363636365:1,178,
288,704,191,169,33,122,179,69,249,52,1.0229885057471264:1,179,
294,702,191,171,32,122,178,68,249,53,1.0289017341040463:1,179,
