Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
12,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,28,22,10,3,
18,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,27,22,10,3,
24,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,27,22,10,3,
30,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,27,22,10,3,
36,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,27,22,10,3,
42,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,27,22,10,3,
48,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,27,22,10,3,
54,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,27,22,10,3,
60,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,27,22,10,3,
66,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,27,22,10,3,
72,33,47,49,45,41,28,37,23,4,0,27,46,19,17,30,23,27,22,10,3,
78,33,46,47,43,44,29,37,24,4,0,27,44,20,18,28,25,27,22,10,3,
84,33,46,47,43,44,29,37,24,4,0,27,44,20,18,28,25,27,22,10,3,
90,33,46,47,43,44,29,37,24,4,0,27,44,20,18,28,25,27,22,10,3,
96,33,46,47,43,44,29,37,24,4,0,27,44,20,18,28,25,27,22,10,3,
102,33,46,47,43,44,29,37,24,4,0,27,44,20,18,28,25,26,22,10,3,
108,33,46,47,43,44,29,37,24,4,0,28,44,20,18,28,25,26,22,10,3,
114,33,46,47,43,44,29,37,24,4,0,28,44,20,18,28,25,26,22,9,3,
120,33,46,47,43,44,29,37,24,4,0,29,44,20,18,28,25,26,22,9,3,
126,33,46,47,43,44,29,37,24,4,0,29,44,20,18,28,25,26,22,9,3,
132,33,46,47,43,44,29,37,24,4,0,29,44,20,18,28,25,26,22,9,3,
138,33,46,47,43,44,29,37,24,4,0,29,44,20,18,28,25,26,22,9,3,
144,33,46,47,43,44,29,37,24,4,0,29,44,20,18,28,25,26,22,9,3,
150,34,45,46,41,46,32,35,24,6,0,27,44,20,19,25,25,28,23,10,3,
156,34,45,46,41,46,32,35,24,6,0,28,44,20,19,25,25,28,23,10,3,
162,35,45,46,41,46,32,35,24,6,0,28,44,20,19,25,25,28,23,9,3,
168,36,45,46,41,46,32,35,24,6,0,28,44,20,19,25,25,28,23,9,3,
174,36,45,46,41,46,32,34,24,6,0,28,44,20,19,25,25,28,23,9,3,
180,36,45,46,41,46,32,34,24,6,0,28,44,20,19,25,25,27,23,9,3,
186,36,45,46,41,46,32,33,24,6,0,28,44,20,19,25,25,27,23,9,3,
192,36,45,46,41,46,32,33,24,6,0,29,44,20,19,25,25,27,23,9,3,
198,37,45,46,41,46,32,33,24,6,0,29,44,20,19,25,25,27,23,9,3,
204,37,45,46,41,46,32,33,24,6,0,30,44,20,19,25,25,27,23,9,3,
210,38,45,46,41,46,32,33,24,6,0,31,44,20,19,25,25,27,23,9,3,
216,38,45,46,41,46,32,33,24,6,0,33,44,20,19,25,25,27,23,9,3,
222,38,42,48,38,51,30,34,24,8,0,33,38,23,20,27,24,27,24,9,3,
228,38,42,48,38,51,30,34,24,8,0,33,38,23,20,27,24,27,24,9,3,
234,37,42,48,38,51,30,34,24,8,0,34,38,23,20,27,24,27,24,9,3,
240,38,42,48,38,51,30,34,24,8,0,34,38,23,20,27,24,27,24,9,3,
246,39,42,48,38,51,30,34,24,8,0,34,38,23,20,27,24,27,24,9,3,
252,39,42,48,38,51,30,34,24,8,0,34,38,23,20,27,24,27,24,9,3,
258,40,41,48,38,51,30,34,24,8,0,34,38,23,20,27,24,27,24,9,3,
264,40,41,48,38,51,30,34,24,8,0,34,38,23,20,27,24,27,24,9,3,
270,40,41,48,38,51,30,34,24,8,0,35,38,23,20,27,24,27,24,9,3,
276,41,41,48,38,51,30,34,24,8,0,35,38,23,20,27,24,27,24,8,3,
282,41,41,48,38,51,30,34,24,8,0,34,38,23,20,27,24,27,24,8,3,
288,41,41,48,38,51,30,34,24,8,0,36,38,23,20,27,24,27,24,8,3,
294,41,37,45,40,55,30,33,24,10,0,34,38,25,19,24,28,27,22,10,3,
300,41,37,45,40,55,30,33,24,10,0,34,38,25,19,24,28,27,22,10,3,
306,41,37,45,40,55,30,33,24,10,0,34,38,25,19,24,28,27,22,10,3,
312,41,37,45,40,55,30,33,24,10,0,35,38,25,19,24,28,27,22,10,3,
318,41,37,45,40,55,30,33,24,10,0,35,38,25,19,24,28,27,22,10,3,
324,41,37,45,40,55,30,33,24,10,0,35,38,25,19,24,28,27,22,10,3,
330,41,37,45,40,55,30,33,24,10,0,35,38,25,19,24,28,27,22,10,3,
336,41,37,45,40,55,30,33,24,10,0,35,38,25,19,24,28,27,22,10,3,
342,43,37,45,40,55,30,33,24,10,0,35,38,25,19,24,28,27,22,10,3,
348,43,37,45,40,55,30,33,24,10,0,35,38,25,19,24,28,27,22,10,3,
354,44,37,45,40,55,30,33,24,10,0,35,38,25,19,24,28,27,22,10,3,
360,44,37,45,40,55,30,33,24,10,0,36,38,25,19,24,28,26,22,10,3,
366,43,30,47,46,50,35,27,28,11,1,35,36,28,18,23,28,27,21,12,3,
372,43,30,47,46,50,35,27,28,11,1,36,36,28,18,23,28,27,21,12,3,
378,43,30,47,46,50,35,27,28,11,1,37,36,28,18,23,28,27,21,12,3,
384,43,30,47,46,50,35,27,28,11,1,38,36,28,18,23,28,27,21,12,3,
390,42,30,47,46,50,35,27,28,11,1,38,36,28,18,23,28,27,21,12,3,
396,42,30,47,46,50,35,27,28,10,1,38,36,28,18,23,28,27,21,12,3,
402,42,30,47,46,50,35,27,28,10,1,38,36,28,18,23,28,27,21,12,3,
408,42,30,47,46,50,35,27,28,10,1,40,36,28,18,23,28,27,21,12,3,
414,42,30,47,46,50,35,27,28,10,1,40,36,28,18,23,28,27,21,12,3,
