Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,681,0,2,63,112,117,118,242,29,1.014792899408284:1,191,
12,681,0,2,59,111,118,120,240,33,1.014792899408284:1,190,
18,678,0,5,48,115,120,123,237,35,1.0118694362017804:1,187,
24,677,0,6,44,115,119,125,239,35,1.0148809523809523:1,189,
30,676,0,7,36,115,125,125,239,36,1.0119047619047619:1,189,
36,671,0,12,32,115,126,123,239,36,1.0089820359281436:1,187,
42,669,0,14,28,110,131,122,241,37,1.0029940119760479:1,189,
48,666,0,17,22,113,131,121,240,39,1.0060240963855422:1,186,
54,679,15,19,32,111,134,121,242,39,1.0088757396449703:1,188,
60,674,15,24,24,113,138,117,241,41,1.0119402985074626:1,185,
66,670,15,28,17,111,142,116,241,43,1.0180722891566265:1,186,
72,668,15,30,12,111,142,118,241,44,1.0181268882175227:1,185,
78,665,15,33,11,110,143,117,240,44,1.0212765957446808:1,185,
84,661,15,37,11,106,143,117,240,44,1.0214067278287462:1,184,
90,658,15,40,11,103,143,118,237,46,1.01840490797546:1,179,
96,655,15,43,11,100,144,116,238,46,1.0153846153846153:1,181,
102,653,15,45,11,97,143,117,239,46,1.021671826625387:1,184,
108,652,15,46,11,91,149,110,244,47,1.0248447204968945:1,185,
114,649,15,49,11,85,151,106,248,48,1.0218068535825544:1,189,
120,648,15,50,11,82,150,107,250,48,1.025:1,190,
126,710,78,51,64,86,155,107,248,50,1.0402298850574712:1,187,
132,704,78,57,61,87,153,106,247,50,1.0405797101449274:1,185,
138,703,78,58,61,85,151,104,248,54,1.0436046511627908:1,183,
144,696,78,65,58,81,155,97,252,53,1.0530973451327434:1,186,
150,693,78,68,58,73,159,95,255,53,1.0502958579881656:1,188,
156,691,78,70,58,68,164,92,254,55,1.044378698224852:1,184,
162,686,78,75,57,59,172,89,253,56,1.0477611940298508:1,185,
168,683,78,78,56,55,173,90,252,57,1.0510510510510511:1,183,
174,673,78,88,55,46,179,87,250,56,1.0581039755351682:1,182,
180,672,78,89,55,43,181,85,248,60,1.055045871559633:1,180,
186,669,78,92,53,37,185,83,251,60,1.0521472392638036:1,180,
192,667,78,94,53,32,188,79,253,62,1.0523076923076924:1,183,
198,729,146,100,69,78,187,80,251,64,1.0363128491620113:1,183,
204,727,146,102,68,74,189,77,253,66,1.0421348314606742:1,185,
210,722,146,107,65,69,190,78,249,71,1.0511363636363635:1,180,
216,716,146,113,65,66,186,80,249,70,1.0574712643678161:1,181,
222,711,146,118,62,63,188,79,248,71,1.0549132947976878:1,179,
228,705,146,124,61,62,187,74,250,71,1.0614035087719298:1,179,
234,694,146,135,57,62,184,72,248,71,1.0716417910447762:1,176,
240,690,146,139,56,61,181,69,251,72,1.072072072072072:1,177,
246,686,146,143,54,61,180,65,254,72,1.0662650602409638:1,178,
252,684,146,145,53,61,176,68,254,72,1.0727272727272728:1,178,
258,683,146,146,52,61,175,65,257,73,1.0696969696969696:1,180,
264,678,146,151,50,60,173,66,256,73,1.073394495412844:1,179,
270,720,191,154,46,100,180,66,256,72,1.07492795389049:1,178,
276,714,193,162,45,99,176,68,254,72,1.0816326530612246:1,178,
282,711,193,165,43,99,170,73,254,72,1.0911764705882352:1,178,
288,708,193,168,42,99,168,73,255,71,1.0884955752212389:1,179,
294,702,193,174,42,98,164,73,255,70,1.0769230769230769:1,178,
300,700,193,176,42,98,162,73,255,70,1.0833333333333333:1,179,
306,697,193,179,42,98,154,78,256,69,1.0868263473053892:1,179,
312,695,193,181,42,97,150,81,255,70,1.0933734939759037:1,178,
318,692,193,184,42,97,145,83,256,69,1.1033434650455927:1,179,
324,691,193,185,41,97,138,87,259,69,1.1067073170731707:1,179,
330,685,193,191,40,97,129,93,255,71,1.1076923076923078:1,176,
336,682,193,194,40,97,127,90,258,70,1.111455108359133:1,176,
342,749,263,197,70,88,167,94,259,71,1.1218130311614731:1,176,
348,744,263,202,68,86,165,98,254,73,1.1257142857142857:1,173,
354,736,263,210,68,86,162,96,253,71,1.1210374639769451:1,173,
360,732,263,214,67,86,156,99,253,71,1.115606936416185:1,172,
366,725,263,221,64,86,152,100,253,70,1.1137026239067056:1,172,
372,721,263,225,62,85,148,102,254,70,1.1143695014662756:1,173,
378,716,263,230,61,85,145,104,254,67,1.1183431952662721:1,174,
384,714,263,232,61,85,144,103,254,67,1.1124260355029585:1,173,
390,711,263,235,61,85,139,103,255,68,1.1097922848664687:1,172,
396,707,263,239,60,85,134,108,252,68,1.1167664670658684:1,171,
402,701,263,245,58,85,129,111,249,69,1.1242424242424243:1,168,
408,697,263,249,56,84,125,113,249,70,1.125:1,169,
414,745,321,259,110,83,123,114,245,70,1.1045197740112995:1,166,
