Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,2,
12,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,22,10,2,
18,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,2,
24,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,2,
30,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,2,
36,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,2,
42,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,2,
48,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,22,10,2,
54,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,21,10,2,
60,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,21,10,2,
66,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,21,10,2,
72,33,47,49,45,41,28,37,22,4,0,26,46,19,17,30,23,29,21,10,2,
78,33,46,47,43,44,29,37,23,4,0,26,44,20,18,28,25,29,21,10,2,
84,33,46,47,43,44,29,37,22,4,0,26,44,20,18,28,25,29,21,10,2,
90,33,46,47,43,44,29,37,22,4,0,26,44,20,18,28,25,29,21,10,2,
96,33,46,47,43,44,29,37,22,4,0,26,44,20,18,28,25,29,21,10,2,
102,33,46,47,43,44,29,37,22,4,0,26,44,20,18,28,24,29,21,10,2,
108,33,46,47,43,44,29,37,22,4,0,26,44,20,18,28,24,29,21,10,2,
114,33,46,47,43,44,29,37,22,4,0,26,44,20,18,28,24,29,21,10,2,
120,33,46,47,43,44,29,37,22,4,0,26,44,20,18,28,24,29,21,10,2,
126,34,46,47,43,44,29,37,22,4,0,26,44,20,18,28,24,29,21,10,2,
132,34,46,47,43,44,29,37,22,4,0,26,43,20,18,28,24,29,21,10,2,
138,35,46,47,43,44,29,37,22,4,0,26,43,20,18,28,24,29,21,10,2,
144,35,46,47,43,44,29,37,22,4,0,26,43,20,18,28,24,29,21,10,2,
150,34,45,46,41,46,32,35,22,6,0,25,43,20,19,25,24,31,22,11,2,
156,34,45,46,41,46,32,35,22,6,0,25,43,20,19,25,24,31,22,11,2,
162,34,45,46,41,46,32,35,22,6,0,25,43,20,19,25,24,31,22,11,2,
168,35,45,46,41,46,32,35,22,6,0,26,43,20,19,25,24,31,22,11,2,
174,36,45,46,41,46,32,35,22,6,0,27,43,20,19,25,24,30,22,11,2,
180,36,45,46,41,46,32,35,22,6,0,28,43,20,19,25,24,30,22,11,2,
186,36,45,46,41,46,32,35,22,6,0,28,43,20,19,25,24,30,22,11,2,
192,36,45,46,41,46,32,35,22,6,0,28,43,20,19,25,24,30,22,11,2,
198,36,45,46,41,46,32,35,22,6,0,28,43,20,19,25,24,30,22,11,2,
204,36,45,46,41,46,32,35,22,6,0,28,43,20,19,25,24,30,22,11,2,
210,36,45,46,41,46,32,35,22,6,0,29,43,20,19,25,24,30,22,11,2,
216,36,45,46,41,46,32,35,22,6,0,30,43,20,19,25,24,30,22,11,2,
222,34,42,48,38,51,30,36,22,8,0,30,37,23,20,27,24,28,24,11,2,
228,34,42,48,38,51,30,34,22,8,0,29,37,23,20,27,24,28,24,11,2,
234,34,42,48,38,51,30,34,22,8,0,29,37,23,20,27,24,28,24,11,2,
240,34,42,48,38,51,30,34,22,8,0,30,37,23,20,27,24,28,24,11,2,
246,34,42,48,38,51,30,34,22,8,0,30,37,23,20,27,24,28,24,11,2,
252,35,42,48,38,51,30,34,22,8,0,30,37,23,20,27,24,28,24,11,2,
258,35,42,48,38,51,30,34,22,8,0,30,37,23,20,27,24,28,24,11,2,
264,35,42,48,38,51,30,34,22,8,0,31,37,23,20,27,24,28,24,11,2,
270,35,42,48,38,51,30,34,22,8,0,32,37,23,20,27,24,28,24,11,2,
276,36,42,48,38,51,30,34,22,8,0,33,37,23,20,27,24,28,24,11,2,
