36, 68
36, 69
37, 69
37, 70
38, 70
37, 70
36, 71
35, 71
36, 72
36, 72
63, 58
64, 58
65, 58
65, 57
64, 58
63, 59
64, 59
64, 59
25, 46
24, 45
25, 44
25, 45
26, 44
26, 43
26, 43
22, 29
21, 30
20, 31
21, 31
20, 32
20, 31
21, 30
22, 31
23, 31
23, 31
42, 15
41, 14
40, 15
39, 14
39, 13
39, 12
39, 12
10, 52
11, 51
12, 52
11, 53
10, 53
11, 53
12, 52
13, 51
14, 51
14, 52
14, 52
59, 41
58, 42
57, 42
56, 42
55, 42
54, 42
55, 41
55, 40
54, 39
54, 39
29, 67
28, 66
28, 67
29, 66
30, 65
29, 65
29, 64
30, 64
29, 63
29, 63
28, 57
28, 58
29, 59
28, 58
28, 57
28, 58
28, 57
27, 56
26, 55
26, 55
51, 71
50, 70
50, 69
51, 69
50, 70
50, 71
50, 71
63, 63
62, 64
63, 63
62, 63
63, 64
63, 64
25, 51
24, 52
25, 52
26, 51
27, 50
28, 49
29, 48
28, 48
27, 48
27, 48
66, 81
66, 80
67, 80
68, 81
67, 80
66, 81
65, 81
66, 80
67, 80
68, 80
68, 80
65, 66
64, 67
64, 66
65, 66
64, 67
63, 66
63, 66
48, 19
49, 18
48, 17
47, 16
48, 16
48, 16
24, 32
25, 32
24, 32
23, 32
22, 33
21, 32
22, 32
22, 32
24, 49
25, 49
24, 49
23, 50
24, 49
23, 48
23, 49
22, 48
22, 49
21, 50
21, 50
65, 42
65, 43
64, 43
65, 44
64, 44
65, 43
65, 43
37, 9
36, 8
36, 9
36, 10
35, 9
36, 9
35, 8
35, 8
33, 10
32, 10
33, 10
32, 11
32, 12
32, 12
34, 8
34, 7
33, 6
32, 5
32, 6
31, 7
31, 8
30, 9
31, 10
31, 10
64, 44
63, 43
62, 44
63, 43
63, 44
63, 43
64, 43
64, 42
65, 43
65, 43
14, 51
15, 51
15, 50
16, 49
17, 49
18, 49
19, 49
19, 48
19, 49
20, 50
20, 50
26, 47
25, 47
24, 46
24, 47
23, 47
22, 47
22, 47
63, 59
64, 59
65, 60
64, 61
65, 60
66, 61
65, 62
66, 62
66, 61
67, 60
67, 60
55, 40
54, 41
53, 41
52, 40
53, 41
54, 40
54, 39
54, 39
30, 62
31, 63
31, 62
31, 63
32, 62
33, 63
33, 62
33, 62
33, 12
32, 12
33, 12
34, 11
33, 12
34, 13
34, 13
37, 72
37, 71
36, 70
35, 70
35, 69
35, 69
21, 51
21, 52
20, 51
19, 51
20, 52
21, 53
20, 52
21, 53
20, 54
20, 54
50, 70
49, 71
50, 71
50, 72
51, 73
52, 74
51, 75
50, 74
50, 74
24, 32
24, 31
25, 31
26, 31
27, 31
26, 31
25, 32
24, 32
24, 33
25, 34
25, 34
48, 15
47, 16
47, 17
48, 17
48, 16
49, 16
48, 16
48, 16
67, 81
67, 80
68, 81
67, 81
68, 80
69, 79
69, 78
68, 78
67, 79
68, 79
68, 79
25, 43
24, 44
25, 45
25, 44
24, 44
25, 43
25, 42
24, 42
24, 42
38, 11
38, 10
39, 11
40, 10
41, 9
42, 9
43, 8
42, 9
42, 9
62, 67
62, 68
63, 69
64, 68
65, 67
65, 67
26, 54
27, 54
26, 55
26, 54
27, 54
27, 55
28, 54
28, 54
23, 32
24, 32
24, 31
25, 32
24, 33
25, 32
24, 31
24, 31
62, 63
63, 63
64, 64
63, 63
62, 64
62, 65
61, 65
61, 65
69, 80
70, 81
71, 81
70, 80
70, 81
70, 81
66, 66
66, 65
67, 66
68, 66
67, 65
66, 66
65, 66
64, 67
65, 67
65, 67
21, 49
21, 48
20, 47
21, 48
20, 49
19, 50
19, 50
22, 46
23, 47
22, 47
21, 48
22, 49
22, 49
50, 73
50, 74
50, 75
51, 74
51, 75
52, 74
52, 74
19, 54
18, 55
19, 56
20, 55
19, 54
20, 55
20, 56
20, 56
29, 54
28, 55
28, 54
29, 54
28, 55
28, 55
34, 69
35, 70
35, 71
35, 70
34, 70
33, 69
34, 70
33, 71
34, 70
33, 70
33, 70
43, 8
43, 9
43, 10
43, 11
44, 12
43, 12
42, 12
43, 13
43, 13
24, 32
24, 31
25, 32
25, 33
24, 32
23, 31
24, 32
24, 32
66, 60
67, 61
67, 62
66, 61
67, 62
67, 62
23, 42
22, 42
22, 41
22, 42
23, 41
23, 40
24, 41
23, 41
23, 41
49, 15
48, 14
47, 13
48, 12
48, 13
48, 13
33, 14
33, 13
32, 12
32, 13
32, 12
31, 11
32, 10
32, 10
54, 38
54, 39
53, 38
53, 39
53, 40
53, 40
65, 44
64, 44
63, 44
63, 45
62, 46
62, 46
33, 63
32, 63
31, 64
31, 65
32, 66
32, 67
31, 67
31, 67
62, 64
63, 63
63, 64
63, 65
62, 64
62, 64
24, 33
23, 34
24, 35
23, 34
24, 33
23, 34
23, 33
22, 33
23, 34
23, 34
30, 11
31, 10
31, 9
30, 10
29, 11
30, 12
29, 12
30, 11
30, 10
29, 10
29, 10
53, 74
54, 74
54, 73
54, 72
53, 72
52, 72
52, 73
53, 74
54, 75
53, 75
53, 75
29, 11
30, 12
30, 11
29, 10
30, 9
30, 9
66, 68
66, 67
66, 68
65, 67
64, 66
63, 67
63, 67
44, 12
45, 13
46, 12
47, 11
47, 10
46, 9
47, 9
46, 8
46, 8
22, 48
22, 49
23, 49
23, 48
24, 47
23, 47
24, 48
24, 48
24, 34
24, 33
24, 34
25, 34
24, 34
24, 33
23, 32
24, 31
25, 32
24, 31
24, 31
27, 56
28, 56
29, 55
28, 54
29, 54
29, 55
30, 56
29, 57
29, 57
31, 10
32, 11
31, 11
32, 12
31, 11
31, 10
30, 11
30, 11
47, 14
47, 15
46, 15
45, 16
46, 15
47, 14
48, 13
49, 14
48, 13
47, 13
47, 13
31, 68
32, 68
32, 67
33, 67
33, 68
33, 68
24, 42
25, 43
24, 42
25, 41
25, 40
26, 39
25, 38
26, 39
25, 39
26, 39
26, 39
34, 70
33, 71
32, 70
33, 69
33, 70
33, 70
19, 51
18, 52
17, 52
18, 53
17, 54
18, 54
18, 53
18, 53
54, 41
55, 42
54, 42
54, 41
54, 42
53, 43
54, 44
54, 44
67, 61
68, 60
67, 61
66, 62
66, 61
66, 61
70, 82
71, 83
70, 84
70, 83
71, 84
71, 84
20, 57
21, 56
20, 57
19, 58
19, 57
20, 57
21, 58
21, 57
21, 57
63, 65
64, 64
63, 63
64, 63
64, 62
64, 63
65, 64
65, 65
64, 65
64, 65
61, 47
60, 46
61, 46
62, 45
61, 45
61, 46
60, 46
60, 46
24, 33
25, 34
26, 35
27, 34
26, 35
26, 34
26, 35
27, 34
28, 33
29, 33
29, 33
63, 66
63, 65
63, 66
64, 67
63, 68
63, 67
63, 67
47, 9
48, 9
49, 9
48, 10
47, 9
47, 9
25, 38
26, 38
27, 37
28, 38
28, 37
28, 36
29, 35
30, 36
29, 36
30, 37
30, 37
25, 30
26, 29
26, 28
27, 29
27, 30
27, 29
28, 29
27, 28
26, 27
26, 27
30, 56
31, 56
32, 55
31, 55
32, 56
32, 56
22, 58
23, 58
22, 57
23, 56
22, 56
21, 57
21, 56
20, 57
19, 57
19, 57
47, 14
46, 15
45, 15
46, 15
45, 15
45, 14
45, 15
44, 16
44, 16
28, 34
29, 34
30, 33
29, 34
28, 34
28, 33
28, 32
27, 33
28, 33
29, 32
29, 32
65, 66
64, 67
65, 68
64, 68
64, 67
63, 68
63, 68
24, 47
24, 46
25, 45
24, 46
23, 45
24, 45
25, 45
24, 44
24, 44
31, 11
30, 12
30, 11
29, 10
28, 10
29, 10
28, 10
29, 10
28, 10
28, 9
28, 9
61, 46
60, 46
59, 47
59, 48
58, 48
58, 48
30, 10
31, 11
31, 12
32, 12
31, 12
32, 11
33, 10
33, 9
33, 9
67, 62
68, 62
67, 62
66, 62
66, 63
65, 62
65, 63
66, 62
66, 61
66, 62
66, 62
33, 69
32, 70
33, 69
32, 69
31, 70
31, 70
18, 52
18, 53
17, 52
17, 53
17, 52
16, 51
17, 50
17, 49
17, 49
33, 67
32, 67
32, 66
31, 67
32, 68
32, 68
55, 44
56, 45
56, 46
56, 45
57, 45
58, 44
57, 45
57, 44
56, 45
56, 45
53, 76
52, 75
52, 74
