Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,770,0,5,95,111,126,148,261,29,0.9012345679012346:1,207,
12,761,0,14,83,112,126,148,263,29,0.9025:1,206,
18,758,0,17,75,113,127,147,265,31,0.899749373433584:1,206,
24,755,0,20,64,121,128,143,265,34,0.9017632241813602:1,204,
30,752,0,23,59,119,131,141,267,35,0.898989898989899:1,203,
36,749,0,26,51,124,133,134,271,36,0.9010152284263959:1,203,
42,746,0,29,38,131,135,132,272,38,0.8982188295165394:1,204,
48,741,0,34,26,139,136,130,271,39,0.9048843187660668:1,204,
54,757,22,40,37,145,135,128,273,39,0.8877805486284289:1,203,
60,754,22,43,28,147,135,129,275,40,0.885:1,201,
66,750,22,47,21,152,134,128,275,40,0.889168765743073:1,201,
72,747,22,50,15,152,135,128,276,41,0.8863636363636364:1,201,
78,745,22,52,15,151,132,129,274,44,0.8908629441624365:1,198,
84,742,22,55,15,144,131,132,274,46,0.8928571428571429:1,196,
90,740,22,57,15,138,133,128,279,47,0.8974358974358975:1,200,
96,735,22,62,15,133,134,126,280,47,0.8992248062015504:1,201,
102,731,22,66,14,130,135,123,279,50,0.9036458333333334:1,198,
108,729,22,68,14,125,138,117,285,50,0.9033942558746736:1,201,
114,727,22,70,14,120,140,116,284,53,0.9081364829396326:1,202,
120,724,22,73,14,114,142,115,285,54,0.9153439153439153:1,201,
126,773,72,74,52,124,142,113,287,55,0.9133663366336634:1,202,
132,767,72,80,49,119,143,114,287,55,0.9079601990049752:1,203,
138,763,72,84,49,114,145,111,289,55,0.9027431421446384:1,203,
144,758,72,89,48,108,151,107,289,55,0.899749373433584:1,203,
150,754,72,93,48,99,158,101,294,54,0.8897243107769424:1,204,
156,752,72,95,48,91,165,99,295,54,0.8942065491183879:1,205,
162,749,72,98,48,85,168,97,295,56,0.9010152284263959:1,204,
168,747,72,100,47,80,171,97,295,57,0.9007633587786259:1,203,
174,744,72,103,47,71,179,95,294,58,0.9076923076923077:1,204,
180,741,72,106,45,66,180,96,296,58,0.9097938144329897:1,203,
186,740,72,107,45,58,187,94,297,59,0.9121447028423773:1,203,
192,736,72,111,44,44,198,94,296,60,0.9116883116883117:1,201,
198,817,160,118,92,73,207,92,294,59,0.9044289044289044:1,199,
204,811,160,124,87,71,208,90,299,56,0.903755868544601:1,201,
210,805,160,130,86,64,210,86,302,57,0.9075829383886256:1,203,
216,799,160,136,83,58,210,88,304,56,0.9023809523809524:1,202,
222,795,160,140,81,57,207,89,303,58,0.9019138755980861:1,201,
228,793,160,142,81,57,205,91,301,58,0.90625:1,200,
234,784,160,151,78,57,204,84,306,55,0.9075425790754258:1,203,
240,778,160,157,77,56,202,84,304,55,0.9115479115479116:1,201,
246,773,160,162,76,55,200,83,305,54,0.9181141439205955:1,200,
252,765,160,170,71,55,198,83,304,54,0.9125:1,199,
258,763,160,172,70,55,195,85,302,56,0.9170854271356784:1,197,
264,758,160,177,68,55,193,86,300,56,0.9238578680203046:1,196,
270,807,210,178,52,110,201,85,301,58,0.930622009569378:1,197,
276,807,212,180,52,110,200,85,303,57,0.935251798561151:1,197,
282,800,212,187,51,110,196,86,296,61,0.9464720194647201:1,191,
288,790,212,197,50,109,193,86,295,57,0.9554455445544554:1,191,
294,786,212,201,50,109,192,80,300,55,0.9600997506234414:1,193,
300,780,212,207,47,109,185,82,300,57,0.9548872180451128:1,190,
306,776,212,211,45,109,182,81,301,58,0.949748743718593:1,187,
312,773,212,214,45,109,177,82,301,59,0.952020202020202:1,188,
318,771,212,216,45,109,173,84,301,59,0.946969696969697:1,187,
324,765,212,222,43,109,170,85,298,60,0.951530612244898:1,186,
330,757,212,230,41,108,161,90,296,61,0.9560723514211886:1,185,
336,754,212,233,41,108,160,87,298,60,0.9533678756476683:1,186,
342,807,270,238,60,112,190,88,296,61,0.944578313253012:1,185,
348,811,276,240,65,103,193,90,297,63,0.9401913875598086:1,185,
354,806,276,245,65,103,191,87,298,62,0.9468599033816425:1,187,
360,805,276,246,64,103,189,89,298,62,0.9444444444444444:1,187,
366,801,276,250,64,102,187,90,296,62,0.948905109489051:1,186,
372,795,276,256,63,100,184,93,290,65,0.958128078817734:1,184,
378,788,276,263,63,100,174,99,286,66,0.9601990049751243:1,183,
384,785,276,266,63,100,171,97,288,66,0.9674185463659147:1,186,
390,780,276,271,62,100,167,101,284,66,0.9696969696969697:1,186,
396,776,276,275,61,100,165,100,285,65,0.9745547073791349:1,187,
402,772,276,279,60,100,161,101,283,67,0.9845758354755784:1,188,
