Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,680,0,6,67,98,100,140,243,32,1.0118343195266273:1,191,
12,679,0,7,63,100,102,133,248,33,1.0148367952522255:1,193,
18,676,0,10,58,103,100,132,247,36,1.0119047619047619:1,191,
24,669,0,17,50,100,107,130,246,36,1.0211480362537764:1,189,
30,669,0,17,45,100,112,126,250,36,1.0211480362537764:1,189,
36,666,0,20,38,105,109,127,248,39,1.0243161094224924:1,186,
42,663,0,23,30,105,115,126,249,38,1.0275229357798166:1,187,
48,658,0,28,22,105,118,121,254,38,1.0246153846153847:1,189,
54,670,15,31,34,102,123,118,255,38,1.012012012012012:1,188,
60,667,15,34,30,103,122,119,255,38,1.0151057401812689:1,188,
66,664,15,37,21,107,125,115,255,41,1.024390243902439:1,188,
72,660,15,41,15,109,127,115,255,39,1.0307692307692307:1,189,
78,658,15,43,14,108,129,107,259,41,1.0371517027863777:1,190,
84,656,15,45,13,102,133,105,261,42,1.0372670807453417:1,193,
90,655,15,46,12,99,134,103,264,43,1.0341614906832297:1,194,
96,651,15,50,12,96,132,102,267,42,1.0407523510971788:1,195,
102,646,15,55,12,92,134,100,266,42,1.0443037974683544:1,195,
108,644,15,57,12,89,136,98,266,43,1.0509554140127388:1,197,
114,640,15,61,11,87,136,94,268,44,1.0578778135048232:1,196,
120,636,15,65,11,81,140,95,266,43,1.058252427184466:1,195,
126,699,82,69,64,91,136,97,266,45,1.0803571428571428:1,194,
132,697,82,71,64,85,141,93,269,45,1.0868263473053892:1,195,
138,691,82,77,61,79,146,91,269,45,1.075075075075075:1,194,
144,686,82,82,59,76,146,86,274,45,1.0662650602409638:1,195,
150,680,82,88,57,71,149,82,276,45,1.054380664652568:1,195,
156,675,82,93,55,65,153,78,277,47,1.0579268292682926:1,194,
162,671,82,97,54,64,151,78,276,48,1.0519877675840978:1,194,
168,666,82,102,52,57,155,79,275,48,1.0429447852760736:1,193,
174,663,82,105,52,54,156,79,275,47,1.04:1,193,
180,658,82,110,52,49,159,75,276,47,1.0498442367601246:1,194,
186,656,82,112,52,39,166,73,277,49,1.05:1,191,
192,651,82,117,50,34,169,72,276,50,1.0471698113207548:1,191,
198,718,157,125,76,79,167,71,277,48,1.0632183908045978:1,192,
204,716,157,127,74,76,171,71,275,49,1.069364161849711:1,191,
210,712,157,131,72,69,177,66,278,50,1.063768115942029:1,192,
216,711,157,132,72,64,181,60,283,51,1.066860465116279:1,194,
222,707,157,136,70,59,181,62,283,52,1.067251461988304:1,194,
228,704,157,139,70,59,178,63,282,52,1.064516129032258:1,192,
234,698,157,145,69,59,176,64,278,52,1.0650887573964498:1,190,
240,693,157,150,67,59,172,65,277,53,1.0686567164179104:1,190,
246,687,157,156,67,59,169,65,273,54,1.069277108433735:1,188,
252,680,157,163,66,59,164,65,272,54,1.0795107033639144:1,186,
258,678,157,165,66,58,162,63,276,53,1.0797546012269938:1,186,
264,671,157,172,66,58,156,65,273,53,1.0838509316770186:1,184,
270,718,212,180,55,110,163,67,270,53,1.0573065902578798:1,184,
276,712,212,186,54,110,161,68,266,53,1.0578034682080926:1,181,
282,709,212,189,53,109,157,70,265,55,1.061046511627907:1,180,
288,703,212,195,53,108,153,74,263,52,1.0676470588235294:1,179,
294,700,212,198,53,108,153,72,262,52,1.0710059171597632:1,180,
300,694,212,204,51,108,149,75,259,52,1.0716417910447762:1,179,
306,687,212,211,48,108,145,75,260,51,1.0755287009063443:1,180,
312,685,212,213,48,108,142,73,263,51,1.082066869300912:1,184,
318,683,212,215,47,108,133,79,263,53,1.0823170731707317:1,183,
324,681,212,217,47,108,131,80,261,54,1.0825688073394495:1,182,
330,678,212,220,46,108,128,81,256,59,1.0861538461538462:1,176,
336,673,212,225,45,108,121,86,254,59,1.0771604938271604:1,173,
342,726,268,228,59,106,159,87,256,59,1.1290322580645162:1,175,
348,722,268,232,55,107,157,89,255,59,1.1297935103244838:1,174,
354,718,268,236,55,107,153,91,255,57,1.1369047619047619:1,174,
360,713,268,241,54,107,148,95,253,56,1.1347305389221556:1,172,
366,707,268,247,51,106,147,94,253,56,1.13595166163142:1,171,
372,704,268,250,50,106,143,97,250,58,1.1398176291793314:1,169,
378,697,268,257,49,105,138,101,246,58,1.1446153846153846:1,167,
384,696,268,258,49,105,136,100,244,62,1.1481481481481481:1,164,
390,691,268,263,48,105,134,100,241,63,1.1459627329192548:1,160,
396,690,268,264,47,105,132,101,240,65,1.1428571428571428:1,159,
402,689,268,265,46,105,129,104,238,67,1.139751552795031:1,158,
408,688,268,266,46,105,124,105,238,70,1.1433021806853583:1,157,
414,739,325,272,101,105,122,104,238,69,1.1235632183908046:1,156,
420,737,327,276,59,89,181,102,234,72,1.117816091954023:1,154,
426,734,327,279,58,89,174,107,235,71,1.1213872832369942:1,155,
432,730,327,283,58,88,172,108,234,70,1.1282798833819243:1,155,
438,725,327,288,57,88,170,108,230,72,1.1323529411764706:1,153,
444,721,327,292,56,88,165,111,229,72,1.126843657817109:1,150,
450,717,327,296,56,88,160,113,228,72,1.1275964391691395:1,149,
456,712,327,301,55,88,158,112,229,70,1.1381381381381381:1,150,
462,709,327,304,54,88,153,115,229,70,1.1419939577039275:1,151,
468,707,327,306,53,88,149,117,231,69,1.1424242424242423:1,152,
474,698,327,315,49,88,142,123,230,66,1.154320987654321:1,152,
480,689,327,324,45,88,135,127,230,64,1.1666666666666667:1,152,
486,688,327,325,45,88,129,130,232,64,1.1703470031545742:1,153,
492,727,373,332,44,89,170,127,233,64,1.1257309941520468:1,153,
498,722,373,337,42,87,167,127,235,64,1.1297935103244838:1,156,
504,718,373,341,41,87,158,132,234,66,1.1369047619047619:1,157,
510,714,373,345,41,87,152,133,236,65,1.1377245508982037:1,159,
516,708,373,351,40,86,151,132,236,63,1.1389728096676737:1,159,
522,705,373,354,40,85,150,130,236,64,1.149390243902439:1,160,
528,701,373,358,40,85,149,126,237,64,1.1635802469135803:1,161,
534,698,373,361,38,85,149,123,239,64,1.1677018633540373:1,164,
540,696,373,363,37,85,149,115,247,63,1.1614906832298137:1,169,
546,693,373,366,36,85,149,114,245,64,1.165625:1,168,
552,689,373,370,35,85,149,108,249,63,1.1803797468354431:1,171,
558,685,373,374,35,85,149,102,252,62,1.1815286624203822:1,172,
564,738,429,377,56,78,181,108,252,63,1.1642228739002933:1,172,
570,732,429,383,56,78,180,105,250,63,1.165680473372781:1,170,
576,723,429,392,53,78,179,101,248,64,1.1517857142857142:1,167,
582,722,429,393,53,78,178,98,251,64,1.155223880597015:1,168,
588,718,429,397,52,78,177,98,250,63,1.1691842900302114:1,168,
594,715,429,400,52,78,177,91,254,63,1.1666666666666667:1,172,
600,710,429,405,52,78,177,90,251,62,1.1712538226299694:1,171,
606,707,429,408,52,78,176,87,250,64,1.1687116564417177:1,168,
612,700,429,415,50,78,175,86,247,64,1.173913043478261:1,167,
618,697,429,418,49,78,175,82,249,64,1.1713395638629283:1,169,
624,694,429,421,49,77,174,81,249,64,1.16875:1,169,
630,691,429,424,49,77,173,75,253,64,1.159375:1,170,
636,742,484,428,53,81,182,109,252,65,1.12:1,169,
642,737,484,433,52,81,180,107,252,65,1.1239193083573487:1,171,
648,731,484,439,51,81,179,102,253,65,1.131195335276968:1,172,
654,726,484,444,50,81,178,99,254,64,1.1415929203539823:1,173,
660,724,484,446,49,81,178,95,257,64,1.1420118343195267:1,173,
666,720,484,450,48,81,178,91,257,65,1.1492537313432836:1,173,
672,717,484,453,48,81,177,88,259,64,1.1531531531531531:1,174,
678,714,484,456,48,81,176,83,261,65,1.1570996978851964:1,174,
684,709,484,461,46,81,176,80,263,63,1.1484848484848484:1,175,
690,704,484,466,44,81,176,76,265,62,1.1529051987767585:1,178,
696,701,484,469,43,81,175,68,273,61,1.143730886850153:1,180,
702,693,484,477,41,81,174,63,275,59,1.1455108359133126:1,183,
708,751,544,479,62,87,156,109,278,59,1.1214689265536724:1,184,
714,745,544,485,60,87,155,106,277,60,1.1346704871060171:1,184,
720,739,544,491,59,87,155,99,280,59,1.1420289855072463:1,186,
726,735,544,495,57,87,154,95,283,59,1.1491228070175439:1,187,
732,732,544,498,57,87,154,92,281,61,1.1466275659824048:1,186,
738,728,544,502,56,87,153,92,280,60,1.1474926253687316:1,185,
744,722,544,508,56,86,152,92,275,61,1.1616766467065869:1,182,
750,716,544,514,54,86,152,91,273,60,1.1566265060240963:1,181,
756,711,544,519,52,86,151,91,272,59,1.1676829268292683:1,181,
762,707,544,523,51,86,151,91,271,57,1.1687116564417177:1,180,
768,698,544,532,49,86,150,90,266,57,1.1677018633540373:1,178,
774,694,544,536,47,86,149,90,265,57,1.1823899371069182:1,177,
780,752,605,539,62,88,192,90,262,58,1.154727793696275:1,176,
786,751,607,542,63,86,155,121,267,59,1.151862464183381:1,179,
792,745,607,548,62,86,155,120,265,57,1.1469740634005763:1,179,
798,738,607,555,61,86,155,120,261,55,1.1453488372093024:1,177,
804,733,607,560,61,85,154,120,260,53,1.1495601173020529:1,176,
810,729,607,564,60,85,153,120,260,51,1.1441176470588235:1,176,
816,723,607,570,59,84,153,119,258,50,1.1390532544378698:1,175,
822,717,607,576,58,84,152,119,257,47,1.1339285714285714:1,174,
828,714,607,579,58,84,152,119,255,46,1.1377245508982037:1,174,
834,706,607,587,55,84,152,117,253,45,1.1393939393939394:1,173,
840,703,607,590,55,84,152,117,251,44,1.1367781155015197:1,171,
846,701,607,592,55,84,152,116,250,44,1.1306990881458967:1,170,
852,746,655,595,103,84,152,116,245,46,1.1014084507042254:1,167,
858,746,657,597,50,102,155,119,275,45,1.113314447592068:1,183,
864,740,657,603,48,101,155,119,273,44,1.1142857142857143:1,182,
870,737,657,606,48,101,154,119,271,44,1.117816091954023:1,182,
876,734,657,609,47,101,154,119,268,45,1.1152737752161384:1,180,
882,728,657,615,45,101,154,119,263,46,1.1101449275362318:1,177,
888,720,657,623,42,101,154,117,261,45,1.1114369501466275:1,175,
894,715,657,628,42,101,154,115,260,43,1.1091445427728615:1,175,
900,714,657,629,42,101,154,115,258,44,1.1061946902654867:1,173,
906,712,657,631,42,101,154,115,256,44,1.106508875739645:1,172,
912,707,657,636,40,101,153,115,255,43,1.1104477611940298:1,172,
918,701,657,642,39,101,153,113,252,43,1.1178247734138973:1,170,
924,696,657,647,35,101,153,113,251,43,1.128440366972477:1,169,
930,757,720,649,62,89,160,109,293,44,1.1264044943820224:1,190,
936,753,720,653,60,89,160,109,291,44,1.1151685393258426:1,188,
942,748,720,658,60,89,160,109,286,44,1.1070422535211268:1,184,
948,742,720,664,59,89,160,109,282,43,1.12:1,182,
954,735,720,671,56,89,159,109,280,42,1.1060171919770774:1,181,
960,729,720,677,55,89,159,108,276,42,1.1130434782608696:1,180,
966,724,720,682,55,89,158,108,273,41,1.1046511627906976:1,178,
972,720,720,686,54,89,157,107,272,41,1.1114369501466275:1,178,
978,715,720,691,53,89,157,107,267,42,1.1279761904761905:1,177,
984,711,720,695,53,89,157,107,263,42,1.1287425149700598:1,174,
990,705,720,701,53,88,157,106,259,42,1.1428571428571428:1,172,
996,703,720,703,53,88,157,106,257,42,1.1498470948012232:1,172,
1002,756,777,707,58,87,180,98,291,42,1.1176470588235294:1,187,
1008,753,777,710,56,88,180,98,288,43,1.1092436974789917:1,184,
1014,749,777,714,56,88,179,97,285,44,1.1098591549295775:1,181,
1020,745,777,718,55,88,177,97,284,44,1.1104815864022664:1,180,
1026,743,777,720,55,88,177,97,281,45,1.1107954545454546:1,178,
1032,740,777,723,54,88,177,97,280,44,1.1082621082621082:1,178,
1038,737,777,726,53,88,177,96,280,43,1.1057142857142856:1,178,
1044,731,777,732,53,87,177,96,274,44,1.1005747126436782:1,173,
1050,727,777,736,52,86,176,96,273,44,1.107246376811594:1,173,
1056,725,777,738,51,86,175,96,273,44,1.1137026239067056:1,173,
1062,722,777,741,50,86,175,96,269,46,1.1111111111111112:1,169,
1068,716,777,747,50,86,175,94,265,46,1.130952380952381:1,169,
1074,752,816,750,40,101,162,110,294,45,1.1242937853107344:1,190,
1080,751,817,752,40,101,163,110,292,45,1.1214689265536724:1,188,
1086,746,817,757,39,101,163,110,287,46,1.1253561253561253:1,186,
1092,740,817,763,38,101,163,110,284,44,1.1325648414985592:1,185,
1098,735,817,768,37,101,163,110,281,43,1.1366279069767442:1,183,
1104,729,817,774,37,100,162,109,278,43,1.1378299120234605:1,181,
1110,726,817,777,37,100,162,109,274,44,1.1479289940828403:1,180,
1116,720,817,783,36,100,160,109,273,42,1.1492537313432836:1,179,
1122,716,817,787,35,99,160,108,271,43,1.1437125748502994:1,178,
1128,712,817,791,35,99,158,108,268,44,1.151057401812689:1,176,
1134,707,817,796,34,99,158,108,264,44,1.1554878048780488:1,173,
1140,706,817,797,34,99,158,108,261,46,1.1524390243902438:1,170,
1146,762,876,800,59,83,176,102,293,49,1.1647727272727273:1,188,
1152,754,876,808,55,81,176,103,292,47,1.1542857142857144:1,187,
1158,751,876,811,54,80,176,103,290,48,1.151862464183381:1,185,
1164,749,876,813,54,80,176,103,288,48,1.146131805157593:1,183,
1170,746,876,816,54,80,176,103,283,50,1.1436781609195403:1,179,
1176,741,876,821,54,80,175,103,278,51,1.1478260869565218:1,178,
1182,737,876,825,53,80,175,103,272,54,1.1424418604651163:1,174,
1188,736,876,826,53,80,175,103,270,55,1.1395348837209303:1,172,
1194,730,876,832,50,80,174,103,268,55,1.1470588235294117:1,171,
1200,725,876,837,49,80,174,103,263,56,1.1449704142011834:1,168,
1206,717,876,845,49,80,173,101,258,56,1.1596385542168675:1,164,
1212,712,876,850,48,80,173,101,257,53,1.151057401812689:1,163,
1218,755,927,858,70,65,214,101,252,53,1.1695402298850575:1,161,
1224,754,929,861,52,78,177,118,276,53,1.1666666666666667:1,166,
1230,751,929,864,52,78,177,118,274,52,1.1642651296829971:1,165,
1236,746,929,869,52,78,177,118,267,54,1.1623188405797102:1,160,
1242,740,929,875,49,78,176,118,262,57,1.1511627906976745:1,157,
1248,737,929,878,48,78,175,118,260,58,1.154970760233918:1,157,
1254,733,929,882,46,78,175,118,258,58,1.1495601173020529:1,156,
1260,730,929,885,46,78,175,118,255,58,1.1470588235294117:1,154,
1266,727,929,888,45,78,175,117,254,58,1.138235294117647:1,153,
1272,722,929,893,44,78,175,116,249,60,1.1488095238095237:1,150,
1278,717,929,898,44,78,175,115,244,61,1.1467065868263473:1,147,
1284,711,929,904,41,77,175,113,244,61,1.1545454545454545:1,147,
1290,727,947,906,58,77,174,113,244,61,1.1572700296735905:1,147,
1296,746,974,914,43,85,156,118,287,57,1.1812865497076024:1,164,
1302,743,974,917,42,85,156,118,285,57,1.1788856304985338:1,162,
1308,735,974,925,40,85,154,118,282,56,1.1875:1,161,
1314,732,974,928,38,85,154,118,279,58,1.1785714285714286:1,159,
1320,726,974,934,37,85,153,118,276,57,1.1801801801801801:1,158,
1326,723,974,937,36,85,153,118,274,57,1.177710843373494:1,157,
1332,721,974,939,36,85,153,118,272,57,1.1848484848484848:1,157,
1338,718,974,942,36,85,153,118,270,56,1.1890243902439024:1,156,
1344,715,974,945,35,85,152,118,269,56,1.1865443425076452:1,156,
1350,707,974,953,35,85,150,116,264,57,1.2024922118380061:1,156,
1356,704,974,956,35,85,150,116,263,55,1.2:1,156,
1362,700,974,960,34,84,150,116,260,56,1.1943573667711598:1,153,
1368,755,1034,965,59,73,165,114,290,54,1.1327683615819208:1,166,
1374,751,1034,969,58,73,165,113,287,55,1.1335227272727273:1,164,
1380,747,1034,973,58,72,165,112,285,55,1.1282051282051282:1,162,
1386,740,1034,980,56,72,165,112,282,53,1.1264367816091954:1,160,
1392,738,1034,982,56,72,165,112,280,53,1.1268011527377522:1,159,
1398,735,1034,985,54,72,165,112,280,52,1.1366279069767442:1,159,
1404,727,1034,993,50,72,165,111,278,51,1.138235294117647:1,158,
1410,722,1034,998,49,72,165,111,275,50,1.136094674556213:1,157,
1416,718,1034,1002,48,72,165,111,272,50,1.1432835820895522:1,156,
1422,715,1034,1005,47,72,165,111,270,50,1.147147147147147:1,155,
