Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,677,0,5,51,119,107,147,218,35,0.8753462603878116:1,163,
12,672,0,10,47,115,109,143,222,36,0.8770949720670391:1,164,
18,671,0,11,40,117,113,140,224,37,0.8795518207282913:1,165,
24,669,0,13,38,115,115,136,226,39,0.8845070422535212:1,164,
30,667,0,15,34,116,113,137,228,39,0.884180790960452:1,165,
36,667,0,15,30,115,117,137,229,39,0.884180790960452:1,166,
42,663,0,19,25,115,120,133,231,39,0.8888888888888888:1,169,
48,662,0,20,21,114,121,132,233,41,0.8914285714285715:1,169,
54,675,16,23,34,112,123,132,233,41,0.9014084507042254:1,170,
60,670,16,28,26,117,123,128,235,41,0.9088319088319088:1,168,
66,667,16,31,24,112,128,129,232,42,0.9111747851002865:1,166,
72,665,16,33,17,114,128,133,231,42,0.9054441260744985:1,164,
78,661,16,37,14,107,132,132,231,45,0.8994252873563219:1,163,
84,658,16,40,14,102,132,134,229,47,0.9017341040462428:1,161,
90,654,16,44,13,100,131,131,232,47,0.9011627906976745:1,163,
96,649,16,49,13,92,134,130,234,46,0.9088235294117647:1,164,
102,646,16,52,13,81,138,131,237,46,0.9112426035502958:1,165,
108,644,16,54,13,73,143,128,239,48,0.9109792284866469:1,163,
114,642,16,56,13,69,145,124,245,46,0.9107142857142857:1,168,
120,638,16,60,13,61,150,121,245,48,0.9101796407185628:1,165,
126,689,70,63,54,72,149,120,245,49,0.9138888888888889:1,165,
132,689,70,63,54,69,150,115,251,50,0.9138888888888889:1,168,
138,688,70,64,54,66,150,113,255,50,0.9164345403899722:1,169,
144,683,70,69,53,60,152,115,253,50,0.9185393258426966:1,167,
150,681,70,71,53,55,156,112,255,50,0.923728813559322:1,169,
156,675,70,77,49,55,156,103,261,51,0.9285714285714286:1,171,
162,671,70,81,49,51,158,100,260,53,0.9337175792507204:1,169,
168,669,70,83,47,46,162,95,264,55,0.9335260115606936:1,170,
174,669,70,83,47,43,161,95,267,56,0.9335260115606936:1,169,
180,663,70,89,45,40,162,93,267,56,0.9161849710982659:1,169,
186,659,70,93,45,35,165,90,267,57,0.9212827988338192:1,169,
192,655,70,97,45,33,166,89,266,56,0.9264705882352942:1,168,
198,712,129,99,60,72,169,88,267,56,0.9191374663072777:1,166,
204,712,130,100,60,67,173,85,270,57,0.9191374663072777:1,168,
210,709,130,103,59,64,174,80,275,57,0.9214092140921409:1,171,
216,702,130,110,59,60,175,74,273,61,0.9232876712328767:1,167,
222,696,130,116,55,58,175,75,271,62,0.9333333333333333:1,166,
228,689,130,123,54,56,175,72,270,62,0.9245810055865922:1,165,
234,688,130,124,54,56,171,74,271,62,0.927170868347339:1,166,
240,685,130,127,54,56,167,77,268,63,0.9350282485875706:1,166,
246,681,130,131,53,56,167,76,266,63,0.9346590909090909:1,165,
252,675,130,137,50,56,163,76,268,62,0.9452449567723343:1,165,
258,671,130,141,50,55,159,77,268,62,0.956268221574344:1,164,
264,667,130,145,50,55,156,76,268,62,0.961764705882353:1,165,
270,706,172,148,45,90,166,74,271,60,0.9831460674157303:1,167,
276,703,174,153,42,92,165,74,268,62,0.9858757062146892:1,166,
282,696,174,160,41,92,160,77,265,61,0.9885714285714285:1,164,
288,692,174,164,41,90,157,75,269,60,0.9828080229226361:1,165,
294,684,174,172,41,90,155,73,267,58,0.9826086956521739:1,164,
300,680,174,176,40,90,151,69,273,57,0.9825072886297376:1,167,
306,675,174,181,40,90,147,69,273,56,0.9852941176470589:1,167,
312,670,174,186,40,90,141,72,269,58,0.9940476190476191:1,165,
318,667,174,189,40,90,137,72,269,59,1.003003003003003:1,164,
324,664,174,192,40,90,136,68,270,60,1.0060422960725075:1,163,
330,660,174,196,40,90,129,72,270,59,1.006079027355623:1,162,
336,656,174,200,40,90,125,74,270,57,1.0:1,162,
342,700,226,208,54,89,158,77,267,55,1.0:1,162,
348,700,231,213,57,85,159,78,267,54,1.005730659025788:1,160,
354,696,231,217,57,84,157,79,266,53,1.0115606936416186:1,158,
360,694,231,219,55,84,151,80,271,53,1.0115942028985507:1,161,
366,693,231,220,55,84,146,85,269,54,1.008695652173913:1,159,
372,689,231,224,55,84,141,90,265,54,1.0205278592375366:1,158,
378,685,231,228,55,84,137,90,264,55,1.0206489675516224:1,157,
384,679,231,234,54,84,131,95,260,55,1.026865671641791:1,156,
390,675,231,238,54,84,122,101,259,55,1.033132530120482:1,155,
396,667,231,246,52,84,116,104,256,55,1.0335365853658536:1,153,
402,662,231,251,52,84,109,109,255,53,1.030674846625767:1,152,
408,657,231,256,52,84,105,112,251,53,1.0277777777777777:1,147,
414,692,274,264,94,83,100,114,250,51,1.053412462908012:1,147,
420,691,278,269,46,86,141,115,252,51,1.0504451038575668:1,148,
426,689,278,271,46,85,140,114,254,50,1.0567164179104478:1,149,
432,683,278,277,46,84,136,118,247,52,1.0634441087613293:1,146,
438,680,278,280,45,84,131,121,247,52,1.0606060606060606:1,145,
444,677,278,283,44,84,130,122,246,51,1.0577507598784195:1,144,
450,674,278,286,44,84,129,122,244,51,1.0674846625766872:1,144,
456,671,278,289,43,84,124,120,248,52,1.0709876543209877:1,146,
462,666,278,294,41,84,122,120,247,52,1.061919504643963:1,145,
468,660,278,300,41,84,119,121,245,50,1.0689655172413792:1,144,
474,656,278,304,41,84,116,121,243,51,1.0825396825396825:1,145,
480,653,278,307,41,84,112,123,241,52,1.0862619808306708:1,143,
486,648,278,312,40,84,109,124,238,53,1.0903225806451613:1,142,
492,678,318,322,36,88,141,126,234,53,1.0990712074303406:1,139,
498,672,318,328,34,87,137,128,233,53,1.0934579439252337:1,139,
504,670,318,330,34,87,135,124,238,52,1.087227414330218:1,142,
510,663,318,337,33,86,131,127,233,53,1.071875:1,138,
516,661,318,339,32,86,130,125,235,53,1.0721003134796239:1,138,
522,654,318,346,32,86,130,119,234,53,1.0761904761904761:1,136,
528,652,318,348,31,86,130,115,238,52,1.0830670926517572:1,139,
534,648,318,352,29,86,130,112,238,53,1.0836012861736335:1,139,
540,644,318,356,29,86,130,111,235,53,1.0909090909090908:1,137,
546,638,318,362,28,85,130,106,236,53,1.0918032786885246:1,137,
552,630,318,370,28,85,129,102,235,51,1.1070234113712374:1,140,
558,627,318,373,28,85,128,97,239,50,1.1111111111111112:1,142,
564,676,372,378,51,69,162,104,241,49,1.0993788819875776:1,142,
570,671,372,383,49,66,163,103,241,49,1.0903426791277258:1,142,
576,670,372,384,49,66,163,99,244,49,1.09375:1,144,
582,664,372,390,47,65,162,94,248,48,1.0946372239747635:1,148,
588,660,372,394,45,65,161,86,255,48,1.1086261980830672:1,152,
594,655,372,399,45,65,161,82,252,50,1.1129032258064515:1,151,
600,646,372,408,43,65,159,78,252,49,1.125:1,151,
606,643,372,411,43,65,157,72,256,50,1.1362126245847175:1,153,
612,637,372,417,42,65,157,64,260,49,1.1447811447811447:1,154,
618,631,372,423,41,65,157,59,261,48,1.1609589041095891:1,154,
624,628,372,426,41,65,156,56,261,49,1.1655172413793105:1,154,
630,621,372,433,40,65,156,51,262,47,1.1713286713286712:1,155,
636,666,417,433,48,64,157,86,264,47,1.1277955271565496:1,156,
642,656,417,443,44,67,154,84,263,44,1.1229773462783172:1,155,
648,652,417,447,44,66,154,82,262,44,1.130718954248366:1,154,
654,651,417,448,44,66,154,78,264,45,1.1344262295081968:1,154,
660,646,417,453,43,65,154,75,266,43,1.1390728476821192:1,156,
666,644,417,455,42,64,154,74,266,44,1.1395348837209303:1,155,
672,643,417,456,42,64,154,72,268,43,1.1362126245847175:1,155,
678,636,417,463,40,64,153,67,270,42,1.1559322033898305:1,156,
684,633,417,466,39,64,153,65,270,42,1.1604095563139931:1,157,
690,629,417,470,39,64,153,63,268,42,1.1689655172413793:1,158,
696,623,417,476,39,64,152,60,266,42,1.1631944444444444:1,158,
702,618,417,481,39,64,152,59,265,39,1.168421052631579:1,159,
708,658,462,486,47,76,141,92,264,38,1.1363636363636365:1,159,
714,650,462,494,44,77,137,91,265,36,1.159468438538206:1,160,
720,644,462,500,44,77,135,90,263,35,1.1610738255033557:1,159,
726,641,462,503,43,76,135,87,265,35,1.1655405405405406:1,161,
732,638,462,506,43,76,134,85,265,35,1.1774744027303754:1,163,
738,631,462,513,42,74,133,84,264,34,1.1758620689655173:1,162,
744,626,462,518,41,74,133,84,260,34,1.181184668989547:1,160,
750,621,462,523,40,74,132,84,257,34,1.1943462897526502:1,160,
756,616,462,528,40,72,132,84,256,32,1.2078853046594982:1,160,
762,613,462,531,39,72,132,84,254,32,1.2129963898916967:1,160,
768,611,462,533,38,72,132,84,251,34,1.2057761732851986:1,157,
774,601,462,543,36,72,131,83,246,33,1.2342007434944238:1,156,
780,655,521,548,60,74,163,83,245,30,1.2743055555555556:1,156,
786,653,525,554,62,71,136,103,250,31,1.2912280701754386:1,159,
792,649,525,558,62,71,136,103,247,30,1.2852112676056338:1,157,
798,645,525,562,62,71,136,102,246,28,1.2872340425531914:1,156,
804,640,525,567,61,71,136,102,242,28,1.3021582733812949:1,155,
810,631,525,576,58,71,135,101,238,28,1.2945454545454544:1,152,
816,626,525,581,57,71,134,101,235,28,1.3099630996309963:1,152,
822,623,525,584,57,71,134,101,229,31,1.3159851301115242:1,148,
828,617,525,590,55,70,134,101,226,31,1.3283018867924528:1,148,
834,614,525,593,54,70,134,99,224,33,1.3169811320754716:1,147,
840,610,525,597,53,70,134,99,223,31,1.3106060606060606:1,146,
846,604,525,603,52,69,132,99,219,33,1.314176245210728:1,143,
852,646,569,605,95,69,131,99,219,33,1.298932384341637:1,143,
858,645,573,610,47,85,128,101,251,33,1.2791519434628975:1,157,
864,640,573,615,46,85,128,101,248,32,1.2939068100358424:1,157,
870,634,573,621,44,84,128,101,245,32,1.3054545454545454:1,156,
876,631,573,624,44,84,128,101,242,32,1.302919708029197:1,154,
882,628,573,627,44,84,128,101,241,30,1.3173431734317342:1,154,
888,625,573,630,43,84,128,101,239,30,1.3148148148148149:1,153,
894,622,573,633,43,84,127,101,236,31,1.3208955223880596:1,150,
900,615,573,640,40,84,127,101,232,31,1.3295454545454546:1,148,
906,613,573,642,40,84,127,101,228,33,1.3396946564885497:1,146,
912,612,573,643,40,84,127,100,227,34,1.3448275862068966:1,146,
918,606,573,649,40,83,127,100,223,33,1.3488372093023255:1,144,
924,604,573,651,40,83,127,99,222,33,1.3410852713178294:1,143,
930,641,615,656,42,89,127,98,252,33,1.3057553956834533:1,159,
936,640,615,657,42,89,127,98,252,32,1.3021582733812949:1,159,
942,633,615,664,40,89,127,98,249,30,1.3102189781021898:1,158,
948,628,615,669,38,89,127,98,246,30,1.325925925925926:1,158,
954,625,615,672,38,88,127,98,245,29,1.3234200743494424:1,158,
960,621,615,676,36,87,127,98,244,29,1.3258426966292134:1,158,
966,620,615,677,35,87,127,98,243,30,1.330827067669173:1,157,
972,616,615,681,35,86,127,97,240,31,1.3422053231939164:1,155,
978,614,615,683,35,86,127,96,239,31,1.3346007604562737:1,154,
984,606,615,691,34,85,126,96,237,28,1.3218390804597702:1,153,
990,604,615,693,33,85,126,96,236,28,1.323076923076923:1,152,
996,602,615,695,33,85,125,96,236,27,1.3333333333333333:1,152,
1002,652,667,697,52,72,144,95,260,29,1.2797202797202798:1,166,
1008,645,667,704,50,71,144,93,259,28,1.2872340425531914:1,167,
1014,640,667,709,49,71,144,93,254,29,1.3021582733812949:1,165,
1020,638,667,711,48,71,144,93,253,29,1.3032490974729243:1,165,
1026,633,667,716,46,69,143,93,253,29,1.3102189781021898:1,165,
1032,630,667,719,46,68,143,93,252,28,1.3076923076923077:1,164,
1038,628,667,721,46,68,143,93,251,27,1.3088235294117647:1,163,
1044,622,667,727,45,68,143,93,245,28,1.3295880149812733:1,162,
1050,621,667,728,45,68,143,93,244,28,1.3258426966292134:1,161,
1056,618,667,731,43,68,143,93,242,29,1.3233082706766917:1,159,
1062,615,667,734,41,68,142,93,242,29,1.3295454545454546:1,159,
1068,613,667,736,41,68,142,93,240,29,1.3307984790874525:1,158,
1074,659,720,743,52,73,147,90,271,26,1.3286219081272084:1,171,
1080,654,720,748,50,72,145,87,274,26,1.3274021352313168:1,174,
1086,650,720,752,49,72,143,86,274,26,1.3214285714285714:1,174,
1092,648,720,754,49,72,143,86,271,27,1.330935251798561:1,173,
1098,644,720,758,48,72,143,86,267,28,1.3418181818181818:1,172,
1104,643,720,759,48,72,143,86,267,27,1.3467153284671534:1,172,
1110,641,720,761,48,72,143,86,262,30,1.3394160583941606:1,167,
1116,633,720,769,46,72,141,85,258,31,1.3531598513011152:1,165,
1122,629,720,773,45,72,140,85,255,32,1.3646616541353382:1,164,
1128,625,720,777,43,72,140,85,253,32,1.349624060150376:1,162,
1134,623,720,779,41,72,140,85,252,33,1.3598484848484849:1,161,
1140,619,720,783,41,72,140,85,247,34,1.3625954198473282:1,159,
1146,657,765,790,49,76,137,90,272,33,1.3380782918149465:1,174,
1152,653,767,796,45,80,135,89,271,33,1.3238434163701067:1,172,
1158,650,767,799,44,80,135,89,268,34,1.3381294964028776:1,172,
1164,646,767,803,44,80,134,89,266,33,1.332129963898917:1,171,
1170,640,767,809,42,80,132,89,262,35,1.3529411764705883:1,169,
1176,635,767,814,42,79,132,89,260,33,1.3431734317343174:1,167,
1182,626,767,823,38,79,131,86,259,33,1.335820895522388:1,166,
1188,620,767,829,38,78,131,85,254,34,1.3484848484848484:1,163,
1194,616,767,833,37,77,131,85,252,34,1.3601532567049808:1,162,
1200,613,767,836,36,77,131,85,247,37,1.3667953667953667:1,161,
1206,607,767,842,36,77,131,85,244,34,1.380392156862745:1,159,
1212,606,767,843,36,77,131,85,243,34,1.3858267716535433:1,159,
1218,659,824,847,69,64,166,85,241,34,1.2881944444444444:1,157,
1224,656,824,850,57,73,143,86,263,34,1.3017543859649123:1,171,
1230,654,824,852,56,73,143,86,260,36,1.3028169014084507:1,168,
1236,652,824,854,56,73,143,86,257,37,1.3120567375886525:1,167,
1242,647,824,859,56,73,143,85,253,37,1.3107142857142857:1,165,
1248,641,824,865,56,73,142,85,247,38,1.3140794223826715:1,164,
1254,639,824,867,55,72,142,85,245,40,1.315217391304348:1,162,
1260,636,824,870,54,72,141,85,244,40,1.3211678832116789:1,162,
1266,633,824,873,53,71,141,85,242,41,1.3357933579335792:1,161,
1272,626,824,880,51,70,141,85,239,40,1.344569288389513:1,160,
1278,624,824,882,51,70,141,85,236,41,1.3458646616541354:1,157,
1284,621,824,885,49,70,141,85,235,41,1.3345864661654134:1,157,
1290,644,850,888,74,70,141,85,233,41,1.316546762589928:1,156,
1296,658,870,894,45,82,136,96,257,42,1.325088339222615:1,167,
1302,655,870,897,45,80,136,95,256,43,1.3392857142857142:1,166,
1308,649,870,903,42,80,136,95,251,45,1.3514492753623188:1,163,
1314,646,870,906,42,79,135,95,249,46,1.3576642335766422:1,163,
