Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area
6,229,148,2.4361702127659575,1.574468085106383,8.81531914893617,3.42404255319149,
12,222,155,2.3617021276595747,1.648936170212766,8.598297872340426,3.478297872340426,
18,214,163,2.276595744680851,1.7340425531914894,8.208936170212768,3.628297872340426,
24,203,174,2.1595744680851063,1.851063829787234,7.461276595744682,3.7465957446808504,
30,200,177,2.127659574468085,1.8829787234042554,7.3410638297872355,3.810425531914893,
36,194,183,2.0638297872340425,1.946808510638298,6.954893617021279,3.9178723404255322,
42,194,183,2.0638297872340425,1.946808510638298,6.880425531914896,3.9880851063829788,
48,192,185,2.0425531914893615,1.9680851063829787,6.75276595744681,4.054042553191489,
54,186,191,1.9787234042553192,2.0319148936170213,6.55872340425532,4.199787234042552,
60,183,194,1.946808510638298,2.0638297872340425,6.421489361702129,4.27531914893617,
66,182,195,1.9361702127659575,2.074468085106383,6.352340425531916,4.29127659574468,
72,180,197,1.9148936170212767,2.095744680851064,6.209787234042555,4.402978723404255,
78,176,201,1.872340425531915,2.1382978723404253,6.069361702127661,4.466808510638297,
84,170,207,1.8085106382978724,2.202127659574468,5.712978723404256,4.564680851063828,
90,169,208,1.797872340425532,2.2127659574468086,5.691702127659576,4.575319148936169,
96,163,214,1.7340425531914894,2.276595744680851,5.42808510638298,4.734042553191488,
102,159,218,1.6914893617021276,2.3191489361702127,5.257872340425532,4.874468085106382,
108,158,219,1.6808510638297873,2.3297872340425534,5.226382978723405,4.7981914893617015,
114,154,223,1.6382978723404256,2.372340425531915,5.048723404255319,4.8471276595744675,
120,147,230,1.5638297872340425,2.4468085106382977,4.834893617021277,4.9424468085106374,
126,146,231,1.553191489361702,2.4574468085106385,4.802978723404255,4.953085106382978,
132,146,231,1.553191489361702,2.4574468085106385,4.760425531914894,4.931808510638297,
138,144,233,1.5319148936170213,2.478723404255319,4.687234042553191,4.910744680851064,
144,143,234,1.5212765957446808,2.4893617021276597,4.6411702127659575,4.932021276595744,
150,138,239,1.4680851063829787,2.5425531914893615,4.355,4.97031914893617,
156,138,239,1.4680851063829787,2.5425531914893615,4.304468085106383,4.992127659574468,
162,134,243,1.425531914893617,2.5851063829787235,4.176808510638298,5.117659574468085,
168,133,244,1.4148936170212767,2.595744680851064,4.123617021276596,5.1708510638297875,
174,131,246,1.3936170212765957,2.617021276595745,4.039574468085107,5.1860638297872335,
180,129,248,1.372340425531915,2.6382978723404253,3.950212765957447,5.243510638297872,
186,126,251,1.3404255319148937,2.6702127659574466,3.8661702127659576,5.237127659574468,
192,125,252,1.3297872340425532,2.6808510638297873,3.8214893617021275,5.226489361702127,
198,121,256,1.2872340425531914,2.723404255319149,3.6579787234042556,5.322234042553191,
204,120,257,1.2765957446808511,2.734042553191489,3.6164893617021283,5.323297872340425,
210,119,258,1.2659574468085106,2.74468085106383,3.5632978723404256,5.323297872340425,
216,116,261,1.2340425531914894,2.776595744680851,3.463510638297873,5.390531914893616,
222,116,261,1.2340425531914894,2.776595744680851,3.4124468085106385,5.390531914893616,
228,116,261,1.2340425531914894,2.776595744680851,3.4462765957446813,5.403085106382978,
