Steps,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated,
408,379,24,14,5,155,40,93,79
408,388,36,18,7,154,36,92,76
408,378,24,15,5,142,34,92,90
408,379,24,15,6,149,36,92,82
408,377,20,12,5,147,36,93,89
408,393,28,5,5,159,39,95,83
408,384,27,13,5,152,39,93,82
408,384,30,16,5,148,36,88,84
408,378,24,16,7,145,28,92,88
408,379,29,21,4,148,35,86,82
408,374,20,15,6,143,32,92,89
408,382,25,13,6,151,31,92,83
408,380,21,10,4,149,39,93,89
408,374,26,20,5,142,37,86,85
408,389,34,16,5,146,34,90,86
408,381,26,15,8,142,33,94,89
408,378,23,14,6,146,37,88,87
408,384,28,14,4,155,36,91,79
414,389,30,12,7,148,35,92,86
414,379,23,13,7,148,35,92,87
414,386,28,13,5,147,35,90,88
414,392,38,17,5,150,38,90,80
414,384,30,14,7,145,30,92,87
414,391,31,10,4,148,35,94,88
414,385,29,13,4,153,37,91,85
414,389,27,8,5,158,37,94,82
414,380,25,13,3,149,39,89,84
414,375,21,17,3,142,35,87,88
414,386,27,12,8,148,30,96,87
414,385,30,14,7,151,35,93,84
414,380,25,14,5,155,40,93,79
414,389,37,18,7,154,35,92,76
414,381,27,15,5,142,34,92,90
414,379,24,15,6,149,36,92,82
414,379,23,13,5,146,36,92,89
414,394,29,5,5,159,39,95,83
414,384,27,13,5,152,39,93,82
414,384,30,16,5,148,36,88,84
414,377,24,17,7,143,28,91,89
414,379,29,21,4,148,35,86,82
414,375,21,15,6,143,32,92,89
414,382,25,13,6,151,31,92,83
414,380,22,11,4,148,39,93,89
414,374,26,20,5,142,37,86,85
414,391,36,16,5,146,34,90,86
414,381,26,15,8,143,34,94,88
414,379,24,14,6,146,37,88,87
414,384,28,14,4,155,36,91,79
420,389,30,12,7,148,35,92,86
420,379,23,13,7,148,35,92,87
420,386,28,13,5,147,35,90,88
420,391,38,18,5,149,38,89,80
420,384,30,14,7,145,30,92,87
420,390,31,11,4,147,35,93,88
420,386,30,13,4,153,37,91,85
420,389,27,8,5,158,37,94,82
420,380,25,13,4,149,38,90,84
420,375,21,17,3,143,35,87,87
420,385,27,13,8,147,29,95,87
420,385,30,14,8,151,35,94,84
420,380,26,14,5,154,40,93,80
420,389,38,19,7,153,35,91,76
420,381,27,15,5,143,34,92,89
420,378,24,16,6,148,36,91,82
420,379,24,14,5,145,36,92,89
420,394,29,5,6,159,38,96,83
420,385,28,13,5,152,39,93,82
420,384,30,16,5,148,36,88,84
420,377,24,17,7,143,28,91,89
420,379,29,21,4,147,35,86,83
420,375,21,15,6,143,32,92,89
420,382,25,13,6,151,31,92,83
420,379,22,11,4,146,39,93,91
420,374,26,20,5,142,37,86,85
420,392,37,16,5,146,34,90,86
420,381,26,15,8,143,34,94,88
420,379,24,14,6,146,37,88,87
420,384,29,15,4,154,36,90,79
426,389,30,12,7,149,36,92,85
426,380,24,13,7,148,35,92,87
426,386,28,13,5,148,35,90,87
426,391,38,18,6,148,38,90,81
426,385,31,14,7,145,30,92,87
426,391,32,11,4,146,35,93,89
426,386,30,13,4,153,37,91,85
426,389,27,8,5,158,37,94,82
426,380,25,13,4,149,38,90,84
426,375,21,17,3,144,36,87,86
426,386,28,13,8,147,29,95,87
426,385,30,14,8,151,35,94,84
426,381,27,14,6,154,39,94,80
426,389,38,19,7,153,35,91,76
426,382,28,15,5,143,34,92,89
426,378,24,16,6,148,36,91,82
426,379,25,15,5,144,36,92,89
426,394,29,5,6,158,38,96,84
426,385,28,13,5,152,39,93,82
426,383,30,17,5,147,36,88,84
426,377,24,17,7,143,28,91,89
426,379,29,21,5,148,36,87,82
426,375,21,15,6,143,32,92,89
426,381,25,14,6,150,31,92,83
426,379,22,11,4,146,39,93,91
426,373,26,21,5,142,38,86,84
426,392,38,17,6,145,33,91,86
426,382,27,15,8,143,34,94,88
426,381,26,14,6,146,37,88,87
426,384,29,15,4,154,36,90,79
432,390,31,12,7,149,36,92,85
432,380,26,15,7,146,35,92,87
432,386,28,13,5,148,35,90,87
432,391,38,18,6,148,37,90,81
432,385,31,14,7,144,30,92,88
432,391,32,11,4,146,35,93,89
432,386,30,13,5,153,36,92,85
432,389,27,8,5,158,37,94,82
432,380,25,13,4,150,38,90,83
432,375,21,17,3,144,36,87,86
432,387,29,13,8,147,29,95,87
432,385,31,15,8,149,35,94,85
432,381,27,14,6,154,39,94,80
432,388,38,20,7,152,35,90,76
432,382,28,15,5,143,34,92,89
432,378,25,17,6,147,36,91,82
432,381,27,15,5,144,36,92,89
432,394,29,5,6,158,38,96,84
432,385,28,13,5,152,39,93,82
432,383,30,17,5,148,37,88,83
432,376,24,18,7,141,28,91,90
432,379,29,21,5,148,36,87,82
432,375,21,15,6,143,32,92,89
432,381,25,14,6,150,31,92,83
432,379,22,11,5,146,38,94,91
432,373,26,21,5,142,38,86,84
432,392,38,17,6,145,33,91,86
432,383,28,15,8,143,34,94,88
432,381,26,14,6,146,37,88,87
432,384,29,15,4,154,36,90,79
438,390,32,13,7,147,42,92,85
438,380,26,15,7,145,42,92,87
438,387,29,13,6,146,41,91,88
438,392,39,18,6,147,45,90,81
438,385,31,14,7,143,37,92,88
438,391,32,11,4,145,42,93,89
438,387,31,13,5,151,43,92,86
438,389,27,8,5,157,44,94,82
438,380,25,13,5,149,44,91,83
438,376,22,17,5,143,40,89,86
438,388,30,13,8,146,36,95,87
438,385,31,15,8,146,42,94,87
438,380,27,15,6,152,44,93,80
438,389,39,20,8,151,41,91,76
438,382,28,15,5,142,40,92,89
438,379,26,17,6,146,43,91,82
438,381,27,15,5,143,42,92,89
438,394,29,5,8,158,45,98,83
438,384,28,14,5,150,47,92,82
438,383,30,17,5,147,44,88,83
438,377,25,18,7,140,36,91,90
438,381,31,21,7,147,41,89,82
438,376,22,15,6,142,39,92,89
438,382,26,14,6,150,40,92,82
438,380,23,11,5,145,45,94,91
438,372,26,22,5,139,43,85,85
438,392,38,17,6,144,41,91,86
438,382,28,16,8,141,42,94,88
438,383,28,14,6,145,43,88,87
438,384,29,15,4,153,44,90,79
444,390,32,13,7,147,42,92,85
444,379,26,16,7,144,42,91,87
444,386,29,14,7,145,40,92,88
444,391,39,19,7,146,44,91,81
444,385,31,14,7,142,37,92,89
444,391,32,11,5,145,41,94,89
444,387,31,13,5,151,43,92,86
444,387,27,10,5,155,44,93,82
444,380,25,13,5,149,44,91,83
444,374,22,19,5,141,40,88,86
444,389,31,13,8,147,36,95,86
444,385,31,15,8,145,42,94,88
444,379,27,16,6,151,44,93,80
444,389,39,20,8,151,41,91,76
444,383,29,15,5,142,40,92,89
444,380,27,17,6,146,43,91,82
444,381,27,15,5,143,42,92,89
444,395,30,5,8,158,45,98,83
444,384,28,14,6,149,46,93,83
444,381,30,19,5,145,44,87,83
444,377,25,18,7,140,36,91,90
444,382,32,21,7,147,41,89,82
444,376,22,15,6,142,39,92,89
444,384,28,14,6,150,40,92,82
444,380,23,11,5,145,45,94,91
444,373,27,22,5,139,43,85,85
444,393,39,17,6,144,41,91,86
444,384,30,16,8,140,42,94,89
444,383,28,14,7,145,42,89,87
444,384,29,15,6,152,42,92,80
450,390,32,13,7,147,42,92,85
450,379,26,16,7,144,42,91,87
450,384,29,16,7,143,40,92,88
450,391,39,19,7,145,44,91,82
450,385,32,15,7,140,37,92,90
450,391,32,11,5,145,41,94,89
450,387,31,13,5,151,43,92,86
450,387,27,10,5,155,44,93,82
450,380,25,13,5,149,44,91,83
450,374,22,19,5,140,40,88,87
450,389,31,13,9,147,36,96,86
450,385,31,15,8,145,42,94,88
450,379,27,16,6,151,44,93,80
450,389,39,20,8,151,41,91,76
450,382,29,16,5,141,40,91,89
450,380,27,17,6,146,43,91,82
450,382,28,15,5,142,42,92,90
450,395,30,5,8,158,45,98,83
450,384,28,14,6,149,46,93,83
450,381,30,19,5,145,44,87,83
450,376,25,18,7,139,36,91,91
450,382,32,21,8,147,40,90,82
450,376,22,15,7,142,38,93,89
450,385,29,14,6,149,40,92,83
450,380,23,11,5,145,45,94,91
450,372,27,23,5,139,43,85,84
450,393,39,17,6,144,41,91,86
450,384,30,16,8,140,42,94,89
450,382,28,15,7,144,42,88,87
450,385,30,15,6,152,42,92,80
456,390,32,13,7,146,42,92,86
456,378,26,17,7,142,42,91,88
456,384,29,16,7,143,40,92,88
456,392,40,19,8,145,44,92,82
456,384,32,16,7,139,37,91,90
456,390,32,12,5,144,41,93,89
456,387,31,13,5,150,43,92,87
456,387,27,10,5,155,44,93,82
456,382,27,13,5,149,44,91,83
456,374,22,19,5,140,40,88,87
456,389,31,13,9,147,35,96,86
456,385,31,15,8,145,42,94,88
456,379,27,16,6,151,44,93,80
456,389,39,20,8,151,41,91,76
456,382,29,16,6,141,39,92,89
456,380,27,17,6,146,43,91,82
456,382,28,15,5,142,42,92,90
456,397,32,5,8,157,45,98,84
456,383,28,15,8,148,44,95,83
456,380,30,20,5,144,44,87,83
456,376,26,19,7,138,36,91,91
456,383,33,21,8,146,40,90,83
456,376,22,15,7,142,38,93,89
456,385,29,14,6,149,40,92,83
456,380,23,11,5,144,45,94,92
456,372,27,23,5,139,43,85,84
456,393,39,17,8,143,39,93,87
456,384,30,16,8,140,42,94,89
456,381,28,16,8,143,41,89,87
456,384,30,16,7,151,41,93,80
462,391,33,13,8,146,41,93,86
462,378,26,17,7,142,42,91,88
462,384,29,16,7,142,40,92,89
462,392,40,19,8,144,43,92,83
462,384,32,16,7,139,37,91,90
462,390,32,12,5,143,41,93,90
462,387,31,13,5,150,43,92,87
462,387,27,10,6,155,43,94,82
462,382,27,13,6,150,44,92,82
462,374,22,19,5,140,40,88,87
462,389,31,13,9,148,35,96,85
462,385,31,15,8,145,42,94,88
462,379,27,16,6,151,44,93,80
462,391,41,20,8,151,41,91,76
462,384,31,16,7,141,38,93,89
462,379,27,18,6,144,43,91,83
462,382,28,15,5,142,42,92,90
462,397,32,5,8,157,45,98,84
462,383,28,15,8,148,44,95,83
462,380,31,21,5,143,44,87,83
462,376,26,19,7,138,36,91,91
462,383,33,21,8,146,40,90,83
462,375,22,16,8,141,37,93,89
462,384,29,15,6,148,40,92,83
462,380,23,11,5,144,45,94,92
462,372,27,23,6,138,42,86,85
462,393,39,17,8,143,39,93,87
462,383,30,17,8,139,42,94,89
462,381,28,16,9,143,40,90,87
462,385,31,16,7,151,41,93,80
468,391,33,13,8,147,42,93,85
468,378,26,17,7,142,42,91,88
468,384,29,16,7,143,41,92,88
468,392,40,19,8,144,43,92,83
468,385,33,16,7,138,37,91,91
468,389,32,13,5,141,41,93,91
468,387,31,13,5,150,43,92,87
468,387,27,10,6,155,43,94,82
468,382,28,14,6,147,44,92,84
468,374,22,19,5,139,40,88,88
468,389,31,13,9,148,35,96,85
468,386,32,15,8,144,42,94,89
468,380,29,17,6,150,44,93,81
468,391,41,20,8,151,41,91,76
468,384,31,16,8,141,37,94,89
468,380,29,19,6,143,43,91,83
468,382,28,15,5,142,42,92,90
468,399,34,5,8,157,45,98,84
468,383,28,15,8,148,44,95,83
468,380,31,21,5,143,44,87,83
468,377,27,19,7,138,36,91,91
468,384,34,21,9,146,39,91,83
468,375,22,16,8,141,37,93,89
468,384,29,15,6,147,40,92,84
468,380,23,11,6,144,45,95,92
468,372,28,24,6,137,42,86,85
468,394,40,17,8,143,39,93,87
468,384,31,17,8,140,43,94,88
468,382,29,16,9,143,40,90,87
468,387,34,16,7,150,41,93,81
474,392,34,13,8,147,42,93,85
474,377,26,18,7,141,42,91,88
474,384,29,16,8,141,40,93,90
474,392,40,19,8,144,43,92,83
474,385,33,16,8,138,36,92,91
474,390,33,13,5,141,41,93,91
474,388,32,13,5,149,43,92,88
474,387,27,10,6,155,43,94,82
474,383,30,15,6,146,44,91,84
474,374,23,20,7,137,38,89,89
474,389,31,13,9,148,35,96,85
474,386,32,15,8,144,42,94,89
474,379,29,18,6,149,44,93,81
474,391,41,20,8,150,41,91,77
474,385,32,16,8,141,37,94,89
474,380,29,19,6,143,43,91,83
474,383,29,15,5,142,42,92,90
474,399,34,5,8,158,46,98,83
474,383,28,15,9,148,43,96,83
474,380,31,21,6,143,43,88,83
474,377,27,19,7,138,36,91,91
474,386,36,21,9,146,39,91,83
474,375,22,16,8,141,37,93,89
474,384,29,15,6,146,40,92,85
474,381,24,11,6,144,45,95,92
474,372,28,24,6,137,42,86,85
474,394,40,17,8,142,39,93,88
474,384,31,17,8,140,43,94,88
474,382,29,16,9,143,40,90,87
474,387,34,16,7,150,41,93,81
480,393,35,13,8,147,42,93,85
480,378,27,18,9,142,42,93,87
480,384,29,16,8,141,40,93,90
480,392,40,19,8,143,43,92,84
480,385,33,16,8,138,36,92,91
480,389,33,14,5,140,41,92,91
480,388,32,13,5,148,43,92,89
480,387,27,10,6,155,43,94,82
480,383,30,15,6,147,44,91,83
480,374,23,20,7,137,38,89,89
480,389,31,13,9,148,35,96,85
480,386,32,15,8,143,42,94,90
480,378,29,19,6,149,44,93,81
480,391,41,20,8,150,41,91,77
480,385,32,16,8,141,37,94,89
480,380,29,19,6,143,43,91,83
480,383,29,15,6,141,41,93,91
480,400,35,5,8,158,46,98,83
480,384,29,15,10,148,42,97,83
480,380,31,21,6,144,44,88,82
480,375,27,21,7,135,36,90,92
480,385,36,22,9,144,39,90,84
480,375,22,16,8,141,37,93,89
480,382,29,17,6,144,40,91,85
480,381,24,11,6,144,45,95,92
480,372,28,24,6,137,42,86,85
480,393,40,18,8,141,39,93,88
480,384,31,17,8,141,44,94,87
480,382,29,16,9,143,40,90,87
480,388,35,16,7,150,41,93,81
486,393,35,13,8,147,42,93,85
486,378,27,18,9,142,41,93,87
486,384,29,16,8,141,40,93,90
486,393,41,19,8,143,43,92,84
486,386,34,16,8,138,36,92,91
486,390,34,14,6,140,40,93,91
486,387,32,14,5,147,43,92,89
486,387,27,10,6,155,43,94,82
486,383,30,15,6,147,44,91,83
486,373,23,21,7,136,38,88,89
486,390,32,13,9,147,35,96,86
486,385,32,16,8,140,42,94,92
486,378,29,19,6,148,44,93,82
486,392,42,20,8,150,41,91,77
486,385,32,16,8,141,37,94,89
486,380,29,19,7,142,42,92,84
486,383,29,15,6,140,41,93,92
486,401,36,5,8,158,46,98,83
486,384,30,16,10,147,42,97,83
486,380,31,21,6,144,44,88,82
486,375,27,21,8,135,35,91,92
486,385,37,23,9,143,39,89,84
486,376,23,16,8,141,38,93,89
486,382,29,17,6,143,40,91,86
486,381,24,11,6,144,45,95,92
486,371,28,25,6,136,42,86,85
486,394,41,18,9,141,38,94,88
486,384,32,18,8,140,44,94,87
486,382,29,16,9,143,40,90,87
486,388,35,16,8,150,40,94,81
492,393,35,13,8,147,42,93,85
492,379,29,19,9,141,41,92,87
492,384,29,16,8,140,40,93,91
492,392,41,20,8,142,43,92,84
492,387,35,16,8,138,36,92,91
492,390,34,14,6,140,40,93,91
492,386,32,15,6,146,42,93,89
492,387,27,10,6,156,44,94,81
492,383,30,15,6,147,44,91,83
492,374,24,21,7,135,38,88,90
492,390,32,13,9,147,35,96,86
492,386,33,16,8,140,42,94,92
492,377,29,19,7,146,44,94,84
492,392,42,20,8,150,41,91,77
492,385,32,16,9,141,36,95,89
492,379,29,20,7,141,42,92,84
492,383,29,15,6,139,41,93,93
492,401,36,5,8,158,46,98,83
492,386,32,16,10,147,42,97,83
492,381,32,21,8,144,42,90,82
492,374,27,22,8,133,35,90,93
492,384,37,24,9,143,39,89,83
492,377,24,16,8,140,38,93,90
492,382,29,17,6,143,40,91,86
492,383,26,11,6,144,45,95,92
492,371,28,25,6,135,42,86,86
492,394,41,18,9,141,38,94,88
492,383,32,19,8,139,44,93,87
492,383,30,16,9,144,40,90,86
492,388,35,16,8,151,41,94,80
498,395,37,13,8,147,42,93,85
498,379,29,19,10,141,40,93,87
498,384,29,16,8,140,40,93,91
498,392,41,20,8,141,43,92,85
498,387,35,16,10,138,34,94,91
498,391,35,14,6,140,40,93,91
498,386,32,15,6,146,42,93,89
498,386,27,11,7,154,43,94,82
498,383,30,15,6,147,44,91,83
498,373,24,22,7,135,39,87,89
498,390,32,13,9,147,35,96,86
498,385,33,17,9,140,42,94,91
498,376,29,19,7,145,44,94,85
498,392,42,20,8,149,41,91,78
498,385,32,16,9,141,36,95,89
498,378,29,21,7,140,42,92,84
498,384,30,15,6,139,41,93,93
498,402,37,5,8,158,46,98,83
498,387,33,16,10,146,42,97,84
498,382,33,21,9,144,41,91,82
498,373,27,23,8,134,36,89,91
498,385,38,24,10,143,38,90,83
498,377,24,16,8,140,38,93,90
498,383,30,17,6,143,40,91,86
498,383,26,11,6,144,45,95,92
498,371,28,25,6,135,42,86,86
498,395,42,18,9,140,38,94,89
498,382,32,20,8,139,45,93,86
498,384,31,16,9,144,40,90,86
498,388,36,17,9,150,40,95,80
504,395,37,13,8,147,42,93,85
504,380,31,20,10,140,40,92,87
504,383,29,17,8,139,40,92,91
504,392,41,20,8,141,43,92,85
504,387,35,16,10,138,34,94,91
504,391,35,14,6,140,40,93,91
504,387,33,15,6,146,42,93,89
504,386,27,11,7,154,43,94,82
504,383,30,15,6,146,44,91,84
504,376,27,22,7,134,39,87,90
504,391,33,13,9,147,35,96,86
504,385,33,17,9,140,42,94,91
504,377,30,19,7,145,44,94,85
504,393,43,20,8,148,41,91,79
504,385,32,16,9,140,36,95,90
504,378,29,21,8,140,41,93,84
504,384,30,15,6,139,41,93,93
504,402,37,5,8,158,46,98,83
504,389,35,16,10,146,42,97,84
504,382,33,21,9,143,41,91,83
504,373,27,23,8,134,36,89,91
504,385,38,24,10,143,38,90,83
504,380,27,16,8,140,38,93,90
504,381,30,19,7,141,40,92,86
504,382,26,12,6,143,45,95,92
504,371,28,25,6,135,42,86,86
504,395,42,18,9,139,38,94,90
504,384,34,20,9,138,44,94,87
504,384,31,16,9,144,40,90,86
504,389,37,17,9,150,40,95,80
510,395,37,13,8,148,42,93,84
510,380,31,20,10,140,40,92,87
510,384,30,17,8,139,40,92,91
510,392,41,20,8,141,43,92,85
510,387,35,16,10,139,34,94,90
510,392,36,14,7,140,39,94,91
510,386,33,16,6,145,42,93,89
510,387,28,11,7,153,43,94,83
510,383,30,15,6,146,44,91,84
510,375,27,23,8,133,38,87,90
510,391,33,13,9,147,35,96,86
510,386,34,17,9,140,42,94,91
510,378,32,20,7,143,44,94,86
510,392,43,21,8,147,41,90,79
510,387,34,16,9,140,36,95,90
510,380,31,21,9,140,40,94,84
510,383,30,16,6,138,41,93,93
510,402,37,5,8,158,46,98,83
510,388,36,18,10,143,42,97,85
510,382,33,21,9,144,42,91,82
510,373,27,23,8,134,36,89,91
510,385,38,24,10,143,38,90,83
510,380,27,16,9,140,37,94,90
510,381,30,19,7,141,39,92,86
510,382,26,12,6,143,45,95,92
510,370,28,26,6,134,42,85,86
510,394,42,19,9,139,38,94,90
510,384,34,20,9,138,44,94,87
510,385,33,17,9,142,40,89,87
510,388,37,18,9,149,40,94,80
516,395,37,13,8,147,42,93,84
516,381,32,20,10,139,41,92,87
516,384,30,17,8,139,42,92,90
516,393,42,20,8,140,44,92,85
516,387,35,16,10,138,35,94,90
516,391,36,15,7,138,40,94,91
516,386,33,16,6,144,43,93,89
516,387,28,11,7,152,44,94,84
516,383,30,15,6,145,44,91,84
516,374,27,24,8,129,39,87,92
516,393,35,13,9,146,36,96,87
516,386,34,17,9,139,43,94,91
516,378,32,20,7,142,45,94,86
516,392,43,21,9,145,41,91,80
516,388,35,16,9,140,37,95,90
516,379,31,22,11,138,40,96,84
516,384,31,16,6,136,42,93,94
516,402,37,5,8,157,47,98,83
516,389,37,18,10,141,42,97,86
516,381,33,22,9,142,43,90,82
516,373,27,23,8,133,37,89,91
516,384,38,25,10,140,39,90,83
516,380,27,16,9,138,38,94,91
516,381,30,19,7,139,40,92,87
516,382,26,12,6,142,45,95,92
516,369,28,27,6,132,43,85,86
516,395,43,19,9,138,39,94,90
516,384,35,21,9,137,46,94,86
516,384,33,18,9,140,41,89,87
516,388,37,18,9,145,41,94,83
522,395,37,13,8,147,42,93,84
522,381,32,20,10,139,41,92,87
522,385,31,17,9,139,41,93,90
522,393,42,20,9,140,43,93,85
522,388,36,16,10,138,35,94,90
522,391,36,15,7,138,40,94,91
522,387,34,16,6,144,43,93,89
522,388,29,11,7,151,44,94,85
522,383,30,15,6,145,44,91,84
522,374,27,24,8,129,39,87,92
522,393,35,13,10,146,36,97,87
522,385,34,18,9,138,43,94,91
522,378,32,20,7,143,46,94,85
522,392,43,21,9,145,41,91,80
522,389,36,16,9,140,37,95,90
522,380,32,22,11,138,40,96,84
522,384,31,16,6,136,42,93,94
522,402,37,5,8,157,47,98,83
522,390,38,18,10,141,42,97,86
522,381,33,22,9,142,43,90,82
522,373,27,23,8,133,37,89,91
522,384,39,26,10,139,39,89,83
522,380,27,16,9,138,38,94,91
522,381,30,19,8,139,39,93,87
522,382,26,12,6,143,45,95,91
522,369,28,27,6,132,43,85,86
522,396,44,19,9,138,39,94,90
522,384,36,22,9,135,46,94,87
522,384,33,18,9,140,41,89,87
522,388,37,18,9,145,41,94,83
528,395,37,13,8,147,42,93,84
528,381,33,21,10,138,41,92,87
528,385,32,18,9,138,41,92,90
528,393,42,20,9,140,43,93,85
528,387,37,18,11,137,35,94,89
528,392,37,15,7,138,40,94,91
528,388,35,16,7,144,42,94,89
528,387,29,12,7,150,44,93,85
528,383,30,15,6,145,44,91,84
528,374,27,24,8,129,39,87,92
528,393,35,13,10,146,36,97,87
528,384,34,19,10,137,42,94,91
528,378,32,20,7,143,46,94,85
528,391,43,22,9,143,41,91,81
528,389,36,16,9,140,37,95,90
528,380,32,22,12,138,39,97,84
528,385,32,16,6,136,42,93,94
528,402,37,5,8,157,47,98,83
528,390,39,19,11,140,41,97,86
528,381,33,22,9,142,43,90,82
528,373,27,23,8,133,37,89,91
528,385,40,26,11,139,39,90,83
528,381,28,16,9,138,38,94,91
528,382,31,19,8,139,39,93,87
528,382,26,12,7,143,44,96,91
528,368,28,28,6,131,43,84,86
528,396,44,19,9,138,39,94,90
528,385,37,22,9,135,46,94,87
528,385,34,18,9,139,41,89,88
528,388,37,18,10,144,40,95,84
534,395,37,13,8,147,42,93,84
534,382,34,21,11,138,41,93,87
534,385,32,18,9,138,41,92,90
534,394,43,20,9,140,43,93,85
534,386,37,19,11,136,35,93,89
534,393,38,15,7,138,40,94,91
534,388,35,16,8,144,41,95,89
534,387,29,12,7,149,44,93,86
534,383,30,15,6,145,44,91,84
534,375,28,24,8,129,39,87,92
534,395,37,13,10,146,36,97,87
534,384,34,19,10,137,42,94,91
534,378,32,20,7,143,46,94,85
534,391,43,22,9,143,41,91,81
534,389,36,16,9,139,37,95,91
534,379,32,23,12,137,39,96,84
534,385,32,16,6,136,42,93,94
534,403,38,5,8,158,48,98,82
534,390,40,20,11,139,41,96,86
534,381,33,22,11,142,41,92,82
534,372,27,24,8,132,37,89,91
534,385,40,26,11,139,39,90,83
534,381,28,16,9,138,38,94,91
534,382,31,19,8,139,39,93,87
534,382,26,12,7,144,45,96,90
534,368,28,28,8,130,43,86,87
534,396,44,19,9,138,39,94,90
534,385,37,22,9,135,46,94,87
534,385,34,18,9,139,41,89,88
534,388,37,18,10,144,40,95,84
540,393,37,15,9,146,41,93,84
540,382,34,21,11,138,40,93,87
540,386,33,18,9,138,41,92,90
540,395,44,20,9,140,43,93,85
540,386,37,19,12,135,34,94,90
540,393,38,15,7,138,40,94,91
540,388,36,17,8,143,41,95,89
540,389,31,12,7,148,44,93,87
540,384,31,15,6,145,44,91,84
540,375,28,24,8,129,39,87,92
540,395,37,13,10,146,36,97,87
540,384,34,19,10,137,42,94,91
540,378,32,20,7,143,46,94,85
540,391,43,22,10,143,40,92,81
540,390,37,16,10,139,36,96,91
540,379,32,23,12,137,39,96,84
540,384,32,17,6,135,42,92,94
540,404,39,5,8,158,48,98,82
540,391,41,20,11,140,41,96,85
540,381,33,22,11,142,41,92,82
540,372,27,24,8,132,37,89,91
540,386,41,26,11,139,39,90,83
540,381,28,16,9,138,38,94,91
540,382,31,19,8,139,39,93,87
540,381,26,13,7,143,45,96,90
540,367,28,29,8,129,42,86,87
540,397,45,19,9,138,39,94,90
540,386,38,22,9,135,46,94,87
540,385,34,18,9,139,41,89,88
540,389,38,18,10,144,40,95,84
546,394,38,15,10,145,40,94,85
546,383,35,21,11,137,40,93,88
546,387,34,18,9,138,41,92,90
546,395,44,20,9,140,43,93,85
546,386,37,19,12,135,34,94,90
546,393,38,15,11,138,36,98,91
546,388,36,17,9,143,40,96,89
546,389,31,12,8,148,43,94,87
546,384,31,15,7,145,45,92,83
546,375,28,24,8,128,39,87,93
546,396,38,13,10,146,36,97,87
546,384,34,19,10,137,42,94,91
546,377,32,21,7,142,46,93,85
546,391,43,22,10,143,40,92,81
546,389,37,17,10,138,36,95,91
546,380,34,24,12,137,40,95,83
546,383,33,18,6,133,42,91,95
546,404,40,6,8,157,48,98,82
546,392,42,20,11,140,41,96,85
546,380,33,23,11,141,41,92,82
546,372,27,24,8,132,37,89,91
546,388,43,26,11,139,39,90,83
546,383,30,16,9,138,38,94,91
546,382,31,19,8,139,39,93,87
546,382,27,13,7,143,45,96,90
546,367,28,29,8,129,42,86,87
546,397,45,19,9,138,39,94,90
546,386,38,22,10,135,45,95,87
546,385,34,18,9,139,41,89,88
546,391,40,18,11,144,39,96,84
552,393,38,16,10,144,40,94,85
552,382,35,22,11,136,40,92,88
552,389,36,18,9,136,41,92,92
552,394,44,21,10,140,43,93,84
552,387,38,19,12,136,35,94,89
552,393,38,15,11,138,36,98,91
552,388,36,17,9,143,40,96,89
552,389,31,12,9,148,42,95,87
552,385,32,15,7,145,45,92,83
552,376,29,24,8,128,39,87,93
552,396,38,13,11,146,35,98,87
552,384,34,19,10,137,42,94,91
552,377,32,21,7,141,46,93,86
552,391,43,22,11,143,39,93,81
552,389,37,17,11,138,35,96,91
552,381,35,24,12,137,40,95,83
552,383,33,18,6,133,42,91,95
552,405,41,6,8,157,49,98,81
552,391,42,21,11,139,41,95,85
552,382,35,23,12,141,40,93,82
552,372,27,24,8,132,37,89,91
552,388,43,26,11,139,39,90,83
552,383,30,16,9,138,38,94,91
552,380,31,21,8,137,39,93,87
552,384,29,13,7,143,45,96,90
552,367,28,29,8,129,42,86,87
552,396,45,20,9,138,40,93,89
552,386,38,22,10,135,45,95,87
552,385,34,18,9,139,41,89,88
552,390,40,19,11,143,39,95,84
558,393,38,16,10,144,40,94,85
558,382,35,22,11,136,40,92,88
558,389,36,18,9,136,41,92,92
558,395,45,21,10,139,43,93,85
558,388,39,19,12,136,35,94,89
558,393,38,15,11,138,36,98,91
558,388,36,17,10,143,39,97,89
558,389,31,12,9,148,42,95,87
558,385,32,15,7,145,45,92,83
558,375,29,25,8,127,39,86,93
558,396,38,13,11,146,35,98,87
558,383,34,20,10,136,42,94,91
558,376,32,22,7,140,46,92,86
558,391,43,22,11,143,39,93,81
558,390,38,17,11,138,35,96,91
558,381,35,24,12,137,40,95,83
558,384,34,18,7,133,41,92,95
558,405,41,6,8,157,49,98,81
558,391,42,21,11,139,41,95,85
558,382,35,23,12,141,40,93,82
558,373,28,24,8,132,37,89,91
558,387,43,26,11,139,40,90,83
558,385,32,16,10,138,37,95,91
558,380,31,21,8,137,39,93,87
558,384,29,13,7,143,45,96,90
558,367,28,29,8,128,42,86,88
558,395,45,21,9,137,40,93,89
558,385,38,23,11,134,44,95,87
558,384,34,19,9,138,41,88,88
558,391,41,19,11,142,39,95,85
564,394,39,16,10,144,40,94,85
564,382,35,22,11,136,40,92,88
564,390,38,19,9,135,41,92,92
564,396,46,21,10,139,43,93,85
564,388,40,20,13,134,34,94,90
564,393,38,15,11,138,36,98,91
564,389,37,17,10,142,39,97,90
