Steps,Births,Deaths,Marriages,Laborers,Single Males,Married Males,Currently Migrated,
750,380,41,32,14,118,43,88,91
750,398,47,20,17,137,37,101,82
750,391,49,27,15,124,43,97,92
750,372,37,30,11,127,48,93,86
750,396,57,31,17,120,39,97,89
750,394,49,24,16,125,35,96,91
750,388,49,31,16,128,42,94,79
750,382,43,29,13,117,37,93,96
750,407,55,18,15,142,47,100,83
750,407,64,26,16,127,41,100,89
750,390,53,33,17,125,42,94,81
750,380,42,31,14,123,35,90,90
750,402,66,34,17,125,39,93,84
750,392,43,19,14,129,39,97,92
750,389,45,26,16,127,39,96,89
750,387,40,20,14,133,44,99,90
750,378,45,35,14,111,40,87,95
750,392,51,30,13,116,40,92,96
750,396,54,28,17,116,40,98,94
750,387,45,27,14,120,39,91,92
750,392,51,28,15,119,38,94,94
756,400,52,23,19,134,35,100,85
756,382,47,34,16,115,37,90,94
756,392,45,24,15,123,37,96,97
756,402,57,26,17,128,41,98,84
756,399,54,23,16,124,35,96,92
756,404,56,22,16,121,35,100,95
756,393,52,28,14,124,36,96,93
756,392,47,25,17,136,43,98,82
756,387,41,22,14,128,42,96,86
756,380,41,32,14,117,43,88,92
756,398,47,20,18,137,36,102,82
756,390,49,28,15,123,43,97,92
756,372,37,30,11,127,48,93,86
756,397,58,31,17,120,38,97,89
756,395,50,24,16,125,35,96,91
756,389,50,31,16,128,42,94,79
756,382,43,29,14,117,36,94,96
756,407,55,18,15,141,47,100,84
756,407,64,26,16,127,41,100,89
756,390,53,33,17,125,42,94,81
756,379,42,32,14,121,35,89,91
756,402,66,34,17,125,39,93,84
756,392,43,19,14,129,39,97,92
756,389,45,26,16,127,39,96,89
756,387,40,20,14,133,44,99,90
756,379,46,35,14,111,39,87,95
756,392,51,30,13,116,40,92,96
756,396,54,28,17,116,40,98,94
756,386,46,29,14,119,39,90,92
756,392,51,28,15,119,38,94,94
762,402,54,23,20,134,34,101,85
762,383,48,34,16,115,37,90,94
762,391,45,25,15,122,37,96,97
762,404,59,26,17,128,41,98,84
762,398,54,24,16,124,36,96,91
762,406,58,22,16,121,35,100,95
762,393,52,28,14,124,36,96,93
762,391,47,26,17,135,43,97,82
762,387,42,23,14,127,42,96,86
762,380,41,32,15,117,42,89,92
762,399,48,20,18,137,36,102,82
762,390,49,28,15,123,43,97,92
762,372,37,30,11,127,48,93,86
762,397,58,31,17,120,38,97,89
762,395,50,24,16,126,36,96,90
762,389,50,31,16,128,42,94,79
762,384,45,29,14,118,37,94,95
762,407,55,18,15,142,48,100,83
762,407,64,26,17,127,40,101,89
762,390,53,33,17,125,42,94,81
762,379,42,32,15,121,34,90,91
762,402,66,34,18,125,38,94,84
762,392,43,19,14,129,39,97,92
762,389,45,26,17,127,39,97,89
762,387,40,20,14,134,44,99,89
762,379,46,35,14,111,39,87,95
762,392,51,30,14,116,39,93,96
762,396,55,29,18,116,40,98,93
762,386,46,29,14,119,39,90,92
762,392,52,29,15,117,38,94,95
768,403,55,23,20,134,34,101,85
768,383,48,34,16,115,37,90,94
768,393,47,25,16,122,36,97,97
768,404,60,27,17,127,41,98,84
768,398,54,24,16,123,36,96,92
768,407,59,22,16,122,36,100,94
768,393,52,28,14,123,36,96,94
768,392,48,26,17,135,43,97,82
768,386,42,24,15,126,42,96,86
768,381,43,33,15,116,42,89,92
768,400,49,20,18,137,36,102,82
768,390,49,28,15,123,43,97,92
768,372,37,30,11,127,48,93,86
768,398,59,31,17,120,38,97,89
768,394,50,25,16,126,36,96,90
768,389,50,31,16,128,42,94,79
768,384,45,29,15,118,36,95,95
768,406,55,19,16,141,47,101,83
768,408,65,26,17,128,41,101,88
768,390,53,33,17,125,42,94,81
768,380,43,32,15,121,34,90,91
768,402,66,34,18,125,38,94,84
768,393,44,19,14,129,39,97,92
768,390,46,26,19,128,37,99,88
768,386,40,21,15,132,43,100,90
768,380,47,35,14,111,40,87,95
768,392,51,30,14,116,39,93,96
768,397,56,29,18,115,40,98,94
768,386,46,29,14,119,39,90,92
768,392,52,29,15,118,38,94,94
774,403,55,23,20,134,34,101,85
774,384,49,34,16,115,37,90,94
774,395,49,25,17,122,35,98,97
774,404,60,27,17,127,41,98,84
774,397,54,25,16,122,36,96,92
774,407,59,22,16,122,36,100,94
774,394,53,28,14,123,36,96,94
774,392,48,26,18,134,42,98,83
774,386,42,24,15,126,41,96,86
774,382,44,33,17,116,40,91,92
774,400,49,20,18,136,36,102,83
774,389,50,30,15,121,43,97,92
774,372,37,30,11,127,48,93,86
774,399,60,31,17,120,38,97,89
774,395,51,25,17,125,35,97,91
774,389,50,31,16,128,42,94,79
774,384,45,29,15,119,37,95,94
774,407,56,19,16,141,47,101,83
774,408,66,27,17,128,42,100,87
774,391,54,33,17,125,42,94,81
774,380,44,33,16,120,33,90,91
774,402,66,34,18,125,38,94,84
774,393,44,19,14,129,39,97,92
774,389,46,27,19,127,37,98,88
774,386,40,21,15,132,43,100,90
774,380,47,35,15,111,40,88,95
774,393,52,30,14,116,39,93,96
774,397,56,29,18,115,40,98,94
774,387,47,29,14,120,40,90,91
774,392,52,29,15,118,38,94,94
780,402,55,24,20,133,34,100,85
780,384,49,34,16,115,37,90,94
780,395,49,25,17,122,35,98,97
780,404,60,27,17,127,41,98,84
780,397,54,25,16,121,36,96,93
780,408,60,22,16,122,36,100,94
780,394,53,28,14,123,36,96,94
780,394,50,26,18,134,43,98,83
780,387,43,24,15,126,41,96,86
780,384,46,33,17,115,40,91,93
780,400,49,20,18,136,36,102,83
780,390,51,30,15,121,43,97,92
780,372,37,30,11,126,48,93,87
780,400,61,31,17,120,38,97,89
780,395,51,25,17,124,35,97,92
780,391,52,31,16,128,42,94,79
780,386,47,29,15,119,37,95,94
780,407,57,20,16,140,47,101,83
780,409,67,27,17,128,42,100,87
780,392,55,33,18,125,41,95,81
780,380,44,33,16,119,33,90,92
780,402,66,34,18,125,38,94,84
780,393,44,19,15,129,38,98,92
780,389,47,28,19,126,37,98,88
780,386,40,21,15,132,43,100,90
780,379,47,36,15,111,40,88,95
780,393,52,30,14,116,39,93,96
780,397,56,29,18,115,40,98,94
780,387,47,29,14,119,40,90,92
780,392,52,29,15,118,38,94,94
786,402,55,24,20,135,35,100,83
786,384,49,34,16,115,37,90,94
786,397,51,25,17,122,35,98,97
786,406,62,27,17,127,41,98,84
786,397,54,25,16,121,36,96,93
786,409,61,22,16,122,36,100,94
786,396,55,28,15,123,36,97,94
786,395,51,26,18,134,43,98,83
786,389,45,24,15,126,41,96,86
786,384,46,33,17,115,40,91,93
786,401,50,20,18,136,36,102,83
786,390,51,30,15,121,43,97,92
786,372,37,30,11,126,49,93,87
786,400,61,31,17,120,38,97,89
786,395,51,25,17,124,35,97,92
786,388,52,34,16,125,42,91,79
786,386,47,29,15,116,37,95,97
786,407,57,20,16,140,47,101,83
786,410,68,27,17,128,42,100,87
786,392,55,33,18,125,41,95,81
786,382,46,33,17,119,32,91,92
786,402,66,34,18,125,38,94,84
786,393,44,19,15,128,38,98,93
786,390,48,28,20,126,36,99,88
786,385,40,22,15,130,43,99,91
786,377,47,38,15,108,40,88,96
786,393,52,30,14,116,39,93,96
786,397,56,29,18,115,40,98,94
786,387,47,29,14,119,40,90,92
786,392,52,29,15,119,39,94,93
792,402,55,24,20,135,35,100,83
792,384,49,34,16,115,37,90,94
792,397,51,25,17,121,35,98,98
792,406,62,27,18,128,41,99,83
792,397,54,25,16,121,36,96,93
792,410,62,22,16,122,36,100,94
792,396,55,28,15,123,36,97,94
792,394,51,27,18,133,43,97,83
792,389,45,24,15,126,41,96,86
792,383,46,34,17,114,40,91,93
792,400,50,21,18,136,37,102,82
792,390,51,30,15,120,43,97,93
792,371,37,31,11,125,49,92,87
792,402,63,31,17,120,38,97,89
792,394,51,26,17,123,35,96,92
792,388,52,34,16,125,42,91,79
792,386,47,29,15,116,37,95,97
792,407,57,20,16,140,47,101,83
792,410,69,28,17,127,42,100,87
792,391,55,34,18,124,41,95,82
792,384,48,33,17,119,32,91,91
792,402,66,34,18,125,38,94,84
792,393,44,19,15,128,38,98,93
792,390,48,28,20,126,36,99,88
792,385,40,22,16,130,42,100,91
792,377,47,38,15,108,40,88,96
792,395,54,30,15,117,40,94,95
792,397,56,29,18,117,41,98,92
792,387,47,29,14,119,40,90,92
792,392,52,29,15,119,39,94,93
798,402,55,24,20,135,35,100,83
798,384,49,34,16,116,37,90,93
798,396,51,26,17,120,35,98,98
798,407,63,27,18,127,41,99,84
798,396,54,26,16,121,36,95,92
798,410,62,22,16,122,36,100,94
798,396,55,28,16,123,36,98,94
798,396,53,27,18,133,43,97,83
798,389,45,24,15,126,41,96,86
798,383,46,34,17,114,40,91,93
798,400,50,21,18,136,37,102,82
798,390,51,30,15,120,43,97,93
798,371,37,31,11,125,49,92,87
798,402,63,31,17,119,38,97,90
798,394,51,26,17,122,35,96,93
798,388,52,34,17,125,42,92,79
798,387,48,29,15,115,37,95,98
798,407,58,21,16,139,47,100,83
798,410,69,28,17,127,42,100,87
798,392,56,34,18,124,41,95,82
798,384,48,33,17,119,32,91,91
798,402,66,34,18,124,38,94,85
798,392,44,20,15,127,38,97,93
798,390,50,30,21,124,35,100,88
798,386,41,22,16,128,42,100,93
798,376,47,39,15,107,40,87,96
798,395,54,30,15,117,40,94,95
798,396,56,30,18,116,41,97,92
798,388,48,29,14,119,40,90,92
798,392,52,29,15,119,39,94,93
804,402,55,24,20,134,35,100,83
804,384,49,34,16,114,37,90,94
804,398,53,26,17,119,35,98,98
804,407,63,27,18,126,41,99,84
804,395,54,27,16,119,36,94,92
804,410,62,22,16,121,36,100,94
804,396,55,28,16,122,36,98,94
804,396,53,27,18,132,43,97,83
804,390,46,24,15,124,41,96,87
804,384,47,34,17,112,40,91,94
804,400,50,21,19,136,37,103,81
804,390,51,30,15,119,43,97,93
804,371,37,31,12,124,48,93,87
804,403,64,31,17,119,38,97,90
804,394,51,26,17,120,35,96,94
804,388,52,34,17,124,42,92,79
804,385,48,31,15,111,37,93,99
804,407,58,21,16,138,47,100,83
804,410,69,28,17,126,42,100,87
804,390,56,36,18,121,41,94,82
804,384,48,33,17,118,32,91,91
804,402,66,34,18,123,38,94,85
804,393,45,20,15,126,38,97,93
804,390,51,31,21,124,35,100,87
804,385,41,23,16,126,42,100,94
804,375,47,40,15,107,40,86,96
804,395,54,30,15,116,40,94,95
804,396,56,30,18,115,41,97,92
804,388,48,29,14,118,40,90,92
804,393,53,29,15,118,39,94,93
810,401,55,25,21,133,34,101,83
810,383,49,35,16,113,37,90,94
810,399,54,26,17,119,35,98,98
810,406,63,28,19,125,41,100,84
810,395,54,27,16,119,36,94,92
810,409,62,23,16,120,36,100,94
810,395,55,29,16,121,36,97,94
810,396,53,27,19,131,42,98,84
810,391,47,24,15,124,41,96,87
810,384,48,35,17,111,40,91,94
810,400,50,21,19,136,37,103,81
810,390,51,30,15,119,43,97,93
810,372,38,31,12,125,49,93,86
810,404,65,31,17,118,38,97,91
810,394,51,26,17,120,35,96,94
810,388,52,34,18,124,42,93,79
810,385,48,31,15,111,37,93,99
810,407,58,21,16,137,48,100,84
810,410,69,28,18,126,41,101,87
810,390,56,36,18,121,41,94,82
810,384,48,33,18,119,32,92,90
810,402,66,34,18,123,38,94,85
810,395,47,20,15,126,38,97,93
810,391,52,31,21,124,35,100,87
810,387,43,23,16,126,42,100,94
810,375,47,40,15,107,40,86,96
810,393,54,32,18,114,37,97,95
810,397,57,30,18,115,41,97,92
810,388,48,29,15,118,39,91,92
810,393,53,29,15,118,39,94,93
816,401,55,25,21,134,34,101,82
816,383,49,35,16,113,37,90,94
816,400,55,26,17,119,35,98,98
816,407,64,28,19,125,40,100,84
816,395,54,27,16,119,36,94,92
816,409,62,23,16,120,36,100,94
816,396,56,29,16,121,36,97,94
816,396,53,27,19,130,42,98,85
816,390,47,25,15,123,41,95,87
816,385,49,35,17,111,40,91,94
816,400,52,23,20,133,37,103,82
816,393,54,30,15,119,43,97,93
816,371,38,32,12,124,49,92,86
816,404,65,31,17,118,38,97,91
816,393,51,26,17,119,35,96,95
816,388,52,34,18,124,41,93,79
816,384,48,32,15,110,37,92,99
816,407,59,22,16,137,49,99,83
816,411,70,28,18,126,41,101,87
816,390,56,36,18,121,41,94,82
816,383,48,34,18,119,32,91,89
816,402,66,34,18,123,38,94,85
816,396,48,20,15,126,38,97,93
816,391,52,31,21,124,35,100,87
816,387,43,23,16,125,42,100,95
816,375,47,40,15,107,40,86,96
816,394,55,32,18,115,38,97,94
816,396,58,32,18,113,41,96,92
816,389,49,29,15,118,39,91,92
816,394,54,29,15,118,39,94,93
822,401,55,25,21,134,34,101,82
822,384,50,35,16,114,38,90,93
822,400,55,26,18,119,34,99,98
822,406,64,29,19,124,40,100,84
822,395,55,28,16,118,36,94,92
822,409,63,24,16,119,37,100,94
822,396,56,29,16,121,36,97,94
822,396,54,28,19,129,42,97,85
822,390,47,25,15,123,41,95,87
822,386,50,35,17,111,40,91,94
822,400,52,23,20,133,37,103,82
822,395,56,30,16,119,43,98,93
822,371,38,32,13,124,48,93,86
822,404,65,31,17,118,38,97,91
822,393,52,27,17,118,35,95,95
822,387,52,35,18,123,41,92,79
822,385,49,32,15,110,37,92,99
822,406,59,23,17,136,48,100,83
822,411,70,28,18,126,41,101,87
822,390,56,36,18,121,41,94,82
822,383,48,34,18,119,33,91,89
822,403,67,34,19,123,37,95,85
822,396,48,20,15,126,38,97,93
822,394,55,31,21,124,35,100,87
822,387,43,23,18,125,41,102,95
822,376,48,40,15,107,40,86,96
822,394,55,32,18,115,38,97,94
822,396,58,32,18,113,41,96,92
822,389,49,29,15,118,39,91,92
822,394,54,29,15,118,39,94,93
828,401,56,26,21,133,34,101,82
828,384,50,35,16,114,38,90,93
828,400,55,26,18,119,34,99,98
828,407,65,29,19,125,41,100,83
828,395,55,28,16,118,36,94,92
828,409,63,24,16,119,37,100,94
828,396,56,29,16,121,36,97,94
828,396,54,28,19,129,42,97,85
828,391,49,26,15,121,41,94,88
828,386,50,35,17,111,40,91,94
828,400,52,23,20,133,37,103,82
828,395,56,30,16,119,43,98,93
828,371,38,32,13,124,48,93,86
828,403,65,32,17,117,38,97,91
828,392,52,28,17,117,35,95,95
828,388,53,35,18,123,41,92,79
828,386,50,32,15,110,37,92,99
828,406,60,24,18,135,47,101,83
828,412,71,28,19,126,41,102,87
828,390,56,36,18,121,41,94,82
828,383,48,34,18,119,33,91,89
828,402,67,35,19,122,37,94,85
828,396,48,20,16,126,37,98,93
828,395,56,31,22,124,34,101,87
828,387,43,23,18,124,41,102,96
828,376,48,40,16,107,39,87,96
828,392,55,34,18,113,38,95,94
828,395,58,33,18,112,41,95,92
828,389,49,29,15,118,39,91,92
828,393,54,30,15,117,39,94,93
834,403,58,26,21,133,34,101,82
834,384,50,35,16,114,38,90,93
834,401,56,26,18,119,34,99,98
834,408,66,29,19,125,41,100,83
834,395,55,28,16,118,36,94,92
834,407,63,26,16,117,37,100,94
834,398,58,29,16,121,36,97,94
834,396,54,28,19,129,42,97,85
834,391,49,26,15,121,41,94,88
834,387,51,35,17,111,40,91,94
834,401,53,23,20,132,38,103,83
834,395,56,30,16,119,43,98,93
834,371,38,32,14,124,47,94,86
834,403,65,32,17,118,39,97,90
834,393,53,28,17,117,35,95,95
834,391,56,35,18,123,41,92,79
834,386,50,32,15,110,37,92,99
834,406,60,24,18,135,47,101,83
834,412,71,28,20,125,39,103,88
834,389,56,37,18,120,41,93,82
834,385,50,34,18,119,33,91,89
834,402,67,35,19,121,37,94,86
834,396,48,20,16,126,37,98,93
834,395,56,31,22,124,34,101,87
834,386,43,24,18,123,41,101,96
834,376,48,40,16,107,39,87,96
834,393,56,34,18,113,38,95,94
834,395,58,33,19,111,41,96,93
834,390,50,29,17,118,37,93,92
834,393,54,30,15,117,39,94,93
840,403,58,26,22,133,33,102,82
840,384,50,35,16,114,38,90,93
840,399,56,28,19,117,33,98,98
840,409,68,30,19,123,41,100,84
840,395,55,28,16,118,36,94,92
840,408,64,26,16,118,38,100,93
840,400,60,29,16,121,36,97,94
840,396,54,28,19,129,42,97,85
840,390,49,27,15,119,41,93,89
840,387,51,35,17,110,40,91,95
840,401,53,23,20,132,38,103,83
840,395,56,30,17,119,43,99,93
840,371,38,32,14,124,47,94,86
840,404,67,33,17,117,39,96,90
840,393,53,28,17,117,35,95,95
840,392,57,35,18,123,41,92,79
840,386,50,32,15,110,37,92,99
840,406,60,24,18,135,47,101,83
840,415,74,28,20,125,39,103,88
840,391,58,37,19,121,42,94,81
840,385,51,35,18,119,33,91,89
840,403,68,35,19,121,37,94,86
840,397,49,20,16,126,37,98,93
840,396,57,31,22,124,34,101,87
840,387,44,24,19,124,42,102,95
840,376,48,40,16,107,39,87,96
840,394,57,34,19,113,38,96,94
840,395,58,33,19,111,41,96,93
840,390,50,29,17,118,37,93,92
840,393,54,30,15,117,39,94,93
846,403,58,26,23,133,32,103,82
846,384,50,35,16,114,38,90,93
846,399,56,28,19,117,33,98,98
846,409,68,30,19,123,41,100,84
846,396,56,28,16,118,36,94,92
846,408,64,26,16,118,38,100,93
846,401,61,29,16,120,36,97,95
846,394,54,30,19,128,43,95,84
846,390,49,27,15,119,41,93,89
846,387,51,35,17,109,40,91,96
846,400,53,24,20,131,38,102,83
846,395,56,30,17,119,42,99,93
846,371,38,32,14,124,47,94,86
846,404,67,33,17,118,40,96,89
846,393,53,28,17,116,35,95,96
846,393,58,35,18,123,41,92,79
846,386,50,32,15,110,37,92,99
846,405,60,25,18,135,47,101,83
846,415,74,28,20,124,39,103,89
846,392,59,37,19,121,41,94,81
846,385,51,35,18,119,33,91,89
846,403,68,35,19,121,37,94,86
846,397,49,20,16,126,37,98,93
846,396,57,31,22,124,34,101,87
846,387,44,24,19,124,42,102,95
846,378,50,40,16,107,39,87,96
846,395,58,34,19,113,39,96,94
846,394,58,34,19,110,41,96,93
846,391,51,29,17,118,37,93,92
846,393,54,30,15,117,39,94,93
852,404,59,26,23,133,32,103,82
852,384,50,35,17,113,37,91,94
852,399,56,28,19,117,33,98,98
852,408,68,31,19,122,41,99,84
852,396,56,28,16,118,36,94,92
852,408,65,27,16,117,38,99,93
852,401,61,29,16,120,36,97,95
852,395,55,30,19,128,43,95,84
852,391,50,27,15,119,41,93,89
852,387,51,35,18,109,39,92,96
852,400,53,24,20,131,38,102,83
852,395,57,31,17,118,42,98,93
852,372,39,32,14,124,47,94,86
852,403,67,34,17,117,40,96,89
852,393,53,28,17,115,35,95,97
852,394,59,35,18,123,41,92,79
852,386,50,32,15,110,37,92,99
852,407,62,25,19,134,46,102,84
852,415,75,29,20,123,39,102,89
852,392,59,37,20,121,41,95,81
852,385,51,35,18,119,33,91,89
852,403,68,35,19,121,37,94,86
852,397,49,20,16,127,38,98,92
852,396,57,31,22,124,34,101,87
852,388,45,24,19,124,42,102,95
852,378,51,41,16,106,39,86,96
852,394,58,35,19,112,39,95,94
852,395,59,34,20,109,40,97,94
852,391,51,29,17,118,37,93,92
852,393,54,30,15,117,39,94,93
858,404,59,26,23,134,33,103,81
858,383,50,36,17,112,37,91,94
858,399,57,29,19,116,33,97,98
858,408,69,32,19,121,41,98,84
858,396,56,28,16,118,36,94,92
858,408,65,27,17,117,37,100,93
858,401,61,29,16,120,36,97,95
858,396,56,30,20,128,42,96,84
858,392,51,27,15,119,41,93,89
858,387,51,35,18,108,39,92,97
858,401,54,24,20,131,38,102,83
858,395,57,31,18,117,41,99,94
858,372,39,32,14,124,47,94,86
858,403,67,34,17,117,40,96,89
858,393,53,28,17,114,35,95,98
858,394,59,35,18,123,41,92,79
858,386,50,32,15,111,38,92,98
858,407,62,25,19,134,46,102,84
858,416,76,29,20,123,39,102,89
858,392,60,38,21,120,40,95,81
858,386,52,35,18,119,33,91,89
858,404,69,35,20,121,36,95,86
858,397,49,20,16,127,38,98,92
858,396,57,31,22,124,34,101,87
858,388,45,24,19,124,42,102,95
858,378,51,41,16,106,39,86,96
858,394,58,35,19,112,39,95,94
858,395,60,35,20,108,40,96,94
858,391,51,29,17,118,37,93,92
858,393,54,30,15,116,39,94,94
864,405,60,26,23,134,33,103,81
864,383,50,36,17,112,37,91,94
864,402,60,29,19,116,33,97,98
864,408,69,32,19,121,41,98,84
864,395,56,29,16,117,36,93,92
864,408,65,27,17,117,37,100,93
864,401,61,29,16,119,36,97,96
864,396,56,30,20,128,42,96,84
864,392,51,27,16,119,40,94,89
864,387,51,35,19,108,38,93,97
864,401,54,24,21,130,37,103,84
864,396,59,32,18,116,41,98,94
864,372,39,32,14,124,47,94,86
864,403,67,34,17,117,40,96,89
864,394,55,29,17,113,35,95,98
864,393,59,36,18,121,41,91,80
864,386,50,32,15,111,38,92,98
864,406,63,27,19,132,46,102,84
864,418,78,29,21,124,39,103,88
864,393,61,38,21,120,40,95,81
864,387,53,35,18,119,33,91,89
864,404,69,35,20,121,36,95,86
864,397,49,20,16,127,38,98,92
864,397,58,31,22,121,34,101,90
864,388,45,24,19,124,42,102,95
864,377,51,42,16,105,39,86,96
864,395,59,35,20,112,39,96,94
864,395,60,35,20,108,40,96,94
864,391,52,30,18,117,36,93,92
864,393,54,30,15,116,39,94,94
870,406,61,26,23,134,33,103,81
870,383,50,36,17,112,37,91,94
870,402,60,29,19,116,33,97,98
870,408,70,33,19,120,41,98,84
870,395,56,29,16,117,36,93,92
870,408,65,27,17,117,37,100,93
870,400,61,30,16,118,36,96,96
870,396,56,30,20,127,42,96,85
870,392,51,27,17,118,39,95,90
870,387,51,35,19,108,38,93,97
870,401,54,24,22,130,36,104,84
870,397,60,32,19,116,40,99,94
870,372,39,32,14,124,47,94,86
870,404,68,34,17,118,41,96,88
870,393,55,30,17,112,35,95,98
870,393,59,36,18,120,41,91,81
870,387,51,32,15,111,39,92,98
870,405,63,28,19,130,46,101,85
870,418,78,29,21,125,39,103,87
870,394,62,38,22,120,39,96,81
870,386,53,36,18,118,33,91,89
870,405,70,35,20,121,36,95,86
870,397,49,20,16,127,39,98,91
870,397,58,31,22,121,34,101,90
870,389,46,24,19,124,42,102,95
870,377,51,42,16,105,39,86,96
870,396,60,35,20,112,39,96,94
870,396,61,35,20,108,40,96,94
870,391,53,31,18,116,36,92,92
870,393,54,30,15,116,39,94,94
876,406,61,26,23,130,33,103,82
876,383,50,36,17,109,37,91,94
876,402,60,29,19,114,34,97,97
876,408,70,33,19,118,41,98,84
876,395,56,29,16,114,36,93,92
876,408,65,27,17,115,37,100,93
876,400,61,30,16,115,36,96,96
876,396,56,30,20,124,42,96,85
876,393,52,27,17,116,39,95,90
876,387,51,35,19,105,38,93,97
876,400,54,25,22,126,36,104,84
876,397,60,32,19,113,40,99,94
876,372,39,32,14,121,47,94,86
876,404,68,34,18,115,40,97,88
876,394,56,30,17,109,35,95,98
876,393,59,36,18,117,41,91,81
876,386,51,33,15,107,39,91,98
876,405,63,28,19,127,46,101,85
876,418,78,29,21,122,39,103,87
876,394,62,38,22,117,39,96,81
876,386,53,36,18,113,33,91,91
876,405,70,35,20,118,36,95,86
876,397,49,20,16,124,39,98,91
876,397,59,32,22,118,34,101,90
876,388,46,25,19,120,42,101,95
876,377,51,42,16,102,39,86,96
876,396,60,35,20,110,39,96,94
876,396,61,35,20,106,40,96,94
876,391,53,31,18,113,36,92,92
876,393,54,30,15,114,39,94,94
882,407,62,26,24,135,32,104,83
882,383,50,36,17,114,37,91,94
882,401,60,30,19,119,34,97,97
882,408,70,33,19,124,41,98,84
882,395,56,29,16,120,36,93,92
882,408,65,27,17,121,37,100,93
882,399,61,31,16,119,36,95,96
882,396,56,30,20,130,42,96,85
882,394,54,28,17,121,39,94,90
882,389,53,35,19,110,38,93,98
882,400,54,25,22,132,36,104,84
882,398,61,32,19,119,40,99,94
882,372,39,32,14,127,47,94,86
882,404,68,34,18,120,40,97,88
882,394,56,30,17,115,35,95,98
882,393,59,36,18,123,41,91,81
882,386,51,33,15,112,39,91,98
882,405,63,28,19,132,46,101,86
882,418,78,29,21,128,39,103,87
882,397,65,38,22,123,39,96,81
882,387,54,36,18,118,33,91,92
882,406,71,35,20,123,36,95,87
882,397,49,20,16,129,39,98,92
882,398,60,32,22,124,34,101,90
882,387,46,26,19,125,42,101,95
882,376,51,43,16,107,39,86,96
882,396,60,35,20,116,39,96,94
882,396,61,35,20,112,40,96,94
882,391,53,31,18,119,36,92,92
882,393,54,30,15,119,39,94,94
888,407,62,26,24,135,32,104,83
888,383,50,36,18,114,36,92,94
888,400,60,31,19,119,34,97,96
888,407,70,34,19,122,41,97,85
888,396,57,29,16,120,36,93,92
888,408,65,27,17,121,37,100,93
888,399,61,31,16,119,36,95,96
888,396,56,30,20,130,42,96,85
888,394,54,28,17,121,39,94,90
888,388,53,36,19,109,38,93,99
888,400,54,25,22,132,36,104,84
888,399,62,32,19,119,40,99,94
888,371,39,33,14,126,47,93,86
888,404,68,34,18,120,40,97,88
888,394,56,30,17,115,35,95,98
888,393,59,36,18,123,41,91,81
888,386,51,33,15,111,39,91,99
888,405,63,28,19,132,46,101,86
888,419,79,29,21,128,39,103,87
888,396,65,39,22,123,40,95,80
888,387,54,36,19,118,33,92,92
888,405,71,36,20,122,36,94,87
888,397,49,20,16,129,39,98,92
888,397,60,33,22,123,34,100,90
888,389,48,26,19,125,42,101,95
888,377,52,43,16,107,39,86,96
888,397,61,35,20,116,39,96,94
888,396,61,35,20,112,40,96,94
888,391,53,31,18,119,36,92,92
888,392,54,31,15,119,40,93,93
894,407,62,26,24,134,32,104,84
894,383,50,36,18,114,36,92,94
894,398,60,33,19,117,34,96,96
894,407,70,34,19,121,41,97,86
894,396,57,29,17,121,36,94,91
894,407,65,28,17,119,37,99,94
894,400,62,31,16,118,36,95,97
894,396,56,30,20,130,42,96,85
894,394,54,28,17,121,39,94,90
894,388,53,36,19,109,38,93,99
894,400,54,25,22,132,36,104,84
894,399,62,32,19,119,40,99,94
894,370,39,34,15,124,46,93,87
894,404,68,34,19,120,39,98,88
894,394,57,31,18,114,34,95,98
894,393,59,36,18,123,41,91,81
894,386,51,33,15,111,39,91,99
894,405,63,28,19,130,46,101,88
894,418,79,30,21,127,39,102,87
894,397,66,39,22,123,40,95,80
894,387,54,36,19,117,33,92,93
894,405,72,37,20,121,36,94,87
894,398,50,20,17,129,39,99,92
894,397,60,33,22,123,34,100,90
894,390,49,26,19,125,42,101,95
894,377,52,43,16,107,39,86,96
894,397,61,35,20,116,39,96,94
894,396,61,35,20,112,40,96,94
894,391,53,31,18,119,36,92,91
894,392,54,31,16,119,39,94,93
900,407,62,26,24,135,33,104,83
900,383,50,36,19,114,35,93,94
900,399,61,33,19,117,34,96,96
900,407,70,34,20,121,41,98,86
900,396,57,29,17,121,36,94,91
900,408,66,28,17,119,37,99,94
900,400,62,31,16,118,36,95,97
900,397,57,30,20,130,42,96,85
900,394,54,28,19,122,39,96,89
900,388,53,36,19,109,38,93,99
900,400,55,26,22,131,36,103,84
900,400,63,32,19,119,40,99,94
900,368,39,36,15,122,46,92,87
900,404,68,34,19,120,39,98,88
900,394,57,31,18,114,34,95,98
900,393,59,36,18,122,41,91,82
900,386,51,33,15,111,39,91,99
900,404,63,29,19,129,46,101,88
900,417,79,31,21,126,39,101,87
900,397,66,39,22,123,40,95,80
900,386,55,38,19,115,33,91,93
900,405,73,38,20,120,36,94,87
900,397,50,21,17,128,38,99,92
900,398,61,33,22,122,34,100,91
900,389,49,27,19,124,42,101,95
900,376,52,44,16,106,39,86,96
900,398,62,35,20,116,39,96,94
900,397,62,35,20,111,40,96,95
900,391,53,31,18,119,36,92,91
900,391,54,32,17,118,38,94,93
906,406,62,27,24,135,34,103,82
906,383,50,36,19,113,35,93,95
906,399,61,33,19,117,34,96,96
906,406,70,35,20,120,41,97,86
