Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area
6,230,147,2.4468085106382977,1.5638297872340425,8.84404255319149,3.3772340425531917,
12,225,152,2.393617021276596,1.6170212765957446,8.67808510638298,3.509148936170213,
18,222,155,2.3617021276595747,1.648936170212766,8.353723404255321,3.583617021276596,
24,218,159,2.3191489361702127,1.6914893617021276,7.99308510638298,3.707021276595745,
30,216,161,2.297872340425532,1.7127659574468086,7.930319148936172,3.7293617021276595,
36,211,166,2.24468085106383,1.7659574468085106,7.716489361702131,3.8325531914893616,
42,208,169,2.2127659574468086,1.797872340425532,7.55053191489362,3.8793617021276603,
48,205,172,2.1808510638297873,1.8297872340425532,7.464148936170215,3.888085106382979,
54,205,172,2.1808510638297873,1.8297872340425532,7.484361702127662,3.942340425531916,
60,201,176,2.1382978723404253,1.872340425531915,7.322659574468087,3.9753191489361708,
66,197,180,2.095744680851064,1.9148936170212767,7.1620212765957465,4.071063829787234,
72,195,182,2.074468085106383,1.9361702127659575,6.93340425531915,4.134893617021277,
78,191,186,2.0319148936170213,1.9787234042553192,6.8461702127659585,4.194787234042554,
84,189,188,2.0106382978723403,2.0,6.801489361702129,4.245851063829788,
90,186,191,1.9787234042553192,2.0319148936170213,6.753617021276596,4.284787234042553,
96,180,197,1.9148936170212767,2.095744680851064,6.572446808510637,4.356063829787233,
102,177,200,1.8829787234042554,2.127659574468085,6.502446808510639,4.408404255319149,
108,176,201,1.872340425531915,2.1382978723404253,6.459893617021277,4.461595744680851,
114,175,202,1.8617021276595744,2.148936170212766,6.433297872340426,4.458404255319149,
120,170,207,1.8085106382978724,2.202127659574468,6.229042553191489,4.49563829787234,
126,166,211,1.7659574468085106,2.24468085106383,6.1024468085106385,4.5998936170212765,
132,160,217,1.702127659574468,2.3085106382978724,5.806702127659574,4.742446808510638,
138,158,219,1.6808510638297873,2.3297872340425534,5.677872340425532,4.778617021276596,
144,159,218,1.6914893617021276,2.3191489361702127,5.781063829787233,4.732872340425532,
150,158,219,1.6808510638297873,2.3297872340425534,5.759787234042553,4.743510638297872,
156,158,219,1.6808510638297873,2.3297872340425534,5.777021276595744,4.658617021276597,
162,156,221,1.6595744680851063,2.351063829787234,5.732340425531914,4.711808510638298,
168,156,221,1.6595744680851063,2.351063829787234,5.749361702127659,4.707553191489362,
174,154,223,1.6382978723404256,2.372340425531915,5.59404255319149,4.785212765957447,
180,152,225,1.6170212765957446,2.393617021276596,5.516382978723404,4.790531914893617,
186,152,225,1.6170212765957446,2.393617021276596,5.496170212765957,4.827765957446808,
192,150,227,1.5957446808510638,2.4148936170212765,5.352553191489362,4.843723404255319,
198,147,230,1.5638297872340425,2.4468085106382977,5.21,4.880957446808511,
204,146,231,1.553191489361702,2.4574468085106385,5.167446808510638,4.902234042553191,
210,140,237,1.4893617021276595,2.521276595744681,4.847234042553191,5.018191489361702,
216,138,239,1.4680851063829787,2.5425531914893615,4.772765957446809,5.028829787234043,
222,137,240,1.4574468085106382,2.5531914893617023,4.868510638297872,4.991595744680851,
228,135,242,1.4361702127659575,2.574468085106383,4.8137234042553185,5.015531914893617,
234,135,242,1.4361702127659575,2.574468085106383,4.866914893617021,5.038617021276596,
240,133,244,1.4148936170212767,2.595744680851064,4.779680851063829,5.125851063829787,
246,132,245,1.4042553191489362,2.606382978723404,4.682765957446808,5.0857446808510645,
252,130,247,1.3829787234042554,2.627659574468085,4.5817021276595735,5.122978723404256,
258,128,249,1.3617021276595744,2.648936170212766,4.473191489361701,5.163404255319149,
264,128,249,1.3617021276595744,2.648936170212766,4.4412765957446805,5.131489361702128,
270,128,249,1.3617021276595744,2.648936170212766,4.449787234042552,5.131489361702128,
276,128,249,1.3617021276595744,2.648936170212766,4.258297872340425,5.1527659574468085,
282,129,248,1.372340425531915,2.6382978723404253,4.284893617021276,5.1527659574468085,
288,129,248,1.372340425531915,2.6382978723404253,4.284893617021276,5.1527659574468085,
294,130,247,1.3829787234042554,2.627659574468085,4.373191489361702,5.148510638297872,
300,130,247,1.3829787234042554,2.627659574468085,4.373191489361702,5.148510638297872,
306,126,251,1.3404255319148937,2.6702127659574466,4.228510638297871,5.237872340425532,
312,124,253,1.3191489361702127,2.6914893617021276,4.133829787234043,5.259148936170213,
318,123,254,1.3085106382978724,2.702127659574468,4.123191489361702,5.262659574468086,
324,121,256,1.2872340425531914,2.723404255319149,4.110425531914894,5.271170212765957,
330,120,257,1.2765957446808511,2.734042553191489,4.1051063829787235,5.306276595744681,
336,121,256,1.2872340425531914,2.723404255319149,4.1412765957446815,5.1913829787234045,
342,121,256,1.2872340425531914,2.723404255319149,4.1412765957446815,5.1913829787234045,
348,120,257,1.2765957446808511,2.734042553191489,4.13063829787234,5.212659574468085,
354,119,258,1.2659574468085106,2.74468085106383,4.121063829787234,5.235,
360,120,257,1.2765957446808511,2.734042553191489,4.168936170212766,5.235,
366,119,258,1.2659574468085106,2.74468085106383,4.1051063829787235,5.283936170212766,
372,119,258,1.2659574468085106,2.74468085106383,4.275319148936171,5.273297872340425,
378,118,259,1.2553191489361701,2.75531914893617,4.2402127659574465,5.286063829787235,
384,117,260,1.2446808510638299,2.765957446808511,4.216808510638298,5.29031914893617,
390,117,260,1.2446808510638299,2.765957446808511,4.216808510638298,5.29031914893617,
396,118,259,1.2553191489361701,2.75531914893617,4.237234042553192,5.292340425531915,
402,117,260,1.2446808510638299,2.765957446808511,4.173191489361702,5.301702127659575,
408,118,259,1.2553191489361701,2.75531914893617,4.215744680851064,5.248510638297873,
414,119,258,1.2659574468085106,2.74468085106383,4.284893617021277,5.2325531914893615,
420,119,258,1.2659574468085106,2.74468085106383,4.284893617021277,5.2325531914893615,
426,115,262,1.2234042553191489,2.7872340425531914,4.141276595744681,5.288936170212765,
432,114,263,1.2127659574468086,2.797872340425532,4.090212765957447,5.2931914893617025,
438,114,263,1.2127659574468086,2.797872340425532,4.074255319148937,5.285744680851064,
444,113,264,1.202127659574468,2.8085106382978724,4.031702127659575,5.313404255319148,
450,109,268,1.1595744680851063,2.851063829787234,3.799787234042553,5.354893617021276,
456,110,267,1.1702127659574468,2.8404255319148937,3.842340425531915,5.327234042553191,
462,110,267,1.1702127659574468,2.8404255319148937,3.856170212765958,5.364468085106383,
468,110,267,1.1702127659574468,2.8404255319148937,3.856170212765958,5.364468085106383,
474,109,268,1.1595744680851063,2.851063829787234,3.7763829787234044,5.444255319148936,
480,106,271,1.127659574468085,2.882978723404255,3.7317021276595748,5.50595744680851,
486,105,272,1.1170212765957446,2.893617021276596,3.6447872340425533,5.512659574468085,
492,102,275,1.0851063829787233,2.925531914893617,3.5841489361702132,5.4669148936170195,
498,103,274,1.0957446808510638,2.9148936170212765,3.6458510638297876,5.477553191489361,
504,104,273,1.1063829787234043,2.904255319148936,3.697978723404256,5.479680851063829,
510,104,273,1.1063829787234043,2.904255319148936,3.6915957446808516,5.4605319148936164,
516,103,274,1.0957446808510638,2.9148936170212765,3.6432978723404257,5.434999999999999,
522,103,274,1.0957446808510638,2.9148936170212765,3.632021276595745,5.4541489361702125,
528,105,272,1.1170212765957446,2.893617021276596,3.669255319148936,5.455212765957446,
534,104,273,1.1063829787234043,2.904255319148936,3.6511702127659564,5.449893617021276,
