Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,655,0,6,65,107,98,125,225,35,1.0993589743589745:1,183,
12,653,0,8,60,106,102,124,225,36,1.0929487179487178:1,182,
18,649,0,12,53,110,102,120,227,37,1.0868167202572347:1,181,
24,646,0,15,47,113,101,122,225,38,1.0906148867313916:1,178,
30,644,0,17,43,114,101,121,227,38,1.0909090909090908:1,179,
36,639,0,22,39,113,100,122,227,38,1.088235294117647:1,177,
42,635,0,26,31,115,102,119,230,38,1.0957095709570956:1,178,
48,632,0,29,23,115,107,117,231,39,1.0927152317880795:1,179,
54,645,16,32,37,114,105,120,229,40,1.0739549839228295:1,176,
60,643,16,34,27,121,104,120,231,40,1.0741935483870968:1,177,
66,634,16,43,21,124,103,118,228,40,1.0718954248366013:1,173,
72,630,16,47,17,124,106,115,229,39,1.0655737704918034:1,173,
78,628,16,49,15,121,109,112,230,41,1.0657894736842106:1,175,
84,626,16,51,15,116,112,112,231,40,1.066006600660066:1,176,
90,623,16,54,14,113,109,110,237,40,1.0766666666666667:1,178,
96,622,16,55,14,107,112,109,238,42,1.0733333333333333:1,178,
102,618,16,59,14,101,118,103,237,45,1.0668896321070234:1,177,
108,616,16,61,13,94,121,103,240,45,1.0740740740740742:1,180,
114,612,16,65,13,91,122,97,245,44,1.0675675675675675:1,183,
120,610,16,67,13,86,125,96,245,45,1.0677966101694916:1,182,
126,660,69,70,52,95,127,93,248,45,1.049689440993789:1,184,
132,652,69,78,52,92,128,92,243,45,1.0632911392405062:1,181,
138,647,69,83,48,88,131,90,245,45,1.053968253968254:1,182,
144,644,69,86,47,79,140,83,250,45,1.0509554140127388:1,184,
150,642,69,88,46,74,143,85,249,45,1.0576923076923077:1,183,
156,636,69,94,46,69,145,84,249,43,1.058252427184466:1,182,
162,633,69,97,46,65,148,78,251,45,1.0618892508143323:1,186,
168,632,69,98,45,58,153,79,252,45,1.065359477124183:1,186,
174,628,69,102,44,53,158,76,253,44,1.0726072607260726:1,188,
180,621,69,109,43,50,159,76,250,43,1.0838926174496644:1,186,
186,618,69,112,42,45,161,76,249,45,1.087837837837838:1,185,
192,611,69,119,40,39,165,73,249,45,1.0924657534246576:1,184,
198,691,150,120,84,69,171,72,249,46,1.093939393939394:1,184,
204,688,151,124,82,64,176,71,251,44,1.0975609756097562:1,185,
210,685,151,127,82,61,177,64,257,44,1.1012269938650308:1,188,
216,680,151,132,81,56,180,62,257,44,1.0987654320987654:1,185,
222,675,151,137,79,52,182,60,258,44,1.109375:1,187,
228,667,151,145,76,51,178,63,253,46,1.1041009463722398:1,183,
234,662,151,150,74,50,177,63,252,46,1.1015873015873017:1,181,
240,658,151,154,74,50,173,64,250,47,1.108974358974359:1,178,
246,654,151,158,74,50,171,63,250,46,1.1096774193548387:1,176,
252,650,151,162,73,50,170,61,247,49,1.103559870550162:1,174,
258,644,151,168,70,50,167,60,248,49,1.1114754098360655:1,176,
264,642,151,170,69,50,164,63,246,50,1.118811881188119:1,175,
270,684,195,172,45,108,173,62,248,48,1.1308411214953271:1,176,
276,681,197,177,46,108,174,56,250,47,1.134796238244514:1,179,
282,680,197,178,46,108,172,55,249,50,1.1316614420062696:1,177,
288,676,197,182,45,107,169,57,249,49,1.1257861635220126:1,177,
294,672,197,186,44,107,166,59,247,49,1.1265822784810127:1,175,
300,669,197,189,44,107,163,61,244,50,1.1238095238095238:1,174,
306,665,197,193,43,106,157,63,247,49,1.1314102564102564:1,177,
312,663,197,195,43,105,155,60,250,50,1.1318327974276527:1,179,
318,662,197,196,43,105,152,63,248,51,1.1286173633440515:1,177,
324,655,197,203,41,105,149,61,246,53,1.1266233766233766:1,176,
330,649,197,209,39,105,141,66,245,53,1.1209150326797386:1,173,
336,645,197,213,37,104,140,66,243,55,1.1287128712871286:1,173,
342,687,247,221,52,101,168,69,243,54,1.107361963190184:1,172,
348,689,253,225,54,99,167,72,243,54,1.087878787878788:1,171,
354,686,253,228,53,99,166,69,244,55,1.0851063829787233:1,171,
360,685,253,229,53,98,163,72,242,57,1.082066869300912:1,170,
366,683,253,231,53,98,161,72,244,55,1.0823170731707317:1,172,
372,681,253,233,53,98,158,72,244,56,1.0825688073394495:1,173,
378,678,253,236,52,98,153,76,243,56,1.0861538461538462:1,173,
384,676,253,238,52,98,148,79,241,58,1.08:1,170,
390,672,253,242,51,97,143,84,237,60,1.0676923076923077:1,167,
396,667,253,247,49,96,136,90,233,63,1.0714285714285714:1,165,
402,663,253,251,48,96,130,93,233,63,1.071875:1,165,
408,661,253,253,48,96,126,95,232,64,1.078616352201258:1,167,
414,730,326,257,121,96,121,98,226,68,1.1345029239766082:1,163,
420,724,329,266,73,81,180,101,223,66,1.135693215339233:1,161,
426,719,329,271,72,81,177,101,223,65,1.1398809523809523:1,159,
432,712,329,278,69,81,168,109,220,65,1.1381381381381381:1,157,
438,706,329,284,68,80,164,111,218,65,1.1393939393939394:1,156,
444,704,329,286,67,80,160,114,217,66,1.1398176291793314:1,155,
450,700,329,290,67,80,155,116,217,65,1.1406727828746177:1,156,
456,687,329,303,64,80,151,116,214,62,1.1536050156739812:1,156,
462,680,329,310,64,80,145,119,209,63,1.1451104100946372:1,151,
468,678,329,312,63,79,142,119,211,64,1.1455696202531647:1,152,
474,676,329,314,62,79,139,120,212,64,1.146031746031746:1,153,
480,673,329,317,62,79,133,123,213,63,1.1501597444089458:1,154,
486,668,329,322,62,78,125,127,214,62,1.1548387096774193:1,154,
492,701,369,329,39,107,156,128,209,62,1.1503067484662577:1,151,
498,694,369,336,37,107,148,136,205,61,1.15527950310559:1,148,
504,691,369,339,37,107,142,138,206,61,1.1459627329192548:1,149,
510,688,369,342,36,107,138,139,208,60,1.15:1,151,
516,682,369,348,35,107,136,136,209,59,1.1582278481012658:1,151,
522,679,369,351,34,107,136,131,209,62,1.1624203821656052:1,149,
528,675,369,355,34,107,136,130,204,64,1.1704180064308682:1,145,
534,669,369,361,34,107,135,129,200,64,1.1791530944625408:1,143,
540,664,369,366,34,104,134,126,201,65,1.1842105263157894:1,143,
546,662,369,368,34,104,134,121,205,64,1.1848184818481848:1,145,
552,658,369,372,34,103,133,117,207,64,1.1933333333333334:1,145,
558,656,369,374,33,103,133,113,211,63,1.1866666666666668:1,147,
564,701,417,377,47,95,165,119,212,63,1.156923076923077:1,147,
570,695,417,383,46,90,169,116,211,63,1.1651090342679127:1,145,
576,686,417,392,43,89,168,114,209,63,1.1504702194357366:1,142,
582,684,417,394,43,89,168,112,209,63,1.150943396226415:1,141,
588,682,417,396,43,89,168,109,211,62,1.1514195583596214:1,140,
594,676,417,402,42,88,166,105,215,60,1.146031746031746:1,142,
600,671,417,407,42,87,166,102,216,58,1.164516129032258:1,143,
606,666,417,412,40,87,164,98,219,58,1.1623376623376624:1,144,
612,663,417,415,39,87,164,92,225,56,1.1737704918032787:1,148,
618,658,417,420,39,86,163,86,228,56,1.186046511627907:1,149,
624,653,417,425,39,86,161,82,228,57,1.169435215946844:1,148,
630,650,417,428,39,86,161,78,229,57,1.173913043478261:1,149,
636,701,473,433,60,66,185,105,228,57,1.143730886850153:1,150,
642,700,475,436,57,70,182,104,232,55,1.147239263803681:1,152,
648,693,475,443,55,69,181,101,233,54,1.1388888888888888:1,150,
654,688,475,448,55,69,179,93,239,53,1.1433021806853583:1,151,
660,687,475,449,55,69,179,91,240,53,1.1401869158878504:1,152,
666,684,475,452,54,69,178,85,245,53,1.150943396226415:1,156,
672,681,475,455,54,69,178,82,247,51,1.1550632911392404:1,157,
678,675,475,461,53,69,177,77,248,51,1.1704180064308682:1,157,
684,669,475,467,50,69,177,76,246,51,1.1791530944625408:1,154,
690,667,475,469,49,69,177,73,248,51,1.1726384364820848:1,156,
696,665,475,471,49,69,177,69,252,49,1.173202614379085:1,157,
702,658,475,478,48,69,174,65,255,47,1.1644736842105263:1,159,
708,696,516,481,45,82,153,109,260,47,1.1481481481481481:1,162,
714,692,519,488,43,84,152,107,261,45,1.1358024691358024:1,164,
720,687,519,493,42,84,150,102,264,45,1.1335403726708075:1,165,
726,682,519,498,42,84,149,97,266,44,1.13125:1,165,
732,675,519,505,41,84,149,91,267,43,1.1496815286624205:1,164,
738,673,519,507,41,84,149,91,265,43,1.1570512820512822:1,163,
744,671,519,509,41,84,149,91,262,44,1.157556270096463:1,161,
750,664,519,516,40,84,149,90,259,42,1.1699346405228759:1,161,
756,662,519,518,39,84,149,90,257,43,1.1704918032786886:1,159,
762,657,519,523,39,83,149,90,255,41,1.1683168316831682:1,157,
768,654,519,526,38,83,149,90,254,40,1.1584158415841583:1,156,
774,651,519,529,38,83,149,90,251,40,1.1627906976744187:1,155,
780,692,568,537,53,85,179,89,248,38,1.1097560975609757:1,153,
786,685,570,546,50,83,152,111,253,36,1.1141975308641976:1,155,
792,681,570,550,49,83,151,111,250,37,1.1149068322981366:1,152,
798,675,570,556,49,83,150,111,245,37,1.115987460815047:1,149,
804,673,570,558,49,82,150,111,244,37,1.1163522012578617:1,149,
810,669,570,562,46,82,150,111,241,39,1.1170886075949367:1,146,
816,664,570,567,45,81,150,110,239,39,1.135048231511254:1,146,
