Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,682,0,7,74,121,116,159,190,22,1.0984615384615384:1,154,
12,679,0,10,61,127,121,156,190,24,1.1021671826625388:1,153,
18,675,0,14,48,133,119,159,191,25,1.102803738317757:1,153,
24,669,0,20,39,138,118,157,191,26,1.1170886075949367:1,153,
30,667,0,22,32,139,123,154,193,26,1.1174603174603175:1,153,
36,665,0,24,28,138,124,154,195,26,1.1246006389776357:1,154,
42,660,0,29,20,139,130,149,195,27,1.1290322580645162:1,155,
48,660,0,29,17,140,131,145,200,27,1.1290322580645162:1,156,
54,668,12,33,24,140,132,141,204,27,1.1139240506329113:1,158,
60,662,12,39,22,138,134,136,206,26,1.1217948717948718:1,159,
66,660,12,41,17,134,141,134,208,26,1.1290322580645162:1,161,
72,656,12,45,12,133,142,131,213,25,1.12987012987013:1,166,
78,656,12,45,11,130,145,128,215,27,1.12987012987013:1,166,
84,652,12,49,11,123,150,123,216,29,1.130718954248366:1,164,
90,649,12,52,11,118,153,120,216,31,1.1348684210526316:1,165,
96,644,12,57,10,113,153,120,219,29,1.1466666666666667:1,165,
102,643,12,58,10,108,157,114,225,29,1.1433333333333333:1,171,
108,643,12,58,10,102,158,114,228,31,1.1433333333333333:1,171,
114,637,12,64,10,96,164,110,227,30,1.159322033898305:1,172,
120,634,12,67,10,89,169,110,225,31,1.1712328767123288:1,171,
126,684,64,69,53,94,170,108,228,31,1.1577287066246056:1,172,
132,683,64,70,52,90,175,103,230,33,1.1545741324921135:1,173,
138,681,64,72,52,84,176,97,239,33,1.161904761904762:1,178,
144,675,64,78,50,79,179,95,237,35,1.1634615384615385:1,175,
150,672,64,81,49,76,179,95,238,35,1.1607717041800643:1,175,
156,669,64,84,48,64,188,95,239,35,1.1650485436893203:1,176,
162,666,64,87,48,55,196,90,243,34,1.1623376623376624:1,178,
168,659,64,94,46,45,203,90,241,34,1.1465798045602607:1,176,
174,655,64,98,45,40,205,91,241,33,1.1475409836065573:1,177,
180,651,64,102,43,36,207,88,243,34,1.1556291390728477:1,178,
186,646,64,107,43,30,209,86,242,36,1.167785234899329:1,177,
192,640,64,113,41,26,208,87,243,35,1.1694915254237288:1,177,
198,694,126,121,66,61,203,89,241,34,1.161993769470405:1,180,
204,692,127,124,62,60,207,86,242,35,1.1625:1,180,
210,691,127,125,62,55,209,82,249,34,1.159375:1,183,
216,688,127,128,61,54,208,80,253,32,1.1635220125786163:1,187,
222,683,127,133,60,50,210,76,256,31,1.1682539682539683:1,190,
228,675,127,141,57,49,205,78,255,31,1.1844660194174756:1,191,
234,668,127,148,53,49,201,77,256,32,1.1901639344262296:1,192,
240,662,127,154,53,49,198,76,256,30,1.1920529801324504:1,191,
246,662,127,154,53,49,196,76,258,30,1.1920529801324504:1,193,
252,658,127,158,52,49,194,76,256,31,1.186046511627907:1,191,
258,656,127,160,51,49,189,81,253,33,1.1866666666666668:1,189,
264,652,127,164,51,49,188,80,251,33,1.1952861952861953:1,187,
270,702,181,168,56,90,192,81,250,33,1.16:1,186,
276,702,186,173,58,89,192,82,249,32,1.16:1,185,
282,699,186,176,58,89,190,82,246,34,1.1640866873065014:1,183,
288,696,186,179,56,89,188,80,249,34,1.1682242990654206:1,184,
294,690,186,185,56,88,183,83,245,35,1.1630094043887147:1,183,
300,686,186,189,55,88,178,86,241,38,1.1572327044025157:1,180,
306,683,186,192,54,88,171,91,240,39,1.1613924050632911:1,179,
312,681,186,194,54,88,168,88,244,39,1.161904761904762:1,180,
318,674,186,201,52,87,165,90,240,40,1.167202572347267:1,177,
324,671,186,204,52,87,160,92,240,40,1.1785714285714286:1,176,
330,668,186,207,52,87,155,95,239,40,1.1758957654723128:1,176,
336,664,186,211,51,87,150,98,239,39,1.1842105263157894:1,176,
342,715,241,215,65,95,176,103,237,39,1.147147147147147:1,175,
348,716,247,220,59,99,180,102,236,40,1.15015015015015:1,174,
354,709,247,227,58,98,177,101,235,40,1.1748466257668713:1,174,
360,706,247,230,56,98,170,106,236,40,1.1790123456790123:1,174,
366,699,247,237,52,97,165,107,237,41,1.1640866873065014:1,173,
372,698,247,238,52,96,161,109,239,41,1.1609907120743035:1,174,
378,694,247,242,51,95,153,114,238,43,1.1755485893416928:1,172,
384,689,247,247,50,94,148,118,236,43,1.1873015873015873:1,170,
390,682,247,254,48,94,147,116,232,45,1.2:1,168,
396,678,247,258,47,93,141,120,233,44,1.1941747572815533:1,167,
402,676,247,260,47,93,135,124,232,45,1.1948051948051948:1,165,
408,672,247,264,45,93,125,127,236,46,1.20327868852459:1,167,
414,725,303,267,101,93,123,127,235,46,1.190332326283988:1,167,
420,721,305,273,56,92,164,129,231,49,1.2048929663608563:1,165,
426,719,305,275,56,92,157,134,232,48,1.198776758409786:1,166,
432,714,305,280,54,92,154,136,231,47,1.2037037037037037:1,166,
438,707,305,287,52,92,150,137,229,47,1.1956521739130435:1,163,
444,704,305,290,51,92,145,137,231,48,1.2:1,165,
450,700,305,294,50,92,138,141,232,47,1.1943573667711598:1,166,
456,697,305,297,49,92,127,149,232,48,1.1987381703470033:1,166,
462,695,305,299,49,92,121,153,232,48,1.1993670886075949:1,166,
468,693,305,301,48,92,116,155,234,48,1.2070063694267517:1,168,
474,688,305,306,47,92,112,155,234,48,1.2193548387096773:1,169,
480,685,305,309,47,92,105,159,234,48,1.224025974025974:1,171,
486,682,305,312,47,92,103,159,230,51,1.2287581699346406:1,168,
492,739,363,313,58,92,146,160,233,50,1.1994047619047619:1,171,
498,733,363,319,56,91,144,160,232,50,1.2012012012012012:1,171,
504,729,363,323,54,91,139,162,232,51,1.209090909090909:1,171,
510,724,363,328,53,91,136,162,231,51,1.2006079027355623:1,168,
516,719,363,333,49,91,135,158,235,51,1.2123076923076923:1,171,
522,713,363,339,46,91,135,154,236,51,1.2142857142857142:1,171,
528,711,363,341,46,91,135,151,235,53,1.221875:1,170,
534,706,363,346,45,91,134,146,236,54,1.20625:1,167,
540,700,363,352,43,90,134,144,236,53,1.2082018927444795:1,167,
546,696,363,356,43,90,134,139,237,53,1.21656050955414:1,170,
552,694,363,358,43,90,134,133,241,53,1.2172523961661341:1,173,
558,691,363,361,42,89,134,130,243,53,1.2147435897435896:1,175,
564,744,417,362,55,87,170,133,246,53,1.2077151335311573:1,177,
570,739,417,367,53,86,167,134,247,52,1.2059701492537314:1,176,
576,738,417,368,53,86,167,128,252,52,1.2029850746268658:1,179,
582,736,417,370,53,86,166,125,254,52,1.1970149253731344:1,179,
588,730,417,376,49,86,166,119,258,52,1.1921921921921923:1,180,
594,722,417,384,49,86,165,110,262,50,1.2079510703363914:1,179,
600,721,417,385,49,85,165,107,265,50,1.2048929663608563:1,181,
606,716,417,390,49,85,164,103,265,50,1.2030769230769232:1,180,
612,713,417,393,48,85,164,101,266,49,1.2074303405572755:1,180,
618,706,417,400,47,84,164,96,265,50,1.20625:1,177,
624,705,417,401,47,84,164,90,270,50,1.2100313479623825:1,181,
630,702,417,404,46,84,164,85,272,51,1.2075471698113207:1,182,
636,756,474,407,58,87,179,109,272,51,1.2040816326530612:1,181,
642,754,476,411,58,87,175,108,277,49,1.1982507288629738:1,183,
648,754,476,411,58,87,175,102,282,50,1.1982507288629738:1,185,
654,752,476,413,58,86,175,100,283,50,1.1924198250728864:1,185,
660,747,476,418,55,86,175,94,287,50,1.1970588235294117:1,188,
