Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,729,0,4,70,126,119,144,243,27,1.0769230769230769:1,200,
12,725,0,8,61,130,122,137,247,28,1.0773638968481376:1,206,
18,723,0,10,58,128,124,137,246,30,1.0716332378223496:1,204,
24,722,0,11,53,128,124,135,252,30,1.0687679083094557:1,206,
30,720,0,13,46,128,125,135,256,30,1.0689655172413792:1,210,
36,714,0,19,42,127,128,133,253,31,1.0755813953488371:1,206,
42,709,0,24,34,129,129,130,255,32,1.0730994152046784:1,206,
48,704,0,29,28,130,129,131,255,31,1.0705882352941176:1,204,
54,720,20,33,43,129,130,132,253,33,1.0689655172413792:1,202,
60,715,20,38,33,133,131,130,254,34,1.0664739884393064:1,201,
66,712,20,41,28,133,134,131,250,36,1.075801749271137:1,198,
72,709,20,44,17,136,140,130,250,36,1.0670553935860059:1,198,
78,708,20,45,17,132,142,130,249,38,1.064139941690962:1,195,
84,707,20,46,17,125,149,125,254,37,1.0612244897959184:1,197,
90,702,20,51,17,124,147,127,250,37,1.0769230769230769:1,197,
96,700,20,53,17,120,146,129,249,39,1.0710059171597632:1,196,
102,697,20,56,17,112,149,128,252,39,1.0682492581602374:1,199,
108,691,20,62,15,106,153,128,248,41,1.0626865671641792:1,194,
114,689,20,64,15,100,157,129,245,43,1.062874251497006:1,193,
120,685,20,68,15,94,157,128,246,45,1.0757575757575757:1,191,
126,744,81,70,63,100,162,127,248,44,1.095774647887324:1,192,
132,742,81,72,60,100,162,125,251,44,1.0960451977401129:1,194,
138,741,81,73,59,96,164,120,256,46,1.0932203389830508:1,196,
144,738,81,76,59,87,172,115,259,46,1.0965909090909092:1,197,
150,735,81,79,58,78,180,108,264,47,1.1:1,200,
156,732,81,82,58,71,185,105,265,48,1.0974212034383954:1,200,
162,729,81,85,58,66,187,104,264,50,1.100864553314121:1,198,
168,723,81,91,55,61,192,101,262,52,1.1017441860465116:1,196,
174,721,81,93,55,57,195,97,266,51,1.108187134502924:1,199,
180,718,81,96,54,55,196,93,269,51,1.1055718475073313:1,201,
186,717,81,97,54,48,200,91,273,51,1.1026392961876832:1,201,
192,716,81,98,54,44,202,86,279,51,1.1058823529411765:1,205,
198,784,157,106,76,92,204,83,277,52,1.1132075471698113:1,205,
204,782,159,110,76,85,210,78,280,53,1.119241192411924:1,208,
210,777,159,115,74,79,214,76,280,54,1.1287671232876713:1,208,
216,770,159,122,72,69,220,75,279,55,1.12707182320442:1,207,
222,764,159,128,71,67,219,72,280,55,1.1340782122905029:1,206,
228,760,159,132,69,67,217,73,279,55,1.1348314606741574:1,205,
234,754,159,138,69,67,214,73,276,55,1.1420454545454546:1,205,
240,751,159,141,68,67,214,70,277,55,1.1396011396011396:1,206,
246,744,159,148,66,67,208,67,282,54,1.1502890173410405:1,207,
252,741,159,151,65,67,205,68,281,55,1.1478260869565218:1,207,
258,735,159,157,63,66,201,70,280,55,1.1491228070175439:1,205,
264,730,159,162,61,66,198,72,279,54,1.1470588235294117:1,205,
270,775,206,164,48,112,205,72,285,53,1.1174863387978142:1,207,
276,774,208,167,48,112,202,73,286,53,1.1205479452054794:1,206,
282,769,208,172,47,112,194,75,288,53,1.1126373626373627:1,208,
288,762,208,179,46,112,193,74,286,51,1.1166666666666667:1,207,
294,759,208,182,46,111,190,76,284,52,1.1142061281337048:1,205,
300,756,208,185,46,111,186,79,282,52,1.111731843575419:1,205,
306,753,208,188,45,111,180,82,282,53,1.1092436974789917:1,205,
312,752,208,189,45,111,178,80,285,53,1.1064425770308124:1,206,
318,741,208,200,43,110,171,79,283,55,1.1232091690544412:1,203,
324,739,208,202,42,110,167,79,286,55,1.1296829971181557:1,206,
330,736,208,205,41,110,162,81,286,56,1.1395348837209303:1,205,
336,734,208,207,40,110,158,82,286,58,1.1399416909620992:1,204,
342,799,280,214,72,100,199,83,287,58,1.108179419525066:1,206,
348,791,281,223,68,99,196,87,280,61,1.0981432360742707:1,202,
354,785,281,229,67,99,191,88,279,61,1.1045576407506703:1,200,
360,779,281,235,65,99,185,93,276,61,1.1111111111111112:1,198,
366,773,281,241,63,97,179,98,276,60,1.1178082191780823:1,198,
372,771,281,243,63,97,174,101,274,62,1.1181318681318682:1,195,
378,764,281,250,60,97,168,107,272,60,1.1104972375690607:1,193,
384,760,281,254,60,97,166,108,269,60,1.1111111111111112:1,190,
390,751,281,263,56,97,162,109,268,59,1.1214689265536724:1,191,
396,747,281,267,56,97,154,114,267,59,1.1161473087818696:1,190,
402,742,281,272,55,96,151,114,266,60,1.1079545454545454:1,188,
408,732,281,282,54,94,144,116,265,59,1.1095100864553313:1,187,
414,799,354,288,127,94,138,120,263,57,1.1306666666666667:1,187,
420,798,359,294,77,94,189,123,259,56,1.1394101876675604:1,185,
426,791,359,301,73,94,185,126,259,54,1.1494565217391304:1,185,
432,786,359,306,72,93,183,127,255,56,1.1475409836065573:1,180,
438,782,359,310,70,93,178,131,254,56,1.1424657534246576:1,179,
444,775,359,317,68,92,169,139,253,54,1.1408839779005524:1,178,
450,773,359,319,68,92,161,146,251,55,1.1472222222222221:1,177,
456,769,359,323,67,92,159,146,251,54,1.1480446927374302:1,177,
462,765,359,327,66,92,155,149,250,53,1.1549295774647887:1,177,
468,762,359,330,65,92,152,149,251,53,1.152542372881356:1,177,
474,753,359,339,62,92,148,148,251,52,1.1452991452991452:1,176,
480,750,359,342,61,91,142,151,253,52,1.148997134670487:1,176,
486,747,359,345,60,91,138,152,254,52,1.146551724137931:1,177,
492,790,411,354,51,112,171,151,254,51,1.1409214092140922:1,177,
498,786,411,358,50,112,166,152,253,53,1.1475409836065573:1,178,
504,781,411,363,50,111,161,153,254,52,1.1515151515151516:1,177,
510,776,411,368,50,111,152,158,253,52,1.137741046831956:1,175,
516,772,411,372,50,111,152,154,254,51,1.1385041551246537:1,176,
522,770,411,374,49,111,152,151,257,50,1.1448467966573816:1,177,
528,763,411,381,47,111,152,146,260,47,1.155367231638418:1,179,
534,760,411,384,47,111,152,142,259,49,1.1468926553672316:1,176,
540,759,411,385,46,111,152,138,262,50,1.1501416430594902:1,176,
546,754,411,390,45,111,152,133,265,48,1.1542857142857144:1,177,
552,749,411,395,44,110,151,130,266,48,1.1647398843930636:1,178,
558,747,411,397,43,110,151,128,265,50,1.1652173913043478:1,178,
564,794,467,406,58,101,186,136,261,52,1.1753424657534246:1,177,
570,790,467,410,53,103,184,134,263,53,1.1763085399449036:1,178,
576,784,467,416,51,102,183,131,263,54,1.1717451523545706:1,176,
582,778,467,422,50,102,181,122,269,54,1.1671309192200556:1,178,
588,773,467,427,48,102,181,117,270,55,1.165266106442577:1,175,
594,769,467,431,48,101,181,110,274,55,1.1723163841807909:1,178,
600,765,467,435,47,101,181,110,272,54,1.1671388101983002:1,176,
606,759,467,441,47,101,180,106,272,53,1.1685714285714286:1,177,
612,754,467,446,46,101,180,101,274,52,1.1791907514450868:1,178,
618,750,467,450,45,101,180,96,276,52,1.1929824561403508:1,180,
624,742,467,458,44,101,177,91,278,51,1.1887905604719764:1,181,
630,740,467,460,43,101,177,86,282,51,1.1893491124260356:1,184,
636,802,531,462,64,87,190,124,286,51,1.1329787234042554:1,187,
642,802,533,464,65,86,191,123,287,50,1.1329787234042554:1,187,
648,793,533,473,61,85,191,118,288,50,1.1432432432432433:1,189,
654,788,533,478,60,85,191,112,288,52,1.141304347826087:1,190,
660,786,533,480,59,85,190,110,290,52,1.1475409836065573:1,191,
666,779,533,487,58,85,189,102,293,52,1.1578947368421053:1,192,
672,771,533,495,57,84,188,95,295,52,1.1596638655462186:1,191,
678,768,533,498,57,84,188,91,297,51,1.1633802816901408:1,193,
684,762,533,504,56,84,188,89,297,48,1.170940170940171:1,194,
690,756,533,510,52,84,188,88,296,48,1.1786743515850144:1,194,
696,754,533,512,51,84,188,83,299,49,1.1791907514450868:1,194,
702,748,533,518,50,84,187,77,299,51,1.2:1,194,
708,800,591,524,62,91,183,118,297,49,1.1917808219178083:1,193,
714,800,594,527,60,92,182,115,300,51,1.1798365122615804:1,195,
720,796,594,531,60,92,182,113,298,51,1.1868131868131868:1,194,
726,792,594,535,60,92,182,104,305,49,1.1878453038674033:1,198,
732,787,594,540,60,92,181,102,303,49,1.1983240223463687:1,197,
738,780,594,547,58,91,179,102,301,49,1.2096317280453257:1,196,
744,774,594,553,56,91,179,102,296,50,1.205128205128205:1,192,
750,769,594,558,54,91,179,102,294,49,1.2097701149425288:1,191,
756,765,594,562,54,90,178,102,291,50,1.2173913043478262:1,189,
762,764,594,563,54,90,178,102,290,50,1.2144927536231884:1,188,
768,760,594,567,54,90,176,102,287,51,1.215743440233236:1,185,
774,752,594,575,51,90,175,102,284,50,1.231454005934718:1,184,
780,809,657,581,66,97,214,102,280,50,1.2472222222222222:1,183,
786,804,658,587,60,100,180,122,290,52,1.2271468144044322:1,183,
792,802,658,589,60,100,179,122,289,52,1.221606648199446:1,182,
798,798,658,593,59,100,178,122,287,52,1.222841225626741:1,181,
804,792,658,599,58,100,178,121,285,50,1.2309859154929577:1,180,
810,786,658,605,58,99,178,121,280,50,1.2457142857142858:1,179,
816,781,658,610,57,99,178,121,276,50,1.2507204610951008:1,177,
822,780,658,611,56,99,178,121,276,50,1.2478386167146973:1,177,
828,776,658,615,56,99,177,121,274,49,1.2427745664739884:1,176,
834,773,658,618,56,99,177,120,270,51,1.2341040462427746:1,173,
840,763,658,628,54,98,176,120,267,48,1.2244897959183674:1,171,
846,760,658,631,53,98,176,120,265,48,1.2287390029325513:1,170,
852,815,719,637,114,98,175,120,260,48,1.2328767123287672:1,167,
858,817,725,641,67,102,177,125,297,49,1.2445054945054945:1,189,
864,808,725,650,65,101,176,124,291,51,1.2569832402234637:1,186,
870,800,725,658,64,101,176,123,287,49,1.2598870056497176:1,184,
876,797,725,661,62,101,176,123,286,49,1.2577903682719547:1,183,
882,791,725,667,61,101,175,123,283,48,1.26:1,182,
888,788,725,670,59,101,175,123,283,47,1.2514285714285713:1,182,
894,782,725,676,59,101,175,123,277,47,1.260115606936416:1,179,
900,779,725,679,59,99,175,123,276,47,1.2645348837209303:1,179,
906,775,725,683,56,99,175,123,274,48,1.2727272727272727:1,178,
912,771,725,687,56,98,175,123,270,49,1.2743362831858407:1,175,
918,769,725,689,56,98,174,123,269,49,1.2751479289940828:1,174,
924,762,725,696,56,98,174,122,266,46,1.2951807228915662:1,173,
930,803,771,701,46,106,171,125,308,47,1.2619718309859156:1,193,
936,799,771,705,46,106,169,125,307,46,1.2698863636363635:1,193,
942,791,771,713,45,105,168,125,304,44,1.2795389048991355:1,192,
948,787,771,717,45,105,168,125,299,45,1.2877906976744187:1,189,
954,780,771,724,44,105,168,125,294,44,1.2873900293255132:1,186,
960,774,771,730,43,104,167,125,291,44,1.2899408284023668:1,185,
966,770,771,734,42,104,167,124,290,43,1.2985074626865671:1,185,
972,767,771,737,40,104,166,124,290,43,1.3033033033033032:1,185,
978,760,771,744,39,103,166,124,286,42,1.3241590214067278:1,185,
984,759,771,745,39,103,166,124,284,43,1.3282208588957056:1,184,
990,752,771,752,37,103,166,122,280,44,1.3354037267080745:1,182,
996,741,771,763,36,103,165,122,276,39,1.3449367088607596:1,180,
1002,792,826,767,55,90,179,127,304,37,1.2956521739130435:1,193,
1008,786,826,773,54,90,175,127,303,37,1.3049853372434017:1,194,
1014,781,826,778,53,90,174,127,299,38,1.3106508875739644:1,193,
1020,780,826,779,53,90,174,127,297,39,1.314540059347181:1,192,
