Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,695,0,3,72,116,116,145,220,26,1.0144927536231885:1,173,
12,691,0,7,63,119,120,139,223,27,1.0145772594752187:1,176,
18,688,0,10,54,122,121,137,224,30,1.0175953079178885:1,178,
24,687,0,11,50,122,124,132,229,30,1.0205882352941176:1,180,
30,684,0,14,46,120,124,131,233,30,1.029673590504451:1,181,
36,681,0,17,38,124,125,128,236,30,1.0207715133531157:1,183,
42,679,0,19,36,116,129,127,241,30,1.0208333333333333:1,184,
48,679,0,19,26,120,131,127,240,35,1.0208333333333333:1,182,
54,690,12,20,34,116,136,126,243,35,1.0353982300884956:1,185,
60,688,12,22,27,119,138,123,244,37,1.0355029585798816:1,185,
66,687,12,23,21,120,143,118,246,39,1.032544378698225:1,183,
72,681,12,29,13,120,148,117,244,39,1.0328358208955224:1,181,
78,678,12,32,12,116,148,118,244,40,1.0421686746987953:1,184,
84,673,12,37,12,109,152,117,238,45,1.0332326283987916:1,178,
90,670,12,40,12,106,153,117,236,46,1.0364741641337385:1,177,
96,668,12,42,12,102,157,111,240,46,1.0365853658536586:1,180,
102,666,12,44,12,100,156,109,242,47,1.0304878048780488:1,180,
108,665,12,45,12,98,156,106,244,49,1.0274390243902438:1,181,
114,661,12,49,12,93,156,104,245,51,1.0338461538461539:1,183,
120,659,12,51,12,89,157,104,246,51,1.0339506172839505:1,183,
126,710,69,57,56,97,158,102,246,51,1.0056497175141244:1,184,
132,705,69,62,56,95,158,101,244,51,1.0142857142857142:1,183,
138,702,69,65,56,90,161,98,246,51,1.0172413793103448:1,186,
144,698,69,69,55,85,166,92,250,50,1.0057471264367817:1,187,
150,691,69,76,52,78,167,97,245,52,1.0028985507246377:1,184,
156,686,69,81,49,71,172,95,248,51,1.0058479532163742:1,185,
162,683,69,84,49,65,177,94,244,54,1.002932551319648:1,181,
168,679,69,88,48,60,180,92,246,53,0.9970588235294118:1,180,
174,674,69,93,48,56,181,92,243,54,1.0:1,178,
180,672,69,95,48,49,187,91,242,55,1.0059701492537314:1,178,
186,669,69,98,47,46,188,91,241,56,1.009009009009009:1,176,
192,668,69,99,47,37,193,89,246,56,1.0120481927710843:1,181,
198,724,129,103,59,80,191,86,253,55,0.989010989010989:1,184,
204,722,130,106,60,74,194,84,254,56,0.9780821917808219:1,186,
210,717,130,111,60,68,195,85,254,55,0.9806629834254144:1,186,
216,714,130,114,60,60,198,86,253,57,0.9778393351800554:1,185,
222,710,130,118,60,57,198,84,254,57,0.9777158774373259:1,185,
228,706,130,122,59,56,193,87,252,59,0.9887323943661972:1,184,
234,700,130,128,59,56,191,86,248,60,0.9830028328611898:1,181,
240,697,130,131,57,56,190,84,249,61,0.9857549857549858:1,179,
246,691,130,137,55,56,185,85,249,61,0.9913544668587896:1,182,
252,691,130,137,55,56,183,85,250,62,0.9913544668587896:1,182,
258,689,130,139,55,56,182,84,248,64,0.9855907780979827:1,180,
264,682,130,146,55,56,180,82,246,63,0.9883381924198251:1,179,
270,727,181,152,53,98,188,79,246,63,0.9701897018970189:1,178,
276,729,184,153,54,100,187,79,244,65,0.9702702702702702:1,176,
282,723,184,159,54,100,183,80,240,66,0.9700272479564033:1,175,
288,718,184,164,51,100,183,79,239,66,0.9725274725274725:1,175,
294,715,184,167,51,100,180,78,241,65,0.9696969696969697:1,175,
300,709,184,173,50,100,174,82,238,65,0.9694444444444444:1,173,
306,703,184,179,50,100,169,82,239,63,0.9636871508379888:1,174,
312,698,184,184,49,100,165,85,234,65,0.9717514124293786:1,174,
318,696,184,186,48,100,161,88,233,66,0.9772727272727273:1,174,
324,691,184,191,46,100,158,89,233,65,0.985632183908046:1,173,
330,688,184,194,45,100,154,90,233,66,0.9942028985507246:1,175,
336,685,184,197,44,100,145,96,235,65,0.9912790697674418:1,176,
342,736,239,201,57,99,183,98,234,65,0.9838274932614556:1,175,
348,739,244,203,60,98,180,101,235,65,0.9812332439678284:1,178,
354,735,244,207,60,98,178,102,232,65,0.9811320754716981:1,177,
360,729,244,213,59,97,173,105,231,64,0.9809782608695652:1,176,
366,720,244,222,56,97,166,107,231,63,0.988950276243094:1,176,
372,716,244,226,55,97,162,106,235,61,0.9888888888888889:1,178,
378,707,244,235,53,96,154,111,232,61,0.9971751412429378:1,176,
384,702,244,240,52,95,151,112,232,60,0.9943181818181818:1,176,
390,699,244,243,51,95,148,113,230,62,0.9914529914529915:1,173,
396,695,244,247,49,95,146,113,231,61,0.9971264367816092:1,175,
402,693,244,249,49,95,143,114,231,61,0.9913793103448276:1,175,
