Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,737,0,4,72,112,113,157,251,32,1.0997150997150997:1,199,
12,735,0,6,68,110,113,160,252,32,1.1060171919770774:1,200,
18,732,0,9,61,111,117,155,255,33,1.115606936416185:1,202,
24,723,0,18,54,111,121,150,254,33,1.1140350877192982:1,201,
30,722,0,19,49,108,127,148,255,35,1.1111111111111112:1,198,
36,718,0,23,44,110,128,145,255,36,1.111764705882353:1,198,
42,716,0,25,33,113,129,144,259,38,1.1183431952662721:1,200,
48,714,0,27,28,113,132,142,263,36,1.125:1,202,
54,726,15,30,36,113,136,140,263,38,1.1479289940828403:1,202,
60,724,15,32,30,116,139,134,267,38,1.1547619047619047:1,204,
66,720,15,36,25,119,132,137,270,37,1.155688622754491:1,205,
72,718,15,38,15,122,135,133,274,39,1.1497005988023952:1,205,
78,709,15,47,13,116,139,129,273,39,1.1484848484848484:1,203,
84,706,15,50,12,110,143,129,272,40,1.1458966565349544:1,203,
90,704,15,52,12,108,142,129,272,41,1.146341463414634:1,202,
96,698,15,58,12,102,144,125,272,43,1.1609907120743035:1,199,
102,695,15,61,12,100,140,125,276,42,1.1583850931677018:1,200,
108,689,15,67,11,98,140,119,276,45,1.139751552795031:1,199,
114,687,15,69,11,92,143,118,276,47,1.1401869158878504:1,198,
120,681,15,75,11,89,144,115,275,47,1.1550632911392404:1,198,
126,742,82,81,66,97,143,115,272,49,1.1695906432748537:1,193,
132,735,82,88,63,91,146,109,276,50,1.168141592920354:1,195,
138,731,82,92,62,87,150,107,275,50,1.1691394658753709:1,194,
144,727,82,96,61,83,151,109,273,50,1.1636904761904763:1,192,
150,726,82,97,61,78,155,104,276,52,1.1671641791044776:1,193,
156,723,82,100,60,75,156,102,278,52,1.1646706586826348:1,194,
162,720,82,103,58,69,157,104,280,52,1.162162162162162:1,195,
168,715,82,108,57,61,163,104,278,52,1.1798780487804879:1,195,
174,712,82,111,57,57,165,100,279,54,1.1840490797546013:1,195,
180,710,82,113,57,53,168,92,286,54,1.191358024691358:1,200,
186,706,82,117,57,45,174,89,288,53,1.1993769470404985:1,202,
192,702,82,121,56,37,180,84,293,52,1.2006269592476488:1,204,
198,781,162,122,83,87,182,82,293,54,1.1634349030470914:1,203,
204,781,163,123,80,82,189,77,298,55,1.1694444444444445:1,206,
210,774,163,130,78,78,191,77,296,54,1.180281690140845:1,204,
216,772,163,132,77,68,200,75,298,54,1.1807909604519775:1,207,
222,767,163,137,77,66,198,72,298,56,1.1851851851851851:1,207,
228,762,163,142,76,66,195,68,300,57,1.1959654178674353:1,209,
234,760,163,144,76,66,193,69,298,58,1.1965317919075145:1,208,
240,754,163,150,74,66,190,71,295,58,1.1982507288629738:1,206,
246,746,163,158,72,66,185,73,293,57,1.2005899705014749:1,204,
252,740,163,164,70,66,183,73,291,57,1.195845697329377:1,204,
258,733,163,171,70,66,181,70,291,55,1.181547619047619:1,205,
264,728,163,176,69,66,175,72,293,53,1.1861861861861862:1,208,
270,768,205,178,45,120,185,73,291,54,1.1633802816901408:1,206,
276,762,206,185,41,123,182,76,290,50,1.1647727272727273:1,206,
282,756,206,191,40,123,179,74,291,49,1.16:1,206,
288,753,206,194,39,123,179,69,295,48,1.1700288184438041:1,205,
294,747,206,200,39,123,174,68,293,50,1.1778425655976676:1,205,
300,741,206,206,38,123,169,69,292,50,1.1794117647058824:1,204,
306,737,206,210,38,123,162,74,289,51,1.180473372781065:1,203,
312,732,206,215,37,123,157,75,288,52,1.1850746268656716:1,203,
318,726,206,221,37,123,150,77,288,51,1.1867469879518073:1,204,
324,723,206,224,37,123,143,83,285,52,1.1842900302114803:1,201,
330,719,206,228,36,123,139,86,280,55,1.1920731707317074:1,198,
336,715,206,232,36,123,132,90,278,56,1.1865443425076452:1,195,
342,777,271,235,66,108,179,91,278,55,1.1764705882352942:1,195,
348,773,274,242,66,105,178,93,273,58,1.1836158192090396:1,193,
354,768,274,247,65,105,175,95,269,59,1.1818181818181819:1,191,
360,762,274,253,63,105,170,99,263,62,1.1896551724137931:1,188,
366,757,274,258,63,105,164,102,259,64,1.1878612716763006:1,184,
372,751,274,264,59,105,162,101,260,64,1.195906432748538:1,184,
378,748,274,267,59,103,155,106,259,66,1.2:1,183,
384,744,274,271,57,103,153,103,263,65,1.2011834319526626:1,186,
390,743,274,272,57,103,146,109,260,68,1.2047477744807122:1,184,
396,741,274,274,57,103,145,109,258,69,1.2053571428571428:1,182,
402,735,274,280,56,103,141,111,256,68,1.213855421686747:1,180,
408,731,274,284,54,103,138,111,257,68,1.221884498480243:1,181,
414,805,350,286,130,103,136,112,256,68,1.223756906077348:1,181,
420,800,352,293,76,90,199,115,253,67,1.2284122562674096:1,178,
426,795,352,298,73,90,194,119,253,66,1.226890756302521:1,178,
432,789,352,304,72,90,191,119,254,63,1.228813559322034:1,178,
438,783,352,310,72,89,185,123,252,62,1.2435530085959885:1,179,
444,778,352,315,72,89,182,121,252,62,1.235632183908046:1,176,
450,774,352,319,72,89,177,123,252,61,1.2369942196531791:1,175,
456,770,352,323,71,89,169,127,251,63,1.2448979591836735:1,173,
462,762,352,331,70,88,163,131,247,63,1.247787610619469:1,170,
468,757,352,336,69,88,159,131,249,61,1.2396449704142012:1,170,
474,752,352,341,69,87,155,132,249,60,1.2380952380952381:1,170,
480,748,352,345,68,87,148,136,250,59,1.2462462462462462:1,172,
486,743,352,350,66,87,144,137,252,57,1.2515151515151515:1,172,
492,791,405,355,53,116,175,139,253,55,1.2535612535612535:1,173,
498,786,405,360,52,116,169,143,252,54,1.2586206896551724:1,172,
504,781,405,365,50,115,164,146,253,53,1.2507204610951008:1,172,
510,776,405,370,49,115,154,153,253,52,1.2492753623188406:1,171,
516,774,405,372,48,115,153,152,255,51,1.25:1,172,
522,768,405,378,46,115,151,146,257,53,1.252199413489736:1,174,
528,764,405,382,45,115,151,140,260,53,1.2603550295857988:1,175,
534,762,405,384,44,115,151,136,260,56,1.2678571428571428:1,173,
540,759,405,387,43,115,149,129,266,57,1.2656716417910447:1,177,
546,753,405,393,43,115,149,124,266,56,1.2749244712990937:1,177,
552,748,405,398,42,114,149,117,269,57,1.294478527607362:1,176,
558,745,405,401,41,114,149,113,270,58,1.2923076923076924:1,176,
564,789,455,407,50,103,190,118,271,57,1.2672413793103448:1,176,
570,784,455,412,48,104,189,114,272,57,1.272463768115942:1,177,
576,783,455,413,48,104,189,114,272,56,1.2761627906976745:1,177,
582,775,455,421,48,104,188,109,270,56,1.2794117647058822:1,173,
588,772,455,424,47,103,188,105,273,56,1.2772861356932153:1,175,
594,765,455,431,46,103,186,101,273,56,1.2972972972972974:1,174,
600,761,455,435,46,103,185,99,273,55,1.2852852852852852:1,173,
606,756,455,440,46,103,184,94,277,52,1.283987915407855:1,175,
612,756,455,440,46,103,184,92,275,56,1.283987915407855:1,173,
618,746,455,450,45,102,183,89,273,54,1.2883435582822085:1,172,
624,744,455,452,44,102,182,86,276,54,1.2892307692307692:1,174,
630,735,455,461,43,102,180,84,274,52,1.2897196261682242:1,173,
636,801,524,464,69,84,198,123,275,52,1.30835734870317:1,175,
642,801,525,465,70,83,196,122,277,53,1.3150289017341041:1,178,
648,794,525,472,69,83,196,119,274,53,1.314868804664723:1,177,
654,792,525,474,68,83,196,116,276,53,1.3157894736842106:1,180,
660,786,525,480,66,83,195,111,277,54,1.3254437869822486:1,179,
666,780,525,486,65,83,194,107,279,52,1.328358208955224:1,179,
672,775,525,491,64,83,194,102,280,52,1.3413897280966767:1,181,
678,772,525,494,63,83,194,98,282,52,1.353658536585366:1,182,
684,767,525,499,63,82,194,92,286,50,1.36:1,185,
690,765,525,501,62,82,194,89,288,50,1.368421052631579:1,185,
696,761,525,505,62,82,193,82,293,49,1.3633540372670807:1,188,
702,758,525,508,62,82,192,75,297,50,1.3613707165109035:1,191,
708,800,574,515,51,100,178,127,296,48,1.2988505747126438:1,190,
714,793,576,524,48,100,178,122,299,46,1.3255131964809383:1,190,
720,787,576,530,48,100,178,114,303,44,1.3215339233038348:1,191,
726,777,576,540,46,99,177,109,301,45,1.319402985074627:1,192,
732,772,576,545,46,99,177,105,302,43,1.3253012048192772:1,193,
