Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Age 25+,F:M Ratio,Rep. Female
6,734,0,6,52,127,105,155,268,27,0.9784366576819407:1,219,
12,734,0,6,49,129,103,156,268,29,0.9784366576819407:1,217,
18,728,0,12,44,126,107,153,266,32,0.9836512261580381:1,215,
24,721,0,19,37,122,114,148,267,33,0.997229916897507:1,217,
30,715,0,25,31,119,117,149,266,33,0.9972067039106145:1,218,
36,710,0,30,24,118,120,144,271,33,1.0056497175141244:1,221,
42,708,0,32,18,120,121,141,272,36,1.0:1,219,
48,706,0,34,15,118,123,139,274,37,1.0:1,220,
54,717,17,40,26,115,128,134,277,37,1.0254237288135593:1,220,
60,714,17,43,20,117,130,132,279,36,1.0169491525423728:1,221,
66,712,17,45,19,115,130,128,282,38,1.0227272727272727:1,222,
72,708,17,49,16,112,136,124,283,37,1.0286532951289398:1,223,
78,702,17,55,16,105,140,123,283,35,1.0230547550432276:1,223,
84,701,17,56,16,102,141,120,287,35,1.0201729106628241:1,226,
90,700,17,57,16,98,144,117,288,37,1.023121387283237:1,227,
96,698,17,59,16,94,146,114,292,36,1.0231884057971015:1,228,
102,696,17,61,15,89,151,110,294,37,1.0232558139534884:1,228,
108,693,17,64,15,82,157,109,292,38,1.0263157894736843:1,226,
114,688,17,69,15,76,159,105,294,39,1.0294985250737463:1,226,
120,686,17,71,15,69,164,101,296,41,1.029585798816568:1,224,
126,752,88,76,72,80,165,95,297,43,1.0160857908847185:1,224,
132,750,88,78,71,74,171,94,295,45,1.0215633423180592:1,224,
138,747,88,81,70,71,171,94,294,47,1.013477088948787:1,222,
144,742,88,86,67,67,172,91,297,48,1.0054054054054054:1,223,
150,735,88,93,63,59,179,86,299,49,0.9972826086956522:1,223,
156,729,88,99,61,56,181,81,300,50,0.9972602739726028:1,222,
162,725,88,103,60,51,182,83,298,51,1.0027624309392265:1,224,
168,720,88,108,56,49,178,86,298,53,1.0055710306406684:1,224,
174,719,88,109,56,45,180,82,302,54,1.0083798882681565:1,226,
180,712,88,116,52,39,185,78,306,52,1.0112994350282485:1,228,
186,709,88,119,50,33,186,77,310,53,1.0142045454545454:1,230,
192,703,88,125,48,28,186,76,311,54,1.0143266475644699:1,230,
198,791,182,131,95,67,191,74,309,55,0.9775:1,229,
204,781,182,141,88,66,191,75,305,56,0.9772151898734177:1,228,
210,777,182,145,84,65,190,76,305,57,0.9821428571428571:1,227,
216,771,182,151,82,63,189,74,305,58,0.9922480620155039:1,225,
222,764,182,158,78,62,189,73,305,57,1.0:1,225,
228,763,182,159,78,62,186,71,308,58,1.0026246719160106:1,225,
234,756,182,166,77,61,183,71,308,56,1.0106382978723405:1,228,
240,748,182,174,75,61,180,70,305,57,1.0053619302949062:1,225,
246,746,182,176,74,61,179,69,302,61,1.0053763440860215:1,221,
252,737,182,185,70,61,178,69,299,60,1.0191780821917809:1,218,
258,734,182,188,70,61,176,66,300,61,1.022038567493113:1,218,
264,733,182,189,69,61,171,70,299,63,1.019283746556474:1,217,
270,796,249,193,71,111,179,71,301,63,0.9850374064837906:1,217,
276,792,249,197,67,112,178,71,300,64,0.9849624060150376:1,216,
282,790,249,199,67,112,178,69,297,67,0.9899244332493703:1,211,
