Steps,Male 0-10,Male 10-20,Male 20-30,Male 30-40,Male 40-50,Male 50-60,Male 60-70,Male 70-80,Male 80-90,Male 90+,Female 0-10,Female 10-20,Female 20-30,Female 30-40,Female 40-50,Female 50-60,Female 60-70,Female 70-80,Female 80-90,Female 90+
6,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,21,10,3,
12,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,21,10,3,
18,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,21,10,3,
24,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,21,10,3,
30,33,47,49,45,41,28,37,23,4,0,26,46,19,17,30,23,29,21,10,3,
36,33,47,49,45,41,28,37,23,4,0,27,46,19,17,30,23,29,21,10,3,
42,33,47,49,45,41,28,37,23,4,0,27,46,19,17,30,23,29,21,10,3,
48,34,47,49,45,41,28,37,23,4,0,28,46,19,17,30,23,29,21,10,3,
54,34,47,49,45,41,28,37,23,4,0,28,46,19,17,30,23,29,21,10,3,
60,34,47,49,45,41,28,37,23,4,0,28,46,19,17,30,23,29,21,10,3,
66,34,47,49,45,41,28,37,23,4,0,28,46,19,17,30,23,29,21,10,3,
72,34,47,49,45,41,28,36,23,4,0,28,46,19,17,30,23,29,21,10,3,
78,34,46,47,43,44,29,36,24,4,0,28,44,20,18,28,25,29,21,10,3,
84,34,46,47,43,44,29,36,24,4,0,28,44,20,18,28,25,29,21,10,3,
90,36,46,47,43,44,29,36,24,4,0,28,44,20,18,28,25,29,21,10,3,
96,36,46,47,43,44,29,36,24,4,0,28,44,19,18,28,25,29,21,10,3,
102,36,46,47,43,44,29,36,24,4,0,28,44,19,18,28,25,28,21,10,3,
108,36,46,47,43,44,29,36,24,4,0,29,44,19,18,28,25,28,21,10,3,
114,36,46,47,43,44,29,36,24,4,0,29,44,19,18,28,25,28,21,10,3,
120,37,46,47,43,44,29,36,24,4,0,29,44,19,18,28,25,28,21,10,3,
126,37,46,47,43,44,29,36,24,4,0,29,43,19,18,28,25,27,21,10,3,
132,38,46,47,43,44,29,36,24,4,0,29,43,19,18,28,25,27,21,10,3,
138,38,46,47,43,44,29,36,24,4,0,29,43,19,18,28,25,27,21,10,3,
144,38,46,47,43,44,29,36,24,4,0,29,43,19,18,28,25,27,21,10,3,
150,38,45,46,41,46,32,34,24,6,0,27,43,19,19,25,25,29,22,11,3,
156,38,45,46,41,46,32,34,24,6,0,27,43,19,19,25,25,29,22,11,3,
162,38,45,46,41,46,32,34,24,6,0,27,43,19,19,25,25,29,22,11,3,
168,38,45,46,41,46,32,34,24,6,0,28,43,19,19,25,25,29,22,11,3,
174,38,45,46,41,46,32,33,24,6,0,28,43,19,19,25,25,29,22,11,3,
180,38,45,46,41,46,32,33,24,6,0,28,43,19,19,25,25,29,22,11,3,
186,38,45,46,41,46,32,33,24,6,0,28,43,19,19,25,25,29,22,11,3,
192,38,45,46,41,46,32,33,24,6,0,29,43,19,19,25,25,29,22,11,3,
198,40,45,46,41,46,32,33,24,6,0,30,43,19,19,25,25,29,22,11,3,
204,40,45,46,41,46,32,32,24,6,0,30,43,19,19,25,25,29,22,11,3,
210,40,45,46,41,46,32,32,24,6,0,30,43,19,19,25,25,28,22,11,3,
216,40,45,46,41,46,32,32,24,6,0,30,43,19,19,25,25,28,22,11,3,
222,38,42,48,38,51,30,33,24,8,0,30,38,22,19,27,24,27,24,11,3,
228,38,42,48,38,51,30,33,24,8,0,30,38,22,19,27,24,27,24,11,3,
234,39,42,48,38,51,30,33,24,8,0,30,38,22,19,27,24,27,24,11,3,
240,39,42,48,38,51,30,33,24,8,0,31,38,22,19,27,24,26,24,11,3,
246,39,42,48,38,51,30,33,24,8,0,31,38,22,19,27,24,26,24,11,3,
252,39,42,48,38,51,30,33,24,8,0,31,38,22,19,27,24,26,24,11,3,
258,39,42,48,38,51,30,33,24,8,0,33,38,22,19,27,24,26,24,11,3,
264,39,42,48,38,51,30,33,24,8,0,33,38,22,19,27,24,26,24,11,3,
270,39,42,48,38,51,30,33,24,8,0,33,38,22,19,27,24,26,24,11,3,
276,39,42,48,38,51,30,33,24,8,0,33,38,22,19,27,24,25,24,11,3,
282,39,42,48,38,51,30,33,24,8,0,35,38,22,19,27,24,25,24,11,3,
