Steps,Total # Non-GTGP Parcels,Total # GTGP Parcels,Avg # Non-GTGP Parcels,Avg GTGP Parcels,Avg Non-GTGP Area,Avg GTGP Area
6,233,144,2.478723404255319,1.5319148936170213,8.952553191489363,3.335744680851064,
12,233,144,2.478723404255319,1.5319148936170213,8.952553191489363,3.335744680851064,
18,232,145,2.4680851063829787,1.5425531914893618,8.917446808510642,3.341063829787234,
24,229,148,2.4361702127659575,1.574468085106383,8.804680851063832,3.400638297872341,
30,224,153,2.382978723404255,1.627659574468085,8.61212765957447,3.453829787234042,
36,221,156,2.351063829787234,1.6595744680851063,8.481276595744681,3.501702127659575,
42,221,156,2.351063829787234,1.6595744680851063,8.489787234042556,3.488936170212766,
48,217,160,2.3085106382978724,1.702127659574468,8.324893617021278,3.616595744680851,
54,216,161,2.297872340425532,1.7127659574468086,8.250425531914896,3.616595744680851,
60,213,164,2.265957446808511,1.7446808510638299,8.192978723404257,3.636063829787234,
66,211,166,2.24468085106383,1.7659574468085106,8.124893617021279,3.657340425531915,
72,207,170,2.202127659574468,1.8085106382978724,7.975638297872342,3.6892553191489363,
78,204,173,2.1702127659574466,1.8404255319148937,7.821702127659577,3.761914893617022,
84,204,173,2.1702127659574466,1.8404255319148937,7.8025531914893635,3.7605319148936176,
90,201,176,2.1382978723404253,1.872340425531915,7.744042553191492,3.814787234042554,
96,200,177,2.127659574468085,1.8829787234042554,7.702553191489364,3.815851063829788,
102,200,177,2.127659574468085,1.8829787234042554,7.702553191489364,3.815851063829788,
108,200,177,2.127659574468085,1.8829787234042554,7.675957446808512,3.8190425531914887,
114,199,178,2.117021276595745,1.8936170212765957,7.634468085106384,3.8254255319148935,
120,196,181,2.0851063829787235,1.925531914893617,7.50276595744681,3.8873404255319146,
126,196,181,2.0851063829787235,1.925531914893617,7.534255319148937,3.8352127659574466,
132,194,183,2.0638297872340425,1.946808510638298,7.507659574468087,3.8457446808510634,
138,191,186,2.0319148936170213,1.9787234042553192,7.419361702127661,3.8638297872340424,
144,189,188,2.0106382978723403,2.0,7.34276595744681,3.8851063829787233,
150,187,190,1.9893617021276595,2.021276595744681,7.277872340425534,3.8904255319148935,
156,186,191,1.9787234042553192,2.0319148936170213,7.256595744680854,3.9010638297872338,
162,184,193,1.9574468085106382,2.0531914893617023,7.219893617021278,3.9271276595744684,
168,181,196,1.925531914893617,2.0851063829787235,7.129468085106383,3.9888297872340424,
174,180,197,1.9148936170212767,2.095744680851064,7.086914893617022,4.016489361702127,
180,178,199,1.8936170212765957,2.117021276595745,7.03904255319149,4.053723404255319,
186,178,199,1.8936170212765957,2.117021276595745,7.029468085106384,4.069680851063829,
192,178,199,1.8936170212765957,2.117021276595745,7.0369148936170225,4.029255319148936,
198,176,201,1.872340425531915,2.1382978723404253,6.8861702127659585,4.050851063829787,
204,175,202,1.8617021276595744,2.148936170212766,6.864893617021277,4.072127659574468,
210,174,203,1.851063829787234,2.1595744680851063,6.8617021276595755,4.072127659574468,
216,174,203,1.851063829787234,2.1595744680851063,6.8617021276595755,4.072127659574468,
222,174,203,1.851063829787234,2.1595744680851063,6.8617021276595755,4.072127659574468,
228,173,204,1.8404255319148937,2.1702127659574466,6.8138297872340425,4.082765957446809,
234,169,208,1.797872340425532,2.2127659574468086,6.702127659574468,4.1359574468085105,
240,168,209,1.7872340425531914,2.223404255319149,6.598936170212767,4.151914893617022,
246,168,209,1.7872340425531914,2.223404255319149,6.598936170212767,4.151914893617022,
252,168,209,1.7872340425531914,2.223404255319149,6.598936170212767,4.151914893617022,
258,167,210,1.7765957446808511,2.234042553191489,6.527659574468086,4.149787234042553,
264,164,213,1.7446808510638299,2.265957446808511,6.444680851063831,4.247659574468085,
270,162,215,1.7234042553191489,2.2872340425531914,6.384255319148937,4.277659574468085,
